,Date,Value,Val_ex_cash,model
0,2020-10-19,100000.0,99591.79750783386,RF Reg_target_120_rebal_30_2018-01-01
1,2020-10-20,100455.51476690645,100047.31227474031,RF Reg_target_120_rebal_30_2018-01-01
2,2020-10-21,100794.58653019284,100386.3840380267,RF Reg_target_120_rebal_30_2018-01-01
3,2020-10-22,102987.39405573726,102579.19156357112,RF Reg_target_120_rebal_30_2018-01-01
4,2020-10-23,105464.91417206542,105056.71167989928,RF Reg_target_120_rebal_30_2018-01-01
5,2020-10-26,103165.12450612849,102756.92201396235,RF Reg_target_120_rebal_30_2018-01-01
6,2020-10-27,101451.05427272055,101042.85178055441,RF Reg_target_120_rebal_30_2018-01-01
7,2020-10-28,98075.74480999763,97667.5423178315,RF Reg_target_120_rebal_30_2018-01-01
8,2020-10-29,98409.60126066647,98001.39876850034,RF Reg_target_120_rebal_30_2018-01-01
9,2020-10-30,98823.60607624686,98415.40358408072,RF Reg_target_120_rebal_30_2018-01-01
10,2020-11-02,100919.13315381613,100510.93066165,RF Reg_target_120_rebal_30_2018-01-01
11,2020-11-03,103076.17530864442,102667.97281647829,RF Reg_target_120_rebal_30_2018-01-01
12,2020-11-04,103002.97436393547,102594.77187176934,RF Reg_target_120_rebal_30_2018-01-01
13,2020-11-05,103701.3239628977,103293.12147073157,RF Reg_target_120_rebal_30_2018-01-01
14,2020-11-06,103130.76228765164,102722.5597954855,RF Reg_target_120_rebal_30_2018-01-01
15,2020-11-09,111669.02499960095,111260.82250743482,RF Reg_target_120_rebal_30_2018-01-01
16,2020-11-10,111049.33886013716,110641.13636797102,RF Reg_target_120_rebal_30_2018-01-01
17,2020-11-11,111063.44079099089,110655.23829882476,RF Reg_target_120_rebal_30_2018-01-01
18,2020-11-12,108781.22136051027,108373.01886834414,RF Reg_target_120_rebal_30_2018-01-01
19,2020-11-13,110646.40036847693,110238.19787631079,RF Reg_target_120_rebal_30_2018-01-01
20,2020-11-16,115428.55453267958,115020.35204051345,RF Reg_target_120_rebal_30_2018-01-01
21,2020-11-17,115138.63048163668,114730.42798947054,RF Reg_target_120_rebal_30_2018-01-01
22,2020-11-18,115894.7368103088,115486.53431814266,RF Reg_target_120_rebal_30_2018-01-01
23,2020-11-19,114548.2626956762,114140.06020351006,RF Reg_target_120_rebal_30_2018-01-01
24,2020-11-20,115023.02197713155,114614.81948496541,RF Reg_target_120_rebal_30_2018-01-01
25,2020-11-23,116637.39185741058,116229.18936524444,RF Reg_target_120_rebal_30_2018-01-01
26,2020-11-24,119894.94710499642,119486.74461283028,RF Reg_target_120_rebal_30_2018-01-01
27,2020-11-25,118569.8347419272,118161.63224976107,RF Reg_target_120_rebal_30_2018-01-01
28,2020-11-27,117933.60936902327,117525.40687685713,RF Reg_target_120_rebal_30_2018-01-01
29,2020-11-30,115187.15689709905,114778.95440493291,RF Reg_target_120_rebal_30_2018-01-01
30,2020-12-01,115683.96791390565,115521.52013112073,RF Reg_target_120_rebal_30_2018-01-01
31,2020-12-02,115728.02360110052,115565.5758183156,RF Reg_target_120_rebal_30_2018-01-01
