,Date,Value,Val_ex_cash,model
83,2021-02-18,127585.70881939655,127455.73774758432,RF Reg_target_120_rebal_60_2018-01-01
84,2021-02-19,128081.0822559943,127951.11118418208,RF Reg_target_120_rebal_60_2018-01-01
85,2021-02-22,129259.6812954725,129129.71022366028,RF Reg_target_120_rebal_60_2018-01-01
86,2021-02-23,130832.19583404898,130702.22476223676,RF Reg_target_120_rebal_60_2018-01-01
87,2021-02-24,133518.78023831378,133388.80916650157,RF Reg_target_120_rebal_60_2018-01-01
88,2021-02-25,132787.4668321298,132657.4957603176,RF Reg_target_120_rebal_60_2018-01-01
89,2021-02-26,128973.85560725421,128843.88453544199,RF Reg_target_120_rebal_60_2018-01-01
90,2021-03-01,130490.76436564465,130360.79329383242,RF Reg_target_120_rebal_60_2018-01-01
91,2021-03-02,130780.3590439026,130650.38797209038,RF Reg_target_120_rebal_60_2018-01-01
92,2021-03-03,131331.65233505476,131201.68126324256,RF Reg_target_120_rebal_60_2018-01-01
93,2021-03-04,131303.49559226783,131173.52452045563,RF Reg_target_120_rebal_60_2018-01-01
94,2021-03-05,132664.67531232542,132534.7042405132,RF Reg_target_120_rebal_60_2018-01-01
95,2021-03-08,135446.74777415476,135316.77670234255,RF Reg_target_120_rebal_60_2018-01-01
96,2021-03-09,135163.25226369512,135033.2811918829,RF Reg_target_120_rebal_60_2018-01-01
97,2021-03-10,135779.42344658,135649.4523747678,RF Reg_target_120_rebal_60_2018-01-01
98,2021-03-11,137034.5475992437,136904.5765274315,RF Reg_target_120_rebal_60_2018-01-01
99,2021-03-12,138373.8949362278,138243.92386441558,RF Reg_target_120_rebal_60_2018-01-01
100,2021-03-15,139637.05280148372,139507.0817296715,RF Reg_target_120_rebal_60_2018-01-01
101,2021-03-16,138671.49475302338,138541.52368121117,RF Reg_target_120_rebal_60_2018-01-01
102,2021-03-17,138982.98864429342,138853.0175724812,RF Reg_target_120_rebal_60_2018-01-01
103,2021-03-18,139291.06003257283,139161.08896076062,RF Reg_target_120_rebal_60_2018-01-01
104,2021-03-19,138117.1172616714,137987.1461898592,RF Reg_target_120_rebal_60_2018-01-01
105,2021-03-22,136853.56819709274,136723.59712528053,RF Reg_target_120_rebal_60_2018-01-01
106,2021-03-23,135173.58584681872,135043.6147750065,RF Reg_target_120_rebal_60_2018-01-01
107,2021-03-24,135334.11956241872,135204.14849060652,RF Reg_target_120_rebal_60_2018-01-01
108,2021-03-25,134155.53325301298,134025.56218120077,RF Reg_target_120_rebal_60_2018-01-01
109,2021-03-26,137307.64563571278,137177.67456390057,RF Reg_target_120_rebal_60_2018-01-01
110,2021-03-29,136742.797199644,136612.8261278318,RF Reg_target_120_rebal_60_2018-01-01
111,2021-03-30,137674.32740357934,137544.35633176714,RF Reg_target_120_rebal_60_2018-01-01
112,2021-03-31,137370.16026011243,137240.18918830022,RF Reg_target_120_rebal_60_2018-01-01
113,2021-04-01,138476.04780744307,138346.07673563086,RF Reg_target_120_rebal_60_2018-01-01
114,2021-04-05,139505.27524565713,139375.30417384492,RF Reg_target_120_rebal_60_2018-01-01
115,2021-04-06,139389.14949504947,139259.17842323726,RF Reg_target_120_rebal_60_2018-01-01
116,2021-04-07,139952.44791457732,139822.4768427651,RF Reg_target_120_rebal_60_2018-01-01
117,2021-04-08,139284.80052659096,139154.82945477875,RF Reg_target_120_rebal_60_2018-01-01
118,2021-04-09,139322.26710372424,139192.29603191203,RF Reg_target_120_rebal_60_2018-01-01
119,2021-04-12,139368.1121859733,139238.1411141611,RF Reg_target_120_rebal_60_2018-01-01
120,2021-04-13,139060.08744109512,138995.30817120476,RF Reg_target_120_rebal_60_2018-01-01
