,Instrument,Original Announcement Date Time,Debt - Long-Term - Total,Total Current Assets,Total Current Liabilities,Net Income after Tax,Revenue from Business Activities - Total,Cost of Operating Revenue,Operating Profit before Non-Recurring Income/(Expense),Net Cash Flow from Operating Activities,Total Shareholders' Equity incl Minority Intr & Hybrid Debt
416,FLT.N,2019-08-06T20:25:01Z,2676374000.0,4386358000.0,4749210000.0,261651000.0,647094000.0,,297317000.0,252527000.0,3843372000.0
417,FLT.N,2019-05-07T20:05:00Z,2708251000.0,4172059000.0,4562098000.0,172107000.0,621825000.0,,284176000.0,297494000.0,3530967000.0
418,FLT.N,2019-02-06T21:07:00Z,2748431000.0,3875986000.0,4495213000.0,303782000.0,643422000.0,0.0,284737000.0,348002000.0,3340180000.0
419,FLT.N,2018-10-30T20:09:31Z,2773378000.0,4132991000.0,4484468000.0,180425000.0,619586000.0,0.0,281090000.0,280291000.0,3562248000.0
420,FLT.N,2018-08-02T20:05:00Z,2832316000.0,4049207000.0,4601514000.0,176852000.0,584985000.0,0.0,264783000.0,74387000.0,3439085000.0
421,ZION.OQ,2021-04-19T21:00:46Z,1299000000.0,,,322000000.0,708000000.0,,406000000.0,4684000000.0,7933000000.0
422,ZION.OQ,2021-01-19T21:30:20Z,1336000000.0,,,284000000.0,711000000.0,,360000000.0,2731000000.0,7886000000.0
423,ZION.OQ,2020-10-19T20:25:56Z,1347000000.0,,,175000000.0,706000000.0,,217000000.0,1559000000.0,7668000000.0
424,ZION.OQ,2020-07-20T20:04:27Z,1353000000.0,,,66000000.0,674000000.0,,110000000.0,8411000000.0,7575000000.0
425,ZION.OQ,2020-04-20T20:16:04Z,1795000000.0,,,14000000.0,681000000.0,,16000000.0,586000000.0,7472000000.0
426,ZION.OQ,2020-01-21T21:14:08Z,1723000000.0,,,183000000.0,707000000.0,,235000000.0,1296000000.0,7353000000.0
427,ZION.OQ,2019-10-21T20:14:07Z,1242000000.0,,,222000000.0,711000000.0,,286000000.0,1933000000.0,7509000000.0
428,ZION.OQ,2019-07-22T20:41:28Z,1236000000.0,,,198000000.0,697000000.0,,260000000.0,59000000.0,7599000000.0
429,ZION.OQ,2019-04-22T20:42:40Z,1228000000.0,,,213000000.0,700000000.0,,271000000.0,393000000.0,7588000000.0
430,ZION.OQ,2019-01-22T21:11:54Z,724000000.0,,,224000000.0,710000000.0,,290000000.0,666000000.0,7578000000.0
431,ZION.OQ,2018-10-22T20:29:20Z,879000000.0,,,223000000.0,695000000.0,,292000000.0,591000000.0,7553000000.0
432,ZION.OQ,2018-07-24T17:00:00Z,383000000.0,,,197000000.0,678000000.0,,252000000.0,781000000.0,7621000000.0
433,RF.N,2021-04-23T10:00:00Z,2916000000.0,,,642000000.0,1431000000.0,,820000000.0,7842000000.0,17862000000.0
434,RF.N,2021-01-22T11:14:26Z,3569000000.0,,,616000000.0,1486000000.0,,778000000.0,4033000000.0,18111000000.0
435,RF.N,2020-10-20T10:05:19Z,4919000000.0,,,530000000.0,1466000000.0,,597000000.0,2347000000.0,17904000000.0
436,RF.N,2020-07-17T10:05:06Z,6408000000.0,,,-214000000.0,1373000000.0,,-243000000.0,17606000000.0,17628000000.0
437,RF.N,2020-04-17T10:00:00Z,10105000000.0,,,162000000.0,1378000000.0,,214000000.0,3342000000.0,17332000000.0
438,RF.N,2020-01-17T11:13:57Z,7879000000.0,,,389000000.0,1338000000.0,,487000000.0,3667000000.0,16295000000.0
439,RF.N,2019-10-22T10:10:09Z,9128000000.0,,,409000000.0,1392000000.0,,522000000.0,97000000.0,16581000000.0
440,RF.N,2019-07-19T10:02:36Z,9213000000.0,,,390000000.0,1345000000.0,,487000000.0,-6000000.0,16608000000.0
441,RF.N,2019-04-18T10:04:56Z,12957000000.0,,,394000000.0,1330000000.0,,488000000.0,1807000000.0,15523000000.0
442,RF.N,2019-01-18T11:07:25Z,12424000000.0,,,369000000.0,1356000000.0,,491000000.0,2240000000.0,15090000000.0
443,RF.N,2018-10-23T10:05:29Z,11178000000.0,,,370000000.0,1337000000.0,,455000000.0,-1417000000.0,14770000000.0
444,RF.N,2018-07-20T17:00:00Z,9890000000.0,,,378000000.0,1323000000.0,,467000000.0,-1201000000.0,15777000000.0
445,DISH.OQ,2021-04-29T10:29:42Z,14682903000.0,6515906000.0,5814040000.0,641563000.0,4497853000.0,3151591000.0,864576000.0,1125498000.0,13662920000.0
446,DISH.OQ,2021-02-22T11:17:16Z,13616408000.0,7022158000.0,6084746000.0,761298000.0,4557365000.0,3138465000.0,991639000.0,594085000.0,13780645000.0
447,DISH.OQ,2020-11-06T11:26:49Z,11989762000.0,5005471000.0,6530129000.0,532959000.0,4531591000.0,3203695000.0,812248000.0,1006795000.0,12691513000.0
448,DISH.OQ,2020-08-07T10:22:04Z,10985852000.0,4108574000.0,5780210000.0,480406000.0,3187090000.0,2247806000.0,637650000.0,834943000.0,12159537000.0
449,DISH.OQ,2020-05-07T10:15:04Z,12978580000.0,4642289000.0,4630987000.0,99274000.0,3217389000.0,2366839000.0,500496000.0,875953000.0,11659593000.0
450,DISH.OQ,2020-02-19T11:17:58Z,12968229000.0,4015100000.0,4496091000.0,413547000.0,3240865000.0,2357647000.0,522952000.0,633772000.0,11564072000.0
451,DISH.OQ,2019-11-07T11:22:59Z,12960779000.0,2731392000.0,4566654000.0,377157000.0,3168363000.0,2381677000.0,468892000.0,682310000.0,10169028000.0
452,DISH.OQ,2019-07-29T20:04:46Z,12747010000.0,3917855000.0,6195501000.0,340566000.0,3211312000.0,2451040000.0,430732000.0,613390000.0,9330511000.0
453,DISH.OQ,2019-05-03T10:15:56Z,13825418000.0,3592217000.0,4955056000.0,361299000.0,3187144000.0,2425023000.0,456300000.0,732929000.0,8951217000.0
454,DISH.OQ,2019-02-13T11:38:42Z,13810784000.0,3289205000.0,4776132000.0,357286000.0,3306829000.0,2515726000.0,482752000.0,502107000.0,8594189000.0
455,DISH.OQ,2018-11-07T11:29:21Z,13790114000.0,3038909000.0,4877597000.0,452598000.0,3395141000.0,2557789000.0,562703000.0,690396000.0,8243038000.0
456,DISH.OQ,2018-08-03T10:18:57Z,15109600000.0,2743710000.0,3631516000.0,460286000.0,3460845000.0,2592140000.0,572660000.0,573787000.0,7806127000.0
457,PEG.N,2021-05-05T11:33:52Z,15346000000.0,3595000000.0,4546000000.0,648000000.0,2889000000.0,1370000000.0,741000000.0,1027000000.0,16277000000.0
458,PEG.N,2021-02-26T12:30:07Z,14496000000.0,3630000000.0,5522000000.0,431000000.0,2402000000.0,1109000000.0,432000000.0,585000000.0,15984000000.0
459,PEG.N,2020-10-30T21:13:26Z,14792000000.0,4023000000.0,5260000000.0,575000000.0,2370000000.0,1092000000.0,511000000.0,853000000.0,15836000000.0
460,PEG.N,2020-07-31T21:07:04Z,13580000000.0,3742000000.0,5783000000.0,451000000.0,2050000000.0,910000000.0,407000000.0,511000000.0,15491000000.0
461,PEG.N,2020-05-04T11:30:04Z,14040000000.0,3727000000.0,5160000000.0,448000000.0,2781000000.0,1230000000.0,797000000.0,1153000000.0,15249000000.0
462,PEG.N,2020-02-26T14:05:36Z,13743000000.0,3231000000.0,5047000000.0,437000000.0,2478000000.0,1111000000.0,507000000.0,670000000.0,15089000000.0
463,PEG.N,2019-10-31T20:58:09Z,14448000000.0,3059000000.0,4067000000.0,403000000.0,2302000000.0,1060000000.0,497000000.0,885000000.0,14925000000.0
464,PEG.N,2019-07-31T10:05:14Z,14301000000.0,3156000000.0,3982000000.0,153000000.0,2316000000.0,1011000000.0,555000000.0,606000000.0,14754000000.0
465,PEG.N,2019-05-02T20:57:37Z,13216000000.0,3027000000.0,4473000000.0,700000000.0,2980000000.0,1438000000.0,786000000.0,1218000000.0,14814000000.0
466,PEG.N,2019-02-27T13:34:48Z,13168000000.0,3507000000.0,4935000000.0,199000000.0,2468000000.0,1173000000.0,501000000.0,421000000.0,14377000000.0
467,PEG.N,2018-10-30T21:35:24Z,12909000000.0,3215000000.0,4485000000.0,412000000.0,2394000000.0,1098000000.0,554000000.0,859000000.0,14359000000.0
468,PEG.N,2018-08-01T17:00:00Z,12510000000.0,3005000000.0,4244000000.0,269000000.0,2016000000.0,880000000.0,411000000.0,493000000.0,14158000000.0
469,ALL.N,2021-05-05T20:22:53Z,7996000000.0,,,2406000000.0,12451000000.0,,3191000000.0,1388000000.0,26792000000.0
470,ALL.N,2021-02-03T21:18:08Z,7825000000.0,,,2624000000.0,12018000000.0,,3429000000.0,1319000000.0,30217000000.0
471,ALL.N,2020-11-04T21:18:50Z,6635000000.0,,,1153000000.0,11500000000.0,,1719000000.0,1296000000.0,27263000000.0
472,ALL.N,2020-08-04T20:19:19Z,6634000000.0,,,1250000000.0,11197000000.0,,2376000000.0,1849000000.0,26986000000.0
473,ALL.N,2020-05-05T20:20:29Z,6633000000.0,,,837000000.0,9866000000.0,,1326000000.0,1027000000.0,24173000000.0
474,ALL.N,2020-02-04T21:18:21Z,6631000000.0,,,1773000000.0,11476000000.0,,2379000000.0,1234000000.0,25998000000.0
475,ALL.N,2019-10-30T10:05:54Z,6630000000.0,,,931000000.0,11085000000.0,,1256000000.0,1833000000.0,26140000000.0
476,ALL.N,2019-07-30T20:20:38Z,6628000000.0,,,851000000.0,11156000000.0,,1234000000.0,1348000000.0,24476000000.0
477,ALL.N,2019-05-01T20:27:41Z,6453000000.0,,,1292000000.0,11006000000.0,,1736000000.0,714000000.0,23418000000.0
478,ALL.N,2019-02-05T21:44:15Z,6451000000.0,,,-540000000.0,9486000000.0,,-614000000.0,1357000000.0,21312000000.0
479,ALL.N,2018-10-31T20:19:37Z,6450000000.0,,,948000000.0,10469000000.0,,1276000000.0,1728000000.0,23633000000.0
480,ALL.N,2018-08-01T20:23:05Z,6448000000.0,,,717000000.0,10103000000.0,,1008000000.0,1464000000.0,23122000000.0
481,SLB.N,2021-04-23T10:50:01Z,15834000000.0,12807000000.0,9873000000.0,312000000.0,5223000000.0,4504000000.0,503000000.0,429000000.0,12972000000.0
482,SLB.N,2021-01-22T12:58:07Z,16036000000.0,12919000000.0,10491000000.0,382000000.0,5532000000.0,4828000000.0,504000000.0,878000000.0,12489000000.0
483,SLB.N,2020-10-16T10:53:38Z,16471000000.0,14215000000.0,11651000000.0,-73000000.0,5258000000.0,4624000000.0,412000000.0,479000000.0,12369000000.0
484,SLB.N,2020-07-24T10:52:38Z,16763000000.0,14379000000.0,11665000000.0,-3428000000.0,5356000000.0,4925000000.0,208000000.0,803000000.0,12456000000.0
485,SLB.N,2020-04-17T11:03:57Z,15409000000.0,16266000000.0,13262000000.0,-7368000000.0,7455000000.0,6614000000.0,541000000.0,784000000.0,15983000000.0
486,SLB.N,2020-01-17T12:27:10Z,14770000000.0,15530000000.0,13098000000.0,343000000.0,8228000000.0,7136000000.0,773000000.0,2252000000.0,24176000000.0
487,SLB.N,2019-10-18T11:04:22Z,16333000000.0,16151000000.0,12483000000.0,-11373000000.0,8541000000.0,7382000000.0,863000000.0,1745000000.0,24327000000.0
488,SLB.N,2019-07-19T11:03:46Z,16978000000.0,16333000000.0,11773000000.0,494000000.0,8269000000.0,7236000000.0,740000000.0,1108000000.0,36273000000.0
489,SLB.N,2019-04-18T11:13:12Z,16449000000.0,15773000000.0,11697000000.0,430000000.0,7879000000.0,6956000000.0,638000000.0,326000000.0,36524000000.0
490,SLB.N,2019-01-18T12:06:16Z,14644000000.0,15731000000.0,13486000000.0,549000000.0,8179000000.0,7193000000.0,694000000.0,2331000000.0,36586000000.0
491,SLB.N,2018-10-19T11:09:21Z,14159000000.0,16483000000.0,14600000000.0,658000000.0,8504000000.0,7305000000.0,917000000.0,1827000000.0,36948000000.0
492,SLB.N,2018-07-20T17:00:00Z,13865000000.0,16900000000.0,15066000000.0,441000000.0,8303000000.0,7184000000.0,830000000.0,987000000.0,36897000000.0
493,PGR.N,2021-04-15T14:05:46Z,4896900000.0,,,1480000000.0,11439600000.0,,1924300000.0,2614500000.0,17836500000.0
494,PGR.N,2021-01-27T15:56:59Z,4896300000.0,,,1684300000.0,11410300000.0,,2162400000.0,1547300000.0,17038600000.0
495,PGR.N,2020-10-14T12:40:47Z,4895700000.0,,,1530800000.0,10942500000.0,,1979900000.0,1479700000.0,18087200000.0
496,PGR.N,2020-07-15T13:31:01Z,4895100000.0,,,1790400000.0,10967200000.0,,2325200000.0,2252800000.0,16670600000.0
497,PGR.N,2020-04-15T13:46:42Z,4894500000.0,,,699100000.0,9318100000.0,,922700000.0,1625800000.0,14577100000.0
498,PGR.N,2020-03-02T21:02:05Z,4407100000.0,,,1074600000.0,10734800000.0,,1386300000.0,1128200000.0,13898800000.0
499,PGR.N,2019-10-16T12:48:19Z,4406500000.0,,,843600000.0,9524600000.0,,1057800000.0,1758700000.0,14346200000.0
500,PGR.N,2019-07-17T12:50:05Z,4406000000.0,,,979000000.0,9444500000.0,,1291000000.0,1506200000.0,13550900000.0
501,PGR.N,2019-04-16T12:39:07Z,4405400000.0,,,1082800000.0,9293800000.0,,1614900000.0,1868500000.0,12331900000.0
502,PGR.N,2019-01-23T13:41:34Z,4404900000.0,,,259800000.0,8028800000.0,,288200000.0,1083300000.0,11036300000.0
503,PGR.N,2018-10-16T12:55:00Z,3859900000.0,,,930200000.0,8490000000.0,,1172500000.0,1718200000.0,12076200000.0
504,PGR.N,2018-07-17T17:00:00Z,3859500000.0,,,701200000.0,8011800000.0,,921800000.0,1736200000.0,11219000000.0
505,NOV.N,2021-04-27T22:00:00Z,1898000000.0,4996000000.0,1934000000.0,-114000000.0,1249000000.0,1093000000.0,-88000000.0,-27000000.0,5150000000.0
506,NOV.N,2021-02-04T23:00:01Z,2070000000.0,5209000000.0,1867000000.0,-429000000.0,1327000000.0,1393000000.0,-301000000.0,186000000.0,5279000000.0
507,NOV.N,2020-10-26T22:20:00Z,2064000000.0,5376000000.0,1884000000.0,-159000000.0,1384000000.0,1245000000.0,-74000000.0,323000000.0,5540000000.0
508,NOV.N,2020-07-27T22:22:00Z,2275000000.0,5590000000.0,1954000000.0,-64000000.0,1496000000.0,1359000000.0,-100000000.0,378000000.0,5533000000.0
509,NOV.N,2020-04-27T22:45:00Z,2254000000.0,5902000000.0,2163000000.0,-2172000000.0,1883000000.0,1659000000.0,-59000000.0,39000000.0,5554000000.0
510,NOV.N,2020-02-06T23:15:00Z,2239000000.0,6113000000.0,2247000000.0,-385000000.0,2281000000.0,1905000000.0,87000000.0,473000000.0,7846000000.0
511,NOV.N,2019-10-28T22:15:00Z,2739000000.0,6515000000.0,2276000000.0,-249000000.0,2126000000.0,1975000000.0,-142000000.0,352000000.0,8129000000.0
512,NOV.N,2019-07-29T23:33:00Z,2748000000.0,6766000000.0,2221000000.0,-5384000000.0,2132000000.0,2070000000.0,-355000000.0,-73000000.0,8487000000.0
513,NOV.N,2019-04-25T22:18:00Z,2743000000.0,6938000000.0,2103000000.0,-75000000.0,1940000000.0,1684000000.0,-48000000.0,-38000000.0,13840000000.0
514,NOV.N,2019-02-06T22:00:00Z,2704000000.0,7279000000.0,2341000000.0,15000000.0,2398000000.0,1990000000.0,86000000.0,221000000.0,13889000000.0
515,NOV.N,2018-10-25T23:07:00Z,2706000000.0,7221000000.0,2276000000.0,4000000.0,2154000000.0,1760000000.0,74000000.0,190000000.0,13976000000.0
516,NOV.N,2018-07-26T22:00:00Z,2707000000.0,7008000000.0,2194000000.0,25000000.0,2106000000.0,1753000000.0,50000000.0,239000000.0,13968000000.0
517,PTC.OQ,2021-04-28T20:04:16Z,1508389000.0,901763000.0,766820000.0,109262000.0,461785000.0,97098000.0,112459000.0,121692000.0,1650533000.0
518,PTC.OQ,2021-01-27T21:04:00Z,987857000.0,936204000.0,712238000.0,23515000.0,429050000.0,93377000.0,94485000.0,113762000.0,1494929000.0
519,PTC.OQ,2020-10-28T20:01:11Z,1005314000.0,833447000.0,680760000.0,53406000.0,390981000.0,91961000.0,69190000.0,33974000.0,1438248000.0
520,PTC.OQ,2020-07-29T20:01:00Z,1124702000.0,847238000.0,666291000.0,34678000.0,351721000.0,86526000.0,62863000.0,104505000.0,1327567000.0
521,PTC.OQ,2020-04-29T20:01:00Z,1134287000.0,1341426000.0,1192172000.0,7156000.0,359603000.0,90315000.0,68567000.0,87817000.0,1274081000.0
522,PTC.OQ,2020-01-22T21:01:00Z,1124345000.0,739169000.0,631512000.0,35455000.0,356110000.0,94182000.0,51559000.0,7512000.0,1247817000.0
523,PTC.OQ,2019-10-23T20:12:25Z,669134000.0,782621000.0,638155000.0,9826000.0,335005000.0,91472000.0,54101000.0,55216000.0,1201998000.0
524,PTC.OQ,2019-07-24T20:03:47Z,698916000.0,752663000.0,601222000.0,-14758000.0,295486000.0,88625000.0,9696000.0,67585000.0,1215595000.0
525,PTC.OQ,2019-04-24T20:34:09Z,738700000.0,790602000.0,598383000.0,-43513000.0,290451000.0,85834000.0,4522000.0,141130000.0,1247708000.0
526,PTC.OQ,2019-01-23T21:06:37Z,778484000.0,799985000.0,540969000.0,20985000.0,334689000.0,83288000.0,48937000.0,21214000.0,1321169000.0
527,PTC.OQ,2018-10-24T20:01:00Z,643268000.0,633784000.0,735279000.0,13191000.0,312521000.0,85910000.0,13659000.0,61960000.0,874589000.0
528,PTC.OQ,2018-07-18T20:01:00Z,693053000.0,588212000.0,665110000.0,16997000.0,314777000.0,89483000.0,24774000.0,49194000.0,834385000.0
529,SWKS.OQ,2021-04-29T20:01:00Z,,2804700000.0,538400000.0,325000000.0,1171800000.0,596200000.0,374700000.0,615700000.0,4712300000.0
530,SWKS.OQ,2021-01-28T21:02:00Z,,2575200000.0,507600000.0,509300000.0,1510000000.0,751100000.0,570700000.0,485100000.0,4414900000.0
531,SWKS.OQ,2020-11-02T21:07:44Z,,2317600000.0,448400000.0,247100000.0,956800000.0,500700000.0,267600000.0,267000000.0,4164200000.0
532,SWKS.OQ,2020-07-23T20:04:19Z,,2337400000.0,401100000.0,129700000.0,736800000.0,405500000.0,159300000.0,258700000.0,4182400000.0
533,SWKS.OQ,2020-05-04T20:04:53Z,,2220800000.0,362200000.0,181100000.0,766100000.0,393600000.0,200700000.0,280400000.0,4142800000.0
534,SWKS.OQ,2020-01-23T21:01:00Z,,2346500000.0,333200000.0,257100000.0,896100000.0,454900000.0,278100000.0,398400000.0,4267300000.0
535,SWKS.OQ,2019-11-12T21:21:54Z,,2234600000.0,374000000.0,218700000.0,827400000.0,425400000.0,239400000.0,417000000.0,4122300000.0
536,SWKS.OQ,2019-08-07T21:17:02Z,,2206300000.0,396500000.0,144100000.0,767000000.0,460000000.0,159600000.0,209300000.0,4099900000.0
537,SWKS.OQ,2019-05-02T20:22:31Z,,2160100000.0,338300000.0,214000000.0,810400000.0,415900000.0,239100000.0,192100000.0,4080900000.0
538,SWKS.OQ,2019-02-05T21:22:10Z,,2208500000.0,357300000.0,284900000.0,972000000.0,494300000.0,320700000.0,549000000.0,4038300000.0
539,SWKS.OQ,2018-11-08T21:22:51Z,,2262200000.0,389700000.0,271900000.0,1008400000.0,511100000.0,339900000.0,207600000.0,4097000000.0
540,SWKS.OQ,2018-07-19T20:21:27Z,,2631400000.0,358300000.0,283600000.0,894300000.0,446600000.0,306300000.0,258000000.0,4082900000.0
541,EL.N,2021-05-03T10:46:48Z,5487000000.0,10997000000.0,5197000000.0,458000000.0,3864000000.0,939000000.0,780000000.0,799000000.0,5558000000.0
542,EL.N,2021-02-05T11:47:49Z,4913000000.0,10291000000.0,5420000000.0,877000000.0,4853000000.0,1084000000.0,1179000000.0,1620000000.0,5456000000.0
543,EL.N,2020-11-02T11:45:00Z,4913000000.0,8795000000.0,4744000000.0,525000000.0,3562000000.0,825000000.0,711000000.0,358000000.0,4481000000.0
544,EL.N,2020-08-20T10:51:13Z,4914000000.0,8892000000.0,5179000000.0,-459000000.0,2430000000.0,767000000.0,-221000000.0,335000000.0,3962000000.0
545,EL.N,2020-05-01T10:48:40Z,4674000000.0,9233000000.0,5681000000.0,-4000000.0,3345000000.0,836000000.0,431000000.0,690000000.0,4358000000.0
546,EL.N,2020-02-06T11:47:14Z,4662000000.0,8348000000.0,4953000000.0,561000000.0,4624000000.0,1041000000.0,1021000000.0,1425000000.0,4601000000.0
547,EL.N,2019-10-31T16:48:33Z,2895000000.0,7022000000.0,4590000000.0,598000000.0,3895000000.0,908000000.0,829000000.0,-170000000.0,4558000000.0
548,EL.N,2019-08-19T10:47:41Z,2896000000.0,7212000000.0,4605000000.0,158000000.0,3590000000.0,835000000.0,337000000.0,761000000.0,4411000000.0
549,EL.N,2019-05-01T16:33:40Z,2883000000.0,7160000000.0,4231000000.0,557000000.0,3744000000.0,819000000.0,767000000.0,483000000.0,4617000000.0
550,EL.N,2019-02-05T17:22:27Z,3373000000.0,6440000000.0,3776000000.0,583000000.0,4005000000.0,910000000.0,850000000.0,1392000000.0,4333000000.0
551,EL.N,2018-10-31T10:45:00Z,3361000000.0,6249000000.0,3563000000.0,501000000.0,3524000000.0,823000000.0,671000000.0,-119000000.0,4430000000.0
552,EL.N,2018-08-20T12:39:39Z,3361000000.0,6168000000.0,3310000000.0,223000000.0,3295000000.0,697000000.0,314000000.0,642000000.0,4710000000.0
553,NOC.N,2021-04-29T10:47:18Z,12764000000.0,12253000000.0,8367000000.0,2195000000.0,9157000000.0,7417000000.0,842000000.0,-66000000.0,10525000000.0
554,NOC.N,2021-01-28T11:39:34Z,14261000000.0,15344000000.0,9580000000.0,330000000.0,10212000000.0,8122000000.0,1152000000.0,1602000000.0,10579000000.0
555,NOC.N,2020-10-22T10:33:54Z,14260000000.0,14552000000.0,10109000000.0,986000000.0,9083000000.0,7243000000.0,985000000.0,1359000000.0,10467000000.0
556,NOC.N,2020-07-30T10:31:29Z,14259000000.0,13179000000.0,9727000000.0,1005000000.0,8884000000.0,7058000000.0,994000000.0,2337000000.0,9712000000.0
557,NOC.N,2020-04-29T10:33:55Z,14299000000.0,13128000000.0,10177000000.0,868000000.0,8620000000.0,6898000000.0,934000000.0,-993000000.0,9062000000.0
558,NOC.N,2020-01-30T11:42:05Z,12770000000.0,10685000000.0,9434000000.0,-409000000.0,8721000000.0,6615000000.0,1136000000.0,2464000000.0,8819000000.0
559,NOC.N,2019-10-24T10:40:36Z,13826000000.0,10836000000.0,8416000000.0,933000000.0,8475000000.0,6748000000.0,951000000.0,1139000000.0,9731000000.0
560,NOC.N,2019-07-24T10:39:01Z,13838000000.0,10159000000.0,8155000000.0,861000000.0,8456000000.0,6726000000.0,946000000.0,1607000000.0,9214000000.0
561,NOC.N,2019-04-24T10:31:58Z,13863000000.0,10443000000.0,8821000000.0,863000000.0,8189000000.0,6493000000.0,936000000.0,-913000000.0,8739000000.0
562,NOC.N,2019-01-31T11:34:16Z,13883000000.0,9680000000.0,8274000000.0,356000000.0,8156000000.0,6469000000.0,943000000.0,2377000000.0,8187000000.0
563,NOC.N,2018-10-24T10:32:59Z,13889000000.0,10132000000.0,8039000000.0,1244000000.0,8085000000.0,6096000000.0,1172000000.0,812000000.0,9103000000.0
564,NOC.N,2018-07-25T10:35:52Z,14387000000.0,9722000000.0,7833000000.0,789000000.0,7119000000.0,5563000000.0,817000000.0,875000000.0,8227000000.0
565,PKG.N,2021-04-26T21:33:35Z,2494000000.0,2856900000.0,805800000.0,166500000.0,1807200000.0,1403500000.0,255600000.0,191600000.0,3331200000.0
566,PKG.N,2021-01-27T22:23:39Z,2493800000.0,2750300000.0,782600000.0,123600000.0,1714200000.0,1380900000.0,201700000.0,271100000.0,3246300000.0
567,PKG.N,2020-10-26T22:10:00Z,2493500000.0,2743700000.0,775400000.0,139100000.0,1693700000.0,1348300000.0,217900000.0,298200000.0,3205400000.0
568,PKG.N,2020-07-28T21:21:00Z,2493200000.0,2659000000.0,683600000.0,56700000.0,1541600000.0,1209700000.0,195700000.0,226800000.0,3133100000.0
569,PKG.N,2020-04-27T21:00:00Z,2493000000.0,2613600000.0,744600000.0,141700000.0,1708700000.0,1342900000.0,216300000.0,236700000.0,3149900000.0
570,PKG.N,2020-01-29T22:18:00Z,2492800000.0,2478400000.0,723800000.0,136200000.0,1720000000.0,1336700000.0,242400000.0,329200000.0,3071000000.0
571,PKG.N,2019-10-23T22:38:00Z,2502700000.0,2531300000.0,770700000.0,179800000.0,1750700000.0,1339300000.0,272300000.0,339800000.0,3034700000.0
572,PKG.N,2019-07-24T21:40:00Z,2502200000.0,2402700000.0,729600000.0,193600000.0,1759900000.0,1332000000.0,284900000.0,302400000.0,2921200000.0
573,PKG.N,2019-04-24T21:29:00Z,2501800000.0,2262400000.0,740700000.0,186800000.0,1733700000.0,1312300000.0,280100000.0,236000000.0,2794600000.0
574,PKG.N,2019-01-29T22:46:00Z,2501300000.0,2115100000.0,693600000.0,202600000.0,1746500000.0,1321100000.0,293000000.0,345600000.0,2672400000.0
575,PKG.N,2018-10-24T21:46:00Z,2500800000.0,2114700000.0,766500000.0,206700000.0,1809900000.0,1366700000.0,309400000.0,301000000.0,2530200000.0
576,PKG.N,2018-07-25T21:48:00Z,2500400000.0,1956600000.0,715800000.0,186600000.0,1767500000.0,1346900000.0,280900000.0,331000000.0,2388000000.0
577,CSX.OQ,2021-04-20T20:02:35Z,16306000000.0,4305000000.0,1800000000.0,706000000.0,2813000000.0,1004000000.0,1101000000.0,1232000000.0,13160000000.0
578,CSX.OQ,2021-01-21T21:02:51Z,16304000000.0,4441000000.0,2019000000.0,760000000.0,2825000000.0,931000000.0,1215000000.0,1135000000.0,13110000000.0
579,CSX.OQ,2020-10-21T20:06:49Z,16121000000.0,4228000000.0,2294000000.0,736000000.0,2648000000.0,845000000.0,1141000000.0,944000000.0,12727000000.0
580,CSX.OQ,2020-07-22T20:02:38Z,16128000000.0,3791000000.0,2347000000.0,499000000.0,2255000000.0,842000000.0,828000000.0,1006000000.0,12163000000.0
581,CSX.OQ,2020-04-22T00:00:00Z,16477000000.0,3821000000.0,2211000000.0,770000000.0,2855000000.0,990000000.0,1178000000.0,1178000000.0,11888000000.0
582,CSX.OQ,2020-01-16T21:02:50Z,15993000000.0,3278000000.0,2151000000.0,771000000.0,2885000000.0,996000000.0,1130000000.0,1113000000.0,11863000000.0
583,CSX.OQ,2019-10-16T20:02:48Z,15992000000.0,3960000000.0,2805000000.0,856000000.0,2978000000.0,976000000.0,1260000000.0,1470000000.0,11879000000.0
584,CSX.OQ,2019-07-17T10:02:27Z,15522000000.0,3186000000.0,2053000000.0,870000000.0,3061000000.0,1026000000.0,1284000000.0,1094000000.0,12290000000.0
585,CSX.OQ,2019-04-16T20:03:17Z,15748000000.0,3479000000.0,1926000000.0,834000000.0,3013000000.0,1041000000.0,1200000000.0,1173000000.0,12445000000.0
586,CSX.OQ,2019-01-16T21:03:41Z,14739000000.0,2565000000.0,1915000000.0,843000000.0,3143000000.0,1140000000.0,1232000000.0,1235000000.0,12580000000.0
587,CSX.OQ,2018-10-16T20:04:35Z,13754000000.0,2784000000.0,1944000000.0,894000000.0,3129000000.0,1076000000.0,1269000000.0,1397000000.0,13735000000.0
588,CSX.OQ,2018-07-17T20:04:36Z,13769000000.0,2881000000.0,1732000000.0,877000000.0,3102000000.0,1068000000.0,1253000000.0,1043000000.0,14023000000.0
589,MSCI.N,2021-04-27T10:45:00Z,3369469000.0,2306639000.0,1425327000.0,196819000.0,478423000.0,107991000.0,254375000.0,215457000.0,-481582000.0
590,MSCI.N,2021-01-28T11:56:11Z,3366777000.0,1925598000.0,1021769000.0,156216000.0,443661000.0,97986000.0,234085000.0,235928000.0,-443234000.0
591,MSCI.N,2020-10-27T10:48:16Z,3365783000.0,1843092000.0,834854000.0,176858000.0,425333000.0,92531000.0,227620000.0,199795000.0,-386586000.0
