,Instrument,Original Announcement Date Time,Debt - Long-Term - Total,Total Current Assets,Total Current Liabilities,Net Income after Tax,Revenue from Business Activities - Total,Cost of Operating Revenue,Operating Profit before Non-Recurring Income/(Expense),Net Cash Flow from Operating Activities,Total Shareholders' Equity incl Minority Intr & Hybrid Debt
5543,EXPD.OQ,2021-02-16T13:30:00Z,0.0,3963544000.0,1893043000.0,199525000.0,3169188000.0,2354942000.0,281811000.0,141692000.0,2663227000.0
5544,EXPD.OQ,2020-11-03T13:30:01Z,0.0,3409902000.0,1496708000.0,191719000.0,2464797000.0,1746269000.0,251945000.0,161599000.0,2504473000.0
5545,EXPD.OQ,2020-08-04T12:30:00Z,0.0,2858271000.0,1288069000.0,184188000.0,2580632000.0,1845150000.0,247626000.0,186721000.0,2161598000.0
5546,EXPD.OQ,2020-05-05T12:30:00Z,0.0,2618817000.0,1159178000.0,122782000.0,1901864000.0,1299388000.0,159055000.0,165000000.0,2037145000.0
5547,EXPD.OQ,2020-02-18T13:30:01Z,0.0,2769923000.0,1168318000.0,137748000.0,2044941000.0,1411132000.0,180340000.0,165246000.0,2197219000.0
5548,EXPD.OQ,2019-11-05T13:30:00Z,0.0,2769213000.0,1183586000.0,160627000.0,2074855000.0,1412885000.0,206550000.0,161499000.0,2209287000.0
5549,EXPD.OQ,2019-08-06T12:30:00Z,0.0,2711460000.0,1278820000.0,153530000.0,2035579000.0,1386561000.0,192201000.0,155707000.0,2052394000.0
5550,EXPD.OQ,2019-05-07T12:30:00Z,0.0,2728994000.0,1227927000.0,140111000.0,2020051000.0,1379330000.0,187601000.0,289483000.0,2125434000.0
5551,EXPD.OQ,2019-02-19T19:41:45Z,0.0,2734816000.0,1326839000.0,195985000.0,2235597000.0,1568108000.0,217007000.0,102050000.0,1987720000.0
5552,EXPD.OQ,2018-11-06T13:30:00Z,0.0,2746473000.0,1377468000.0,163867000.0,2090947000.0,1442968000.0,203154000.0,86721000.0,1957332000.0
5553,EXPD.OQ,2018-08-07T12:30:10Z,0.0,2564141000.0,1240273000.0,140946000.0,1957559000.0,1328589000.0,183584000.0,148556000.0,1892559000.0
5554,BAX.N,2021-04-29T11:15:00Z,5681000000.0,7856000000.0,3187000000.0,300000000.0,2946000000.0,1781000000.0,526000000.0,377000000.0,8490000000.0
5555,BAX.N,2021-02-04T12:15:00Z,5786000000.0,8411000000.0,3333000000.0,171000000.0,3181000000.0,1962000000.0,530000000.0,712000000.0,8726000000.0
5556,BAX.N,2020-10-29T11:15:00Z,5760000000.0,9033000000.0,3422000000.0,359000000.0,2972000000.0,1772000000.0,539000000.0,510000000.0,8602000000.0
