,Date,Instrument,e_p,b_p,ebit_ev,rev_ev,90_days,1_yr,fwd_ret
16041,2018-05-02,LHX.N,0.0098072330494827,0.1577707183396272,0.0105565354610262,0.0662221220486869,-0.0791818295896599,0.3341818181818181,0.1239438539111474
18286,2018-07-31,LHX.N,0.0138002571273797,0.2123814218946048,0.0154411610900408,0.0878348238717734,0.0867703254710765,0.4189247311827955,0.0503182782661413
19774,2018-10-15,LHX.N,0.0112529329912097,0.172191106714549,0.0136199375065885,0.0700064787838649,0.142508572935901,0.2730545962230877,-0.104069264069264
22528,2019-01-29,LHX.N,0.0048386737367872,0.0733757990663026,0.0059676138668809,0.0316625627459349,-0.0360802334968639,-0.0069733222442581,0.3388738564617961
30632,2019-10-30,LHX.N,0.0192022824359416,1.0193323494491824,0.0253423445209561,0.1749095460628606,0.014498413473273,0.3974850379934098,0.0766047541141372
32949,2020-02-04,LHX.N,0.0084466218261716,0.485455081902643,0.0096943117159024,0.0914900668188293,0.1108683779355543,0.4193098198426797,-0.1552695092518101
36065,2020-05-05,LHX.N,0.0056049220896189,0.5656063775044988,0.0144796672697511,0.1019527257075626,-0.1552695092518101,0.0536291671312298,-0.1093650793650793
38390,2020-07-31,LHX.N,0.007621931003626,0.5952647315976803,0.0140836074249505,0.1052128319393364,-0.111527499208276,-0.164159094294652,-0.0428919384542267
41069,2020-10-30,LHX.N,0.0113852184593949,0.5696083592138119,0.0143516474567267,0.1034756100151396,-0.0403264236359303,-0.1734981788334273,0.0645521693253055
43086,2021-01-29,LHX.N,0.0048595786680842,0.5218129964630936,0.0151293990561685,0.1024752901188162,0.0631663773865609,-0.2235501833491783,0.2199288671214505
934,2016-09-27,NKE.N,0.0129142445272049,0.1257820533814632,0.0121931872994315,0.0960559292663768,0.0423808626860049,-0.0999430755468813,-0.064148897723166
3175,2016-12-20,NKE.N,0.0100973409214675,0.1477785417758252,0.0097058257214025,0.1005281516513208,-0.064148897723166,-0.1952451246989356,0.120100405483684
5473,2017-03-21,NKE.N,0.0120651480667708,0.1345248148163526,0.0133934041470966,0.0914798879518995,0.1392380204241947,-0.0709481101857782,-0.0834338907084984
7923,2017-06-29,NKE.N,0.0114975642288698,0.1415181343130832,0.0139382188605222,0.1012913945165425,-0.0512134189864381,-0.0438770005394713,0.0099680270829414
10171,2017-09-26,NKE.N,0.0109595985637014,0.1383562795520758,0.0150982017899902,0.1067347546650131,0.0141643059490084,0.0084507042253521,0.2061452513966479
12505,2017-12-21,NKE.N,0.0077807713504973,0.1192781089167511,0.0089784815330812,0.0882780816482497,0.2165664913598797,0.2477364669620496,-0.0054037362976685
14846,2018-03-22,NKE.N,-0.0084216739007536,0.0894471379991009,0.0117673525748372,0.0831115530914606,0.00280199252802,0.1430092264017033,0.1130083824899099
17289,2018-06-28,NKE.N,0.009825073565385,0.0847877060893211,0.0088809694677233,0.0856510444527521,0.0791691751956653,0.2152542372881356,0.1825662482566248
19701,2018-09-25,NKE.N,0.0083000430272415,0.0683461418506923,0.0089384990950136,0.076065174505728,0.1685501653803749,0.609834820580976,-0.2035617407713174
22111,2018-12-20,NKE.N,0.007099825934767,0.0731692805012767,0.0078407461483651,0.0789464601447635,-0.2089727070399437,0.0426123205187587,0.3032726195764845
24496,2019-03-21,NKE.N,0.0081602907284932,0.0664163171825866,0.010151629657643,0.0715302878589499,0.2369641602248771,0.3661906240298045,-0.0494262015680037
27060,2019-06-27,NKE.N,0.0081570533181004,0.074559921128036,0.0101032174471203,0.0848237151537291,-0.0045216563541171,0.1668061366806135,0.0420750657422903
29615,2019-09-24,NKE.N,0.0103246121878647,0.0694853197720233,0.0119039470720453,0.0804667569993679,0.0551924473493101,0.0281872862365843,0.1602431750401467
32178,2019-12-19,NKE.N,0.0076399804090553,0.0640730554305618,0.0087956412537214,0.0706250323374246,0.1669358560221503,0.3976785961033577,-0.2849233811171527
34697,2020-03-24,NKE.N,0.0060848585025899,0.0649793921557573,0.0091976615312221,0.0724342728850103,-0.2764105642256902,-0.1294981345528945,0.4019079220240564
37295,2020-06-25,NKE.N,-0.0051534513838104,0.0525456340463206,-0.0054486960996269,0.0409495458058869,0.2028469750889681,0.2078618225134008,0.1525641025641024
39899,2020-09-22,NKE.N,0.0086973496070128,0.05284871724314,0.010412256053687,0.0606751598640049,0.1466836734693877,0.2869728003523841,0.1746384872080089
42548,2020-12-18,NKE.N,0.0059161346347905,0.0503178837043734,0.0081781151784128,0.0537699116671902,0.2109023551204021,0.3722510995601757,0.0429050116550115
37,2016-08-03,MRO.N,-0.0133614179043564,1.5053602183655246,-0.0059700805129048,0.0443163668842553,0.1027115858668858,-0.310025706940874,-0.0476900149031297
2242,2016-11-02,MRO.N,-0.0143335385265732,1.4126000833323955,-0.0094550488702375,0.0472218259959884,-0.0469798657718121,-0.3273684210526316,0.2754303599374024
4450,2017-02-15,MRO.N,-0.0934864467523535,1.1960946480547288,0.0025200281298857,0.0489091173779859,0.0917615539182854,1.4219910846953936,-0.1306748466257669
6978,2017-05-04,MRO.N,-0.3703183832795131,0.9401021858360687,-0.000826001246229,0.0507164765184609,-0.1504796163069544,0.1778886118038238,-0.150317572335921
9136,2017-08-02,MRO.N,-0.0138000844480054,1.2315830760971769,-0.0055701216005886,0.0642601833433768,-0.1892255892255893,-0.1021625652498136,0.2350498338870432
11425,2017-11-01,MRO.N,-0.0519795556975146,1.021801783536285,-0.0094963473748755,0.0735041952652704,0.1886490807354115,0.0508833922261482,0.1398789509078681
13654,2018-02-14,MRO.N,-0.0019464986185733,0.8139144937948828,0.0198283235506276,0.0739291019067789,0.090032154340836,0.0482374768089053,0.0796460176991151
16033,2018-05-02,MRO.N,0.0259729607555947,0.8779736228450203,0.0386112195573551,0.0876287030013023,0.006047278724574,0.2914608327452364,0.1098360655737704
18464,2018-08-01,MRO.N,0.0053939774702966,0.6816639028087329,0.0180862548235525,0.0674880966433839,0.1098360655737704,0.6235011990407673,-0.088626292466765
21578,2018-11-07,MRO.N,0.0127737339821396,0.6056962680350021,0.0206981500683599,0.0695676159498427,-0.0786460925833747,0.1730038022813689,-0.1599135602377094
23254,2019-02-13,MRO.N,0.0327167592671307,1.017407324081442,0.0113101471924411,0.0881433258852254,-0.1283632286995515,-0.0825958702064896,0.0630225080385853
25630,2019-05-01,MRO.N,0.0127218932980576,0.8925797320844129,0.0095362991042954,0.0680770485191033,0.0318352059925095,-0.0967213114754098,-0.2710223835450696
29028,2019-08-07,MRO.N,0.0138523358992623,1.0411622156333733,0.0160564507555516,0.0864196615955173,-0.2255784061696657,-0.4016881827209533,0.0107883817427385
31473,2019-11-06,MRO.N,0.0167247858164045,1.2438172530490903,0.0135731279057015,0.0887201850086221,-0.0528771384136858,-0.3419773095623988,-0.0467980295566502
33321,2020-02-12,MRO.N,-0.0018411070171749,1.118748678986372,0.0071626629721795,0.0800798625988722,-0.0452302631578948,-0.3134240094618569,-0.5176571920757967
36241,2020-05-06,MRO.N,-0.0176890829971059,4.598392488682459,-0.0126895072579365,0.1453653553659174,-0.5394736842105263,-0.633267845448592,0.067857142857143
38959,2020-08-05,MRO.N,-0.1550640116925744,2.3104537742193583,-0.0642795459970686,0.0509307584896902,0.067857142857143,-0.5349922239502332,-0.2859531772575252
41475,2020-11-04,MRO.N,-0.098178694961797,3.3733827934507667,-0.030693192985132,0.0953235749619548,-0.2482394366197183,-0.6600318471337581,1.3887587822014051
44091,2021-02-22,MRO.N,-0.0641945870772283,2.00579595894263,-0.0192399873807022,0.0837090550437881,0.8579234972677594,0.1434977578475336,0.1470588235294117
2192,2016-11-02,ANTM.N,0.0187337246814228,0.7503253969926547,0.0286780645284117,0.465115028831782,-0.0302002838668979,-0.0959276683328432,0.307342060330108
3815,2017-02-01,ANTM.N,0.0097269620413448,0.6627324593446577,0.0171163634676428,0.4386853084472126,0.3194649597899228,0.2696620341124447,0.1134398905404565
6090,2017-04-26,ANTM.N,0.0230501104333352,0.5955254742207543,0.0324471237718328,0.4158827638214444,0.1647257823173509,0.2432638888888889,0.0332905099703961
8474,2017-07-26,ANTM.N,0.0171568337468707,0.5302049369194014,0.0227789930906155,0.3639702471701549,0.0332905099703961,0.391948833709556,0.1120060543813179
10766,2017-10-25,ANTM.N,0.0149800698041398,0.5204275609837483,0.0212524508512918,0.3739031188359511,0.1209132519616389,0.6658028990201637,0.2048514899615963
13073,2018-01-31,ANTM.N,0.0213020859517076,0.4587365351178287,0.007860011380208,0.3062556803663644,0.1832808173398261,0.5720537866294557,-0.03635263264071
15371,2018-04-25,ANTM.N,0.0233497404981043,0.4805581182712326,0.0278664858164698,0.3154712876357716,-0.0559310644689513,0.3395401009534491,0.0380589515993972
17748,2018-07-25,ANTM.N,0.017341322101118,0.4728778026909195,0.0225445223173061,0.3045587523340042,0.0380589515993972,0.3509699215344377,0.1114830799015851
20842,2018-10-31,ANTM.N,0.0134755177403649,0.4083924095189359,0.0166089298105811,0.2691804046025677,0.0742213386348575,0.3085616600978202,0.0797982363827702
22650,2019-01-30,ANTM.N,0.0062567007968326,0.4201705822174152,0.0088216728791287,0.2810075389467432,0.1196989651928503,0.2005648577768812,-0.1564726441726038
24921,2019-04-24,ANTM.N,0.0210087006767681,0.4063307562228824,0.0241412015090037,0.2782383411658925,-0.0637821708317792,0.0509127449338469,0.1510358565737053
27406,2019-07-24,ANTM.N,0.0156923365385228,0.4242441782534973,0.0187241176854266,0.2901213198302148,0.1510358565737053,0.1652885895212359,-0.0879166522446437
29949,2019-10-23,ANTM.N,0.0192602906512257,0.510112786715304,0.0217785017292015,0.344518598486782,-0.1035550263650281,-0.0072335455675696,0.0356722705020684
32601,2020-01-29,ANTM.N,0.0121957838425763,0.4142910382840074,0.0142589525234591,0.2989583440392533,0.0195763440056786,-0.0993069306930691,0.0282144296654573
35384,2020-04-29,ANTM.N,0.0266048328122013,0.5536355655397885,0.0324802230537312,0.4033255480287183,0.0282144296654573,0.0727092014220729,0.0033854816293075
38129,2020-07-29,ANTM.N,0.0343280363560744,0.5196715697049844,0.0408809883876957,0.3578370895587267,0.0033854816293075,-0.0388803550093872,0.015058957238244
40636,2020-10-28,ANTM.N,0.0032863513604752,0.5021456058499195,0.0147137013056937,0.3693352269777045,0.0310617266135142,0.0621376542292255,0.015290412876137
42897,2021-01-27,ANTM.N,0.0068998795138843,0.4157333937957258,0.0083483388441648,0.3373323685632025,-0.0319599666388656,0.0913159577268796,0.3262570217458729
639,2016-08-09,PPL.N,0.0188615154863439,0.4040355755114125,0.0199393699457109,0.0395904063994372,-0.0577073043930335,0.0902255639097744,-0.0620689655172413
2004,2016-11-01,PPL.N,0.0201350482163653,0.4255235295725521,0.0197990634870102,0.0447909352418711,-0.0835579514824798,-0.0150637311703361,0.0279411764705883
3866,2017-02-01,PPL.N,0.0200075100776224,0.4277631582254529,0.0195009143600871,0.04356789647278,0.0177635410599883,-0.0466448445171847,0.0998569384835477
7117,2017-05-04,PPL.N,0.0157927094349233,0.3971355713374124,0.0166124070376573,0.0432721043130433,0.0895691609977322,0.0036553524804177,0.017429760665973
9328,2017-08-03,PPL.N,0.0110557746378911,0.3971749176420469,0.0126855702959763,0.0370891673907783,0.017429760665973,0.0639281828073994,-0.0554845308105343
11399,2017-11-01,PPL.N,0.0136006210523835,0.4107848595821617,0.0151990765166491,0.0400032755680707,-0.0554845308105343,0.0832844574780058,-0.2008662696264211
14158,2018-02-22,PPL.N,0.0036606020130551,0.505022285416493,0.0183619302628228,0.0457504239148729,-0.1779448621553884,-0.1984795004072767,-0.0294715447154472
16310,2018-05-03,PPL.N,0.0229620780292933,0.5690114945795611,0.0197395360896395,0.0519384328299179,-0.0826128722382325,-0.2564235660524268,0.0101221640488657
19095,2018-08-07,PPL.N,0.0258041439737642,0.5631817053691469,0.0215510812484296,0.0446484284160291,0.0542805100182151,-0.2502590673575129,0.0601243953006218
20987,2018-11-01,PPL.N,0.0216908744926862,0.5756386805119873,0.0191163803128617,0.0451841716485823,0.0590265792198827,-0.1649428415895482,-0.0042372881355932
23415,2019-02-14,PPL.N,0.0203398830827306,0.5713301616756412,0.0180812520710295,0.0463750631821775,-0.0313887127457196,-0.0176848874598071,0.0062193126022913
25807,2019-05-02,PPL.N,0.0203634960562444,0.5318980128682554,0.0192418164595501,0.0460872539394065,-0.0185185185185186,0.0729493891797556,-0.0374105400130123
28715,2019-08-06,PPL.N,0.0196593316759487,0.5354040260747592,0.0162595339072779,0.0403245386998928,-0.044250645994832,0.0224602626123011,0.1345049003041567
31121,2019-11-05,PPL.N,0.020885025997234,0.5233127987770095,0.0179747549945982,0.0429483330093429,0.1265100671140939,0.0829032258064517,0.0536193029490614
33497,2020-02-14,PPL.N,0.014069617308315,0.5007627354858093,0.0158600247087592,0.0405634663362769,0.046140195208518,0.1528683181225554,-0.2618037885213458
36726,2020-05-08,PPL.N,0.0292214520464662,0.6984138024318762,0.0100048883075125,0.034632305679851,-0.2751249305941144,-0.1671451355661882,0.0972807353504403
39574,2020-08-10,PPL.N,0.017317020974988,0.6566372720864643,0.0161378037430039,0.0408495497948819,0.1346534653465345,-0.0334008097165993,-0.0205933682373472
41672,2020-11-05,PPL.N,0.0134330212510572,0.6542502805764016,0.0174006851458352,0.0425425311282742,0.0338983050847456,-0.1678529062870699,-0.010334996436208
44004,2021-02-18,PPL.N,0.0133296862252825,0.616809321421121,0.0172256091762783,0.0520003131471689,-0.0834983498349835,-0.2203818079730488,0.0385307886208139
1186,2016-10-20,CCI.N,0.0027472400314371,0.2123615066427954,0.0056768755126642,0.0224238628442632,-0.0741377566501466,0.0729020159399906,-0.0476294516058553
3490,2017-01-25,CCI.N,0.0039856586757238,0.2415209763707232,0.006224385979946,0.0240694411495518,-0.0836661761614462,0.0279448178280863,0.0863730213351685
5852,2017-04-24,CCI.N,0.0034907136393185,0.2157481246021353,0.00558035582345,0.0214253456282026,0.0878704341833218,0.0816582914572863,0.0417062612184564
8026,2017-07-19,CCI.N,0.003056753010842,0.2069473918419804,0.0053170881677129,0.0206350144182687,0.0221715706589307,0.0039686577795867,0.023312385972025
10317,2017-10-18,CCI.N,0.0020990139871451,0.3119830919258932,0.0056338913379402,0.0216528247593276,0.0379356430554127,0.1029058335154029,0.0854793977812995
12743,2018-01-24,CCI.N,-0.0001887114673722,0.2735898322349499,0.0037442075381684,0.0186637740158793,0.0542568542568542,0.2451994091580502,-0.0273747604708458
14975,2018-04-18,CCI.N,0.0018914272362587,0.2822185383217659,0.0058202150291698,0.0212970685151875,0.0052815240969537,0.1098500624739691,0.0361197110423117
17361,2018-07-18,CCI.N,0.0033984547614809,0.2809538324524298,0.0059196831668146,0.0219921190275518,0.0361197110423117,0.1353963195229772,-0.0330496197030061
19836,2018-10-17,CCI.N,0.0029447343323941,0.2662169751234234,0.005940422478499,0.0220758943457735,-0.0381878771503196,0.034586320480527,0.0325873209101974
22301,2019-01-23,CCI.N,0.0030178494579828,0.2567612946935262,0.0056612794509154,0.0222221486492828,0.0312353876367716,0.006204945706725,0.1260542305250749
24653,2019-04-17,CCI.N,0.0031006706273853,0.2117288239924254,0.005357247590519,0.0200611824666246,0.1568992825864157,0.2097622759158222,0.0599983893049851
27155,2019-07-17,CCI.N,0.003469155060742,0.2032223653401736,0.0055545551773504,0.020245444185456,0.0562555172137066,0.1917783411807316,0.0233247226865218
29691,2019-10-16,CCI.N,0.0037027975625769,0.1866279182708171,0.0056187115962712,0.0196389872303632,0.0616378970599826,0.2612604176421012,0.2078847724404187
34026,2020-02-26,CCI.N,0.0030456086119843,0.1774743818394637,0.0048554725918365,0.0185131120747565,0.229519347037485,0.370021052631579,-0.0445632798573975
35454,2020-04-29,CCI.N,0.0026088998273649,0.1681826442850993,0.0046841016800386,0.0180872513242797,0.042871519624287,0.2532451826171087,0.1185666495110653
38056,2020-07-29,CCI.N,0.0024661860676067,0.1408880482575781,0.0043240884683108,0.0163002287810669,0.1185666495110653,0.2990884638374178,-0.0579743486512912
40126,2020-10-21,CCI.N,0.0023327447160165,0.1359861367582179,0.0048348956346973,0.0167084997980472,-0.0178100263852242,0.1558111636440617,-0.0238720312595396
42830,2021-01-27,CCI.N,0.0073989593338197,0.1377983351521034,0.0084258481478991,0.0170227216303293,-0.0002501250625311,0.0578971746178786,0.1439204403302476
967,2016-10-11,FAST.OQ,0.0105109892286335,0.1581139311581768,0.0164035579331455,0.0818785401728553,-0.0771362586605081,0.0554675118858951,0.2777777777777779
3332,2017-01-18,FAST.OQ,0.008454769094495,0.1423619477196449,0.0131703310851424,0.0684142291063936,0.3342043376012544,0.3747980613893376,-0.0934195064629848
5563,2017-04-12,FAST.OQ,0.0090085629496172,0.1330273412612256,0.0140471371548892,0.0692573439867175,-0.0240354206198608,0.0104780615586117,-0.0771224886584576
7949,2017-07-12,FAST.OQ,0.0118254114785077,0.1581619003320902,0.0183803214010695,0.0867938124265242,-0.1513706793802145,-0.0133949191685912,0.0419007490636704
10211,2017-10-11,FAST.OQ,0.0109019889949053,0.1543724689054972,0.017010796986931,0.0843318635745974,0.0310400741255501,0.1609285341679707,0.1727701640080881
12562,2018-01-17,FAST.OQ,0.0096962728090786,0.1334128244970927,0.0126939689388484,0.0679654952776022,0.1045281421921284,0.032640949554896,-0.0220306513409961
14919,2018-04-11,FAST.OQ,0.0111017004217542,0.1383413271144587,0.0146854395542415,0.0742601032981645,-0.0778540462427745,0.1028299848779432,0.0677766895200784
17313,2018-07-11,FAST.OQ,0.0152551805391454,0.1608294743771844,0.0190321517532334,0.0897058186168203,0.0677766895200784,0.2626824183460736,-0.0521005320124747
19759,2018-10-10,FAST.OQ,0.0118687560637686,0.1390854835084139,0.0155123994511544,0.0756872619808901,-0.0659797541576282,0.1247279059643013,0.1097348558157538
22220,2019-01-17,FAST.OQ,0.0112911123833002,0.1540286995558387,0.0152722590883556,0.080588321736156,0.0829084041548631,0.0668899432505349,0.1942797349145448
24577,2019-04-11,FAST.OQ,0.0105472863371,0.1302625183271315,0.0139737988807086,0.0699919467272831,0.2569750367107195,0.3674121405750801,-0.1133177570093457
27096,2019-07-11,FAST.OQ,0.0109694533060779,0.13423372552506,0.0144913823701861,0.0721091186740462,-0.0685687988955361,0.0976138828633406,0.1969696969696968
29668,2019-10-11,FAST.OQ,0.0113945059437868,0.1379989415402794,0.0148439513929204,0.072618990301442,0.1844850065189047,0.395813328212022,0.0126582278481013
32266,2020-01-17,FAST.OQ,0.0084236573539748,0.1256524960422788,0.0111718189334381,0.0597124135458652,0.0216546363131591,0.2453468697123517,-0.0614130434782608
34775,2020-04-14,FAST.OQ,0.0113180870235372,0.1484088350776356,0.0149108114201447,0.0751311434254987,-0.0560262366766877,-0.0063291139240506,0.2565141864504923
37349,2020-07-14,FAST.OQ,0.0097225406984902,0.1132600701711948,0.012754655929818,0.0609075183484035,0.2565141864504923,0.4187643020594964,0.0449308755760367
39959,2020-10-13,FAST.OQ,0.0085574409182987,0.1114823996110291,0.0111761301589888,0.0544475172481864,0.0302135393003177,0.2735186745296263,0.0826272727813031
42654,2021-01-20,FAST.OQ,0.0069945254968648,0.0974882054463592,0.009377378908988,0.0481636934886752,0.1050449430707203,0.3615403999066027,0.0262833675564679
1493,2016-10-26,RJF.N,0.0207658491753247,0.5961301604746866,0.026483469769174,0.1480811706788605,0.0768530322345657,0.0623427955443767,0.2787079316759682
3559,2017-01-25,RJF.N,0.0147355490756944,0.5119037884071665,0.0204498556799775,0.1386122364736507,0.2856657031117156,0.7698970037453183,0.0017193492924216
6127,2017-04-26,RJF.N,0.010266305832383,0.4752680937123318,0.0143014727584402,0.1406043951886013,0.0017193492924216,0.4325704558350671,0.1271454977554793
8392,2017-07-26,RJF.N,0.0158416944039204,0.4664674229400644,0.0227390525163628,0.1322075366291677,0.1271454977554793,0.5547259151338555,0.0042169380344383
10690,2017-10-25,RJF.N,0.0158798077623931,0.4590473225930698,0.0268025572914855,0.1385163124686544,0.0362625407953582,0.3836346029696578,0.1302927796570629
12731,2018-01-24,RJF.N,0.0091364283898911,0.4386418850742543,0.0246627677713434,0.1360201134413286,0.1225671918443005,0.2558320373250391,-0.1040247678018576
15412,2018-04-25,RJF.N,0.018618858900445,0.4563168501007744,0.0257088019552837,0.1429825712761279,-0.1040247678018576,0.1591455273698263,0.1202487906012441
17795,2018-07-25,RJF.N,0.0177902521440336,0.472452903148262,0.0246589563573649,0.1451867948614617,0.1202487906012441,0.1756315725855191,-0.1930906847624922
20173,2018-10-24,RJF.N,0.019589571850612,0.4742308076486418,0.026798014563391,0.1425664657630063,-0.1579399141630901,-0.0721210688105934,0.0187308868501527
22314,2019-01-23,RJF.N,0.0236580860671038,0.5836611353824063,0.0362435210771709,0.2062203822448883,-0.0742241778601203,-0.174922600619195,0.1066916823014383
24924,2019-04-24,RJF.N,0.0230141188004874,0.5613328746509706,0.0317043672856348,0.1731405648595907,0.1066916823014383,0.0191200184289335,-0.02124773960217
27475,2019-07-24,RJF.N,0.0216714032431984,0.5461529608033965,0.0298426982957972,0.1705047733040582,-0.02124773960217,-0.1096031256426075,-0.0310623556581985
30055,2019-10-23,RJF.N,0.0230587624024888,0.5748095279196178,0.0353356554949154,0.1945371087652505,0.0107203083594313,0.069189602446483,0.1588606840662614
32349,2020-01-22,RJF.N,0.0214441683512058,0.5495168534043076,0.0317954111270726,0.1782845754841147,0.155830262688696,0.2091519522506837,-0.2650143973673385
35437,2020-04-29,RJF.N,0.0191985642395947,0.7722594065134031,0.2542481365514068,1.5072238669699778,-0.2097523219814241,-0.2052707661514512,0.0005596753882748
38079,2020-07-29,RJF.N,0.0182361595927665,0.7384584393233664,0.0392968239490237,0.257612512554711,0.0005596753882748,-0.0867177522349935,0.0517410152426232
40547,2020-10-28,RJF.N,0.0209424174727475,0.712843817708736,0.045183342907494,0.2644629562269142,0.0887376954255934,-0.0991735537190082,0.2685813056774366
42865,2021-01-27,RJF.N,0.0237067172570246,0.5594633306521563,0.0362475167485295,0.1990449672824491,0.1954642275404083,0.0276820336062042,0.3748034797191069
1312,2016-10-25,FCX.N,0.0148354752705138,0.3280442475704272,0.0157190321024703,0.1036440262946895,-0.1921898928024502,-0.1044142614601018,0.5639810426540284
3533,2017-01-25,FCX.N,0.0162577465337763,0.3369028228626044,0.0211844674346471,0.1328429999447714,0.6208251473477406,2.733031674208145,-0.2587878787878788
5864,2017-04-24,FCX.N,0.0116518254076871,0.327183257447854,0.0177954401544048,0.0984347111852097,-0.2220101781170483,0.0653310104529616,0.2158626328699917
8225,2017-07-25,FCX.N,0.0152524838803053,0.3840748110689733,0.0215096804644111,0.1182554432643403,0.1351145038167938,0.1385911179173047,-0.0114324142568931
10747,2017-10-25,FCX.N,0.0136317585156521,0.3431561448723556,0.0272437180393282,0.1290334337906647,0.0137931034482758,0.3751169317118803,0.3482993197278912
12779,2018-01-25,FCX.N,0.0378921485801575,0.2906400665614582,0.0374730932308963,0.127722693020249,0.3013788575180565,0.2107513744654856,-0.1886982845610495
15167,2018-04-24,FCX.N,0.0270052793751103,0.3397640963240633,0.0406270037243693,0.1328221988785964,-0.1774936061381075,0.191111111111111,-0.0136815920398009
17686,2018-07-25,FCX.N,0.034632962643859,0.3788830116488695,0.0474171939267174,0.145001217877678,0.0318802862719582,0.0937931034482757,-0.3253467843631779
20208,2018-10-24,FCX.N,0.0273672155797662,0.4946425902886368,0.0442780701147352,0.162419109210105,-0.3299937382592361,-0.2716133424098026,0.0
22387,2019-01-24,FCX.N,0.0325311284769293,0.6558436148496986,0.0110155918079839,0.1229740612745849,-0.1083333333333333,-0.4601412714429869,0.1411214953271029
25041,2019-04-25,FCX.N,0.0014990602208656,0.5237609335974682,0.0099679460941871,0.1121615774158975,0.1411214953271029,-0.218809980806142,-0.0221130221130222
27487,2019-07-24,FCX.N,-0.0044531879624404,0.5764800256977937,0.0010855114047756,0.1099778126095592,-0.1207658321060383,-0.2471626733921815,-0.1515912897822444
30077,2019-10-23,FCX.N,-0.0151242099583118,0.6801573278395101,-0.0004383743047734,0.1063226294577362,-0.1129597197898423,-0.053271028037383,0.1816386969397827
32381,2020-01-23,FCX.N,0.0006303849447732,0.4884432680418392,0.0167752688556987,0.1117684437728071,0.2054380664652568,0.0649466192170817,-0.29156223893066
35085,2020-04-24,FCX.N,-0.0504387153565282,0.9041190778989012,-0.0160763999814936,0.106089073462781,-0.2837837837837837,-0.3177795655671761,0.570754716981132
37595,2020-07-23,FCX.N,0.0029763141606139,0.5329983398827415,0.0160541467300262,0.0913023540288645,0.7055057618437901,0.1522491349480967,0.3776276276276278
40287,2020-10-22,FCX.N,0.0143532037293449,0.4066447535099075,0.0242333649064553,0.0995973193754105,0.3986280487804881,0.8096646942800789,0.471934604904632
42767,2021-01-26,FCX.N,0.0187283570847902,0.2691275494077055,0.0326064306710087,0.0858616906070207,0.4711328976034858,1.3923826395039862,0.2861902998889301
2449,2016-11-03,LNT.OQ,0.0147323033826574,0.4427837381932512,0.0195605447165446,0.0700452348757444,-0.0583904544300584,0.3016318652395156,0.0544621191695875
4792,2017-02-23,LNT.OQ,0.0072737893139528,0.4480282987318318,0.008290912360086,0.0595839238141438,0.0915433993859895,0.1484363529584496,0.0046024034773715
6769,2017-05-03,LNT.OQ,0.0111257878406873,0.4318334923941679,0.0111639562124202,0.0617016324257973,0.0624661979448351,0.0838620689655171,0.0458131840162892
9265,2017-08-03,LNT.OQ,0.0101596921628958,0.4363819420635571,0.0113148477708393,0.0538845861793611,0.0305994482066718,0.0431581619700431,0.0479435385738622
11640,2017-11-02,LNT.OQ,0.0175736958550231,0.432491986498443,0.016514515621846,0.0619396783186609,0.0479435385738622,0.1691555796904695,-0.103564751358024
14160,2018-02-22,LNT.OQ,0.0095271278272006,0.4247798933786614,0.009261940602823,0.0559572854627863,-0.1278693672272144,-0.0232666546932316,0.1106217616580309
16014,2018-05-02,LNT.OQ,0.0127823597199443,0.447382590198052,0.0123205087647691,0.0611553747625023,0.0784905660377357,0.0752585231313049,-0.0093305341730813
18715,2018-08-02,LNT.OQ,0.0102487559245629,0.4441161593724714,0.0102652041783014,0.0524573145266865,-0.0175803839925976,0.0335982506005723,0.0209559689192371
21466,2018-11-06,LNT.OQ,0.020649711896625,0.4592576313982235,0.0167245532652378,0.0587605757173659,0.0209559689192371,-0.0160979421981407,0.0535055350553506
23731,2019-02-22,LNT.OQ,0.0085527241831832,0.4597916446286439,0.0082502251164392,0.0542663527048924,0.0066108417805199,0.1588026382546929,0.0337127845884412
26022,2019-05-03,LNT.OQ,0.0111812249128259,0.4185049363054841,0.0104901303571539,0.056373743541548,0.0692934782608696,0.0912872660041599,0.0584498094027954
28287,2019-08-01,LNT.OQ,0.0081192534010907,0.4033535230842098,0.0087393212879986,0.0433782140815111,0.0706940874035988,0.1768307040263714,0.0384153661464585
31364,2019-11-06,LNT.OQ,0.0174359908810429,0.3833757782569845,0.0152797392418118,0.0507547728857502,0.0109076743280092,0.1841204654346337,0.1477842003853564
33710,2020-02-20,LNT.OQ,0.008477741977287,0.3957622848966549,0.0088252824178894,0.0443076500626611,0.1271523178807947,0.3040718038528898,-0.2237703542051368
36632,2020-05-07,LNT.OQ,0.0141095977171002,0.4566861792857204,0.0107103019272779,0.0490862035776196,-0.209977789167948,-0.0199236964815598,0.1535467128027681
39149,2020-08-06,LNT.OQ,0.0112534672865139,0.4645655695369461,0.0097860513561457,0.0408072993982229,0.1535467128027681,0.0359293066614876,0.0628046494188225
41243,2020-11-02,LNT.OQ,0.0190695630812616,0.442553396873669,0.0142612246897643,0.0461983335020534,0.053717472118959,0.0963063237284858,-0.1425295466572587
43975,2021-02-18,LNT.OQ,0.0049727404607165,0.4419523084461858,0.005945843189769,0.0404812823836775,-0.1387313961729269,-0.1780520798106188,0.1637523143386134
