,key,Date,Ticker,Quantity,Basis,Purchase Price,Current Value,Last,% Gain,model
2,Positions_2019-10-04,2019-10-01,CVX,1149,123411.63294135683,107.40786156776052,119053.32990440573,103.61473446858636,-3.53,MF_MLP
3,Positions_2019-10-04,2019-10-01,BA,289,108117.1947420379,374.1079402838682,106809.04521916473,369.5814713465908,-1.21,MF_MLP
4,Positions_2019-10-04,2019-10-01,COST,242,66448.67571721209,274.58130461657885,67085.37164786145,277.2122795366176,0.96,MF_MLP
5,Positions_2019-10-04,2019-10-01,ABBV,797,54170.12076859418,67.96752919522481,54133.77838996417,67.92193022580197,-0.06999999999999999,MF_MLP
6,Positions_2019-10-04,2019-10-01,CHTR,117,47929.927642822266,409.6575012207031,49730.55757141114,425.0475006103516,3.7600000000000002,MF_MLP
7,Positions_2019-10-04,2019-10-01,BKNG,22,43491.305053710945,1976.8775024414065,43472.110107421875,1976.0050048828125,-0.04,MF_MLP
8,Positions_2019-10-04,2019-10-01,GILD,749,44327.86023221513,59.18272394154223,43549.84241397229,58.14398186111121,-1.76,MF_MLP
9,Positions_2019-10-04,2019-10-01,SYK,205,43124.36671343983,210.36276445580404,43166.05909112784,210.5661419079407,0.1,MF_MLP
10,Positions_2019-10-04,2019-10-01,CVS,697,41497.59245836288,59.53743537785205,40830.97176499427,58.58102118363596,-1.6099999999999999,MF_MLP
11,Positions_2019-10-04,2019-10-01,ADP,248,38493.68636224693,155.21647726712473,37829.63113046143,152.5388352034735,-1.73,MF_MLP
12,Positions_2019-10-04,2019-10-01,CL,481,33380.73464370206,69.39861672287331,33011.392701119315,68.63075405638111,-1.11,MF_MLP
13,Positions_2019-10-04,2019-10-01,BSX,778,31635.425296783447,40.66250038146973,31349.51005935669,40.295000076293945,-0.8999999999999999,MF_MLP
0,Positions_2019-10-07,2019-10-01,WMT,1509,173512.78111007405,114.98527575220282,172406.18130973383,114.25194255118213,-0.64,MF_MLP
1,Positions_2019-10-07,2019-10-01,MA,552,148535.23461187354,269.08556994904626,148711.64878371754,269.405160840068,0.12,MF_MLP
2,Positions_2019-10-07,2019-10-01,CVX,1149,123411.63294135683,107.40786156776052,119368.02519702414,103.8886207110741,-3.2800000000000002,MF_MLP
3,Positions_2019-10-07,2019-10-01,BA,289,108117.1947420379,374.1079402838682,107238.18964149275,371.0664001435735,-0.8099999999999999,MF_MLP
4,Positions_2019-10-07,2019-10-01,COST,242,66448.67571721209,274.58130461657885,68006.14832957437,281.01714185774534,2.34,MF_MLP
5,Positions_2019-10-07,2019-10-01,ABBV,797,54170.12076859418,67.96752919522481,54226.46046513233,68.03821890229904,0.1,MF_MLP
6,Positions_2019-10-07,2019-10-01,CHTR,117,47929.927642822266,409.6575012207031,50105.83557128906,428.2550048828125,4.54,MF_MLP
7,Positions_2019-10-07,2019-10-01,BKNG,22,43491.305053710945,1976.8775024414065,43185.505187988274,1962.9775085449216,-0.7000000000000001,MF_MLP
8,Positions_2019-10-07,2019-10-01,GILD,749,44327.86023221513,59.18272394154223,43809.75962420456,58.49100083338393,-1.17,MF_MLP
9,Positions_2019-10-07,2019-10-01,SYK,205,43124.36671343983,210.36276445580404,42957.10172861171,209.54683770054496,-0.38999999999999996,MF_MLP
10,Positions_2019-10-07,2019-10-01,CVS,697,41497.59245836288,59.53743537785205,41089.015736338,58.95124208943759,-0.98,MF_MLP
11,Positions_2019-10-07,2019-10-01,ADP,248,38493.68636224693,155.21647726712473,37889.84287462142,152.78162449444122,-1.5699999999999998,MF_MLP
12,Positions_2019-10-07,2019-10-01,CL,481,33380.73464370206,69.39861672287331,33163.74802722966,68.94750109611155,-0.65,MF_MLP
13,Positions_2019-10-07,2019-10-01,BSX,778,31635.425296783447,40.66250038146973,31374.79378318786,40.327498435974114,-0.8200000000000001,MF_MLP
0,Positions_2019-10-08,2019-10-01,WMT,1509,173512.78111007405,114.98527575220282,172116.6884446665,114.06009837287375,-0.8,MF_MLP
1,Positions_2019-10-08,2019-10-01,MA,552,148535.23461187354,269.08556994904626,147132.70004134945,266.54474645172,-0.9400000000000001,MF_MLP
2,Positions_2019-10-08,2019-10-01,CVX,1149,123411.63294135683,107.40786156776052,117527.16097144285,102.28647604129056,-4.77,MF_MLP
3,Positions_2019-10-08,2019-10-01,BA,289,108117.1947420379,374.1079402838682,106475.57415887632,368.4275922452468,-1.52,MF_MLP
4,Positions_2019-10-08,2019-10-01,COST,242,66448.67571721209,274.58130461657885,68019.51433941588,281.0723733033714,2.36,MF_MLP
5,Positions_2019-10-08,2019-10-01,ABBV,797,54170.12076859418,67.96752919522481,53713.98957207607,67.39521903648189,-0.84,MF_MLP
6,Positions_2019-10-08,2019-10-01,CHTR,117,47929.927642822266,409.6575012207031,49987.37253570557,427.2425003051758,4.29,MF_MLP
7,Positions_2019-10-08,2019-10-01,BKNG,22,43491.305053710945,1976.8775024414065,42649.91516113281,1938.6325073242188,-1.9300000000000002,MF_MLP
8,Positions_2019-10-08,2019-10-01,GILD,749,44327.86023221513,59.18272394154223,43241.07459710042,57.7317417851808,-2.45,MF_MLP
9,Positions_2019-10-08,2019-10-01,SYK,205,43124.36671343983,210.36276445580404,42142.865976581495,205.57495598332437,-2.2800000000000002,MF_MLP
10,Positions_2019-10-08,2019-10-01,CVS,697,41497.59245836288,59.53743537785205,40298.33565797887,57.81683738590942,-2.8899999999999997,MF_MLP
11,Positions_2019-10-08,2019-10-01,ADP,248,38493.68636224693,155.21647726712473,37438.59025302569,150.96205747187778,-2.74,MF_MLP
12,Positions_2019-10-08,2019-10-01,CL,481,33380.73464370206,69.39861672287331,32823.255846885535,68.23961714529217,-1.67,MF_MLP
13,Positions_2019-10-08,2019-10-01,BSX,778,31635.425296783447,40.66250038146973,30328.38431739807,38.98249912261963,-4.130000000000001,MF_MLP
0,Positions_2019-10-09,2019-10-01,WMT,1509,173512.78111007405,114.98527575220282,173842.5551821771,115.20381390468992,0.19,MF_MLP
1,Positions_2019-10-09,2019-10-01,MA,552,148535.23461187354,269.08556994904626,148540.2636421458,269.0946805111337,0.0,MF_MLP
2,Positions_2019-10-09,2019-10-01,CVX,1149,123411.63294135683,107.40786156776052,118670.48777635394,103.28153853468577,-3.84,MF_MLP
3,Positions_2019-10-09,2019-10-01,BA,289,108117.1947420379,374.1079402838682,107274.60668003815,371.1924106575715,-0.7799999999999999,MF_MLP
4,Positions_2019-10-09,2019-10-01,COST,242,66448.67571721209,274.58130461657885,68648.07918986163,283.6697487184365,3.3099999999999996,MF_MLP
5,Positions_2019-10-09,2019-10-01,ABBV,797,54170.12076859418,67.96752919522481,53652.207704074695,67.31770100887665,-0.96,MF_MLP
6,Positions_2019-10-09,2019-10-01,CHTR,117,47929.927642822266,409.6575012207031,50295.37589263915,429.8750076293945,4.9399999999999995,MF_MLP
7,Positions_2019-10-09,2019-10-01,BKNG,22,43491.305053710945,1976.8775024414065,42775.75451660157,1944.352478027344,-1.6500000000000001,MF_MLP
8,Positions_2019-10-09,2019-10-01,GILD,749,44327.86023221513,59.18272394154223,43342.25239822392,57.86682563180764,-2.22,MF_MLP
9,Positions_2019-10-09,2019-10-01,SYK,205,43124.36671343983,210.36276445580404,42149.90241904291,205.60928009289225,-2.26,MF_MLP
10,Positions_2019-10-09,2019-10-01,CVS,697,41497.59245836288,59.53743537785205,40296.6833173809,57.8144667394274,-2.8899999999999997,MF_MLP
11,Positions_2019-10-09,2019-10-01,ADP,248,38493.68636224693,155.21647726712473,37651.99580602611,151.82256373397627,-2.19,MF_MLP
12,Positions_2019-10-09,2019-10-01,CL,481,33380.73464370206,69.39861672287331,32630.506809677787,67.83889149621162,-2.25,MF_MLP
13,Positions_2019-10-09,2019-10-01,BSX,778,31635.425296783447,40.66250038146973,29956.890089035034,38.50500011444092,-5.3100000000000005,MF_MLP
0,Positions_2019-10-10,2019-10-01,WMT,1509,173512.78111007405,114.98527575220282,174780.59683348867,115.82544521768632,0.73,MF_MLP
1,Positions_2019-10-10,2019-10-01,MA,552,148535.23461187354,269.08556994904626,149433.01053012334,270.71197559804955,0.6,MF_MLP
2,Positions_2019-10-10,2019-10-01,CVX,1149,123411.63294135683,107.40786156776052,119632.87627371294,104.11912643491118,-3.06,MF_MLP
3,Positions_2019-10-10,2019-10-01,BA,289,108117.1947420379,374.1079402838682,106364.18380491599,368.04215849451896,-1.6199999999999999,MF_MLP
4,Positions_2019-10-10,2019-10-01,COST,242,66448.67571721209,274.58130461657885,69218.56438500347,286.0271255578656,4.17,MF_MLP
5,Positions_2019-10-10,2019-10-01,ABBV,797,54170.12076859418,67.96752919522481,53699.455567052086,67.37698314561115,-0.8699999999999999,MF_MLP
6,Positions_2019-10-10,2019-10-01,CHTR,117,47929.927642822266,409.6575012207031,50049.08960723877,427.7699966430664,4.42,MF_MLP
7,Positions_2019-10-10,2019-10-01,BKNG,22,43491.305053710945,1976.8775024414065,42954.28497314453,1952.4674987792969,-1.23,MF_MLP
8,Positions_2019-10-10,2019-10-01,GILD,749,44327.86023221513,59.18272394154223,43748.707164915904,58.40948887171683,-1.31,MF_MLP
9,Positions_2019-10-10,2019-10-01,SYK,205,43124.36671343983,210.36276445580404,42264.42024333322,206.1679036260157,-1.9900000000000002,MF_MLP
10,Positions_2019-10-10,2019-10-01,CVS,697,41497.59245836288,59.53743537785205,40756.539070619845,58.47423109127668,-1.79,MF_MLP
11,Positions_2019-10-10,2019-10-01,ADP,248,38493.68636224693,155.21647726712473,38000.11530121387,153.22627137586238,-1.28,MF_MLP
12,Positions_2019-10-10,2019-10-01,CL,481,33380.73464370206,69.39861672287331,32468.909827357897,67.5029310340081,-2.73,MF_MLP
13,Positions_2019-10-10,2019-10-01,BSX,778,31635.425296783447,40.66250038146973,29659.305326461792,38.1225004196167,-6.25,MF_MLP
0,Positions_2019-10-11,2019-10-01,WMT,1509,173512.78111007405,114.98527575220282,175733.29485633463,116.45678916920784,1.28,MF_MLP
1,Positions_2019-10-11,2019-10-01,MA,552,148535.23461187354,269.08556994904626,151606.00275934167,274.64855572344504,2.07,MF_MLP
2,Positions_2019-10-11,2019-10-01,CVX,1149,123411.63294135683,107.40786156776052,121735.97413980777,105.94949881619476,-1.3599999999999999,MF_MLP
3,Positions_2019-10-11,2019-10-01,BA,289,108117.1947420379,374.1079402838682,106747.62982437962,369.3689613300333,-1.27,MF_MLP
4,Positions_2019-10-11,2019-10-01,COST,242,66448.67571721209,274.58130461657885,69351.0122825313,286.5744309195508,4.37,MF_MLP
5,Positions_2019-10-11,2019-10-01,ABBV,797,54170.12076859418,67.96752919522481,54484.32800336977,68.36176662907123,0.58,MF_MLP
6,Positions_2019-10-11,2019-10-01,CHTR,117,47929.927642822266,409.6575012207031,49929.16532135009,426.745002746582,4.17,MF_MLP
7,Positions_2019-10-11,2019-10-01,BKNG,22,43491.305053710945,1976.8775024414065,43660.15545654296,1984.552520751953,0.38999999999999996,MF_MLP
8,Positions_2019-10-11,2019-10-01,GILD,749,44327.86023221513,59.18272394154223,44675.00261227122,59.646198414247294,0.7799999999999999,MF_MLP
9,Positions_2019-10-11,2019-10-01,SYK,205,43124.36671343983,210.36276445580404,42983.72064071663,209.67668605227624,-0.33,MF_MLP
10,Positions_2019-10-11,2019-10-01,CVS,697,41497.59245836288,59.53743537785205,41704.36146271238,59.83409105123727,0.5,MF_MLP
11,Positions_2019-10-11,2019-10-01,ADP,248,38493.68636224693,155.21647726712473,38732.72731916026,156.18035209338814,0.62,MF_MLP
12,Positions_2019-10-11,2019-10-01,CL,481,33380.73464370206,69.39861672287331,32659.360288146596,67.89887793793471,-2.16,MF_MLP
13,Positions_2019-10-11,2019-10-01,BSX,778,31635.425296783447,40.66250038146973,29877.14511871338,38.40250015258789,-5.56,MF_MLP
0,Positions_2019-10-14,2019-10-01,WMT,1509,173512.78111007405,114.98527575220282,175363.20949414364,116.21153710678836,1.0699999999999998,MF_MLP
1,Positions_2019-10-14,2019-10-01,MA,552,148535.23461187354,269.08556994904626,151719.6495869629,274.8544376575415,2.1399999999999997,MF_MLP
2,Positions_2019-10-14,2019-10-01,CVX,1149,123411.63294135683,107.40786156776052,121570.77067673126,105.80571860463992,-1.49,MF_MLP
3,Positions_2019-10-14,2019-10-01,BA,289,108117.1947420379,374.1079402838682,107023.96981739238,370.3251550774823,-1.01,MF_MLP
4,Positions_2019-10-14,2019-10-01,COST,242,66448.67571721209,274.58130461657885,69326.0285851106,286.47119250045705,4.33,MF_MLP
5,Positions_2019-10-14,2019-10-01,ABBV,797,54170.12076859418,67.96752919522481,54384.762567974045,68.23684136508663,0.4,MF_MLP
6,Positions_2019-10-14,2019-10-01,CHTR,117,47929.927642822266,409.6575012207031,49533.705642700195,423.36500549316406,3.35,MF_MLP
7,Positions_2019-10-14,2019-10-01,BKNG,22,43491.305053710945,1976.8775024414065,43516.990295410156,1978.0450134277344,0.06,MF_MLP
8,Positions_2019-10-14,2019-10-01,GILD,749,44327.86023221513,59.18272394154223,44865.14642445871,59.90006198192084,1.21,MF_MLP
9,Positions_2019-10-14,2019-10-01,SYK,205,43124.36671343983,210.36276445580404,42869.19827306903,209.11804035643428,-0.59,MF_MLP
10,Positions_2019-10-14,2019-10-01,CVS,697,41497.59245836288,59.53743537785205,41591.881713100236,59.67271407905342,0.22999999999999998,MF_MLP
11,Positions_2019-10-14,2019-10-01,ADP,248,38493.68636224693,155.21647726712473,38808.42904913976,156.48560100459582,0.8200000000000001,MF_MLP
12,Positions_2019-10-14,2019-10-01,CL,481,33380.73464370206,69.39861672287331,32337.334839597374,67.2293863609093,-3.1300000000000003,MF_MLP
13,Positions_2019-10-14,2019-10-01,BSX,778,31635.425296783447,40.66250038146973,29704.040237426758,38.18000030517578,-6.11,MF_MLP
0,Positions_2019-10-15,2019-10-01,WMT,1509,173512.78111007405,114.98527575220282,175048.06554737635,116.00269419971926,0.88,MF_MLP
1,Positions_2019-10-15,2019-10-01,MA,552,148535.23461187354,269.08556994904626,152216.6646583393,275.75482727960014,2.48,MF_MLP
2,Positions_2019-10-15,2019-10-01,CVX,1149,123411.63294135683,107.40786156776052,122089.98227695249,106.25759989290904,-1.0699999999999998,MF_MLP
3,Positions_2019-10-15,2019-10-01,BA,289,108117.1947420379,374.1079402838682,106223.50899977316,367.5553944628829,-1.7500000000000002,MF_MLP
4,Positions_2019-10-15,2019-10-01,COST,242,66448.67571721209,274.58130461657885,69338.81393454951,286.5240245229319,4.35,MF_MLP
5,Positions_2019-10-15,2019-10-01,ABBV,797,54170.12076859418,67.96752919522481,54847.538691101625,68.8174889474299,1.25,MF_MLP
6,Positions_2019-10-15,2019-10-01,CHTR,117,47929.927642822266,409.6575012207031,50156.73117828369,428.6900100708008,4.65,MF_MLP
7,Positions_2019-10-15,2019-10-01,BKNG,22,43491.305053710945,1976.8775024414065,44128.20465087891,2005.8274841308596,1.46,MF_MLP
8,Positions_2019-10-15,2019-10-01,GILD,749,44327.86023221513,59.18272394154223,45439.06195355404,60.66630434386387,2.5100000000000002,MF_MLP
9,Positions_2019-10-15,2019-10-01,SYK,205,43124.36671343983,210.36276445580404,43149.988032019544,210.4877464976563,0.06,MF_MLP
10,Positions_2019-10-15,2019-10-01,CVS,697,41497.59245836288,59.53743537785205,42471.888256325,60.935277268758966,2.35,MF_MLP
11,Positions_2019-10-15,2019-10-01,ADP,248,38493.68636224693,155.21647726712473,38961.02955323081,157.10092561786615,1.21,MF_MLP
12,Positions_2019-10-15,2019-10-01,CL,481,33380.73464370206,69.39861672287331,31807.555122874677,66.12797322842968,-4.71,MF_MLP
13,Positions_2019-10-15,2019-10-01,BSX,778,31635.425296783447,40.66250038146973,29809.069673538208,38.3149995803833,-5.7700000000000005,MF_MLP
0,Positions_2019-10-16,2019-10-01,WMT,1509,173512.78111007405,114.98527575220282,175128.70232204776,116.05613142614166,0.9299999999999999,MF_MLP
1,Positions_2019-10-16,2019-10-01,MA,552,148535.23461187354,269.08556994904626,151875.7072870473,275.13715088233204,2.25,MF_MLP
2,Positions_2019-10-16,2019-10-01,CVX,1149,123411.63294135683,107.40786156776052,121434.40605106193,105.68703746828714,-1.6,MF_MLP
3,Positions_2019-10-16,2019-10-01,BA,289,108117.1947420379,374.1079402838682,106345.6211008987,367.9779276847706,-1.6400000000000001,MF_MLP
4,Positions_2019-10-16,2019-10-01,COST,242,66448.67571721209,274.58130461657885,69109.33724694463,285.5757737477051,4.0,MF_MLP
5,Positions_2019-10-16,2019-10-01,ABBV,797,54170.12076859418,67.96752919522481,55026.38914283782,69.04189352928208,1.58,MF_MLP
6,Positions_2019-10-16,2019-10-01,CHTR,117,47929.927642822266,409.6575012207031,50938.29032135009,435.370002746582,6.279999999999999,MF_MLP
7,Positions_2019-10-16,2019-10-01,BKNG,22,43491.305053710945,1976.8775024414065,44540.76037597657,2024.580017089844,2.41,MF_MLP
8,Positions_2019-10-16,2019-10-01,GILD,749,44327.86023221513,59.18272394154223,45580.35762555313,60.854950100872,2.83,MF_MLP
9,Positions_2019-10-16,2019-10-01,SYK,205,43124.36671343983,210.36276445580404,43168.56676346991,210.5783744559508,0.1,MF_MLP
10,Positions_2019-10-16,2019-10-01,CVS,697,41497.59245836288,59.53743537785205,43166.62644961336,61.93203220891443,4.02,MF_MLP
11,Positions_2019-10-16,2019-10-01,ADP,248,38493.68636224693,155.21647726712473,39009.307087619454,157.29559309523972,1.34,MF_MLP
12,Positions_2019-10-16,2019-10-01,CL,481,33380.73464370206,69.39861672287331,31392.043362556036,65.26412341487742,-5.96,MF_MLP
13,Positions_2019-10-16,2019-10-01,BSX,778,31635.425296783447,40.66250038146973,29694.31538581848,38.167500495910645,-6.140000000000001,MF_MLP
0,Positions_2019-10-17,2019-10-01,WMT,1509,173512.78111007405,114.98527575220282,175561.06867538954,116.34265651119254,1.18,MF_MLP
1,Positions_2019-10-17,2019-10-01,MA,552,148535.23461187354,269.08556994904626,152290.62698194358,275.8888169962746,2.53,MF_MLP
2,Positions_2019-10-17,2019-10-01,CVX,1149,123411.63294135683,107.40786156776052,121135.45543485205,105.4268541643621,-1.8399999999999999,MF_MLP
3,Positions_2019-10-17,2019-10-01,BA,289,108117.1947420379,374.1079402838682,105990.73306933935,366.7499414163991,-1.97,MF_MLP
4,Positions_2019-10-17,2019-10-01,COST,242,66448.67571721209,274.58130461657885,69869.21147214338,288.71574988489,5.1499999999999995,MF_MLP
5,Positions_2019-10-17,2019-10-01,ABBV,797,54170.12076859418,67.96752919522481,55489.15885524739,69.62253306806448,2.4299999999999997,MF_MLP
6,Positions_2019-10-17,2019-10-01,CHTR,117,47929.927642822266,409.6575012207031,51591.149642944336,440.9499969482422,7.64,MF_MLP
7,Positions_2019-10-17,2019-10-01,BKNG,22,43491.305053710945,1976.8775024414065,44702.18524169921,2031.917510986328,2.78,MF_MLP
8,Positions_2019-10-17,2019-10-01,GILD,749,44327.86023221513,59.18272394154223,45529.78194188395,60.78742582361008,2.71,MF_MLP
9,Positions_2019-10-17,2019-10-01,SYK,205,43124.36671343983,210.36276445580404,43368.49488303856,211.55363357579785,0.5700000000000001,MF_MLP
10,Positions_2019-10-17,2019-10-01,CVS,697,41497.59245836288,59.53743537785205,43661.217842166516,62.64163248517434,5.21,MF_MLP
11,Positions_2019-10-17,2019-10-01,ADP,248,38493.68636224693,155.21647726712473,39174.430661268496,157.9614139567278,1.77,MF_MLP
12,Positions_2019-10-17,2019-10-01,CL,481,33380.73464370206,69.39861672287331,31484.376479815553,65.4560841576207,-5.680000000000001,MF_MLP
13,Positions_2019-10-17,2019-10-01,BSX,778,31635.425296783447,40.66250038146973,29814.905178070076,38.32250022888184,-5.75,MF_MLP
0,Positions_2019-10-18,2019-10-01,WMT,1509,173512.78111007405,114.98527575220282,175634.3643811975,116.39122888084658,1.22,MF_MLP
1,Positions_2019-10-18,2019-10-01,MA,552,148535.23461187354,269.08556994904626,149582.24264403924,270.9823236305059,0.7000000000000001,MF_MLP
2,Positions_2019-10-18,2019-10-01,CVX,1149,123411.63294135683,107.40786156776052,120679.18478191084,105.02975176841674,-2.21,MF_MLP
3,Positions_2019-10-18,2019-10-01,BA,289,108117.1947420379,374.1079402838682,101849.90213443562,352.42180669354883,-5.800000000000001,MF_MLP
4,Positions_2019-10-18,2019-10-01,COST,242,66448.67571721209,274.58130461657885,70283.405910607,290.4272971512686,5.7700000000000005,MF_MLP
5,Positions_2019-10-18,2019-10-01,ABBV,797,54170.12076859418,67.96752919522481,56064.41295061367,70.34430734079507,3.5000000000000004,MF_MLP
6,Positions_2019-10-18,2019-10-01,CHTR,117,47929.927642822266,409.6575012207031,51709.61267852783,441.9625015258789,7.89,MF_MLP
7,Positions_2019-10-18,2019-10-01,BKNG,22,43491.305053710945,1976.8775024414065,44468.985107421875,2021.3175048828125,2.25,MF_MLP
8,Positions_2019-10-18,2019-10-01,GILD,749,44327.86023221513,59.18272394154223,45348.347292209684,60.54518997624791,2.3,MF_MLP
9,Positions_2019-10-18,2019-10-01,SYK,205,43124.36671343983,210.36276445580404,43262.50579130622,211.0366136161279,0.32,MF_MLP
10,Positions_2019-10-18,2019-10-01,CVS,697,41497.59245836288,59.53743537785205,43780.31739274079,62.81250701971419,5.5,MF_MLP
11,Positions_2019-10-18,2019-10-01,ADP,248,38493.68636224693,155.21647726712473,39058.79231170608,157.49513028913742,1.47,MF_MLP
12,Positions_2019-10-18,2019-10-01,CL,481,33380.73464370206,69.39861672287331,31371.26693188655,65.2209291723213,-6.02,MF_MLP
