Date,Instrument,weights,close
2019-10-01,WMT,0.18135287685135953,117.8499984741211
2019-10-01,MA,0.15543047972875956,270.94000244140625
2019-10-01,CVX,0.12903053545541388,116.01000213623047
2019-10-01,BA,0.11297231364038715,374.94000244140625
2019-10-01,COST,0.06964321514901069,283.92999267578125
2019-10-01,DHR,0.05676944653258307,141.9199981689453
2019-10-01,ABBV,0.056655761465575695,73.2300033569336
2019-10-01,CHTR,0.05012713637904686,405.6000061035156
2019-10-01,BKNG,0.046463258603468865,1978.030029296875
2019-10-01,MS,0.03973739372362433,41.380001068115234
2019-10-01,BLK,0.038447985879945676,433.69000244140625
2019-10-01,CL,0.034908249709024085,71.7300033569336
2019-10-01,NOW,0.028461346881800638,250.1300048828125
2020-01-02,AMZN,0.2753949033437338,1898.010009765625
2020-01-02,JNJ,0.11227665026724155,145.97000122070312
2020-01-02,WMT,0.10592928302932106,118.94000244140625
2020-01-02,PG,0.09536217950724928,123.41000366210938
2020-01-02,XOM,0.09159363987135653,70.9000015258789
2020-01-02,VZ,0.07808886453257255,61.04999923706055
2020-01-02,CVX,0.06986381908310046,121.43000030517578
2020-01-02,BA,0.06183700498506103,333.32000732421875
2020-01-02,COST,0.04101643994687903,291.489990234375
2020-01-02,IBM,0.03746220192737715,135.4199981689453
2020-01-02,CHTR,0.0311750135061075,490.42999267578125
2020-04-01,MSFT,0.22617354806954162,152.11000061035156
2020-04-01,AMZN,0.1739354919547542,1907.699951171875
2020-04-01,FB,0.08482067077231618,159.60000610351562
2020-04-01,GOOGL,0.07329350545469121,1102.0999755859375
2020-04-01,JPM,0.06739230996363564,84.36000061035156
2020-04-01,WMT,0.05898401398449428,114.13999938964844
2020-04-01,UNH,0.046994575464358576,237.32000732421875
2020-04-01,INTC,0.04570841492579535,51.880001068115234
2020-04-01,HD,0.04301081983402882,178.6300048828125
2020-04-01,VZ,0.04260109620567175,52.91999816894531
2020-04-01,XOM,0.0417734612377001,37.529998779296875
2020-04-01,CMCSA,0.03448333530518542,32.41999816894531
2020-04-01,CVX,0.0332521426110518,68.55999755859375
2020-04-01,BA,0.027576614216775177,130.6999969482422
2020-07-01,FB,0.18338417233496707,237.5500030517578
2020-07-01,GOOGL,0.147092263128086,1442.0
2020-07-01,JPM,0.10468629373335338,93.26000213623047
2020-07-01,MA,0.10182770510652064,301.1700134277344
2020-07-01,HD,0.08961181606834058,248.14999389648438
2020-07-01,NVDA,0.07262206150789552,95.30000305175781
2020-07-01,CVX,0.06069085739399892,87.62000274658203
2020-07-01,ORCL,0.060131188754535506,55.4900016784668
2020-07-01,MCD,0.049444678542181826,184.66000366210938
2020-07-01,COST,0.048515012228668955,304.75
2020-07-01,NKE,0.041528817975926426,97.4000015258789
2020-07-01,WFC,0.040465133225525064,25.09000015258789
2020-10-01,AAPL,0.22304172167197142,116.79000091552734
2020-10-01,MSFT,0.18803814475577965,212.4600067138672
2020-10-01,AMZN,0.18719798463652124,3221.260009765625
2020-10-01,FB,0.07368113729097987,266.6300048828125
2020-10-01,JNJ,0.0461152819713996,147.32000732421875
2020-10-01,WMT,0.04495355924039661,143.0800018310547
2020-10-01,V,0.0398482809779528,203.35000610351562
2020-10-01,TSLA,0.03982277147698507,448.1600036621094
2020-10-01,MA,0.03829693573992283,343.3699951171875
2020-10-01,HD,0.03457095593045315,277.6199951171875
2020-10-01,NVDA,0.03430896867031411,136.14500427246094
2020-10-01,ADBE,0.026464282013163497,499.510009765625
2020-10-01,CRM,0.023659975624160053,253.4499969482422
2021-01-04,AAPL,0.5798241519344371,129.41000366210938
2021-01-04,TSLA,0.1408764418015325,729.77001953125
2021-01-04,NVDA,0.09297816103691403,131.13499450683594
2021-01-04,BAC,0.06624455642375919,30.030000686645508
2021-01-04,CRM,0.06206915113456061,220.30999755859375
2021-01-04,AMD,0.029274512296727097,92.30000305175781
2021-01-04,NOW,0.02873302537206944,526.8300170898438
2021-04-01,GOOGL,0.2898276593825897,2129.780029296875
2021-04-01,JPM,0.21404853690248776,153.7100067138672
2021-04-01,BAC,0.14570631072089202,39.4900016784668
2021-04-01,WFC,0.0714556980159695,39.630001068115234
2021-04-01,MS,0.06871278593374072,78.22000122070312
2021-04-01,C,0.06792089958642306,73.13999938964844
2021-04-01,SCHW,0.053367419878196064,66.44000244140625
2021-04-01,GS,0.052306620524020464,327.6400146484375
2021-04-01,USB,0.03665406905568066,55.83000183105469
