,date,12m_volume,6m_volume,3m_volume,12m_avg_mkt_cap,3m_avg_mkt_cap,6m_avg_mkt_cap,Instrument,1yr_vol,6mth_vol,3mth_vol,1yr_mom,6m_mom,3m_mom,p_e,p_b,p_cf,ev,ev_ebit,ev_ebitda,ev_sales,close,200_ma,50_ma,eps_basic,eps_excl_basic,eps_dil,eps_growth,ebit,ebitda,rev,net_inc,tot_assets,oth_assets,cash,book_val,tang_book,debt,lt_cap,intang,bvps,ocf,capex,cfo_ps,fcfe,noa,ebit_bv,ebit_nonop,ebit_op,ebit_tot,ebit_mgn,net_debt,nd_ebitda,ni_op,ni_tot,ni_mgn,ocf_bv,ocf_op,ocf_tot,ocf_mgn,ocf_ce,fcf_bv,fcf_op,fcf_tot,fcf_mgn,fcf_ce,roe,roa,roce,roic,d_e,1yr_ret,3m_ret,6m_ret
494,2021-07-30,478135.02777777775,502294.5714285714,509828.71428571426,37409255198.4127,43228531746.031746,40953916825.39683,A,0.20844071504732953,0.1912625393204187,0.15528735665145538,0.6073635608722014,0.27872903864915255,0.14809493463503065,50.8365472841741,9.652534034395897,99.66442518719187,48048560000.0,41.74505647263249,32.97773507206589,8.260024067388688,153.22999572753906,128.00847187421834,145.15544174771594,3.01417,3.01417,2.98498,0.38367,1151000000.0,1457000000.0,5817000000.0,925000000.0,10398000000.0,835000000.0,1380000000.0,4810000000.0,-249000000.0,2932000000.0,8640000000.0,5059000000.0,15.8745874587459,472000000.0,31000000.0,1.53745928338762,868000000.0,9563000000.0,0.2392931392931393,1.378443113772455,0.12035971975321552,0.11069436430082709,0.197868317001891,1552000000.0,1.0652024708304735,0.09672696852452159,0.08895941527216772,0.15901667526216262,0.09812889812889813,0.049356896371431556,0.04539334487401423,0.08114148186350352,0.05462962962962963,0.18045738045738047,0.09076649586949702,0.0834775918445855,0.14921780986762936,0.10046296296296296,19.3150970975151,9.31849090817509,11.4551083591331,12.8615558509213,60.95634,,,
1154,2021-07-30,10012494.599206349,7016254.253968254,5695062.984126984,10974521468.25397,14244569682.539682,14019946269.84127,AAL,0.5381756039316496,0.46937572848035963,0.40592341077467675,0.8228979073758773,0.18695393536454308,-0.06169429995165765,-1.948236851385906,-1.7210067961733735,3.8550031150290147,35244190000.0,-3.469257800964662,-4.45452350859454,1.8860271846738375,20.3799991607666,20.03418607139708,21.570445335578317,-10.46074,-10.46074,-10.46129,4.84985,-10159000000.0,-7912000000.0,18687000000.0,-5808000000.0,72464000000.0,6386000000.0,17950000000.0,-7667000000.0,-13766000000.0,39999000000.0,50943000000.0,6099000000.0,-11.8419051023396,3470000000.0,148000000.0,5.28663623676818,3871000000.0,66078000000.0,1.32502934655015,-1.5908236767929846,-0.1537425466872484,-0.1401937513799956,-0.5436399636110665,22049000000.0,-2.7867795753286146,-0.08789612276400617,-0.08015014351954074,-0.310804302456253,-0.4525890178687883,0.052513695935107,0.04788584676529035,0.18569058703911812,0.06811534460082838,-0.5048910916916656,0.058582281546051634,0.053419629057187015,0.20714935516669342,0.07598688730541979,19.3150970975151,-8.47833703141422,-11.9154348784966,10.3269531183169,15770.625,,,
1814,2021-07-30,228131.10714285713,233027.77777777778,197411.3650793651,11590504047.619047,13243967301.587301,12507806984.126984,AAP,0.250431576191591,0.24024696904994988,0.2103399156970472,0.4006218641735124,0.4311091577795343,0.06485995939643896,22.628060199069928,3.963081152020457,42.48630008189008,14030096000.0,14.155770934355205,11.315715994409123,1.3064852908735038,212.05999755859375,182.63191494342507,204.4140875972142,9.37155,9.37155,9.32934,2.20044,991122000.0,1239877000.0,10738809000.0,635363000.0,11868488000.0,196834000.0,880233000.0,3501567000.0,1834582000.0,1033369000.0,7076065000.0,1666985000.0,53.5088708568285,329932000.0,70884000.0,4.99125593779311,259638000.0,11671654000.0,0.28305098831466025,5.035319101374762,0.08491701347555368,0.08350869967598232,0.09229347500267487,153136000.0,0.12350902549204477,0.05443641492456853,0.05353360933591541,0.059165127157024586,0.09422410023855034,0.02826780163291338,0.02779899175025496,0.030723332540880464,0.04662647954760167,0.07414908810826695,0.02224517621924022,0.021876249106036083,0.024177541475968144,0.03669242721766971,18.0536857066381,5.30772655847318,8.87527983065304,13.6648676817602,29.51162,,,
2474,2021-07-30,26475386.86904762,20793103.515873015,18750116.26984127,2131117019841.2698,2233414968253.9683,2187701420634.9207,AAPL,0.34060370158819914,0.24964110157496766,0.21255895656610513,0.5265912730631668,0.10886698627378366,0.11142360309340327,28.273359658678864,37.5699373090472,116.04171220928988,2471184000000.0,24.727170845924473,22.275963401992158,7.118388039924529,145.86000061035156,126.28008453397463,138.64451805485157,5.15892,5.15892,5.10613,0.65523,99938000000.0,110935000000.0,347155000000.0,86802000000.0,329840000000.0,58495000000.0,61696000000.0,64280000000.0,64280000000.0,121791000000.0,222086000000.0,1666985000.0,3.88235943569773,21094000000.0,2093000000.0,1.2569618099678,19001000000.0,271345000000.0,1.5547293092719352,1.708487904949141,0.36830603106746024,0.30298932815910745,0.2878771730206968,60095000000.0,0.5417136160814892,0.3198953361956181,0.26316395828280376,0.25003816738920653,0.32815805849408836,0.07773867217011554,0.06395221925782198,0.06076248361682822,0.09498122348999936,0.29559738643434974,0.07002524461478929,0.05760671840892554,0.05473347640103124,0.08555694640814819,127.124675971354,26.8245197656308,39.0901394242894,47.9076766023009,189.46951,,,
3134,2021-07-30,1837889.7063492064,1736870.9047619049,1749943.142857143,184261712698.4127,203771847619.0476,196700531746.03174,ABBV,0.2229821822835406,0.18324525765176775,0.15209553614232202,0.27091154419888674,0.1614594167008392,0.05467759586206622,31.15782335999684,14.977873668306115,42.327764079735466,281275600000.0,17.269945355191258,13.168333333333333,5.235079752089188,116.30000305175781,107.8770548699662,115.36545819201453,3.73261,3.73261,3.72214,0.89033,16287000000.0,21360000000.0,53729000000.0,6606000000.0,150501000000.0,4792000000.0,9777000000.0,13733000000.0,-99909000000.0,85530000000.0,118550000000.0,113642000000.0,7.7647872873874,4877000000.0,188000000.0,2.74760563380282,4689000000.0,145709000000.0,0.9635913493045948,2.7614774624373957,0.09081800026079377,0.08792632607092311,0.30313238660686037,75753000000.0,3.546488764044944,0.03489146174910266,0.03378050644181766,0.12295036200189842,0.3551299788829826,0.033470821980797344,0.03240510029833689,0.09716107181990238,0.041138760016870515,0.3414403262215102,0.032180579099437924,0.03115593916319493,0.09341567885247534,0.039552931252636016,161.683876092137,4.27554820024824,5.34670267697306,10.7379268736017,622.80638,,,
3794,2021-07-30,320894.5238095238,320217.42063492065,321669.4285714286,22072575198.412697,24095079523.809525,23632464285.714287,ABC,0.25659332581641603,0.23400023596823288,0.2378701881936254,0.21514922399895142,0.1816839397081158,0.015079826403372243,-6.650828409438074,-89.02985511654236,-55.79974833917148,24644817000.0,10.661634960558796,9.061753856743437,0.12555803817066066,122.16999816894531,111.0705852115224,117.31681558875302,-18.36914,-18.36914,-18.42554,-2.55172,2311542000.0,2719652000.0,196282272000.0,-3746521000.0,47003250000.0,1502442000.0,6641180000.0,-102782000.0,-8651688000.0,6190997000.0,14006804000.0,8548906000.0,-1.37223629095006,-453903000.0,86202000.0,-2.18943636495188,1960790000.0,45500808000.0,-22.489755015469633,1.5385232840934957,0.050802218721038975,0.04917834405067735,0.011776621375159137,-450183000.0,-0.16552963393845976,-0.0823396586715559,-0.07970770106322435,-0.01908741406865313,4.416172092389718,-0.009975712958767678,-0.009656842877886103,-0.0023125012532970884,-0.03240589359285673,-19.07717304586406,0.04309352044913137,0.04171605154962689,0.00998964389407516,0.13998839421184162,-226.455663838077,-8.41036210786232,-31.2861413303669,23.0870712108124,104.34481,,,
4454,2021-07-30,114283.87301587302,106498.04761904762,101060.49206349206,13613394682.539682,13733333333.333334,14079729126.984127,ABMD,0.3506665295338427,0.32333981148529667,0.26946810781366154,0.09444317901865729,-0.06061733051417806,0.019985668451782734,65.48956311901938,11.1380138694558,173.02576293698291,14261985000.0,62.12829493328454,56.22613875594313,16.827864055446348,327.1400146484375,300.0930205711424,314.3431853901232,4.9953,4.9953,4.93812,0.55065,229557000.0,253654000.0,847522000.0,225525000.0,1494359000.0,11380000.0,583695000.0,1329675000.0,1203634000.0,0.0,1365390000.0,126041000.0,29.371485660075,86475000.0,26109000.0,1.89070118284977,60366000.0,1482979000.0,0.17264143493710868,20.171968365553603,0.1547945048446404,0.15361569743281234,0.27085668572615224,-583695000.0,-2.3011464435806257,0.15207565312792695,0.1509175506019638,0.266099287098152,0.0650346889277455,0.05831168209394739,0.057867620832745006,0.10203274959234096,0.0633335530507767,0.045399063680974676,0.040705903455139955,0.040395915573165485,0.07122646963736634,0.04421154395447455,18.8318767037097,16.6388706594792,18.4104520591502,18.8318767037097,0.0,,,
5114,2021-07-30,1591644.753968254,1731766.880952381,1904448.6666666667,201285444047.61905,205343801587.30157,210188665873.01587,ABT,0.24352187930756522,0.22708610254767647,0.24274051822085999,0.2093508819508867,-0.013783627222923478,0.011330639315847657,33.63405200431855,6.404853926157787,82.19038261431787,224547300000.0,30.36474645030426,22.051193165079052,5.581172172097532,120.9800033569336,113.51105403801543,117.14737318961535,3.58456,3.59695,3.5733,0.36062,7395000000.0,10183000000.0,40233000000.0,6376000000.0,72785000000.0,3739000000.0,8372000000.0,33788000000.0,-3777000000.0,18444000000.0,60323000000.0,37565000000.0,18.8887997683826,2637000000.0,397000000.0,1.47194841426445,2262000000.0,69046000000.0,0.19977506807150466,1.8052955335651244,0.09776091301451206,0.09273888850724737,0.18380433972112445,10072000000.0,0.989099479524698,0.08290125423630623,0.07864257745414577,0.15847687221932244,0.07804545992660115,0.03819193001766938,0.03622999244349797,0.07062510043387434,0.04371466936326111,0.0669468450337398,0.03276076818352982,0.031077831970873118,0.06058171300016069,0.03749813503970293,18.0181875195986,8.23433312792881,9.88202111925154,12.3198207238127,54.58743,,,
5774,2021-07-30,685160.8095238095,703639.0396825396,705999.8888888889,172600090476.1905,195344774603.1746,187546258730.15872,ACN,0.21832374829774792,0.17207502049372053,0.14752518760534533,0.4372280709166336,0.32094364447372614,0.0986541306477231,34.926738577817346,10.428203382369169,85.395676514934,201768873000.0,27.994126847387523,24.18611279995167,4.207956178616381,317.67999267578125,271.5634914446379,301.1504841386305,9.09561,9.09561,8.94948,0.50857,7207543000.0,8342344000.0,47949376000.0,5778490000.0,42124884000.0,7240650000.0,10013813000.0,19893964000.0,9532842000.0,70786000.0,27195325000.0,10361122000.0,30.4635401734568,2401150000.0,158212000.0,3.7200945720036,2242376000.0,34884234000.0,0.3622979814379879,0.9954276204484404,0.20661319379981227,0.17109941477821042,0.1503156787692086,-9943027000.0,-1.1918744899515052,0.16564761032161407,0.13717521453590234,0.12051230864818763,0.12069741354714425,0.06883195428628303,0.0570007504353009,0.05007677263620699,0.0882927488456196,0.11271639980850473,0.06428049989574086,0.053231624329220704,0.04676548866871594,0.0824544659789872,32.6861232162918,15.1810800217765,23.2369658293948,31.9040846353095,0.35582,,,
6434,2021-07-30,968213.7420634921,901863.8492063492,819306.6507936508,238693007539.68253,262797026984.12698,246493953174.60318,ADBE,0.3084381380164457,0.2477695631266874,0.20932201623534336,0.41640083386527715,0.35499274095779443,0.22286266939660337,53.429288673796464,21.406115530544444,150.40444283130432,294996400000.0,57.34766718506999,49.87259509721048,20.501521995969142,621.6300048828125,507.3921255709599,575.1689848670072,11.63463,11.63463,11.56806,0.04783,5144000000.0,5915000000.0,14389000000.0,5582000000.0,25582000000.0,1973000000.0,5768000000.0,13852000000.0,352000000.0,4620000000.0,19437000000.0,13500000000.0,29.0398322851153,1988000000.0,95000000.0,4.13305613305613,1893000000.0,23609000000.0,0.37135431706612765,2.6071971616827168,0.21788301071625227,0.20107888359002424,0.35749530891653347,-1148000000.0,-0.1940828402366864,0.2364352577406921,0.2182002970838871,0.38793522829939536,0.143517181634421,0.08420517599220637,0.07771089046986163,0.13816109528111753,0.10227915830632299,0.1366589662142651,0.08018128679740777,0.07399734188101008,0.13155882966154703,0.09739157277357617,45.1380746371245,23.6600614602098,31.1182963541086,34.1332896357889,33.35258,,,
