,date,Instrument,eps_basic,eps_excl_basic,eps_dil,eps_growth,ebit,ebitda,rev,net_inc,tot_assets,oth_assets,cash,book_val,tang_book,debt,lt_cap,intang,ocf,capex,cfo_ps,fcfe,noa,ebit_bv,ebit_nonop,ebit_op,ebit_tot,ebit_mgn,net_debt,nd_ebitda,ni_op,ni_tot,ni_mgn,ocf_bv,ocf_op,ocf_tot,ocf_mgn,ocf_ce,fcf_bv,fcf_op,fcf_tot,fcf_mgn,fcf_ce,12m_volume,6m_volume,3m_volume,12m_avg_mkt_cap,3m_avg_mkt_cap,6m_avg_mkt_cap,e_p,b_p,ebit_ev,rev_ev,90 days,1_yr,fwd_ret,Unnamed: 0.1,roe,roa,roce,roic,d_e,1yr_ret,3m_ret,6m_ret,1yr_vol,6mth_vol,3mth_vol,quarter
60,2020-07-16,ABT,1.75694,1.74112,1.72873,-0.26583,4152000000.0,7315000000.0,31444000000.0,3110000000.0,68776000000.0,3571000000.0,5037000000.0,30798000000.0,-8067000000.0,19679000000.0,57817000000.0,38865000000.0,1322000000.0,642000000.0,0.740599650428002,1938000000.0,65205000000.0,0.1348139489577245,1.1626995239428732,0.0636760984587071,0.0603698964755147,0.1320442691769495,14642000000.0,2.0016404647983594,0.0476957288551491,0.0452192625334419,0.0989059916041216,0.0429248652509903,0.0202745188252434,0.0192218215656624,0.0420429970741635,0.0228652472456198,0.0629261640366257,0.0297216471129514,0.0281784343375596,0.0616333799771021,0.0335195530726257,1775479.7698412698,2124189.396825397,1744480.0634920634,152054.80634920634,162325.63015873017,154798.00634920635,0.0033172811148584,0.1888935231473753,0.0036324224362407,0.0414616691787734,0.0080651165619598,0.1425580983927603,xxx,163.0,9.89978157522806,4.4926131352813,5.26019354508372,7.17491323244834,63.89701,0.237174421093766,0.1214640201999188,0.1499124265887415,0.0236159178731233,0.0313292063534517,0.019663049741879,3_2020
515,2020-07-15,BK,4.65488,4.65488,4.63838,-0.00207,4736000000.0,6160000000.0,15646000000.0,4225000000.0,442316000000.0,14647000000.0,117504000000.0,43966000000.0,21890000000.0,44371000000.0,43966000000.0,22076000000.0,-25292000000.0,359000000.0,-28.4000759072091,-24654000000.0,427669000000.0,0.1077196015102579,0.3233426640267631,0.0110739847873004,0.0107072771502726,0.3026971749968043,-73133000000.0,-11.87224025974026,0.0098791354996504,0.0095519945016684,0.2700370701776812,-0.575262702997771,-0.0591391940963689,-0.0571808390381537,-1.6165154032979676,-0.575262702997771,-0.5607514897875631,-0.0576473861794986,-0.0557384313477242,-1.5757382078486517,-0.5607514897875631,1612262.7896825396,1915867.492063492,1801308.9206349207,38643.761111111104,32812.06507936508,33832.1357936508,0.0262861558710926,1.14388588299038,-0.0346400901558914,-0.114420822775726,0.0288415299754154,-0.1402958635549059,xxx,148.0,10.9518378350355,1.07275915500483,10.2959172970012,4.87214488220308,100.92117,0.3624020062626312,0.0091036622406897,0.2781870184387836,0.0290114558200802,0.0386127930286316,0.0284186875821422,3_2020
605,2020-07-14,C,5.81413,5.83181,5.80205,-1.44003,21343000000.0,25218000000.0,77600000000.0,12557000000.0,2232715000000.0,116674000000.0,298305000000.0,192302000000.0,166452000000.0,535653000000.0,192302000000.0,25850000000.0,34693000000.0,858000000.0,16.644916758624,22776000000.0,2116041000000.0,0.1109868852118022,0.1829285016370399,0.0100862884981907,0.0095592137823233,0.2750386597938144,237348000000.0,9.411848679514632,0.0059341950368636,0.0056240944321151,0.1618170103092783,0.1804089401046271,0.0163952399788094,0.0155384811765048,0.4470747422680412,0.1804089401046271,0.1184387057856912,0.0107634965485073,0.0102010332711519,0.2935051546391752,0.1184387057856912,5435830.952380952,6454839.079365079,6029519.825396826,136652.71575396825,101695.16634920637,114374.89103174602,0.0098887704999784,1.6322299307578516,0.0041860828789079,0.0547557301029475,0.1825080149762352,-0.278074409765268,xxx,101.0,7.15481515263964,0.653550949894822,7.06586887698124,1.95886944841347,278.54781,0.411705355865503,-0.0758798236880703,0.3595180105762827,0.0407073379384094,0.055580119364664,0.0472399573317143,3_2020
1554,2020-07-14,FRC,5.33121,5.33121,5.29522,0.15874,1185765000.0,1345382000.0,3481195000.0,905296000.0,128303887000.0,3688560000.0,3099170000.0,10575928000.0,10313232000.0,16188096000.0,10575928000.0,262696000.0,4957769000.0,29413000.0,28.7142228322879,4088356000.0,124615327000.0,0.1121192390871042,0.3214709805452534,0.0095154025475534,0.009241847832716,0.3406201031542329,13088926000.0,9.728780376131091,0.0072647243464682,0.007055873529381,0.2600532288481398,0.4687786263295287,0.0397845844436134,0.0386408324480457,1.4241572218735232,0.4687786263295287,0.386571845042818,0.0328078102302776,0.0318646308821493,1.1744116603637544,0.386571845042818,398521.7301587302,412399.3412698413,311643.09523809527,17570.78257936508,17994.03111111111,17664.370000000003,0.0133130350772039,0.5189243907840203,0.0098249444726992,0.0278778780333372,0.0937542874424155,0.1622298263667463,xxx,261.0,10.2232276983052,0.817618459530629,9.66507104038575,4.10910810243991,153.06549,0.823911413931335,0.1574160683663668,0.5071024843959795,0.029466932490725,0.0393767275658685,0.0272064703054012,3_2020
1613,2020-07-01,GIS,3.58618,3.58618,3.55518,0.07938,3005600000.0,3600300000.0,17626600000.0,2181200000.0,30806700000.0,720600000.0,1677800000.0,8349500000.0,-12669500000.0,13539500000.0,22770600000.0,21019000000.0,1516400000.0,191400000.0,2.45809693629438,1220200000.0,30086100000.0,0.3599736511168333,4.170968637246739,0.0998999537992627,0.0975631924224275,0.170515017076464,11861700000.0,3.294642113157237,0.0724985956970162,0.0708027799147588,0.12374479479877,0.181615665608719,0.0504020128896733,0.049223058620365,0.0860290697014739,0.0665946439707342,0.1461404874543385,0.0405569349300839,0.0396082670328207,0.0692249214255727,0.0535866424248812,1149352.3333333333,1338429.8095238097,1136174.873015873,33271.98412698413,36725.856825396826,34391.323174603174,0.016374866994494,0.2108947829233346,0.0165572223626094,0.0986676093574411,0.0555711761727801,0.2211690647854651,xxx,68.0,28.8652153774896,7.25829353933737,9.77300355856154,9.72816270097897,162.15941,0.030127199328525,0.0286936550909544,-0.0151865002685716,0.0188484573291569,0.0244250059653293,0.0154927795075269,3_2020
1694,2020-07-15,GS,13.29515,13.29515,13.14649,-5.31532,9903000000.0,11776000000.0,51133000000.0,4837000000.0,1141523000000.0,2652000000.0,132599000000.0,90029000000.0,85237000000.0,397630000000.0,89004000000.0,4792000000.0,-11647000000.0,1065000000.0,-32.7438852965983,22690000000.0,1138871000000.0,0.1099978895689166,3.734162895927602,0.0086954536554183,0.0086752522726217,0.1936714059413685,265031000000.0,22.506029211956523,0.0042471886631585,0.0042373215432365,0.0945964445661314,-0.1293694254073687,-0.0102267947818497,-0.0102030357688806,-0.2277785383216318,-0.1308592872230461,0.252029901476191,0.0199232397699124,0.0198769538590111,0.4437447440987229,0.2549323625904454,775424.4325396825,952037.7777777778,805148.3174603175,72444.62067460318,66734.31174603176,67680.36912698412,0.0028988122759334,1.1599074947346846,0.0169197499498152,0.0418286576400157,0.2225846702535994,0.031061357911146,xxx,228.0,6.10289247074409,0.515714432239629,6.03470516315016,1.12736382314637,441.6688,0.7539035104067806,-0.0221930078592051,0.4127955086978836,0.0320574853671987,0.043300460728688,0.0321204131855532,3_2020
2042,2020-07-16,JBHT,4.61064,4.61064,4.57878,-0.09093,702861000.0,1218475000.0,9240383000.0,489618000.0,5553632000.0,186497000.0,274654000.0,2390843000.0,2194801000.0,1307019000.0,4582950000.0,196042000.0,390787000.0,175495000.0,3.70396663665229,255415000.0,5367135000.0,0.2939804077473928,3.768752312369636,0.1309564600107878,0.1265587997188146,0.0760640549206672,1032365000.0,0.8472598945403065,0.0912252067443803,0.0881617651295584,0.0529867647260941,0.1634515524440542,0.0728110994040582,0.0703660235319877,0.0422912123880579,0.0852697498336224,0.1068305196117018,0.0475887042155638,0.0459906237935822,0.0276411702848247,0.0557315702767867,348770.8015873016,360303.2222222223,346972.22222222225,11610.874960317462,11918.993809523809,11254.260873015874,0.0095849806734917,0.1883037021837099,0.0127599730649678,0.1562791691483894,0.357744226632894,0.4458829959067569,xxx,180.0,21.6348419501661,8.92293508211086,10.9507684211221,15.2536475228145,54.66771,0.2543574630474881,0.0584483472436112,0.1511801689655525,0.0253088496857948,0.0328419464307651,0.022332979191847,3_2020
2066,2020-07-16,JNJ,5.76673,5.65282,5.57483,-0.73666,16213000000.0,23229000000.0,80503000000.0,15185000000.0,158380000000.0,12099000000.0,19135000000.0,62978000000.0,-18325000000.0,30394000000.0,121608000000.0,81303000000.0,3452000000.0,662000000.0,1.29506659163384,5569000000.0,146281000000.0,0.2574391057194576,1.3400281014959914,0.1108346265065182,0.1023677231973734,0.201396221258835,11259000000.0,0.484695854320031,0.1038070562820872,0.0958770046723071,0.1886265108132616,0.054812791768554,0.0235984167458521,0.0217956812728879,0.0428803895506999,0.0283862903756331,0.0884277049128267,0.0380705628208721,0.0351622679631266,0.0691775461784032,0.0457946845602263,2500270.119047619,2877726.103174603,2354263.047619048,367264.8944444445,385052.68412698415,378311.81031746033,0.009986959309789,0.1734580042503841,0.0111852438766981,0.0489831936286453,0.0291352634458195,0.1579771109720957,xxx,187.0,24.0540387676446,9.49610363097573,12.1325986665145,16.793654711955,48.2613,0.1559593077550389,-0.0011008084977253,0.091075193268437,0.0192328345290184,0.0250165087344101,0.0117511832564207,3_2020
2650,2020-07-16,NFLX,6.10552,5.81471,5.64466,1.01619,4173935000.0,14217660000.0,22628316000.0,2681477000.0,37175281000.0,892084000.0,7153248000.0,9334753000.0,-15820364000.0,15794159000.0,29548863000.0,25155117000.0,1041076000.0,141741000.0,2.29339677714261,1908799000.0,36283197000.0,0.4471393083459198,4.678858717340519,0.1150376853506045,0.1122771607294643,0.1844562803524575,8640911000.0,0.6077590123831911,0.073904099465105,0.0721306450918286,0.1185009525233782,0.111526893105795,0.0286930614190364,0.0280045226826933,0.0460076657936012,0.0352323539487796,0.2044830752350919,0.0526083465026524,0.051345919886927,0.0843544433443478,0.0645980523852982,2241058.277777778,2356963.26984127,2217022.3492063493,155444.5873015873,197013.353968254,179093.25158730158,0.0035887841060861,0.0465156890633103,0.0067405126254159,0.0293725827311304,0.2156605835742224,0.4551098418936186,xxx,43.0,33.0815182942353,7.58447268771618,9.67655231522743,14.8602629341674,169.1974,0.0055366670377761,0.0266595824116355,-0.0503043830182491,0.0272437137148243,0.0316177353914829,0.0239090028464686,3_2020
2884,2020-07-07,PAYX,3.06363,3.06363,3.04212,-0.02527,1460500000.0,1670200000.0,4040500000.0,1098100000.0,8550700000.0,3912300000.0,932400000.0,2781400000.0,659700000.0,801900000.0,4123800000.0,2121700000.0,388200000.0,36700000.0,1.07624064319379,305400000.0,4638400000.0,0.5250952757604084,0.3733098177542622,0.3148715074163504,0.170804729437356,0.3614651652023264,-130500000.0,-0.0781343551670458,0.2367411176267678,0.1284222344369466,0.2717732953842346,0.1395700007190623,0.0836926526388409,0.0453997918299086,0.0960772181660685,0.0941364760657645,0.1098008197310706,0.0658416695412211,0.035716374098027,0.0755847048632595,0.0740579077549832,870646.0,1092901.5873015872,1058858.619047619,28274.95376984127,25274.56396825397,26555.57857142857,0.0085120491988343,0.1072741895860349,0.0116019211570122,0.0354724959932573,0.2431419076217882,-0.0666199756841776,xxx,156.0,40.6635931048529,12.7488143405295,27.6084879569568,32.2250371761324,28.8308,0.5299399876843849,0.1110902295800329,0.2373009435274937,0.029795559529574,0.0409559676765193,0.0255158552137657,3_2020
