Dates,"('<SHW.N>', 'MV')","('<DTE.N>', 'MV')","('<LOW.N>', 'MV')","('<WBA.OQ>', 'MV')","('<MAR.OQ>', 'MV')","('<EMR.N>', 'MV')","('<PENN.OQ>', 'MV')","('<WEC.N>', 'MV')","('<LEG.N>', 'MV')","('<REG.OQ>', 'MV')","('<MS.N>', 'MV')","('<BLK.N>', 'MV')","('<WYNN.OQ>', 'MV')","('<HOLX.OQ>', 'MV')","('<BRKb.N>', 'MV')","('<DVN.N>', 'MV')","('<ALLE.N>', 'MV')","('<PEAK.N>', 'MV')","('<DLTR.OQ>', 'MV')","('<PAYX.OQ>', 'MV')","('<AAL.OQ>', 'MV')","('<TER.OQ>', 'MV')","('<WDC.OQ>', 'MV')","('<PWR.N>', 'MV')","('<XOM.N>', 'MV')","('<CMA.N>', 'MV')","('<DISCK.OQ>', 'MV')","('<NDAQ.OQ>', 'MV')","('<DPZ.N>', 'MV')","('<HES.N>', 'MV')","('<BXP.N>', 'MV')","('<BEN.N>', 'MV')","('<APA.OQ>', 'MV')","('<AMAT.OQ>', 'MV')","('<FLT.N>', 'MV')","('<ZION.OQ>', 'MV')","('<RF.N>', 'MV')","('<DISH.OQ>', 'MV')","('<PEG.N>', 'MV')","('<ALL.N>', 'MV')","('<SLB.N>', 'MV')","('<PGR.N>', 'MV')","('<NOV.N>', 'MV')","('<PTC.OQ>', 'MV')","('<SWKS.OQ>', 'MV')","('<EL.N>', 'MV')","('<NOC.N>', 'MV')","('<PKG.N>', 'MV')","('<CSX.OQ>', 'MV')","('<MSCI.N>', 'MV')","('<CERN.OQ>', 'MV')","('<MGM.N>', 'MV')","('<ANSS.OQ>', 'MV')","('<UNH.N>', 'MV')","('<ALGN.OQ>', 'MV')","('<NLSN.N>', 'MV')","('<TTWO.OQ>', 'MV')","('<BIO.N>', 'MV')","('<CAG.N>', 'MV')","('<XLNX.OQ>', 'MV')","('<INCY.OQ>', 'MV')","('<ADBE.OQ>', 'MV')","('<NTRS.OQ>', 'MV')","('<SPGI.N>', 'MV')","('<CVX.N>', 'MV')","('<AIZ.N>', 'MV')","('<PRGO.N>', 'MV')","('<CNC.N>', 'MV')","('<AKAM.OQ>', 'MV')","('<COG.N>', 'MV')","('<BIIB.OQ>', 'MV')","('<K.N>', 'MV')","('<EQIX.OQ>', 'MV')","('<DD.N>', 'MV')","('<MPWR.OQ>', 'MV')","('<WFC.N>', 'MV')","('<SJM.N>', 'MV')","('<ZBRA.OQ>', 'MV')","('<CPRT.OQ>', 'MV')","('<BFb.N>', 'MV')","('<NOW.N>', 'MV')","('<TT.N>', 'MV')","('<IBM.N>', 'MV')","('<PAYC.N>', 'MV')","('<DXC.N>', 'MV')","('<NFLX.OQ>', 'MV')","('<GL.N>', 'MV')","('<APTV.N>', 'MV')","('<GIS.N>', 'MV')","('<NRG.N>', 'MV')","('<SEE.N>', 'MV')","('<ROST.OQ>', 'MV')","('<BMY.N>', 'MV')","('<ALB.N>', 'MV')","('<APD.N>', 'MV')","('<DOW.N>', 'MV')","('<REGN.OQ>', 'MV')","('<OXY.N>', 'MV')","('<VTR.N>', 'MV')","('<PNW.N>', 'MV')","('<AFL.N>', 'MV')","('<AON.N>', 'MV')","('<LMT.N>', 'MV')","('<ZTS.N>', 'MV')","('<ABC.N>', 'MV')","('<CDNS.OQ>', 'MV')","('<EA.OQ>', 'MV')","('<ORLY.OQ>', 'MV')","('<FITB.OQ>', 'MV')","('<CHRW.OQ>', 'MV')","('<ECL.N>', 'MV')","('<PHM.N>', 'MV')","('<EXR.N>', 'MV')","('<VRSN.OQ>', 'MV')","('<TXT.N>', 'MV')","('<EBAY.OQ>', 'MV')","('<BAC.N>', 'MV')","('<PYPL.OQ>', 'MV')","('<CMCSA.OQ>', 'MV')","('<EQR.N>', 'MV')","('<SBUX.OQ>', 'MV')","('<EW.N>', 'MV')","('<TMO.N>', 'MV')","('<NXPI.OQ>', 'MV')","('<HPE.N>', 'MV')","('<ENPH.OQ>', 'MV')","('<HAS.OQ>', 'MV')","('<IR.N>', 'MV')","('<KHC.OQ>', 'MV')","('<HAL.N>', 'MV')","('<BR.N>', 'MV')","('<QCOM.OQ>', 'MV')","('<ATVI.OQ>', 'MV')","('<DGX.N>', 'MV')","('<TDG.N>', 'MV')","('<LNC.N>', 'MV')","('<IPG.N>', 'MV')","('<JNPR.N>', 'MV')","('<TMUS.OQ>', 'MV')","('<CTLT.N>', 'MV')","('<ESS.N>', 'MV')","('<WLTW.OQ>', 'MV')","('<JBHT.OQ>', 'MV')","('<AMGN.OQ>', 'MV')","('<TAP.N>', 'MV')","('<EFX.N>', 'MV')","('<UAL.OQ>', 'MV')","('<DISCA.OQ>', 'MV')","('<GRMN.OQ>', 'MV')","('<NI.N>', 'MV')","('<ILMN.OQ>', 'MV')","('<CSCO.OQ>', 'MV')","('<FRC.N>', 'MV')","('<MDLZ.OQ>', 'MV')","('<VNO.N>', 'MV')","('<LHX.N>', 'MV')","('<NKE.N>', 'MV')","('<MRO.N>', 'MV')","('<ANTM.N>', 'MV')","('<PPL.N>', 'MV')","('<CCI.N>', 'MV')","('<FAST.OQ>', 'MV')","('<RJF.N>', 'MV')","('<FCX.N>', 'MV')","('<LNT.OQ>', 'MV')","('<NWSA.OQ>', 'MV')","('<TSLA.OQ>', 'MV')","('<FFIV.OQ>', 'MV')","('<MCD.N>', 'MV')","('<ADSK.OQ>', 'MV')","('<HST.OQ>', 'MV')","('<XEL.OQ>', 'MV')","('<IDXX.OQ>', 'MV')","('<LB.N>', 'MV')","('<PCAR.OQ>', 'MV')","('<PSA.N>', 'MV')","('<CZR.OQ>', 'MV')","('<PVH.N>', 'MV')","('<KO.N>', 'MV')","('<HRL.N>', 'MV')","('<TEL.N>', 'MV')","('<JPM.N>', 'MV')","('<GE.N>', 'MV')","('<CDW.OQ>', 'MV')","('<BDX.N>', 'MV')","('<MMC.N>', 'MV')","('<WELL.N>', 'MV')","('<MSFT.OQ>', 'MV')","('<VFC.N>', 'MV')","('<GPN.N>', 'MV')","('<MRK.N>', 'MV')","('<PG.N>', 'MV')","('<FANG.OQ>', 'MV')","('<UNP.N>', 'MV')","('<FB.OQ>', 'MV')","('<PXD.N>', 'MV')","('<RE.N>', 'MV')","('<CTXS.OQ>', 'MV')","('<TSN.N>', 'MV')","('<KSU.N>', 'MV')","('<WMT.N>', 'MV')","('<NVR.N>', 'MV')","('<IFF.N>', 'MV')","('<KLAC.OQ>', 'MV')","('<MTB.N>', 'MV')","('<HBAN.OQ>', 'MV')","('<DLR.N>', 'MV')","('<TRMB.OQ>', 'MV')","('<MTD.N>', 'MV')","('<CB.N>', 'MV')","('<PEP.OQ>', 'MV')","('<ABMD.OQ>', 'MV')","('<MCK.N>', 'MV')","('<EVRG.N>', 'MV')","('<MMM.N>', 'MV')","('<MAA.N>', 'MV')","('<WM.N>', 'MV')","('<AJG.N>', 'MV')","('<WHR.N>', 'MV')","('<RTX.N>', 'MV')","('<HSY.N>', 'MV')","('<CMG.N>', 'MV')","('<ORCL.N>', 'MV')","('<COST.OQ>', 'MV')","('<VIAC.OQ>', 'MV')","('<TDY.N>', 'MV')","('<ED.N>', 'MV')","('<STX.OQ>', 'MV')","('<APH.N>', 'MV')","('<WAB.N>', 'MV')","('<PNC.N>', 'MV')","('<FE.N>', 'MV')","('<CCL.N>', 'MV')","('<HLT.N>', 'MV')","('<MCHP.OQ>', 'MV')","('<AZO.N>', 'MV')","('<WAT.N>', 'MV')","('<WRK.N>', 'MV')","('<CINF.OQ>', 'MV')","('<FTV.N>', 'MV')","('<TJX.N>', 'MV')","('<NSC.N>', 'MV')","('<LRCX.OQ>', 'MV')","('<KMX.N>', 'MV')","('<MHK.N>', 'MV')","('<KEY.N>', 'MV')","('<BA.N>', 'MV')","('<FOXA.OQ>', 'MV')","('<J.N>', 'MV')","('<AVY.N>', 'MV')","('<LLY.N>', 'MV')","('<SIVB.OQ>', 'MV')","('<CTVA.N>', 'MV')","('<LUV.N>', 'MV')","('<GILD.OQ>', 'MV')","('<ES.N>', 'MV')","('<V.N>', 'MV')","('<ITW.N>', 'MV')","('<GPS.N>', 'MV')","('<PBCT.OQ>', 'MV')","('<ABT.N>', 'MV')","('<AXP.N>', 'MV')","('<SPG.N>', 'MV')","('<JNJ.N>', 'MV')","('<ULTA.OQ>', 'MV')","('<ZBH.N>', 'MV')","('<LW.N>', 'MV')","('<UNM.N>', 'MV')","('<GS.N>', 'MV')","('<ADP.OQ>', 'MV')","('<CMS.N>', 'MV')","('<WY.N>', 'MV')","('<CBOE.Z>', 'MV')","('<O.N>', 'MV')","('<ROP.N>', 'MV')","('<FDX.N>', 'MV')","('<AMCR.N>', 'MV')","('<GNRC.N>', 'MV')","('<XRAY.OQ>', 'MV')","('<MLM.N>', 'MV')","('<KMI.N>', 'MV')","('<HBI.N>', 'MV')","('<AEP.OQ>', 'MV')","('<AVB.N>', 'MV')","('<INTC.OQ>', 'MV')","('<DRI.N>', 'MV')","('<LKQ.OQ>', 'MV')","('<ABBV.N>', 'MV')","('<ATO.N>', 'MV')","('<PRU.N>', 'MV')","('<KEYS.N>', 'MV')","('<SRE.N>', 'MV')","('<C.N>', 'MV')","('<L.N>', 'MV')","('<ALK.N>', 'MV')","('<TGT.N>', 'MV')","('<LDOS.N>', 'MV')","('<ICE.N>', 'MV')","('<INFO.N>', 'MV')","('<MSI.N>', 'MV')","('<STZ.N>', 'MV')","('<AIG.N>', 'MV')","('<SCHW.N>', 'MV')","('<IQV.N>', 'MV')","('<DE.N>', 'MV')","('<DFS.N>', 'MV')","('<BBY.N>', 'MV')","('<DG.N>', 'MV')","('<EXC.OQ>', 'MV')","('<MNST.OQ>', 'MV')","('<AMD.OQ>', 'MV')","('<CRL.N>', 'MV')","('<KMB.N>', 'MV')","('<WRB.N>', 'MV')","('<TFX.N>', 'MV')","('<F.N>', 'MV')","('<HWM.N>', 'MV')","('<D.N>', 'MV')","('<CFG.N>', 'MV')","('<ANET.N>', 'MV')","('<MCO.N>', 'MV')","('<MPC.N>', 'MV')","('<DHI.N>', 'MV')","('<TFC.N>', 'MV')","('<AES.N>', 'MV')","('<ODFL.OQ>', 'MV')","('<MOS.N>', 'MV')","('<ETR.N>', 'MV')","('<NCLH.N>', 'MV')","('<COF.N>', 'MV')","('<QRVO.OQ>', 'MV')","('<A.N>', 'MV')","('<JKHY.OQ>', 'MV')","('<AVGO.OQ>', 'MV')","('<MET.N>', 'MV')","('<CAH.N>', 'MV')","('<DRE.N>', 'MV')","('<ARE.N>', 'MV')","('<BK.N>', 'MV')","('<NUE.N>', 'MV')","('<DUK.N>', 'MV')","('<UPS.N>', 'MV')","('<SO.N>', 'MV')","('<SYK.N>', 'MV')","('<OGN.N>', 'MV')","('<BSX.N>', 'MV')","('<UA.N>', 'MV')","('<CME.OQ>', 'MV')","('<SWK.N>', 'MV')","('<PH.N>', 'MV')","('<RL.N>', 'MV')","('<CARR.N>', 'MV')","('<PNR.N>', 'MV')","('<POOL.OQ>', 'MV')","('<ROK.N>', 'MV')","('<VRSK.OQ>', 'MV')","('<STT.N>', 'MV')","('<FOX.OQ>', 'MV')","('<IT.N>', 'MV')","('<SYY.N>', 'MV')","('<USB.N>', 'MV')","('<AWK.N>', 'MV')","('<MAS.N>', 'MV')","('<VRTX.OQ>', 'MV')","('<SNA.N>', 'MV')","('<PKI.N>', 'MV')","('<NLOK.OQ>', 'MV')","('<OKE.N>', 'MV')","('<CMI.N>', 'MV')","('<GPC.N>', 'MV')","('<ADI.OQ>', 'MV')","('<FMC.N>', 'MV')","('<PM.N>', 'MV')","('<CLX.N>', 'MV')","('<ISRG.OQ>', 'MV')","('<NVDA.OQ>', 'MV')","('<BWA.N>', 'MV')","('<HCA.N>', 'MV')","('<AEE.N>', 'MV')","('<TYL.N>', 'MV')","('<BKNG.OQ>', 'MV')","('<AAP.N>', 'MV')","('<GWW.N>', 'MV')","('<LEN.N>', 'MV')","('<MXIM.OQ>', 'MV')","('<MO.N>', 'MV')","('<OTIS.N>', 'MV')","('<IVZ.N>', 'MV')","('<MDT.N>', 'MV')","('<PFE.N>', 'MV')","('<SYF.N>', 'MV')","('<XYL.N>', 'MV')","('<GOOGL.OQ>', 'MV')","('<KR.N>', 'MV')","('<INTU.OQ>', 'MV')","('<PSX.N>', 'MV')","('<MKC.N>', 'MV')","('<DAL.N>', 'MV')","('<CHTR.OQ>', 'MV')","('<CE.N>', 'MV')","('<HSIC.OQ>', 'MV')","('<AME.N>', 'MV')","('<ETN.N>', 'MV')","('<MKTX.OQ>', 'MV')","('<NWS.OQ>', 'MV')","('<STE.N>', 'MV')","('<IPGP.OQ>', 'MV')","('<DHR.N>', 'MV')","('<HPQ.N>', 'MV')","('<UAA.N>', 'MV')","('<PLD.N>', 'MV')","('<HII.N>', 'MV')","('<LUMN.N>', 'MV')","('<NTAP.OQ>', 'MV')","('<CAT.N>', 'MV')","('<CPB.N>', 'MV')","('<NEM.N>', 'MV')","('<PFG.OQ>', 'MV')","('<WST.N>', 'MV')","('<HON.OQ>', 'MV')","('<YUM.N>', 'MV')","('<AMP.N>', 'MV')","('<UDR.N>', 'MV')","('<AMT.N>', 'MV')","('<HD.N>', 'MV')","('<LVS.N>', 'MV')","('<IP.N>', 'MV')","('<TROW.OQ>', 'MV')","('<GD.N>', 'MV')","('<TSCO.OQ>', 'MV')","('<FBHS.N>', 'MV')","('<COO.N>', 'MV')","('<DOV.N>', 'MV')","('<GLW.N>', 'MV')","('<CNP.N>', 'MV')","('<BKR.N>', 'MV')","('<RCL.N>', 'MV')","('<EOG.N>', 'MV')","('<VTRS.OQ>', 'MV')","('<URI.N>', 'MV')","('<DXCM.OQ>', 'MV')","('<GM.N>', 'MV')","('<VZ.N>', 'MV')","('<MU.OQ>', 'MV')","('<RMD.N>', 'MV')","('<NEE.N>', 'MV')","('<VLO.N>', 'MV')","('<FRT.N>', 'MV')","('<LIN.N>', 'MV')","('<AOS.N>', 'MV')","('<SBAC.OQ>', 'MV')","('<RHI.N>', 'MV')","('<T.N>', 'MV')","('<KIM.N>', 'MV')","('<HIG.N>', 'MV')","('<IEX.N>', 'MV')","('<CBRE.N>', 'MV')","('<IRM.N>', 'MV')","('<TWTR.N>', 'MV')","('<DIS.N>', 'MV')","('<MA.N>', 'MV')","('<EXPD.OQ>', 'MV')","('<BAX.N>', 'MV')","('<ROL.N>', 'MV')","('<CTSH.OQ>', 'MV')","('<FISV.OQ>', 'MV')","('<PPG.N>', 'MV')","('<LYV.N>', 'MV')","('<TPR.N>', 'MV')","('<EMN.N>', 'MV')","('<BLL.N>', 'MV')","('<VMC.N>', 'MV')","('<ACN.N>', 'MV')","('<OMC.N>', 'MV')","('<ADM.N>', 'MV')","('<EIX.N>', 'MV')","('<NWL.OQ>', 'MV')","('<LH.N>', 'MV')","('<UHS.N>', 'MV')","('<WU.N>', 'MV')","('<DVA.N>', 'MV')","('<RSG.N>', 'MV')","('<HUM.N>', 'MV')","('<WMB.N>', 'MV')","('<LYB.N>', 'MV')","('<AMZN.OQ>', 'MV')","('<CRM.N>', 'MV')","('<TRV.N>', 'MV')","('<AAPL.OQ>', 'MV')","('<CVS.N>', 'MV')","('<CL.N>', 'MV')","('<ETSY.OQ>', 'MV')","('<JCI.N>', 'MV')","('<CHD.N>', 'MV')","('<EXPE.OQ>', 'MV')","('<COP.N>', 'MV')","('<SNPS.OQ>', 'MV')","('<CF.N>', 'MV')","('<ALXN.OQ>', 'MV')","('<CI.N>', 'MV')","('<FIS.N>', 'MV')","('<FTNT.OQ>', 'MV')","('<TXN.OQ>', 'MV')","('<CTAS.OQ>', 'MV')"
2017-12-29,38344.45,19636.05,77117.88,71919.56,49484.59,44728.4,2854.03,20963.68,6291.64,11768.23,94860.44,82364.19,17328.11,11785.47,264998.9,21756.32,7561.59,12234.34,25442.82,24440.35,24896.3,8213.12,23523.9,6051.13,354391.4,15097.56,4626.49,12771.16,8264.0,15083.78,20066.53,23957.66,16083.39,54000.11,17271.37,10152.97,20044.29,10883.27,26060.99,37572.66,93352.81,32757.62,13688.75,7056.93,17393.83,28605.79,53426.42,11374.06,49163.67,11397.3,22401.43,18903.35,12524.57,213640.5,17814.68,12964.51,12520.74,5883.57,15092.89,16919.23,19987.34,86383.31,22717.09,43196.99,237782.7,5426.37,12275.68,17408.51,11001.62,13227.74,67370.13,23485.21,35457.06,166654.1,4664.84,298973.6,14113.36,5521.02,9990.02,14783.03,22518.35,22285.71,142034.9,4755.22,27072.0,83067.0,10472.18,22551.18,33738.59,9017.95,8893.05,30667.21,100297.0,14131.29,35903.51,,39674.37,56367.96,21373.39,9517.14,34510.67,33486.27,92055.94,35104.23,20024.28,11808.3,32434.96,20452.55,21407.33,12419.62,38766.51,9774.42,11019.38,11280.37,14906.95,39422.11,307911.7,88484.63,186806.2,23434.5,81711.38,23851.67,76140.94,39696.99,22799.32,206.13,11320.85,6650.64,94748.13,42641.06,10557.33,94376.0,47876.18,13424.13,14269.18,16821.4,7834.34,10685.45,52838.03,5457.87,15939.36,19896.93,12619.27,126235.9,16023.61,14159.76,19967.4,3446.58,11169.39,8645.49,31899.55,189340.6,13625.6,63959.82,14844.65,16884.75,81457.13,14384.79,57773.67,21307.96,45100.56,15717.38,12987.24,27446.33,9845.57,6208.29,52327.75,8338.58,137211.5,23090.56,14690.75,24428.47,13639.25,16998.0,24992.44,36374.63,2546.74,10555.47,195479.4,19271.59,33419.59,371052.5,151327.8,10636.33,49106.98,41537.94,23617.65,659905.8,29241.02,15952.44,153304.0,233095.8,12393.62,105559.3,420821.6,29413.07,9087.08,13259.42,24106.86,10894.81,292535.1,13120.24,12052.7,16485.17,25736.63,15738.58,23399.9,10115.16,15846.77,67836.69,170543.3,8286.54,32511.58,7502.57,140188.3,11426.33,37472.85,11440.96,12118.94,101873.5,17035.09,8160.16,195720.3,81741.0,21392.23,6419.32,26340.34,12105.08,26808.77,7817.22,68653.25,13621.54,35417.48,25551.31,20555.59,19458.11,15364.99,16102.71,12300.46,25145.89,48345.82,41462.96,29809.45,11597.77,20509.89,21690.83,175642.0,,9381.39,10111.86,92998.44,12329.2,,38837.22,93581.06,20020.84,206473.4,57162.63,13244.46,6474.9,99336.06,86200.69,54947.68,375360.6,13641.55,24432.41,8254.34,12316.71,96095.75,51972.54,13342.55,26615.27,14135.7,16067.39,26511.8,66849.13,,3078.34,15120.02,13894.47,40354.68,7623.45,36187.89,24635.42,216028.8,11861.71,12568.82,154390.8,9530.2,48751.49,7791.02,26875.18,196740.3,16841.65,9045.03,35468.11,9768.3,41279.43,18010.03,14635.06,39375.92,53559.99,68865.38,20362.0,50592.93,27951.23,20015.6,25258.13,37867.2,35693.22,9918.13,5183.71,42443.03,8726.59,11209.16,48729.09,13116.08,52164.48,20653.79,17221.05,28193.51,32225.43,19202.46,39225.15,7151.98,10836.55,9007.93,14670.65,12165.7,48270.79,8468.07,21632.51,9033.34,105165.1,53204.21,19275.77,9690.59,12499.79,55153.82,20213.14,58872.79,81862.81,48264.44,57946.93,,34041.54,2958.6,49626.03,26022.25,26589.25,5743.88,,12824.39,5207.62,25177.8,15810.42,36197.36,,11163.72,31643.73,88915.5,16319.56,13822.0,37900.02,9936.35,8059.67,17396.69,20494.68,29316.51,13929.75,32819.63,12709.22,164095.8,19178.32,40890.71,117260.9,10771.74,31099.96,14313.02,6651.44,84748.75,7366.89,13462.27,12898.23,14716.11,136263.9,,14874.64,109295.0,215896.8,30215.86,12248.72,314206.9,24193.38,40336.41,51256.77,12341.09,39926.49,83523.13,14523.95,10967.97,16749.05,34811.8,7573.07,3313.86,7439.53,11480.76,64566.07,34566.25,2671.44,34324.6,10668.07,17830.96,14758.91,93749.56,14462.2,20010.79,20374.52,7326.54,116064.4,27502.04,25069.7,10313.96,61184.9,221323.4,54930.43,23924.3,25425.57,60746.67,9385.94,10389.24,10645.84,15733.34,27801.14,12224.11,13547.48,25536.51,62395.59,22696.61,14539.21,4987.37,58222.55,215924.7,47547.64,12017.85,73471.31,40218.09,9634.95,44285.66,8935.58,19201.77,6961.92,238684.3,7725.6,20076.12,10082.76,14701.97,10616.54,17834.46,162373.7,157959.7,11495.6,35217.93,10142.38,41876.63,27327.41,29727.87,8803.47,12577.91,13315.55,13249.61,16980.13,94405.63,16789.69,22414.75,20604.28,15144.08,16338.59,9933.06,8731.14,13243.42,22596.91,35439.32,25207.5,43516.84,563535.0,73840.69,37124.1,868878.9,73441.88,66253.0,2489.06,35268.33,12538.75,16731.27,65621.88,12676.35,9922.88,26717.55,50071.8,31413.68,7597.7,102931.9,16565.42
2018-01-01,38344.45,19636.05,77117.88,71942.31,49484.59,44728.4,2854.03,20963.68,6291.64,11768.23,94860.44,82364.19,17328.11,11785.47,264998.9,21756.32,7561.59,12234.34,25442.82,24440.35,24896.3,8213.12,23523.9,6051.13,354391.4,15097.56,4626.49,12771.16,8264.0,14955.59,20066.53,23957.66,16083.39,54000.11,17280.99,10152.97,20044.29,10883.27,26060.99,37572.66,93263.19,32757.62,13688.75,7056.93,17393.83,28605.79,53426.42,11374.06,49163.67,11397.3,22401.43,18907.94,12524.57,213640.5,17814.68,12964.51,12520.74,5883.57,15092.89,16919.23,19987.34,86383.31,22717.09,43196.99,237782.7,5426.37,12275.68,17496.32,11001.62,13227.74,67370.13,23485.21,35457.06,166654.1,4675.75,298973.6,14113.36,5521.02,9990.02,14783.03,22518.35,22285.71,141480.7,4642.15,27072.0,83067.0,10472.18,22551.18,33738.59,9017.95,8893.05,30667.21,100297.0,14131.29,35923.54,,39674.37,56367.96,21373.39,9517.14,34510.67,33486.27,92055.94,35104.23,20024.28,11808.3,32434.96,20278.04,21407.33,12419.62,38766.51,9774.42,11019.31,11168.32,14906.95,39422.11,303681.1,88484.63,185634.3,23468.5,81711.38,23851.67,76140.94,39696.99,22799.32,206.13,11320.85,6650.64,94748.13,42641.06,10557.33,94376.0,47876.18,13424.13,14269.18,16821.4,7834.34,10685.45,52838.03,5457.87,15939.36,19912.11,12619.27,126235.9,16023.61,14159.76,19967.4,3446.58,11169.39,8645.49,31899.55,189340.6,14009.34,63959.82,14852.93,16884.75,81457.13,14384.79,57773.67,21307.96,45100.56,15717.38,12987.24,27446.33,9845.57,6208.29,52327.75,8338.58,137211.5,23090.56,14690.75,24428.47,13639.25,16998.0,24992.44,36335.33,2546.74,10555.47,195479.4,19271.59,33419.59,371052.5,151327.8,10636.33,56991.86,41537.94,23617.65,659905.8,29241.02,15956.23,153304.0,231629.9,12393.62,105559.3,420821.6,29413.07,9087.08,13259.42,24118.57,10894.81,292535.1,13120.24,12052.7,16485.17,25736.63,15738.58,23403.05,10115.16,15846.77,67836.69,170543.3,8286.54,32178.59,7502.57,140017.8,11426.33,37472.85,11440.96,12118.94,101873.5,17035.09,8160.16,195720.3,81741.0,21392.23,6419.32,26340.34,12105.08,26808.77,7817.22,68653.25,13621.54,35417.48,25551.31,20555.59,19458.11,15364.99,16102.71,12300.46,25163.33,48345.82,41174.36,29809.45,11597.77,20509.89,21690.83,175642.0,,9381.39,10111.86,92998.44,12351.28,,38837.22,93705.13,20020.84,206473.4,57162.63,13244.46,6474.9,99336.06,86200.69,55012.19,375360.6,13641.55,24432.41,8254.34,12316.71,96095.75,51972.54,13342.55,26615.27,14135.7,16205.86,26511.8,66849.13,,3078.34,15120.02,13894.47,40354.68,7623.45,36196.85,24635.42,216028.8,11861.71,12572.16,154390.8,9530.2,48751.49,7791.02,26875.18,196740.3,16614.96,9045.03,35468.11,9768.3,41279.43,17961.31,14635.06,39172.47,53559.99,68865.38,20362.0,50592.93,27951.23,20015.6,25258.13,37867.2,35693.22,9918.13,5183.71,42443.03,8726.59,11209.16,48729.09,13116.08,52164.48,20653.79,17221.05,28193.51,32225.43,19202.46,39225.15,7151.98,10836.55,9007.93,14670.65,12169.14,48270.79,8468.07,21632.51,9033.34,105165.1,53204.21,19275.77,9690.59,12499.79,55153.82,20213.14,58872.79,81862.81,48264.44,57946.93,,34041.54,2958.6,49626.03,26022.25,26553.83,5743.88,,12733.25,5207.62,25090.55,15810.42,36197.36,,11163.72,31643.73,88915.5,16319.56,13822.0,37900.02,9936.35,8059.67,17396.69,20494.68,29316.51,13929.75,32819.63,12715.73,164095.8,19178.32,40890.71,117260.9,10771.74,31099.96,14313.02,6651.44,84748.75,7366.89,13307.69,12898.23,14716.11,136263.9,,14874.64,109295.0,215896.8,30215.86,12248.72,314206.9,24193.38,40336.41,51256.77,12341.09,39926.49,80128.38,14523.95,10739.87,16749.05,34811.8,7573.07,3313.86,7439.53,11483.67,64566.07,34566.25,2671.44,34324.6,10668.07,17830.96,14758.91,94173.81,14462.2,20010.79,20374.52,7326.54,116064.4,27502.04,25069.7,10316.5,61184.9,221323.4,54930.43,23924.3,25425.57,60746.67,9385.94,10389.24,10645.84,15733.34,27801.14,12224.11,13547.48,25446.89,62395.59,22696.61,14539.21,4987.37,58222.55,215924.7,47547.64,12017.85,73471.31,40218.09,9634.95,44285.66,8935.58,19201.77,6961.92,238684.3,7725.48,20076.12,10082.76,14701.97,10616.54,17834.46,162373.7,157959.7,11495.6,35217.93,10142.38,41876.63,27327.41,29727.87,8803.47,12577.91,13244.43,13249.61,16980.13,94405.63,16789.69,22414.75,20604.28,15144.08,16338.59,9933.06,8731.14,13182.89,22596.91,35439.32,25207.5,43516.84,563535.0,73840.69,37124.1,868878.9,73441.88,66253.0,2489.06,35293.87,12538.75,16731.27,65621.88,12676.35,9922.88,26717.55,50071.8,31413.68,7597.7,102931.9,16594.15
