,Instrument,Market Capitalization,Original Announcement Date Time
0,SHW,65837252909.61,2021-04-27T11:00:23Z
1,SHW,66747837704.46,2021-01-28T12:00:15Z
2,SHW,63281066310.44,2020-10-27T11:00:11Z
3,SHW,52613044875.3,2020-07-28T11:00:19Z
4,SHW,41724416000.0,2020-04-29T11:00:18Z
5,SHW,53866133909.6,2020-01-30T12:03:10Z
6,SHW,50758081798.8,2019-10-22T11:56:07Z
7,SHW,42307592214.58,2019-07-23T11:00:10Z
8,SHW,39918465963.81,2019-04-23T11:00:14Z
9,SHW,36838210686.82,2019-01-31T12:00:08Z
10,SHW,42507975024.62,2018-10-25T11:00:09Z
11,SHW,38126416465.73,2018-07-24T11:29:55Z
12,SHW,36856845326.92,2018-04-24T17:00:00Z
13,SHW,38344446116.64,2018-01-25T17:00:00Z
14,SHW,33444576908.76,2017-10-24T16:00:00Z
15,SHW,32783232912.24,2017-07-20T17:00:00Z
16,SHW,28887468617.76,2017-04-20T17:00:00Z
17,SHW,24968026316.34,2017-01-26T12:00:00Z
18,SHW,25703855625.06,2016-10-25T16:00:00Z
19,SHW,27082748694.69,2016-07-21T17:00:00Z
20,DTE,25792840872.54,2021-04-27T14:18:43Z
21,DTE,23500070186.13,2021-02-19T18:45:54Z
22,DTE,22267095578.72,2020-10-27T15:56:50Z
23,DTE,20709954657.5,2020-07-28T15:00:04Z
24,DTE,18292350433.54,2020-04-28T00:00:00Z
25,DTE,24948685311.03,2020-02-05T20:18:55Z
26,DTE,24384399969.6,2019-10-28T14:34:20Z
27,DTE,23429205164.76,2019-07-24T15:08:00Z
28,DTE,22854173237.28,2019-04-24T15:10:52Z
29,DTE,20066330147.2,2019-02-07T17:59:26Z
30,DTE,19836841000.62,2018-10-24T16:04:36Z
31,DTE,18807100181.69,2018-07-25T17:17:27Z
32,DTE,18759899192.4,2018-04-25T23:00:00Z
33,DTE,19636060705.56,2018-02-16T23:00:00Z
34,DTE,19259694641.44,2017-10-25T17:00:00Z
35,DTE,18978046722.41,2017-07-26T17:00:00Z
36,DTE,18317249864.64,2017-04-26T12:15:00Z
37,DTE,17676142244.04,2017-02-09T12:00:00Z
38,DTE,16807676824.68,2016-10-26T17:00:00Z
39,DTE,17785597596.48,2016-07-26T17:00:00Z
40,LOW,140746256093.75,2021-05-19T10:01:49Z
41,LOW,122254809024.15,2021-02-24T11:04:02Z
42,LOW,119481868872.6,2020-11-18T13:47:21Z
43,LOW,112427463225.25,2020-08-19T12:51:39Z
44,LOW,78861935770.08,2020-05-20T10:04:19Z
45,LOW,89095103983.2,2020-02-26T11:02:48Z
46,LOW,87174656162.1,2019-11-20T11:02:49Z
47,LOW,77688802707.32,2019-08-21T10:03:46Z
48,LOW,89429876482.12,2019-05-22T10:02:18Z
49,LOW,77975154949.77,2019-02-27T11:24:58Z
50,LOW,78257207671.78,2018-11-20T11:00:08Z
51,LOW,79681112872.14,2018-08-22T10:00:05Z
52,LOW,69554293848.63,2018-05-23T17:00:00Z
53,LOW,84220700595.5,2018-04-02T23:00:00Z
54,LOW,64892724987.68,2017-11-21T17:00:00Z
55,LOW,66162026416.28,2017-08-23T11:00:00Z
56,LOW,73730630948.0,2017-05-24T11:00:00Z
57,LOW,63751097770.08,2017-03-01T11:00:00Z
58,LOW,58628423201.62,2016-11-16T11:00:00Z
59,LOW,72908696032.48,2016-08-17T17:00:00Z
60,WBA,45519010051.88,2021-07-01T11:00:00Z
61,WBA,41413515565.55,2021-03-31T11:00:01Z
62,WBA,32836908064.17,2021-01-07T12:00:17Z
63,WBA,32945626063.78,2020-10-15T11:00:00Z
64,WBA,37667835173.3,2020-07-09T11:00:00Z
65,WBA,40537027914.24,2020-04-02T11:00:00Z
66,WBA,53195452301.6,2020-01-08T12:00:01Z
67,WBA,46231913870.97,2019-10-28T11:00:00Z
68,WBA,44561098464.42,2019-06-27T11:00:00Z
69,WBA,67163830755.84,2019-04-02T11:00:00Z
70,WBA,79881465797.12,2018-12-20T12:07:30Z
71,WBA,68039754516.32,2018-10-11T11:00:00Z
72,WBA,61916573574.58,2018-06-28T11:07:34Z
73,WBA,68315841599.53,2018-03-28T17:00:00Z
74,WBA,72058282987.56,2018-01-04T16:00:00Z
75,WBA,87212863609.0,2017-10-25T17:00:00Z
76,WBA,86699217295.72,2017-06-29T17:00:00Z
77,WBA,93239403666.64,2017-04-05T12:00:00Z
78,WBA,91431204106.87,2017-01-05T12:08:00Z
79,WBA,87353844375.77,2016-10-20T12:00:00Z
80,MAR,48220220687.64,2021-05-10T11:00:09Z
81,MAR,42785839974.72,2021-02-18T13:11:16Z
82,MAR,30025089550.92,2020-11-06T12:00:07Z
83,MAR,27798460707.44,2020-08-10T11:00:09Z
84,MAR,24254986400.99,2020-05-11T11:00:19Z
85,MAR,49508103073.17,2020-02-26T22:20:53Z
86,MAR,40962356567.77,2019-11-04T21:30:07Z
87,MAR,46715003521.86,2019-08-05T20:30:08Z
88,MAR,42117070472.96,2019-05-10T10:16:48Z
89,MAR,37033105368.0,2019-02-28T23:36:25Z
90,MAR,45812843728.11,2018-11-05T21:30:07Z
91,MAR,44734790601.6,2018-08-06T20:45:58Z
92,MAR,48604322558.22,2018-05-08T17:00:00Z
93,MAR,49484617541.59,2018-02-14T17:00:00Z
94,MAR,41063042651.72,2017-11-07T17:00:00Z
95,MAR,38006530029.09,2017-08-07T21:22:00Z
96,MAR,36016281130.12,2017-05-09T17:00:00Z
97,MAR,32284871517.6,2017-02-15T17:00:00Z
98,MAR,26261417910.11,2016-11-07T17:00:00Z
99,MAR,16896240111.2,2016-07-27T21:30:00Z
100,EMR,54104934000.0,2021-05-05T10:55:00Z
101,EMR,48064431962.79,2021-02-02T12:00:00Z
102,EMR,39184102259.97,2020-11-03T11:57:40Z
103,EMR,37061392859.0,2020-08-04T10:55:00Z
104,EMR,28469698045.0,2020-04-21T10:55:00Z
105,EMR,46454071457.1,2020-02-04T11:55:00Z
106,EMR,41125683749.32,2019-11-05T12:00:01Z
107,EMR,41034573617.76,2019-08-06T10:55:23Z
108,EMR,42083021745.73,2019-05-07T10:56:46Z
109,EMR,37412976230.5,2019-02-05T11:54:55Z
110,EMR,48127891895.58,2018-11-06T11:59:33Z
111,EMR,43564430343.68,2018-08-07T16:00:00Z
112,EMR,43359406782.3,2018-05-01T17:00:00Z
113,EMR,44728424510.22,2018-02-06T17:00:00Z
114,EMR,40218832669.44,2017-11-07T17:00:00Z
115,EMR,38423905469.84,2017-08-01T16:00:00Z
116,EMR,38613571445.5,2017-05-02T17:00:00Z
117,EMR,35928089897.25,2017-02-07T11:36:00Z
118,EMR,35079225472.83,2016-11-01T17:00:00Z
119,EMR,33557190298.56,2016-08-02T16:00:00Z
120,PENN,16406043297.08,2021-05-06T11:00:01Z
121,PENN,13415359359.15,2021-02-04T12:00:01Z
122,PENN,11127465853.1,2020-10-29T11:00:00Z
123,PENN,4152364625.52,2020-08-06T11:00:00Z
124,PENN,1478330434.9,2020-05-07T11:00:00Z
125,PENN,2962726720.56,2020-02-06T12:00:00Z
126,PENN,2158081581.0,2019-10-31T11:04:15Z
127,PENN,2256095676.24,2019-08-01T11:00:00Z
128,PENN,2348484000.0,2019-05-02T11:01:52Z
129,PENN,2238056917.11,2019-02-07T12:00:00Z
130,PENN,3041364337.16,2018-11-01T11:00:00Z
131,PENN,3070812378.06,2018-07-26T21:00:12Z
132,PENN,2407424391.06,2018-04-26T17:00:00Z
133,PENN,2854025837.26,2018-02-08T17:00:00Z
134,PENN,2136367284.2,2017-10-26T16:00:00Z
135,PENN,1949536961.2,2017-07-27T17:00:00Z
136,PENN,1675010679.01,2017-04-27T12:00:00Z
137,PENN,1151776378.2,2017-02-02T17:00:00Z
138,PENN,1131515248.45,2016-10-27T16:00:00Z
139,PENN,1137448445.85,2016-07-28T12:00:00Z
140,WEC,29521517756.29,2021-05-03T11:00:05Z
141,WEC,29029439887.93,2021-02-04T12:00:19Z
142,WEC,30565606053.9,2020-11-03T12:28:13Z
143,WEC,27647836642.15,2020-08-04T11:03:07Z
144,WEC,27799245217.03,2020-05-04T11:29:46Z
145,WEC,29092526794.13,2020-01-30T12:00:14Z
146,WEC,29997925084.5,2019-11-06T12:00:23Z
147,WEC,26298099241.26,2019-08-05T11:00:08Z
148,WEC,24945812729.04,2019-04-25T11:00:18Z
149,WEC,21853136277.92,2019-02-12T12:00:03Z
150,WEC,21065012988.48,2018-10-31T11:00:06Z
151,WEC,20399583937.2,2018-07-31T11:00:13Z
152,WEC,19784283261.6,2018-05-01T17:00:00Z
153,WEC,20963684583.66,2018-01-31T17:00:00Z
154,WEC,19811897127.38,2017-10-26T17:00:00Z
155,WEC,19370089927.98,2017-07-26T17:00:00Z
156,WEC,19133568229.86,2017-05-02T00:07:18Z
157,WEC,18510954586.35,2017-02-01T17:00:00Z
158,WEC,18899163864.12,2016-10-26T12:00:00Z
159,WEC,20609983910.4,2016-07-27T12:00:00Z
160,LEG,6078542229.65,2021-05-03T20:51:18Z
161,LEG,5870587934.5,2021-02-08T21:10:40Z
162,LEG,5450616434.06,2020-11-02T21:51:20Z
163,LEG,4649529695.75,2020-08-03T20:52:49Z
164,LEG,3528413218.28,2020-05-04T20:12:40Z
165,LEG,6689370019.02,2020-02-03T21:20:31Z
166,LEG,5382386508.1,2019-10-28T20:53:43Z
167,LEG,5036778560.94,2019-07-29T20:53:16Z
168,LEG,5540177598.58,2019-04-29T20:07:17Z
169,LEG,4674172303.36,2019-02-04T21:22:37Z
170,LEG,5699725580.02,2018-10-25T20:09:55Z
171,LEG,5859870837.12,2018-07-26T16:00:00Z
172,LEG,5842051505.52,2018-04-26T17:00:00Z
173,LEG,6291644406.54,2018-02-05T17:00:00Z
174,LEG,6313986533.16,2017-10-26T17:00:00Z
175,LEG,6950102836.71,2017-07-27T17:00:00Z
176,LEG,6691557021.76,2017-04-27T07:23:00Z
177,LEG,6534293308.4,2017-01-30T07:48:00Z
178,LEG,6092752120.54,2016-10-27T17:00:00Z
179,LEG,6865401706.67,2016-07-28T22:20:00Z
180,REG,9631000038.05,2021-05-07T10:10:52Z
181,REG,7735717217.88,2021-02-12T11:14:27Z
182,REG,6450756677.12,2020-11-05T21:15:04Z
183,REG,7784275865.47,2020-08-03T20:15:11Z
184,REG,6445321460.55,2020-05-08T10:19:48Z
185,REG,10571606640.27,2020-02-13T11:13:36Z
186,REG,11643541906.14,2019-10-31T13:26:21Z
187,REG,11180197437.34,2019-08-02T13:27:28Z
188,REG,11305334599.95,2019-05-03T10:11:48Z
189,REG,9942922633.68,2019-02-13T22:08:46Z
190,REG,10957407107.02,2018-10-25T20:40:32Z
191,REG,10517003281.28,2018-08-02T17:00:00Z
192,REG,9994383944.4,2018-05-01T17:00:00Z
193,REG,11768241899.52,2018-02-09T17:00:00Z
194,REG,10553271826.68,2017-11-02T17:00:00Z
195,REG,10653659673.84,2017-08-04T20:15:00Z
196,REG,11275519658.19,2017-05-09T17:00:00Z
197,REG,7204553920.9,2017-02-09T17:00:00Z
198,REG,8096894609.58,2016-11-02T17:00:00Z
199,REG,8172981003.39,2016-08-03T16:00:00Z
200,MS,145266015172.74,2021-04-16T11:30:00Z
201,MS,123984355935.44,2021-01-20T12:30:00Z
202,MS,76236392416.0,2020-10-15T11:30:00Z
203,MS,76104203154.0,2020-07-16T11:20:02Z
204,MS,53568670828.0,2020-04-16T11:15:00Z
205,MS,82742724392.4,2020-01-16T13:17:09Z
206,MS,70523607530.43,2019-10-17T11:33:42Z
207,MS,73698695854.55,2019-07-18T11:30:00Z
208,MS,71171181093.8,2019-04-17T11:17:55Z
209,MS,68204136670.15,2019-01-17T12:52:33Z
210,MS,81254856748.13,2018-10-16T10:55:00Z
211,MS,83910344808.6,2018-07-18T10:57:37Z
212,MS,95722258901.6,2018-04-18T17:00:00Z
213,MS,94860468977.67,2018-01-18T17:00:00Z
214,MS,88468091885.47,2017-10-17T11:55:00Z
215,MS,82426291935.6,2017-07-19T11:55:00Z
216,MS,79355659919.76,2017-04-19T17:00:00Z
217,MS,79126699460.25,2017-01-17T13:16:00Z
218,MS,61292594456.1,2016-10-19T17:00:00Z
219,MS,50323892846.82,2016-07-20T17:00:00Z
220,BLK,115081385782.8,2021-04-15T12:05:01Z
221,BLK,110058577842.9,2021-01-14T12:52:37Z
222,BLK,85939347910.65,2020-10-13T11:49:45Z
223,BLK,82952091437.51,2020-07-17T11:44:46Z
224,BLK,68233102065.82,2020-04-16T10:47:54Z
225,BLK,78018521213.6,2020-01-15T13:47:52Z
226,BLK,69151341620.92,2019-10-15T11:35:01Z
227,BLK,72517064314.5,2019-07-19T11:56:35Z
228,BLK,67538107633.58,2019-04-16T12:03:16Z
229,BLK,62269884144.54,2019-01-16T13:30:23Z
230,BLK,75216674402.37,2018-10-16T12:06:08Z
231,BLK,79931065130.24,2018-07-16T17:00:00Z
232,BLK,87064544456.68,2018-04-12T17:00:00Z
233,BLK,82364234427.31,2018-01-12T17:00:00Z
234,BLK,71971740755.46,2017-10-11T12:10:25Z
235,BLK,68285061960.44,2017-07-17T21:00:01Z
236,BLK,62051510328.87,2017-04-19T11:30:00Z
237,BLK,61673868546.3,2017-01-13T11:30:00Z
238,BLK,59391996052.2,2016-10-18T13:50:00Z
239,BLK,55958009794.73,2016-08-08T16:00:00Z
240,WYNN,14497831682.46,2021-05-10T20:02:00Z
241,WYNN,12171040023.66,2021-02-04T21:02:00Z
242,WYNN,7744562653.89,2020-11-05T21:03:00Z
243,WYNN,8035106985.36,2020-08-04T20:05:00Z
244,WYNN,6471395864.7,2020-05-06T20:04:00Z
245,WYNN,14908334135.22,2020-02-06T21:03:00Z
246,WYNN,11700004344.48,2019-11-06T21:02:00Z
247,WYNN,13348978770.63,2019-08-06T20:03:00Z
248,WYNN,12843524736.28,2019-05-09T20:02:00Z
249,WYNN,10755326815.38,2019-01-30T21:02:00Z
250,WYNN,13804294061.06,2018-11-07T21:13:23Z
251,WYNN,18170956110.3,2018-08-01T20:02:00Z
252,WYNN,19778235479.48,2018-04-24T17:00:00Z
253,WYNN,17328108924.37,2018-01-22T17:00:00Z
254,WYNN,15274135123.56,2017-10-26T16:00:00Z
255,WYNN,13729048279.8,2017-07-25T17:00:00Z
256,WYNN,11680808226.8,2017-04-25T17:00:00Z
257,WYNN,8801606210.61,2017-01-26T17:00:00Z
258,WYNN,9916470549.62,2016-11-02T16:00:00Z
259,WYNN,9226328173.04,2016-07-28T17:00:00Z
260,HOLX,18917528768.64,2021-04-28T20:01:00Z
261,HOLX,19216613997.91,2021-01-27T21:01:00Z
262,HOLX,16665700322.7,2020-11-04T21:01:00Z
263,HOLX,13819167886.56,2020-07-29T20:01:00Z
264,HOLX,8757424919.12,2020-04-29T20:01:00Z
265,HOLX,14040093719.96,2020-01-29T21:02:00Z
266,HOLX,13261055670.61,2019-11-06T21:02:54Z
267,HOLX,12871767626.76,2019-07-31T20:01:00Z
268,HOLX,12947772706.0,2019-05-01T20:02:00Z
269,HOLX,11698660065.65,2019-01-30T21:01:00Z
270,HOLX,11151591032.64,2018-11-07T21:01:00Z
271,HOLX,10852184865.0,2018-07-31T20:02:04Z
272,HOLX,10327332670.24,2018-05-02T17:00:00Z
273,HOLX,11785471677.0,2018-02-08T17:00:00Z
274,HOLX,10290571577.61,2017-11-08T17:00:00Z
275,HOLX,12706893598.26,2017-08-02T21:01:00Z
276,HOLX,11884055394.95,2017-05-10T17:00:00Z
277,HOLX,11162020945.12,2017-02-01T17:00:00Z
278,HOLX,10666908813.2,2016-11-02T21:01:00Z
279,HOLX,9510884000.46,2016-07-27T17:00:00Z
280,BRK-B,587823142865.85,2021-05-03T12:45:13Z
281,BRK-B,543678513841.28,2021-03-01T15:40:18Z
282,BRK-B,508935421220.76,2020-11-09T11:25:58Z
283,BRK-B,433463333118.7,2020-08-10T10:56:04Z
284,BRK-B,443243195807.1,2020-05-04T10:15:26Z
285,BRK-B,553690015005.5,2020-02-24T11:28:53Z
286,BRK-B,509730092165.46,2019-11-04T11:36:59Z
287,BRK-B,521871808368.66,2019-08-05T10:22:03Z
288,BRK-B,493870410495.39,2019-05-06T08:06:00Z
289,BRK-B,502599567547.08,2019-02-25T11:31:49Z
290,BRK-B,527488839280.63,2018-11-05T11:14:53Z
291,BRK-B,462120093700.72,2018-08-06T17:00:00Z
292,BRK-B,492125143655.48,2018-05-07T23:00:00Z
293,BRK-B,489248728671.54,2018-02-26T05:00:00Z
294,BRK-B,452055878700.84,2017-11-03T23:00:00Z
295,BRK-B,418309151968.61,2017-08-04T23:00:00Z
296,BRK-B,411034362789.96,2017-05-05T17:00:00Z
297,BRK-B,400566669540.78,2017-02-27T17:00:00Z
298,BRK-B,355849137467.67,2016-11-04T17:00:00Z
299,BRK-B,356822762996.87,2016-08-05T17:00:00Z
300,DVN,14707235000.0,2021-05-04T20:20:11Z
301,DVN,6047767379.61,2021-02-17T11:14:15Z
302,DVN,3621288000.0,2020-10-29T21:20:11Z
303,DVN,4339818000.0,2020-08-04T21:04:41Z
304,DVN,2645839000.0,2020-05-05T21:01:44Z
305,DVN,9975077000.0,2020-02-18T21:51:15Z
306,DVN,9725052000.0,2019-11-05T21:29:13Z
307,DVN,11841504000.0,2019-08-06T20:23:42Z
308,DVN,13832748000.0,2019-04-30T21:23:34Z
309,DVN,10553228000.0,2019-02-19T22:23:35Z
310,DVN,20321472000.0,2018-11-06T21:52:42Z
311,DVN,23008664000.0,2018-07-31T20:05:00Z
312,DVN,16724719000.0,2018-05-01T17:00:00Z
313,DVN,21756324353.4,2018-02-20T17:00:00Z
314,DVN,19291658623.51,2017-10-31T17:00:00Z
315,DVN,16806629000.0,2017-08-01T20:01:00Z
316,DVN,21886312000.0,2017-05-02T21:07:00Z
317,DVN,23912812000.0,2017-02-14T12:00:00Z
318,DVN,23095996000.0,2016-11-01T21:15:00Z
319,DVN,18995000000.0,2016-08-02T16:00:00Z
320,ALLE,11397791149.14,2021-04-22T10:15:10Z
321,ALLE,10711500565.7,2021-02-16T00:00:00Z
322,ALLE,9122808956.94,2020-10-22T09:32:45Z
323,ALLE,9426751706.16,2020-07-23T10:14:59Z
324,ALLE,8521100034.44,2020-04-23T09:33:37Z
325,ALLE,11571827759.7,2020-02-18T12:39:58Z
326,ALLE,9678458055.6,2019-10-24T10:30:46Z
327,ALLE,10385697798.3,2019-07-25T09:58:03Z
328,ALLE,8568315567.85,2019-04-25T10:19:02Z
329,ALLE,7576894868.73,2019-02-19T12:37:07Z
330,ALLE,8604450058.41,2018-10-25T10:37:31Z
331,ALLE,7346058565.12,2018-07-26T10:13:14Z
332,ALLE,8118364301.22,2018-04-26T23:00:00Z
333,ALLE,7561592438.4,2018-02-20T17:00:00Z
334,ALLE,8213348712.97,2017-10-26T17:00:00Z
335,ALLE,7729671218.88,2017-07-27T17:00:00Z
336,ALLE,7227193382.7,2017-04-27T10:30:00Z
337,ALLE,6144987392.0,2017-02-09T10:30:00Z
338,ALLE,6608328285.78,2016-10-27T17:00:00Z
339,ALLE,6646793082.19,2016-07-28T17:00:00Z
340,PEAK,17097901955.88,2021-05-04T20:17:03Z
341,PEAK,16274641119.38,2021-02-09T21:15:05Z
342,PEAK,14616331598.25,2020-11-02T21:15:04Z
343,PEAK,14834728448.28,2020-08-04T20:16:04Z
344,PEAK,12834524233.8,2020-05-05T20:15:05Z
345,PEAK,17414990034.21,2020-02-11T21:16:04Z
346,PEAK,17631441793.56,2019-10-30T20:20:02Z
347,PEAK,15285896691.78,2019-07-31T20:15:21Z
348,PEAK,14959133254.0,2019-05-01T20:15:02Z
349,PEAK,13336477217.07,2019-02-13T21:15:10Z
350,PEAK,12365993216.08,2018-10-31T12:07:39Z
351,PEAK,12130156577.68,2018-08-02T12:01:03Z
352,PEAK,10909726026.37,2018-05-03T17:00:00Z
353,PEAK,12234348349.92,2018-02-13T17:00:00Z
354,PEAK,13051244353.18,2017-11-02T17:00:00Z
355,PEAK,14975562014.88,2017-08-01T13:07:26Z
356,PEAK,14652020824.64,2017-05-02T16:00:00Z
357,PEAK,13908103053.52,2017-02-13T13:06:00Z
358,PEAK,17744791851.6,2016-11-01T16:00:00Z
359,PEAK,16525558898.82,2016-08-09T17:00:00Z
360,DLTR,26887704189.0,2021-05-27T11:30:00Z
361,DLTR,23909634172.32,2021-03-03T12:30:00Z
362,DLTR,21433631283.36,2020-11-24T12:30:00Z
363,DLTR,22145643979.9,2020-08-27T11:30:00Z
364,DLTR,18359299970.12,2020-05-28T11:00:00Z
365,DLTR,20606186983.42,2020-03-04T12:30:00Z
366,DLTR,26440446771.5,2019-11-26T12:30:00Z
367,DLTR,23014275017.64,2019-08-29T11:30:00Z
368,DLTR,25955963169.44,2019-05-30T12:19:22Z
369,DLTR,23009315529.09,2019-03-06T12:30:00Z
370,DLTR,20256200410.55,2018-11-29T12:30:00Z
371,DLTR,21466378640.16,2018-08-30T12:05:09Z
372,DLTR,22257522671.23,2018-05-31T17:00:00Z
373,DLTR,25803213836.28,2018-03-07T17:00:00Z
374,DLTR,22076291224.65,2017-11-21T17:00:00Z
375,DLTR,16994237674.6,2017-08-24T13:01:00Z
376,DLTR,19580183849.97,2017-05-25T12:31:00Z
377,DLTR,17481088428.85,2017-03-01T12:30:00Z
378,DLTR,17732669789.46,2016-11-22T12:31:00Z
379,DLTR,22692288383.84,2016-08-25T12:24:00Z
380,PAYX,36446817277.52,2021-06-25T13:33:37Z
381,PAYX,32842680105.48,2021-04-06T12:30:00Z
382,PAYX,33592792926.6,2020-12-23T13:30:04Z
383,PAYX,27435117582.54,2020-10-06T12:30:01Z
384,PAYX,25927951641.8,2020-07-07T12:30:00Z
385,PAYX,27767784470.4,2020-03-25T12:15:00Z
386,PAYX,30826153556.68,2019-12-18T13:30:00Z
387,PAYX,29259987836.2,2019-10-02T12:30:00Z
388,PAYX,30832304623.03,2019-06-26T12:30:00Z
389,PAYX,27680430144.14,2019-03-27T12:30:00Z
390,PAYX,25409291613.76,2018-12-19T13:30:00Z
391,PAYX,26347493791.0,2018-10-02T12:30:00Z
392,PAYX,23561278633.44,2018-06-27T12:30:00Z
393,PAYX,23399604717.84,2018-03-26T17:00:00Z
394,PAYX,24163929016.47,2017-12-21T17:00:00Z
395,PAYX,20452588088.49,2017-10-03T17:00:00Z
396,PAYX,21278281843.55,2017-06-28T13:30:00Z
397,PAYX,22065035806.7,2017-03-29T17:00:00Z
398,PAYX,21153805461.0,2016-12-21T18:43:00Z
399,PAYX,21941394927.58,2016-09-28T13:30:00Z
400,AAL,15328849952.5,2021-04-22T11:00:01Z
401,AAL,9800732061.94,2021-01-28T12:02:53Z
402,AAL,6250223514.22,2020-10-22T11:01:31Z
403,AAL,6640991178.07,2020-07-23T11:01:16Z
404,AAL,5193656089.36,2020-04-30T00:00:00Z
405,AAL,12563502608.28,2020-01-23T12:31:38Z
406,AAL,12008951534.16,2019-10-24T11:35:05Z
407,AAL,14506073100.15,2019-07-25T11:31:43Z
408,AAL,14262004204.48,2019-04-26T16:31:18Z
409,AAL,14789270776.93,2019-01-24T12:31:40Z
410,AAL,19032845897.28,2018-10-25T11:30:17Z
411,AAL,17771074556.04,2018-07-25T17:00:00Z
412,AAL,24584285968.68,2018-04-26T17:00:00Z
413,AAL,24896306768.19,2018-01-25T16:00:00Z
414,AAL,23128067620.35,2017-10-26T16:00:00Z
415,AAL,24787069321.76,2017-07-28T16:00:00Z
416,AAL,21325730993.1,2017-04-27T17:00:00Z
417,AAL,24191263533.64,2017-01-27T12:30:00Z
418,AAL,19400128292.65,2016-10-20T17:00:00Z
419,AAL,16368041846.16,2016-07-22T16:00:00Z
420,TER,21455236104.28,2021-04-27T21:05:43Z
421,TER,19908433099.03,2021-01-27T22:02:00Z
422,TER,12903202914.525,2020-10-20T21:07:05Z
423,TER,13568134700.2,2020-07-21T21:02:10Z
424,TER,9138829513.85,2020-04-21T21:02:10Z
425,TER,11427121249.11,2020-01-22T22:04:41Z
426,TER,9754890068.0,2019-10-22T21:03:49Z
427,TER,8211553709.82,2019-07-23T21:02:01Z
428,TER,6899379488.64,2019-04-23T21:04:46Z
429,TER,5624862175.8,2019-01-23T22:10:41Z
430,TER,6894474651.4,2018-10-23T21:06:42Z
431,TER,7283402670.69,2018-07-24T17:00:00Z
432,TER,8900977203.72,2018-04-24T17:00:00Z
433,TER,8213124155.1,2018-01-24T17:00:00Z
434,TER,7377155130.84,2017-10-25T16:00:00Z
435,TER,5974490331.81,2017-07-26T17:00:00Z
436,TER,6225631619.1,2017-04-26T17:00:00Z
437,TER,5111041644.8,2017-01-25T17:00:00Z
438,TER,4366299009.28,2016-10-26T17:00:00Z
439,TER,3951831083.2,2016-07-27T22:03:00Z
440,WDC,21846155665.23,2021-04-29T20:01:00Z
441,WDC,16852133042.55,2021-01-28T21:01:00Z
442,WDC,10939525586.96,2020-10-28T20:12:42Z
443,WDC,12719311798.08,2020-08-05T20:01:00Z
444,WDC,11422173990.56,2020-04-30T20:22:53Z
445,WDC,19215307006.35,2020-01-30T21:15:00Z
446,WDC,17409446603.28,2019-10-30T20:05:00Z
447,WDC,13932040825.2,2019-07-31T20:05:01Z
448,WDC,13978296080.28,2019-04-29T20:20:45Z
449,WDC,10633463037.12,2019-01-24T21:10:00Z
450,WDC,16988604680.72,2018-10-25T20:12:50Z
451,WDC,23164327942.01,2018-07-27T00:21:36Z
452,WDC,27455888788.73,2018-04-26T17:00:00Z
453,WDC,23523909729.54,2018-01-25T17:00:00Z
454,WDC,25503389049.6,2017-10-26T16:00:00Z
455,WDC,25804076108.4,2017-07-27T17:00:00Z
456,WDC,23774452835.49,2017-04-27T17:00:00Z
457,WDC,19397951912.7,2017-01-25T21:10:00Z
458,WDC,16691659283.82,2016-10-26T16:00:00Z
459,WDC,10827357346.05,2016-07-28T17:00:00Z
460,PWR,12269424836.46,2021-05-06T10:57:40Z
461,PWR,10000762018.0,2021-02-25T11:57:38Z
462,PWR,7339259269.56,2020-10-29T10:58:47Z
463,PWR,5399876431.84,2020-08-06T11:04:13Z
464,PWR,4368655222.37,2020-05-07T10:58:12Z
465,PWR,5794244733.15,2020-02-27T11:58:43Z
466,PWR,5375849320.8,2019-10-31T10:57:43Z
467,PWR,5427474581.1,2019-08-01T10:56:20Z
468,PWR,5353136893.5,2019-05-02T10:57:40Z
469,PWR,4410156703.4,2019-02-21T11:54:04Z
470,PWR,4983422504.32,2018-11-01T10:58:17Z
471,PWR,5013182953.2,2018-08-02T17:00:00Z
472,PWR,5297829354.0,2018-05-03T17:00:00Z
473,PWR,6051130096.9,2018-02-22T17:00:00Z
474,PWR,5798709514.49,2017-11-02T17:00:00Z
475,PWR,5007056876.56,2017-08-03T12:13:00Z
476,PWR,5612060392.32,2017-05-04T17:00:00Z
477,PWR,5269395485.1,2017-02-21T11:12:56Z
478,PWR,4228453694.43,2016-11-03T11:07:00Z
479,PWR,3491949591.84,2016-08-04T11:07:00Z
480,XOM,236358477736.11,2021-04-30T11:29:43Z
481,XOM,174287810179.08,2021-02-02T12:30:01Z
482,XOM,145155277133.62,2020-10-30T11:29:26Z
483,XOM,189086592639.36,2020-07-31T11:40:38Z
484,XOM,160545181238.44,2020-05-01T11:36:43Z
485,XOM,295246581285.48,2020-01-31T12:32:43Z
486,XOM,298758399320.26,2019-11-01T11:29:17Z
487,XOM,324228726629.82,2019-08-02T11:29:28Z
488,XOM,342034880929.6,2019-04-26T11:59:41Z
489,XOM,288703310922.3,2019-02-01T13:03:54Z
490,XOM,359958555786.96,2018-11-02T11:57:09Z
491,XOM,350265122973.01,2018-07-27T17:00:00Z
492,XOM,316032363003.33,2018-04-27T17:00:00Z
493,XOM,354391552280.28,2018-02-02T17:00:00Z
494,XOM,347357935779.44,2017-10-27T17:00:00Z
