,Instrument,Market Capitalization,Original Announcement Date Time
1808,SEE,7125087590.06,2018-05-03T17:00:00Z
1809,SEE,8893046956.4,2018-02-08T17:00:00Z
1810,SEE,8118139101.12,2017-11-08T16:00:00Z
1811,SEE,8764568350.44,2017-08-08T12:05:06Z
1812,SEE,8512279188.8,2017-05-08T12:01:00Z
1813,SEE,8764562956.8,2017-02-09T12:02:00Z
1814,SEE,9012929810.48,2016-10-27T11:30:00Z
1815,SEE,9062658377.48,2016-07-28T12:36:00Z
1816,ROST,46694703393.94,2021-05-20T20:01:00Z
1817,ROST,39670778621.58,2021-03-02T21:01:00Z
1818,ROST,30321002147.37,2020-11-19T21:01:00Z
1819,ROST,31915490858.37,2020-08-20T20:01:00Z
1820,ROST,31615231434.24,2020-05-21T20:01:00Z
1821,ROST,40582535819.8,2020-03-03T21:01:00Z
1822,ROST,40148459315.8,2019-11-21T21:01:00Z
1823,ROST,37742348471.92,2019-08-22T20:01:00Z
1824,ROST,35689568126.85,2019-05-23T20:05:10Z
1825,ROST,33994112458.6,2019-03-05T21:01:00Z
1826,ROST,37347769670.61,2018-11-20T13:30:00Z
1827,ROST,33530938203.75,2018-08-23T20:01:00Z
1828,ROST,30559438356.65,2018-05-24T17:00:00Z
1829,ROST,30220105442.76,2018-03-06T17:00:00Z
1830,ROST,24608486673.24,2017-11-16T17:00:00Z
1831,ROST,21354423363.36,2017-08-17T17:00:00Z
1832,ROST,25479972570.0,2017-05-18T06:32:00Z
1833,ROST,25747888606.52,2017-02-28T17:00:00Z
1834,ROST,24698990629.08,2016-11-17T21:01:00Z
1835,ROST,24701690748.51,2016-08-18T21:01:00Z
1836,BMY,140959426253.15,2021-04-29T10:59:00Z
1837,BMY,140172386661.54,2021-02-04T12:01:37Z
1838,BMY,136240419020.22,2020-11-05T13:12:16Z
1839,BMY,132531356538.0,2020-08-06T11:58:26Z
1840,BMY,126122326943.7,2020-05-07T10:59:00Z
1841,BMY,150473834877.17,2020-02-06T13:21:47Z
1842,BMY,82621032106.58,2019-10-31T13:42:03Z
1843,BMY,74180111562.35,2019-07-25T12:22:23Z
1844,BMY,77956115569.28,2019-04-25T10:59:00Z
1845,BMY,84841692272.52,2019-01-24T13:56:23Z
1846,BMY,101306918510.72,2018-10-25T11:03:01Z
1847,BMY,90455358265.72,2018-07-26T15:36:27Z
1848,BMY,103415287860.5,2018-04-26T16:00:00Z
1849,BMY,100296957370.88,2018-02-05T17:00:00Z
1850,BMY,104528911668.04,2017-10-26T13:17:00Z
1851,BMY,91376701571.12,2017-07-27T11:59:00Z
1852,BMY,89587485826.04,2017-04-27T12:26:00Z
1853,BMY,97666678044.24,2017-01-26T13:36:00Z
1854,BMY,90112718688.32,2016-10-27T13:16:00Z
1855,BMY,122891645249.25,2016-07-28T16:00:00Z
1856,ALB,17053678522.69,2021-05-05T20:19:52Z
1857,ALB,15704565111.36,2021-02-17T21:15:08Z
1858,ALB,9495641257.92,2020-11-04T21:44:05Z
1859,ALB,8208860186.94,2020-08-05T21:02:18Z
1860,ALB,5993180271.18,2020-05-06T20:26:05Z
1861,ALB,7744652730.32,2020-02-19T21:15:06Z
1862,ALB,7368165073.28,2019-11-06T21:15:12Z
1863,ALB,7460412866.43,2019-08-07T20:15:12Z
1864,ALB,8680526819.82,2019-05-08T20:15:06Z
1865,ALB,8185287556.95,2019-02-20T21:15:06Z
1866,ALB,10821117352.14,2018-11-07T21:54:22Z
1867,ALB,10448297089.51,2018-08-07T21:43:25Z
1868,ALB,10269011076.86,2018-05-09T17:00:00Z
1869,ALB,14131288806.39,2018-02-27T17:00:00Z
1870,ALB,15058538507.85,2017-11-08T17:00:00Z
1871,ALB,11688796475.52,2017-08-07T17:00:00Z
1872,ALB,11699746309.64,2017-05-03T22:05:00Z
1873,ALB,9681928829.12,2017-02-27T22:05:00Z
1874,ALB,9609342557.82,2016-11-07T22:34:00Z
1875,ALB,8906301162.99,2016-08-03T17:00:00Z
1876,APD,62254040232.6,2021-05-10T10:00:07Z
1877,APD,60395024992.86,2021-02-04T11:03:35Z
1878,APD,65795598835.36,2020-11-11T11:00:09Z
1879,APD,53337156028.96,2020-07-23T10:00:08Z
1880,APD,44084796087.67,2020-04-23T11:25:56Z
1881,APD,51857236485.18,2020-01-24T11:00:14Z
1882,APD,48887991138.54,2019-11-07T11:00:22Z
1883,APD,49831407833.57,2019-07-25T10:00:11Z
1884,APD,42036513848.56,2019-04-24T17:07:03Z
1885,APD,35151968918.55,2019-01-25T11:00:09Z
1886,APD,36629470456.8,2018-11-06T13:41:11Z
1887,APD,34147305802.08,2018-07-26T12:28:49Z
1888,APD,34817917356.09,2018-04-26T17:00:00Z
1889,APD,35903523550.72,2018-01-26T16:00:00Z
1890,APD,32959513340.18,2017-10-26T17:00:00Z
1891,APD,31180981209.14,2017-08-01T05:00:00Z
1892,APD,29455946387.39,2017-04-27T11:00:00Z
1893,APD,31271297331.78,2017-01-27T11:00:00Z
1894,APD,32556082499.36,2016-10-27T13:24:00Z
1895,APD,30758719956.16,2016-07-28T10:00:00Z
1896,DOW,47762504921.48,2021-04-22T10:02:52Z
1897,DOW,41167222791.0,2021-01-28T11:00:00Z
1898,DOW,34899420402.1,2020-10-22T10:00:00Z
1899,DOW,30208110302.0,2020-07-23T10:00:00Z
1900,DOW,21658968972.12,2020-04-30T10:02:49Z
1901,DOW,40582229871.3,2020-01-29T12:18:31Z
1902,DOW,35332279873.25,2019-10-24T11:22:13Z
1903,DOW,36924519526.84,2019-07-25T10:00:00Z
1904,DOW,38661791587.32,2019-05-03T13:04:40Z
1905,DOW,,2019-03-08T22:31:03Z
1906,DOW,,2018-11-19T13:08:00Z
1907,DOW,,2018-09-07T11:33:19Z
1908,DOW,,2019-05-03T13:04:40Z
1909,DOW,,
1910,REGN,50688386692.86,2021-05-06T10:30:08Z
1911,REGN,51550863201.04,2021-02-05T12:36:41Z
1912,REGN,59556334313.32,2020-11-05T11:30:09Z
1913,REGN,63852006737.65,2020-08-05T10:30:13Z
1914,REGN,53721572536.61,2020-05-05T10:30:10Z
1915,REGN,40531862211.12,2020-02-06T11:30:06Z
1916,REGN,29954595437.4,2019-11-05T11:30:06Z
1917,REGN,33718681834.0,2019-08-06T11:36:32Z
1918,REGN,44086559167.7,2019-05-07T10:30:05Z
1919,REGN,39711718935.0,2019-02-06T11:30:03Z
1920,REGN,42886823375.76,2018-11-06T11:30:08Z
1921,REGN,36551629781.76,2018-08-02T10:30:11Z
1922,REGN,37086469359.28,2018-05-03T17:00:00Z
1923,REGN,40392997279.44,2018-02-08T17:00:00Z
1924,REGN,47909901947.76,2017-11-08T17:00:00Z
1925,REGN,52203569213.12,2017-08-03T17:00:00Z
1926,REGN,41107353370.05,2017-05-03T19:30:00Z
1927,REGN,38717092059.91,2017-02-09T12:14:00Z
1928,REGN,42330497302.12,2016-11-04T17:00:00Z
1929,REGN,36696597033.39,2016-08-04T17:00:00Z
1930,OXY,24847605394.7,2021-05-10T20:20:13Z
1931,OXY,16119236358.45,2021-02-22T21:21:08Z
1932,OXY,9321407044.95,2020-11-09T21:18:26Z
1933,OXY,16803102254.7,2020-08-10T20:09:21Z
1934,OXY,10566739473.78,2020-05-05T20:31:26Z
1935,OXY,36813612938.7,2020-02-27T22:00:47Z
1936,OXY,39725827890.9,2019-11-04T22:04:18Z
1937,OXY,37603298750.52,2019-07-31T21:00:55Z
1938,OXY,49509495266.4,2019-05-06T10:12:42Z
1939,OXY,46343492074.44,2019-02-12T21:58:05Z
1940,OXY,62837161793.01,2018-11-05T21:20:43Z
1941,OXY,64079652260.64,2018-08-08T17:00:00Z
1942,OXY,49704059162.24,2018-05-08T17:00:00Z
1943,OXY,56367972260.02,2018-02-13T17:00:00Z
1944,OXY,49093237659.43,2017-11-01T16:00:00Z
1945,OXY,45775507576.4,2017-08-02T17:00:00Z
1946,OXY,48443897779.2,2017-05-04T11:57:30Z
1947,OXY,54433146498.85,2017-02-09T12:00:00Z
1948,OXY,55724625055.4,2016-11-01T16:00:00Z
1949,OXY,57722268205.6,2016-08-03T12:00:00Z
1950,VTR,20005354970.16,2021-05-07T10:57:41Z
1951,VTR,18368950806.0,2021-02-18T11:56:45Z
1952,VTR,15654753807.8,2020-11-06T12:03:51Z
1953,VTR,13662001556.3,2020-08-07T11:18:08Z
1954,VTR,9998110670.8,2020-05-08T11:10:30Z
1955,VTR,21521778198.98,2020-02-20T12:13:48Z
1956,VTR,27209847568.63,2019-10-25T11:34:58Z
1957,VTR,25362080113.15,2019-07-26T11:07:40Z
1958,VTR,22802724793.08,2019-04-26T11:05:50Z
1959,VTR,20885446116.99,2019-02-08T12:12:40Z
1960,VTR,19383153853.22,2018-10-26T11:06:46Z
1961,VTR,20291987079.6,2018-07-27T17:00:00Z
1962,VTR,17648053715.76,2018-04-27T17:00:00Z
1963,VTR,21373392578.49,2018-02-09T17:00:00Z
1964,VTR,23196060767.49,2017-10-27T17:00:00Z
1965,VTR,24656636001.24,2017-07-28T17:00:00Z
1966,VTR,23079639120.0,2017-04-28T21:34:00Z
1967,VTR,22138934880.36,2017-02-10T12:20:00Z
1968,VTR,24815854667.17,2016-10-28T12:00:00Z
1969,VTR,24622777992.78,2016-07-29T17:00:00Z
1970,PNW,9171668431.2,2021-05-05T12:36:06Z
1971,PNW,9002112880.8,2021-02-24T13:37:27Z
1972,PNW,8391121889.85,2020-10-30T12:31:44Z
1973,PNW,8244645536.82,2020-08-06T12:37:17Z
1974,PNW,8525528956.23,2020-05-08T12:33:39Z
1975,PNW,10109105402.32,2020-02-21T13:32:24Z
1976,PNW,10901335107.78,2019-11-07T13:32:38Z
1977,PNW,10564176708.31,2019-08-08T12:38:38Z
1978,PNW,10731162874.68,2019-05-01T12:32:45Z
1979,PNW,9549193762.8,2019-02-22T13:36:55Z
1980,PNW,8866112326.02,2018-11-08T13:43:08Z
1981,PNW,9017336014.08,2018-08-03T12:32:38Z
1982,PNW,8931899566.8,2018-05-02T16:00:00Z
1983,PNW,9517142234.5,2018-02-23T17:00:00Z
1984,PNW,9438970087.68,2017-11-03T16:00:00Z
1985,PNW,9500485963.32,2017-08-03T13:40:00Z
1986,PNW,9301512765.16,2017-05-02T16:00:00Z
1987,PNW,8685215529.21,2017-02-24T13:40:00Z
1988,PNW,8448170924.28,2016-11-03T17:00:00Z
1989,PNW,9009007994.7,2016-08-02T16:00:00Z
1990,AFL,35191375984.08,2021-04-28T20:17:57Z
1991,AFL,31237740045.15,2021-02-03T21:05:11Z
1992,AFL,25914364940.3,2020-10-27T20:15:06Z
1993,AFL,25851810321.57,2020-07-28T20:37:24Z
1994,AFL,24738794102.4,2020-04-29T20:34:50Z
1995,AFL,38829552729.0,2020-02-04T21:15:06Z
1996,AFL,38736856087.2,2019-10-24T20:14:02Z
1997,AFL,40859162412.39,2019-07-25T20:15:22Z
1998,AFL,37442491650.0,2019-04-25T20:19:53Z
1999,AFL,34683886958.2,2019-01-31T21:21:09Z
2000,AFL,36140358144.06,2018-10-24T20:05:08Z
2001,AFL,33304666663.08,2018-07-26T20:15:56Z
2002,AFL,34105054672.16,2018-04-25T17:00:00Z
2003,AFL,34510673643.6,2018-01-31T17:00:00Z
2004,AFL,32167696367.61,2017-10-25T17:00:00Z
2005,AFL,30827042179.04,2017-07-27T21:20:00Z
2006,AFL,29053253475.78,2017-04-27T21:23:00Z
2007,AFL,28403905324.8,2017-01-31T17:00:00Z
2008,AFL,29436173289.37,2016-10-27T17:00:00Z
2009,AFL,29873304301.28,2016-07-28T21:21:00Z
2010,AON,52001257858.06,2021-04-30T10:03:20Z
2011,AON,48128108826.0,2021-02-05T11:02:03Z
2012,AON,47745381101.3,2020-10-30T10:00:11Z
2013,AON,44593079185.8,2020-07-31T10:02:42Z
2014,AON,38133551721.84,2020-05-01T10:02:48Z
2015,AON,48334007768.16,2020-01-31T11:25:35Z
2016,AON,45651913873.02,2019-10-25T10:13:24Z
2017,AON,46415870332.76,2019-07-26T10:45:37Z
2018,AON,40967904749.4,2019-04-26T10:35:06Z
2019,AON,35009100411.04,2019-02-01T11:26:40Z
2020,AON,37315538646.54,2018-10-26T10:11:19Z
2021,AON,33539781956.89,2018-07-27T10:20:05Z
2022,AON,34546510968.3,2018-05-04T17:00:00Z
2023,AON,33486293408.0,2018-02-02T05:00:00Z
2024,AON,37158682305.9,2017-10-27T17:00:00Z
2025,AON,34842208494.25,2017-08-04T17:00:00Z
2026,AON,31168084441.78,2017-05-09T11:32:00Z
2027,AON,29342878950.38,2017-02-10T11:00:00Z
2028,AON,29877344000.0,2016-10-28T11:30:00Z
2029,AON,28937405483.25,2016-07-29T11:30:00Z
2030,LMT,102156522320.01,2021-04-20T11:29:03Z
2031,LMT,99317634510.06,2021-01-26T12:30:06Z
2032,LMT,108098910735.0,2020-10-20T11:30:05Z
2033,LMT,100048102622.64,2020-07-21T11:30:04Z
2034,LMT,98197310056.58,2020-04-21T11:30:10Z
2035,LMT,109832968740.84,2020-01-28T12:30:05Z
2036,LMT,109533518712.87,2019-10-22T11:30:05Z
2037,LMT,102714158623.86,2019-07-23T11:30:05Z
2038,LMT,84887555630.08,2019-04-23T11:30:05Z
2039,LMT,74474022145.92,2019-01-29T12:33:35Z
2040,LMT,98522857593.36,2018-10-23T11:34:15Z
2041,LMT,85481816620.54,2018-07-24T11:30:04Z
2042,LMT,96125530648.42,2018-04-24T17:00:00Z
2043,LMT,92056008810.05,2018-01-29T17:00:00Z
2044,LMT,88856701487.1,2017-10-24T17:00:00Z
2045,LMT,81335980041.6,2017-07-18T17:00:00Z
2046,LMT,77504517469.8,2017-04-25T12:25:00Z
2047,LMT,73226759858.76,2017-01-24T12:31:00Z
2048,LMT,74466358430.24,2016-10-26T00:25:00Z
2049,LMT,72977388654.3,2016-07-20T16:00:00Z
2050,ZTS,74806174009.4,2021-05-06T16:13:03Z
2051,ZTS,78656824044.5,2021-02-16T12:19:39Z
2052,ZTS,78574679700.48,2020-11-05T12:00:01Z
2053,ZTS,65085883394.88,2020-08-06T11:00:01Z
2054,ZTS,55892212272.78,2020-05-06T11:02:48Z
2055,ZTS,63038205737.5,2020-02-13T12:04:11Z
2056,ZTS,59498943993.78,2019-11-07T12:00:01Z
2057,ZTS,54322690889.61,2019-08-06T11:00:01Z
2058,ZTS,48235764429.19,2019-05-02T16:58:25Z
2059,ZTS,41097768446.28,
2060,ZTS,44115787402.68,2018-11-01T11:03:02Z
2061,ZTS,41220497003.98,2018-08-02T17:00:00Z
2062,ZTS,40534419927.75,2018-05-02T22:00:00Z
2063,ZTS,35104245169.8,2018-02-15T23:00:00Z
2064,ZTS,31185760142.96,2017-11-02T04:00:00Z
2065,ZTS,30615908189.18,2017-08-08T17:00:00Z
2066,ZTS,26238182463.99,2017-05-04T16:00:00Z
2067,ZTS,26434855919.73,2017-02-16T12:04:00Z
2068,ZTS,25747222837.0,2016-11-02T16:00:00Z
2069,ZTS,23544802456.5,2016-08-03T17:00:00Z
2070,ABC,24169655130.5,2021-05-05T10:30:02Z
2071,ABC,20010782498.72,2021-02-04T11:30:00Z
2072,ABC,19785422771.4,2020-11-05T11:30:01Z
2073,ABC,20496897132.9,2020-08-05T11:13:29Z
2074,ABC,18221420229.0,2020-05-07T10:30:00Z
2075,ABC,17507504253.72,2020-01-30T11:30:00Z
2076,ABC,17151438497.33,2019-11-07T11:30:00Z
2077,ABC,17919686842.26,2019-08-01T10:30:00Z
2078,ABC,16785868291.36,2019-05-02T10:30:00Z
2079,ABC,15793006221.6,2019-01-31T11:30:00Z
2080,ABC,19952409709.68,2018-11-06T11:32:47Z
2081,ABC,18742692963.63,2018-08-02T10:30:00Z
2082,ABC,18937672335.11,2018-05-02T17:00:00Z
2083,ABC,20024293922.82,2018-02-06T17:00:00Z
2084,ABC,18131482003.75,2017-11-02T17:00:00Z
2085,ABC,20641203740.01,2017-08-03T11:30:00Z
2086,ABC,19229252211.0,2017-05-04T03:01:00Z
2087,ABC,17209635107.14,2017-01-31T16:30:00Z
2088,ABC,19216875450.78,2016-11-02T17:00:00Z
2089,ABC,17121598373.4,2016-08-02T16:00:00Z
2090,CDNS,39485709239.79,2021-04-26T20:05:00Z
2091,CDNS,38054556330.0,2021-02-22T00:00:00Z
2092,CDNS,28916513680.0,2020-10-19T20:09:57Z
2093,CDNS,26198908080.0,2020-07-20T20:08:49Z
2094,CDNS,17490294560.88,2020-04-20T20:05:00Z
2095,CDNS,19722881970.0,2020-02-12T21:10:47Z
2096,CDNS,18265975600.0,2019-10-21T20:10:26Z
2097,CDNS,19899734300.0,2019-07-22T20:12:02Z
2098,CDNS,17858136324.12,2019-04-22T20:05:00Z
2099,CDNS,12228034280.0,2019-02-19T21:12:17Z
2100,CDNS,12816858560.0,2018-10-22T20:10:45Z
2101,CDNS,12209348860.0,2018-07-23T20:11:43Z
2102,CDNS,10414578343.65,2018-04-23T17:00:00Z
2103,CDNS,11808295200.0,2018-01-31T17:00:00Z
2104,CDNS,11059533470.0,2017-10-26T22:00:00Z
2105,CDNS,9363837490.0,2017-07-24T16:00:00Z
2106,CDNS,8774975862.0,2017-04-24T17:00:00Z
2107,CDNS,7230952300.0,2017-02-01T21:05:00Z
2108,CDNS,7463414670.0,2016-10-24T16:00:00Z
2109,CDNS,7335015560.0,2016-07-25T16:00:00Z
2110,EA,38935935274.99,2021-05-11T20:02:46Z
2111,EA,41655126271.6,2021-02-02T23:07:12Z
2112,EA,37661992644.15,2020-11-05T21:01:01Z
2113,EA,38124733614.9,2020-07-30T20:01:00Z
2114,EA,29016674731.17,2020-05-05T20:01:00Z
2115,EA,31390652936.63,2020-01-30T21:01:00Z
2116,EA,28828286769.62,2019-10-29T20:01:00Z
2117,EA,30009294518.24,2019-07-30T20:01:00Z
2118,EA,30447897779.1,2019-05-07T20:04:21Z
2119,EA,23840975401.36,2019-02-05T21:04:51Z
2120,EA,36727552147.4,2018-10-30T20:10:03Z
2121,EA,43167906201.86,2018-07-26T17:00:00Z
2122,EA,37187702113.8,2018-05-08T17:00:00Z
2123,EA,32350648092.18,2018-01-30T17:00:00Z
2124,EA,36448394505.14,2017-10-31T16:00:00Z
2125,EA,32729361933.36,2017-07-27T17:00:00Z
2126,EA,27595840457.04,2017-05-09T17:00:00Z
2127,EA,23766263888.84,2017-01-31T17:00:00Z
2128,EA,25685321093.6,2016-11-01T16:00:00Z
2129,EA,22832801080.8,2016-08-02T21:08:00Z
2130,ORLY,35460793434.5,2021-04-28T20:30:02Z
2131,ORLY,32787980986.83,2021-02-10T21:33:52Z
2132,ORLY,33784428509.32,2020-10-28T20:32:57Z
2133,ORLY,31244779689.02,2020-07-29T20:36:52Z
2134,ORLY,22337687524.05,2020-04-22T20:33:49Z
2135,ORLY,33158268199.22,2020-02-05T21:30:10Z
2136,ORLY,30178278006.31,2019-10-23T20:30:16Z
2137,ORLY,28909160446.32,2019-07-24T20:32:05Z
2138,ORLY,30438383465.6,2019-04-24T20:34:06Z
2139,ORLY,27217192629.27,2019-02-06T21:33:51Z
2140,ORLY,27981144285.88,2018-10-24T20:34:29Z
2141,ORLY,22408595532.51,2018-07-25T20:35:14Z
2142,ORLY,20606801496.96,2018-04-25T16:00:00Z
2143,ORLY,20452562236.38,2018-02-07T16:00:00Z
2144,ORLY,18956153233.08,2017-10-25T17:00:00Z
2145,ORLY,19248894916.54,2017-07-26T17:00:00Z
2146,ORLY,24642022481.44,2017-04-26T16:00:00Z
2147,ORLY,26298941578.36,2017-02-07T21:30:00Z
2148,ORLY,26534146635.45,2016-10-26T17:00:00Z
2149,ORLY,25722387120.6,2016-07-27T17:00:00Z
2150,FITB,26628551474.35,2021-04-20T10:32:50Z
2151,FITB,19641417194.4,2021-01-21T11:32:32Z
2152,FITB,15184978589.04,2020-10-22T10:32:55Z
2153,FITB,13725659369.04,2020-07-23T10:30:48Z
2154,FITB,10560320357.4,2020-04-21T10:39:42Z
2155,FITB,21815175783.78,2020-01-22T11:33:41Z
2156,FITB,20000701833.74,2019-10-22T10:34:28Z
2157,FITB,20489373501.3,2019-07-23T10:33:46Z
2158,FITB,16358053074.74,2019-04-23T10:33:39Z
2159,FITB,15426635515.07,2019-01-22T11:50:38Z
2160,FITB,18604322693.12,2018-10-23T10:33:35Z
2161,FITB,19673725901.2,2018-07-19T17:00:00Z
2162,FITB,21811677007.75,2018-04-24T17:00:00Z
2163,FITB,21407335671.12,2018-01-23T17:00:00Z
2164,FITB,20613588863.3,2017-10-24T17:00:00Z
2165,FITB,19476993675.92,2017-07-21T17:00:00Z
2166,FITB,19053672509.8,2017-04-25T02:05:00Z
2167,FITB,20378896580.46,2017-01-24T11:30:00Z
2168,FITB,15459212937.3,2016-10-20T11:30:00Z
2169,FITB,13480022094.3,2016-07-28T11:30:00Z
2170,CHRW,12514906348.95,2021-04-27T20:05:00Z
2171,CHRW,12761262941.49,2021-01-26T21:15:16Z
2172,CHRW,13777603552.57,2020-10-27T20:15:00Z
2173,CHRW,10642264860.68,2020-07-28T20:15:00Z
2174,CHRW,8694688272.4,2020-04-28T20:15:00Z
2175,CHRW,10576583000.4,2020-01-28T21:15:00Z
2176,CHRW,11477337005.52,2019-10-29T20:17:39Z
2177,CHRW,11519049405.5,2019-07-30T21:00:00Z
2178,CHRW,11948826962.73,2019-04-30T20:15:00Z
2179,CHRW,11562744407.37,2019-01-29T21:15:00Z
2180,CHRW,13566277342.08,2018-10-30T20:15:00Z
2181,CHRW,11648704789.72,2018-07-31T20:15:00Z
2182,CHRW,13065310869.13,2018-05-01T17:00:00Z
2183,CHRW,12419617998.82,2018-01-30T17:00:00Z
2184,CHRW,10683379774.8,2017-10-31T16:00:00Z
2185,CHRW,9676202262.8,2017-07-19T21:15:00Z
2186,CHRW,10958253876.45,2017-04-25T21:15:00Z
2187,CHRW,10382354159.76,2017-01-31T21:15:00Z
2188,CHRW,10047037745.42,2016-10-25T21:31:00Z
2189,CHRW,10600422723.0,2016-07-26T16:00:00Z
2190,ECL,61210618361.72,2021-04-27T12:51:23Z
2191,ECL,61758919793.88,2021-02-16T13:30:01Z
2192,ECL,57043365370.72,2020-10-27T12:32:54Z
2193,ECL,56777300986.25,2020-07-28T12:30:01Z
2194,ECL,45066309014.16,2020-04-28T12:30:00Z
2195,ECL,55628282703.21,2020-02-18T13:30:01Z
2196,ECL,57083916817.16,2019-10-29T12:30:01Z
2197,ECL,56910530096.0,2019-07-30T12:30:01Z
2198,ECL,50908236562.82,2019-04-30T12:30:00Z
2199,ECL,42565444212.2,2019-02-19T13:30:00Z
2200,ECL,45294316128.36,2018-10-30T12:30:00Z
2201,ECL,40488078537.41,2018-07-31T17:00:00Z
2202,ECL,39523878727.38,2018-05-01T17:00:00Z
2203,ECL,38766521444.9,2018-02-20T17:00:00Z
2204,ECL,37217329121.61,2017-10-31T17:00:00Z
2205,ECL,38415367707.75,2017-08-01T13:22:09Z
2206,ECL,36354290310.66,2017-05-02T17:00:00Z
2207,ECL,34175724385.02,2017-02-21T13:30:00Z
2208,ECL,35487708344.52,2016-11-01T13:30:00Z
2209,ECL,34583198903.4,2016-08-02T17:00:00Z
2210,PHM,13869133973.16,2021-04-27T10:30:00Z
2211,PHM,11560202155.04,2021-01-28T11:30:00Z
2212,PHM,12413943881.4,2020-10-22T10:30:00Z
2213,PHM,9125093863.36,2020-07-23T10:30:00Z
2214,PHM,6014794983.84,2020-04-23T00:00:00Z
2215,PHM,10514796158.8,2020-01-28T11:30:00Z
2216,PHM,10022692717.45,2019-10-22T10:30:00Z
2217,PHM,8763075513.06,2019-07-23T10:30:00Z
2218,PHM,7758382712.04,2019-04-23T10:30:00Z
2219,PHM,7299586018.68,2019-01-29T11:30:00Z
2220,PHM,7035139904.59,2018-10-23T11:28:12Z
2221,PHM,8208839121.25,2018-07-26T10:30:00Z
2222,PHM,8439179310.18,2018-04-24T17:00:00Z
2223,PHM,9774424296.0,2018-01-30T16:00:00Z
2224,PHM,8245699071.63,2017-10-24T17:00:00Z
2225,PHM,7739310470.76,2017-07-25T01:20:00Z
2226,PHM,7466092107.6,2017-04-24T11:30:00Z
2227,PHM,6078996549.86,2017-01-26T16:00:00Z
2228,PHM,6886144278.96,2016-10-20T16:00:00Z
2229,PHM,6744168338.11,2016-07-21T10:00:00Z
2230,EXR,17720299598.1,2021-04-28T20:15:18Z
2231,EXR,15219153173.52,2021-02-22T21:08:02Z
2232,EXR,13809189777.89,2020-11-04T21:33:45Z
2233,EXR,11922154795.35,2020-08-04T20:50:55Z
2234,EXR,12356765734.32,2020-05-06T20:05:36Z
2235,EXR,13681424067.34,2020-02-18T21:17:59Z
2236,EXR,15117687064.26,2019-10-29T20:07:18Z
2237,EXR,13522832689.4,2019-07-30T20:09:00Z
2238,EXR,12978483899.28,2019-04-30T20:05:05Z
2239,EXR,11500347300.0,2019-02-20T21:18:55Z
2240,EXR,10960141944.0,2018-10-30T20:48:38Z
2241,EXR,12586966039.08,2018-07-31T20:51:59Z
2242,EXR,11013386267.52,2018-05-01T17:00:00Z
2243,EXR,11019382372.35,2018-02-20T17:00:00Z
2244,EXR,10069929110.88,2017-11-01T17:00:00Z
2245,EXR,9826258260.0,2017-08-01T21:01:00Z
2246,EXR,9366605879.96,2017-04-26T17:00:00Z
2247,EXR,9717262855.04,2017-02-21T21:01:00Z
2248,EXR,9988961268.15,2016-10-26T21:01:00Z
2249,EXR,11586720743.08,2016-07-27T21:01:00Z
2250,VRSN,22478674944.36,2021-04-22T20:05:00Z
2251,VRSN,24693375435.2,2021-02-11T21:07:49Z
2252,VRSN,23527776962.55,2020-10-22T20:05:00Z
2253,VRSN,23897029821.08,2020-07-23T20:05:00Z
2254,VRSN,20847387684.6,2020-04-23T20:10:38Z
2255,VRSN,22622368046.8,2020-02-06T21:36:26Z
2256,VRSN,22328481688.24,2019-10-24T20:05:00Z
2257,VRSN,24928391368.44,2019-07-25T20:05:00Z
2258,VRSN,21679789648.68,2019-04-25T20:05:00Z
2259,VRSN,17926543356.93,2019-02-07T21:06:55Z
2260,VRSN,19521603670.08,2018-10-25T20:05:00Z
2261,VRSN,16914392919.6,2018-07-26T20:05:00Z
2262,VRSN,11514610155.36,2018-04-26T17:00:00Z
2263,VRSN,11280362472.88,2018-02-08T17:00:00Z
2264,VRSN,10630561783.54,2017-10-26T17:00:00Z
2265,VRSN,9433173077.44,2017-07-27T17:00:00Z
2266,VRSN,8871586239.68,2017-04-27T17:00:00Z
2267,VRSN,7954979552.55,2017-02-09T21:05:00Z
2268,VRSN,8353413072.48,2016-10-27T17:00:00Z
2269,VRSN,9378793805.04,2016-07-28T17:00:00Z
2270,TXT,12941544498.18,2021-04-29T17:38:35Z
2271,TXT,11061525415.23,2021-01-27T11:33:47Z
2272,TXT,8145426631.2,2020-10-29T10:33:06Z
2273,TXT,7381482203.15,2020-07-30T10:31:51Z
2274,TXT,5656990550.75,2020-04-30T11:02:37Z
2275,TXT,10212475479.74,2020-01-29T11:34:39Z
2276,TXT,11322080136.0,2019-10-17T10:30:00Z
2277,TXT,12345710323.44,2019-07-17T10:33:42Z
2278,TXT,11846711513.04,2019-04-17T10:38:10Z
2279,TXT,11091192109.8,2019-01-24T11:32:10Z
2280,TXT,17753922091.57,2018-10-18T10:34:42Z
2281,TXT,16875486330.3,2018-07-18T17:00:00Z
2282,TXT,15436693070.9,2018-04-18T17:00:00Z
2283,TXT,14906957493.32,2018-01-31T17:00:00Z
2284,TXT,14262775556.88,2017-10-19T17:00:00Z
2285,TXT,12608165606.1,2017-07-19T17:00:00Z
2286,TXT,12853411823.59,2017-04-19T17:00:00Z
2287,TXT,13121305918.72,2017-01-25T17:00:00Z
2288,TXT,10711178934.75,2016-10-20T11:30:00Z
2289,TXT,9780098555.68,2016-07-22T17:00:00Z
