Date,Instrument,e_p,b_p,ebit_ev,rev_ev,90 days,1_yr,fwd_ret,Timeframe,quartiles,GICS Sector,x0_Communication Services,x0_Consumer Discretionary,x0_Consumer Staples,x0_Energy,x0_Financials,x0_Health Care,x0_Industrials,x0_Information Technology,x0_Materials,x0_Real Estate,x0_Utilities
2019-07-19,KSU,0.010503114512875,0.3936505296371722,0.0170772161071524,0.0469147068122618,0.008141481948461,0.1261268512099334,xxx,3-2019,xxx,Industrials,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2019-07-19,NVR,0.017373133912623,0.1751651811608251,0.0212446858438311,0.1531438235338051,0.0758141360031823,0.2096254329091496,xxx,3-2019,xxx,Consumer Discretionary,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-19,SYF,0.0356924680082831,0.6165214813998162,0.0338149497149877,0.1265140368433198,0.0577942752145697,0.204047536509643,xxx,3-2019,xxx,Financials,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-19,STT,0.0256697443433951,1.0403655789379005,-0.0311590964542891,-0.1284621957501523,-0.0937522751193224,-0.2800885114589476,xxx,3-2019,xxx,Financials,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-19,AXP,0.0167729988361001,0.2240150891400948,0.016223565931528,0.0624157649199889,0.101524892178727,0.2295904323661652,xxx,3-2019,xxx,Financials,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-19,CFG,0.026839503863206,1.2885429854694137,0.021257527059299,0.0543166467273813,0.0508129541845776,-0.053793396628991,xxx,3-2019,xxx,Financials,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-22,WHR,0.0074304279012952,0.3048693477710548,0.0218003128776188,0.3315437612414412,0.074374870648997,0.0207727649200493,xxx,3-2019,xxx,Consumer Discretionary,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-22,CE,0.015312671598029,0.2098348873528958,0.0207708632774073,0.0921092321382519,0.0173850358417013,-0.0181898449504847,xxx,3-2019,xxx,Materials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2019-07-22,ZION,0.0223960061566503,0.8378250601049049,0.016388891088639,0.0444476929524569,-0.0253888677623826,-0.1131368944023258,xxx,3-2019,xxx,Financials,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-22,CDNS,0.0053887654168327,0.0718876432435582,0.0067944215276309,0.029595138149116,0.1315995125077038,0.6093023523036292,xxx,3-2019,xxx,Information Technology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-07-22,HAL,0.0037737233706625,0.4784074907767998,0.0185780136430808,0.2032612931798333,-0.2299936595331899,-0.4143516939709024,xxx,3-2019,xxx,Energy,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-23,LW,0.0122139114345918,-0.0005061620954875,0.0129797260943176,0.087999034885394,-0.1414451417140734,-0.0860427820519745,xxx,3-2019,xxx,Consumer Staples,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-23,DFS,0.0297394821904977,0.4351439629747535,0.0243516563002526,0.0703656775768193,0.0952271310150387,0.1998424770540245,xxx,3-2019,xxx,Financials,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-23,BIIB,0.0329489918256179,0.2856468751877693,0.0389196512561195,0.0748209762919297,0.0868093204820417,-0.3458856150674527,xxx,3-2019,xxx,Health Care,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-07-23,KO,0.0120010726969149,0.083694477446341,0.0132120558509273,0.0398273579901786,0.1357421759579258,0.2181034381342932,xxx,3-2019,xxx,Consumer Staples,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
