,Instrument,Original Announcement Date Time,Revenue from Business Activities - Total
4443,ORCL,2019-09-11T20:09:44Z,9218000000.0
4444,ORCL,2019-06-19T20:05:44Z,11137000000.0
4445,ORCL,2019-03-14T20:10:22Z,9614000000.0
4446,ORCL,2018-12-17T21:05:42Z,9562000000.0
4447,ORCL,2018-09-17T20:08:45Z,9193000000.0
4448,ORCL,2018-06-19T17:00:00Z,11014000000.0
4449,ORCL,2018-03-19T17:00:00Z,9676000000.0
4450,ORCL,2017-12-14T17:00:00Z,9589000000.0
4451,ORCL,2017-09-14T21:15:00Z,9104000000.0
4452,ORCL,2017-06-21T06:31:05Z,10893000000.0
4453,ORCL,2017-03-15T21:11:00Z,9205000000.0
4454,ORCL,2016-12-15T17:00:00Z,9035000000.0
4455,ORCL,2016-09-15T17:00:00Z,8595000000.0
4456,COST,2021-05-27T20:20:05Z,45277000000.0
4457,COST,2021-03-04T21:15:01Z,44769000000.0
4458,COST,2020-12-10T21:15:00Z,43208000000.0
4459,COST,2020-09-24T20:15:10Z,53383000000.0
4460,COST,2020-05-28T20:17:09Z,37266000000.0
4461,COST,2020-03-05T21:15:10Z,39072000000.0
4462,COST,2019-12-12T21:15:10Z,37040000000.0
4463,COST,2019-10-03T20:17:40Z,47498000000.0
4464,COST,2019-05-30T20:15:19Z,34740000000.0
4465,COST,2019-03-07T21:15:12Z,35396000000.0
4466,COST,2018-12-13T21:15:08Z,35069000000.0
4467,COST,2018-10-04T20:18:46Z,44411000000.0
4468,COST,2018-05-31T17:00:00Z,32361000000.0
4469,COST,2018-03-07T17:00:00Z,32995000000.0
4470,COST,2017-12-14T17:00:00Z,31809000000.0
4471,COST,2017-10-05T16:00:00Z,42300000000.0
4472,COST,2017-05-25T17:00:00Z,28860000000.0
4473,COST,2017-03-02T17:00:00Z,29766000000.0
4474,COST,2016-12-07T17:00:00Z,28099000000.0
4475,COST,2016-09-29T20:15:00Z,36560000000.0
4476,VIAC,2021-05-06T11:00:01Z,7412000000.0
4477,VIAC,2021-02-24T22:47:11Z,6225000000.0
4478,VIAC,2020-11-06T12:00:00Z,6116000000.0
4479,VIAC,2020-08-06T11:00:01Z,6275000000.0
4480,VIAC,2020-05-07T11:00:00Z,6499000000.0
4481,VIAC,2020-02-20T12:00:00Z,6057000000.0
4482,VIAC,2019-11-12T13:00:10Z,6698000000.0
4483,VIAC,2019-08-08T20:05:06Z,7143000000.0
4484,VIAC,2019-05-02T20:05:03Z,7100000000.0
4485,VIAC,2019-02-14T21:12:23Z,15935000000.0
4486,VIAC,2018-11-01T20:05:08Z,3263000000.0
4487,VIAC,2018-08-02T20:13:46Z,3466000000.0
4488,VIAC,2018-05-03T17:00:00Z,3761000000.0
4489,VIAC,2018-02-15T17:00:00Z,16764000000.0
4490,VIAC,2017-11-02T17:00:00Z,3171000000.0
4491,VIAC,2017-08-07T17:00:00Z,3257000000.0
4492,VIAC,2017-05-04T06:35:29Z,3343000000.0
4493,VIAC,2017-02-15T21:05:00Z,2634000000.0
4494,VIAC,2016-11-03T17:00:00Z,3084000000.0
4495,VIAC,2016-07-28T17:00:00Z,2976000000.0
4496,TDY,2021-04-28T10:57:37Z,805700000.0
4497,TDY,2021-01-27T11:58:39Z,809300000.0
4498,TDY,2020-10-21T10:58:37Z,749000000.0
4499,TDY,2020-07-22T10:56:44Z,743300000.0
4500,TDY,2020-04-22T10:55:00Z,784600000.0
4501,TDY,2020-01-22T13:05:52Z,834200000.0
4502,TDY,2019-10-23T10:58:51Z,802200000.0
4503,TDY,2019-07-24T10:57:53Z,782000000.0
4504,TDY,2019-04-24T10:55:00Z,745200000.0
4505,TDY,2019-01-23T12:56:52Z,748400000.0
4506,TDY,2018-10-24T10:58:38Z,725300000.0
4507,TDY,2018-08-02T17:00:00Z,732500000.0
4508,TDY,2018-05-03T17:00:00Z,695600000.0
4509,TDY,2018-02-01T17:00:00Z,704400000.0
4510,TDY,2017-11-02T17:00:00Z,662200000.0
4511,TDY,2017-08-03T11:55:00Z,671100000.0
4512,TDY,2017-05-04T11:55:00Z,566100000.0
4513,TDY,2017-02-02T17:00:00Z,552900000.0
4514,TDY,2016-11-03T17:00:00Z,526800000.0
4515,TDY,2016-08-04T17:00:00Z,539700000.0
4516,ED,2021-05-06T20:57:13Z,3677000000.0
4517,ED,2021-02-18T21:49:02Z,2960000000.0
4518,ED,2020-11-05T22:10:36Z,3333000000.0
4519,ED,2020-08-06T21:13:56Z,2719000000.0
4520,ED,2020-05-07T21:27:27Z,3234000000.0
4521,ED,2020-02-20T22:12:57Z,2951000000.0
4522,ED,2019-11-04T21:57:13Z,3365000000.0
4523,ED,2019-08-01T20:50:02Z,2744000000.0
4524,ED,2019-05-02T21:05:51Z,3514000000.0
4525,ED,2019-02-21T22:15:47Z,2949000000.0
4526,ED,2018-11-01T20:52:16Z,3328000000.0
4527,ED,2018-08-02T20:37:23Z,2696000000.0
4528,ED,2018-05-03T22:00:00Z,3364000000.0
4529,ED,2018-02-15T17:00:00Z,2961000000.0
4530,ED,2017-11-02T23:00:00Z,3211000000.0
4531,ED,2017-08-03T22:00:00Z,2633000000.0
4532,ED,2017-05-04T16:00:00Z,3228000000.0
4533,ED,2017-02-16T17:00:00Z,2707000000.0
4534,ED,2016-11-03T17:00:00Z,3417000000.0
4535,ED,2016-08-04T16:00:00Z,2794000000.0
4536,STX,2021-04-22T20:09:16Z,2731000000.0
4537,STX,2021-01-21T21:09:30Z,2623000000.0
4538,STX,2020-10-22T20:12:16Z,2314000000.0
4539,STX,2020-07-28T20:03:15Z,2517000000.0
4540,STX,2020-04-22T20:07:41Z,2718000000.0
4541,STX,2020-02-04T21:08:01Z,2696000000.0
4542,STX,2019-11-01T12:02:41Z,2578000000.0
4543,STX,2019-08-02T12:07:34Z,2371000000.0
4544,STX,2019-04-30T12:11:49Z,2313000000.0
4545,STX,2019-02-04T21:09:05Z,2715000000.0
4546,STX,2018-11-02T20:17:45Z,2991000000.0
4547,STX,2018-07-30T12:16:36Z,2835000000.0
4548,STX,2018-05-01T17:00:00Z,2803000000.0
4549,STX,2018-01-29T16:00:00Z,2914000000.0
4550,STX,2017-10-23T17:00:00Z,2632000000.0
4551,STX,2017-07-25T07:30:00Z,2406000000.0
4552,STX,2017-04-26T17:00:00Z,2674000000.0
4553,STX,2017-01-24T20:05:00Z,2894000000.0
4554,STX,2016-10-28T17:00:00Z,2797000000.0
4555,STX,2016-08-02T16:00:00Z,2654000000.0
4556,APH,2021-04-28T12:00:01Z,2377100000.0
4557,APH,2021-01-27T13:00:01Z,2426000000.0
4558,APH,2020-10-21T12:02:52Z,2323400000.0
4559,APH,2020-07-22T12:02:54Z,1987500000.0
4560,APH,2020-04-22T12:38:32Z,1862000000.0
4561,APH,2020-01-22T15:19:55Z,2151000000.0
4562,APH,2019-10-23T12:03:02Z,2100600000.0
4563,APH,2019-07-24T12:22:50Z,2015300000.0
4564,APH,2019-04-24T14:51:33Z,1958500000.0
4565,APH,2019-01-23T14:42:41Z,2224700000.0
4566,APH,2018-10-24T14:40:59Z,2129000000.0
4567,APH,2018-07-25T14:06:58Z,1981400000.0
4568,APH,2018-04-25T17:00:00Z,1866900000.0
4569,APH,2018-01-24T17:00:00Z,1943900000.0
4570,APH,2017-10-25T17:00:00Z,1840800000.0
4571,APH,2017-07-26T17:00:00Z,1666500000.0
4572,APH,2017-04-25T13:00:00Z,1560100000.0
4573,APH,2017-01-25T17:00:00Z,1651100000.0
4574,APH,2016-10-19T17:00:00Z,1635900000.0
4575,APH,2016-07-20T17:00:00Z,1548200000.0
4576,WAB,2021-04-29T10:32:47Z,1830200000.0
4577,WAB,2021-02-18T12:00:53Z,2023700000.0
4578,WAB,2020-10-29T10:33:11Z,1865100000.0
4579,WAB,2020-07-28T10:31:44Z,1737400000.0
4580,WAB,2020-05-04T10:56:49Z,1929900000.0
4581,WAB,2020-02-18T11:58:00Z,2368400000.0
4582,WAB,2019-10-31T11:01:38Z,2001700000.0
4583,WAB,2019-07-30T11:00:37Z,2236284000.0
4584,WAB,2019-04-25T11:33:53Z,1593617000.0
4585,WAB,2019-02-25T12:53:04Z,1117876000.0
4586,WAB,2018-10-30T11:41:39Z,1077814000.0
4587,WAB,2018-07-24T17:00:00Z,1111680000.0
4588,WAB,2018-04-24T17:00:00Z,1056177000.0
4589,WAB,2018-02-20T17:00:00Z,1075538000.0
4590,WAB,2017-10-24T17:00:00Z,957931000.0
4591,WAB,2017-07-25T12:40:00Z,932253000.0
4592,WAB,2017-04-25T12:15:00Z,916034000.0
4593,WAB,2017-02-21T12:13:55Z,759982000.0
4594,WAB,2016-10-25T13:00:00Z,675574000.0
4595,WAB,2016-07-25T09:45:00Z,723601000.0
4596,PNC,2021-04-16T11:10:09Z,3737000000.0
4597,PNC,2021-01-15T11:52:42Z,3915000000.0
4598,PNC,2020-10-14T16:14:45Z,3824000000.0
4599,PNC,2020-07-15T11:08:18Z,3805000000.0
4600,PNC,2020-04-15T10:51:08Z,3993000000.0
4601,PNC,2020-01-15T12:16:05Z,3865000000.0
4602,PNC,2019-10-16T17:21:25Z,3900000000.0
4603,PNC,2019-07-17T10:40:16Z,3848000000.0
4604,PNC,2019-04-12T10:43:27Z,3978000000.0
4605,PNC,2019-01-16T16:53:04Z,4015000000.0
4606,PNC,2018-10-12T10:45:24Z,4056000000.0
4607,PNC,2018-07-13T10:55:15Z,3990000000.0
4608,PNC,2018-04-13T17:00:00Z,3866000000.0
4609,PNC,2018-01-12T17:00:00Z,4066000000.0
4610,PNC,2017-10-13T17:00:00Z,3779000000.0
4611,PNC,2017-07-14T17:00:00Z,3724000000.0
4612,PNC,2017-04-13T17:00:00Z,3562000000.0
4613,PNC,2017-01-13T11:33:00Z,3559000000.0
4614,PNC,2016-10-14T17:00:00Z,3577000000.0
4615,PNC,2016-07-15T11:35:00Z,3534000000.0
4616,FE,2021-04-22T20:29:40Z,2726000000.0
4617,FE,2021-02-18T11:54:04Z,2537000000.0
4618,FE,2020-11-19T22:12:50Z,3022000000.0
4619,FE,2020-07-23T20:50:52Z,2522000000.0
4620,FE,2020-04-23T21:29:42Z,2709000000.0
4621,FE,2020-02-10T12:17:28Z,2673000000.0
4622,FE,2019-11-04T11:41:45Z,2963000000.0
4623,FE,2019-07-23T20:20:03Z,2516000000.0
4624,FE,2019-04-23T21:15:34Z,2883000000.0
4625,FE,2019-02-19T21:57:09Z,2710000000.0
4626,FE,2018-10-25T20:54:51Z,3064000000.0
4627,FE,2018-07-31T21:33:54Z,2625000000.0
4628,FE,2018-04-23T17:00:00Z,2862000000.0
4629,FE,2018-02-20T23:00:00Z,2681000000.0
4630,FE,2017-10-26T23:00:00Z,2910000000.0
4631,FE,2017-07-27T16:00:00Z,2624000000.0
4632,FE,2017-04-27T17:00:00Z,2855000000.0
4633,FE,2017-02-21T17:00:00Z,3375000000.0
4634,FE,2016-11-04T17:00:00Z,3917000000.0
4635,FE,2016-07-28T16:00:00Z,3401000000.0
4636,CCL,2021-06-24T13:16:59Z,50000000.0
4637,CCL,2021-04-07T00:00:00Z,26000000.0
4638,CCL,2021-01-26T15:46:02Z,34000000.0
4639,CCL,2020-10-08T12:56:26Z,31000000.0
4640,CCL,2020-07-10T15:51:55Z,740000000.0
4641,CCL,2020-03-31T10:49:46Z,4789000000.0
4642,CCL,2019-12-20T14:18:11Z,4782000000.0
4643,CCL,2019-09-26T13:17:57Z,6533000000.0
4644,CCL,2019-06-20T10:50:04Z,4838000000.0
4645,CCL,2019-03-26T13:18:25Z,4673000000.0
4646,CCL,2018-12-20T14:18:50Z,4456000000.0
4647,CCL,2018-09-27T13:33:31Z,5836000000.0
4648,CCL,2018-06-25T13:19:23Z,4357000000.0
4649,CCL,2018-03-22T23:00:00Z,4232000000.0
4650,CCL,2017-12-19T17:00:00Z,4259000000.0
4651,CCL,2017-09-26T17:00:00Z,5515000000.0
4652,CCL,2017-06-22T13:51:00Z,3945000000.0
4653,CCL,2017-03-28T23:45:00Z,3791000000.0
4654,CCL,2016-12-20T17:00:00Z,3935000000.0
4655,CCL,2016-09-26T14:15:00Z,5097000000.0
4656,HLT,2021-05-05T10:13:01Z,353000000.0
4657,HLT,2021-02-17T11:00:01Z,384000000.0
4658,HLT,2020-11-04T11:00:00Z,385000000.0
4659,HLT,2020-08-06T10:00:00Z,176000000.0
4660,HLT,2020-05-07T10:00:00Z,655000000.0
4661,HLT,2020-02-11T11:00:00Z,946000000.0
4662,HLT,2019-10-23T10:00:00Z,961000000.0
4663,HLT,2019-07-24T10:00:00Z,1004000000.0
4664,HLT,2019-05-01T10:00:00Z,855000000.0
4665,HLT,2019-02-13T11:00:00Z,943000000.0
4666,HLT,2018-10-24T10:00:00Z,944000000.0
4667,HLT,2018-07-25T10:00:00Z,961000000.0
4668,HLT,2018-04-26T23:00:00Z,820000000.0
4669,HLT,2018-02-14T17:00:00Z,874000000.0
4670,HLT,2017-10-26T23:00:00Z,899000000.0
4671,HLT,2017-07-26T17:00:00Z,886000000.0
4672,HLT,2017-05-02T11:00:00Z,745000000.0
4673,HLT,2017-02-15T11:04:33Z,677000000.0
4674,HLT,2016-10-26T17:00:00Z,797000000.0
4675,HLT,2016-07-27T17:00:00Z,820000000.0
4676,MCHP,2021-05-06T20:32:47Z,1467100000.0
4677,MCHP,2021-02-04T21:12:52Z,1352100000.0
4678,MCHP,2020-11-05T21:32:31Z,1309500000.0
4679,MCHP,2020-08-04T20:26:26Z,1309700000.0
4680,MCHP,2020-05-07T20:14:59Z,1326400000.0
4681,MCHP,2020-02-04T21:15:13Z,1287400000.0
4682,MCHP,2019-11-05T21:15:20Z,1337800000.0
4683,MCHP,2019-08-06T20:16:00Z,1322600000.0
4684,MCHP,2019-05-08T00:48:39Z,1329800000.0
4685,MCHP,2019-02-05T21:15:43Z,1374700000.0
4686,MCHP,2018-11-07T21:20:55Z,1432500000.0
4687,MCHP,2018-08-09T20:27:45Z,1212500000.0
4688,MCHP,2018-05-08T17:00:00Z,1002315000.0
4689,MCHP,2018-02-06T17:00:00Z,994205000.0
4690,MCHP,2017-11-06T16:00:00Z,1012139000.0
4691,MCHP,2017-08-03T21:23:08Z,972141000.0
4692,MCHP,2017-05-09T17:00:00Z,902666000.0
4693,MCHP,2017-02-07T21:15:00Z,834366000.0
4694,MCHP,2016-11-07T23:15:00Z,871364000.0
4695,MCHP,2016-08-08T17:00:00Z,799411000.0
4696,AZO,2021-05-25T10:55:00Z,3651023000.0
4697,AZO,2021-03-02T11:56:43Z,2910818000.0
4698,AZO,2020-12-08T11:56:54Z,3154261000.0
4699,AZO,2020-09-22T10:57:22Z,4545968000.0
4700,AZO,2020-05-26T10:56:43Z,2779299000.0
4701,AZO,2020-03-03T11:55:10Z,2513663000.0
4702,AZO,2019-12-10T11:55:10Z,2793038000.0
4703,AZO,2019-09-24T10:57:39Z,3988436000.0
4704,AZO,2019-05-21T11:00:28Z,2783006000.0
4705,AZO,2019-02-26T11:59:06Z,2450568000.0
4706,AZO,2018-12-04T12:03:51Z,2641733000.0
4707,AZO,2018-09-18T11:16:51Z,3558768000.0
4708,AZO,2018-05-22T17:00:00Z,2660152000.0
4709,AZO,2018-02-27T17:00:00Z,2413026000.0
4710,AZO,2017-12-05T17:00:00Z,2589131000.0
4711,AZO,2017-09-19T17:00:00Z,3512605000.0
4712,AZO,2017-05-23T17:00:00Z,2619007000.0
4713,AZO,2017-02-28T17:00:00Z,2289219000.0
4714,AZO,2016-12-06T11:59:00Z,2467845000.0
4715,AZO,2016-09-22T11:59:00Z,3398769000.0
4716,WAT,2021-05-05T10:50:00Z,608545000.0
4717,WAT,2021-02-02T11:52:25Z,786658000.0
4718,WAT,2020-10-27T10:52:03Z,593784000.0
4719,WAT,2020-07-28T10:51:40Z,519984000.0
4720,WAT,2020-04-28T10:50:00Z,464939000.0
4721,WAT,2020-02-04T12:01:53Z,716294000.0
4722,WAT,2019-10-29T11:02:05Z,577278000.0
4723,WAT,2019-07-30T11:01:37Z,599162000.0
4724,WAT,2019-04-23T10:50:00Z,513862000.0
4725,WAT,2019-01-23T12:02:23Z,715019000.0
4726,WAT,2018-10-23T11:02:21Z,578021000.0
4727,WAT,2018-07-24T17:00:00Z,596219000.0
4728,WAT,2018-04-24T17:00:00Z,530670000.0
4729,WAT,2018-01-23T17:00:00Z,687275000.0
4730,WAT,2017-10-24T17:00:00Z,565584000.0
4731,WAT,2017-07-25T17:00:00Z,558250000.0
4732,WAT,2017-04-25T11:50:00Z,497969000.0
4733,WAT,2017-01-24T17:00:00Z,628787000.0
4734,WAT,2016-10-25T11:50:00Z,526830000.0
4735,WAT,2016-07-26T12:50:32Z,536560000.0
4736,WRK,2021-05-05T10:33:47Z,4437800000.0
4737,WRK,2021-01-28T11:32:35Z,4401500000.0
4738,WRK,2020-11-05T12:14:35Z,4471500000.0
4739,WRK,2020-08-04T10:32:41Z,4236300000.0
4740,WRK,2020-05-05T10:48:04Z,4447300000.0
4741,WRK,2020-01-30T11:33:42Z,4423700000.0
4742,WRK,2019-11-07T11:33:17Z,4651600000.0
4743,WRK,2019-08-01T10:32:30Z,4690000000.0
4744,WRK,2019-05-03T10:08:43Z,4620000000.0
4745,WRK,2019-01-31T11:33:18Z,4327400000.0
4746,WRK,2018-11-05T11:32:44Z,4236600000.0
4747,WRK,2018-08-02T16:00:00Z,4137500000.0
4748,WRK,2018-04-27T17:00:00Z,4017000000.0
4749,WRK,2018-01-29T17:00:00Z,3894000000.0
4750,WRK,2017-11-02T17:00:00Z,4060600000.0
4751,WRK,2017-08-03T16:00:00Z,3695600000.0
4752,WRK,2017-04-26T21:02:27Z,3656300000.0
4753,WRK,2017-01-24T17:00:00Z,3447200000.0
4754,WRK,2016-11-07T11:30:00Z,3611700000.0
4755,WRK,2016-08-04T16:00:00Z,3596500000.0
4756,CINF,2021-04-28T20:05:06Z,2227000000.0
4757,CINF,2021-02-10T21:05:07Z,2694000000.0
4758,CINF,2020-10-26T20:05:08Z,2227000000.0
4759,CINF,2020-07-27T20:05:05Z,2714000000.0
4760,CINF,2020-04-27T20:05:05Z,-99000000.0
4761,CINF,2020-02-05T21:05:06Z,2152000000.0
4762,CINF,2019-10-24T20:05:07Z,1700000000.0
4763,CINF,2019-07-30T20:05:07Z,1913000000.0
4764,CINF,2019-04-24T20:05:04Z,2159000000.0
4765,CINF,2019-02-06T21:05:06Z,710000000.0
4766,CINF,2018-10-25T20:05:08Z,1915000000.0
4767,CINF,2018-07-26T17:00:00Z,1558000000.0
4768,CINF,2018-04-25T17:00:00Z,1224000000.0
4769,CINF,2018-02-07T17:00:00Z,1411000000.0
4770,CINF,2017-10-26T17:00:00Z,1412000000.0
4771,CINF,2017-08-02T17:00:00Z,1386000000.0
4772,CINF,2017-04-26T17:00:00Z,1523000000.0
4773,CINF,2017-02-08T21:05:00Z,1312000000.0
4774,CINF,2016-10-25T17:00:00Z,1402000000.0
4775,CINF,2016-07-26T17:00:00Z,1371000000.0
4776,FTV,2021-04-29T20:26:33Z,1259200000.0
4777,FTV,2021-02-04T21:15:01Z,1324900000.0
4778,FTV,2020-10-27T20:15:00Z,1902300000.0
4779,FTV,2020-07-28T20:15:00Z,1571200000.0
4780,FTV,2020-04-30T20:15:00Z,1713500000.0
4781,FTV,2020-02-06T21:17:00Z,2002400000.0
4782,FTV,2019-10-25T10:06:04Z,1860000000.0
4783,FTV,2019-07-25T20:19:26Z,1864700000.0
4784,FTV,2019-04-25T20:17:11Z,1592900000.0
4785,FTV,2019-02-07T21:17:00Z,1015900000.0
4786,FTV,2018-10-25T20:20:38Z,1601200000.0
4787,FTV,2018-07-26T20:26:42Z,1601800000.0
4788,FTV,2018-04-26T17:00:00Z,1492200000.0
4789,FTV,2018-02-08T17:00:00Z,906800000.0
4790,FTV,2017-10-26T17:00:00Z,1685300000.0
4791,FTV,2017-07-27T17:00:00Z,1628800000.0
4792,FTV,2017-04-27T17:00:00Z,1535200000.0
4793,FTV,2017-02-07T17:00:00Z,781000000.0
4794,FTV,2016-10-27T17:00:00Z,1567400000.0
4795,FTV,2016-08-02T17:00:00Z,1555100000.0
4796,TJX,2021-05-19T12:05:38Z,10086661000.0
4797,TJX,2021-02-24T12:56:51Z,10943210000.0
4798,TJX,2020-11-18T12:32:47Z,10117289000.0
4799,TJX,2020-08-19T12:22:09Z,6667575000.0
4800,TJX,2020-05-21T12:00:00Z,4408888000.0
4801,TJX,2020-02-26T13:00:02Z,12206462000.0
4802,TJX,2019-11-19T13:32:48Z,10451334000.0
4803,TJX,2019-08-20T12:33:47Z,9781596000.0
4804,TJX,2019-05-21T12:41:23Z,9277585000.0
4805,TJX,2019-02-27T13:27:40Z,11127340000.0
4806,TJX,2018-11-20T13:15:00Z,9825759000.0
4807,TJX,2018-08-21T13:02:43Z,9331115000.0
4808,TJX,2018-05-22T17:00:00Z,8688720000.0
4809,TJX,2018-02-28T17:00:00Z,10960720000.0
4810,TJX,2017-11-14T17:00:00Z,8762220000.0
4811,TJX,2017-08-15T13:35:00Z,8357700000.0
4812,TJX,2017-05-16T13:35:00Z,7784024000.0
4813,TJX,2017-02-22T13:55:52Z,9467647000.0
4814,TJX,2016-11-15T13:50:00Z,8291688000.0
4815,TJX,2016-08-16T16:21:00Z,7882053000.0
4816,NSC,2021-04-28T16:20:46Z,2639000000.0
4817,NSC,2021-01-27T13:07:13Z,2573000000.0
4818,NSC,2020-10-28T12:04:32Z,2506000000.0
4819,NSC,2020-07-29T12:00:06Z,2085000000.0
4820,NSC,2020-04-29T12:02:33Z,2625000000.0
4821,NSC,2020-01-29T13:00:10Z,2690000000.0
4822,NSC,2019-10-23T16:53:48Z,2841000000.0
4823,NSC,2019-07-24T16:32:13Z,2925000000.0
4824,NSC,2019-04-24T18:41:43Z,2840000000.0
4825,NSC,2019-01-24T21:09:59Z,2896000000.0
4826,NSC,2018-10-24T15:17:40Z,2947000000.0
4827,NSC,2018-07-25T15:43:46Z,2898000000.0
4828,NSC,2018-04-25T17:00:00Z,2717000000.0
4829,NSC,2018-01-24T17:00:00Z,2669000000.0
4830,NSC,2017-10-25T23:00:00Z,2670000000.0
4831,NSC,2017-07-26T16:00:00Z,2637000000.0
4832,NSC,2017-04-26T13:00:00Z,2575000000.0
4833,NSC,2017-01-25T13:00:00Z,2490000000.0
4834,NSC,2016-10-26T17:00:00Z,2524000000.0
4835,NSC,2016-07-27T16:00:00Z,2454000000.0
4836,LRCX,2021-04-21T20:05:01Z,3847654000.0
4837,LRCX,2021-01-27T21:05:00Z,3456237000.0
4838,LRCX,2020-10-21T20:05:10Z,3177080000.0
4839,LRCX,2020-07-29T20:05:11Z,2791864000.0
4840,LRCX,2020-04-22T20:12:13Z,2503625000.0
4841,LRCX,2020-01-29T21:05:10Z,2583501000.0
4842,LRCX,2019-10-23T20:05:21Z,2165746000.0
4843,LRCX,2019-07-31T20:05:15Z,2359019000.0
4844,LRCX,2019-04-24T20:05:38Z,2438842000.0
4845,LRCX,2019-01-23T21:05:08Z,2514860000.0
4846,LRCX,2018-10-16T20:09:15Z,2330017000.0
4847,LRCX,2018-07-26T20:18:30Z,3129802000.0
4848,LRCX,2018-04-17T17:00:00Z,2899490000.0
4849,LRCX,2018-01-24T17:00:00Z,2579590000.0
4850,LRCX,2017-10-17T17:00:00Z,2475593000.0
4851,LRCX,2017-07-26T21:05:00Z,2341705000.0
4852,LRCX,2017-04-18T21:05:00Z,2151628000.0
4853,LRCX,2017-01-25T21:05:00Z,1880886000.0
4854,LRCX,2016-10-19T21:05:00Z,1631714000.0
4855,LRCX,2016-07-27T21:05:00Z,1545836000.0
4856,KMX,2021-06-25T10:52:37Z,7697599000.0
4857,KMX,2021-04-01T10:50:00Z,5164257000.0
4858,KMX,2020-12-22T11:50:04Z,5184944000.0
4859,KMX,2020-09-24T10:53:38Z,5372166000.0
4860,KMX,2020-06-19T10:50:00Z,3228782000.0
4861,KMX,2020-04-02T10:50:00Z,4962490000.0
4862,KMX,2019-12-20T11:50:00Z,4790028000.0
4863,KMX,2019-09-24T10:50:00Z,5201151000.0
4864,KMX,2019-06-21T11:35:01Z,5366318000.0
4865,KMX,2019-03-29T11:35:00Z,4318602000.0
4866,KMX,2018-12-21T12:35:00Z,4295871000.0
4867,KMX,2018-09-26T11:37:44Z,4766035000.0
4868,KMX,2018-06-22T17:00:00Z,4792592000.0
4869,KMX,2018-04-04T16:00:00Z,4084218000.0
4870,KMX,2017-12-21T17:00:00Z,4107017000.0
4871,KMX,2017-09-22T12:35:00Z,4386640000.0
4872,KMX,2017-06-21T17:00:00Z,4542334000.0
4873,KMX,2017-04-06T11:35:00Z,4049960000.0
4874,KMX,2016-12-20T12:35:00Z,3701524000.0
4875,KMX,2016-09-21T12:35:00Z,3997248000.0
4876,MHK,2021-04-29T20:10:01Z,2669026000.0
4877,MHK,2021-02-11T21:06:01Z,2641764000.0
4878,MHK,2020-10-29T20:10:11Z,2574870000.0
4879,MHK,2020-08-06T20:14:47Z,2049800000.0
4880,MHK,2020-05-04T20:15:11Z,2285763000.0
4881,MHK,2020-02-13T21:10:11Z,2424512000.0
4882,MHK,2019-10-24T20:07:34Z,2519185000.0
4883,MHK,2019-07-25T20:15:09Z,2584485000.0
4884,MHK,2019-04-25T20:15:02Z,2442490000.0
4885,MHK,2019-02-07T21:15:05Z,2448618000.0
4886,MHK,2018-10-25T20:09:21Z,2545800000.0
4887,MHK,2018-07-25T20:05:13Z,2577014000.0
4888,MHK,2018-04-26T17:00:00Z,2412202000.0
4889,MHK,2018-02-08T17:00:00Z,2369097000.0
4890,MHK,2017-10-26T17:00:00Z,2448510000.0
4891,MHK,2017-07-27T20:19:50Z,2453038000.0
4892,MHK,2017-04-27T21:21:29Z,2220645000.0
4893,MHK,2017-02-09T23:14:00Z,2182566000.0
4894,MHK,2016-11-03T21:15:00Z,2294139000.0
4895,MHK,2016-08-04T16:00:00Z,2310336000.0
4896,KEY,2021-04-20T10:30:09Z,1582000000.0
4897,KEY,2021-01-21T11:30:09Z,1681000000.0
4898,KEY,2020-10-21T10:30:10Z,1535000000.0
4899,KEY,2020-07-22T10:30:10Z,1545000000.0
4900,KEY,2020-04-16T10:30:09Z,1329000000.0
4901,KEY,2020-01-23T11:30:11Z,1485000000.0
4902,KEY,2019-10-17T10:30:11Z,1484000000.0
4903,KEY,2019-07-23T10:30:10Z,1458000000.0
4904,KEY,2019-04-18T10:30:09Z,1378000000.0
4905,KEY,2019-01-17T11:30:11Z,1513000000.0
4906,KEY,2018-10-18T10:30:10Z,1465000000.0
4907,KEY,2018-07-19T10:30:09Z,1543000000.0
4908,KEY,2018-04-19T17:00:00Z,1420000000.0
4909,KEY,2018-01-18T16:00:00Z,1461000000.0
4910,KEY,2017-10-19T16:00:00Z,1419000000.0
4911,KEY,2017-07-20T11:30:00Z,1496000000.0
4912,KEY,2017-04-20T17:00:00Z,1366000000.0
4913,KEY,2017-01-19T11:30:00Z,1360000000.0
4914,KEY,2016-10-25T10:30:00Z,1177000000.0
4915,KEY,2016-07-26T17:00:00Z,967000000.0
4916,BA,2021-04-28T11:31:16Z,15217000000.0
4917,BA,2021-01-27T12:30:11Z,15802000000.0
4918,BA,2020-10-28T17:05:51Z,14139000000.0
4919,BA,2020-07-29T11:30:06Z,11807000000.0
4920,BA,2020-04-29T11:30:04Z,16908000000.0
4921,BA,2020-01-29T12:30:34Z,20560000000.0
4922,BA,2019-10-23T11:30:06Z,19980000000.0
4923,BA,2019-07-24T11:30:09Z,21361000000.0
4924,BA,2019-04-24T11:31:10Z,22917000000.0
4925,BA,2019-01-30T12:30:09Z,28341000000.0
4926,BA,2018-10-24T11:46:02Z,25146000000.0
4927,BA,2018-07-25T17:00:00Z,24258000000.0
