,Instrument,Original Announcement Date Time,Revenue from Business Activities - Total
2430,EW,2018-04-24T17:00:00Z,894800000.0
2431,EW,2018-02-01T17:00:00Z,888500000.0
2432,EW,2017-10-24T17:00:00Z,821500000.0
2433,EW,2017-07-26T17:00:00Z,841800000.0
2434,EW,2017-04-25T17:00:00Z,883500000.0
2435,EW,2017-02-01T17:00:00Z,767700000.0
2436,EW,2016-10-25T17:00:00Z,739400000.0
2437,EW,2016-07-26T17:00:00Z,759300000.0
2438,TMO,2021-04-29T10:00:08Z,9906000000.0
2439,TMO,2021-02-01T11:03:58Z,10550000000.0
2440,TMO,2020-10-21T10:00:04Z,8521000000.0
2441,TMO,2020-07-22T10:00:05Z,6917000000.0
2442,TMO,2020-04-22T10:00:07Z,6230000000.0
2443,TMO,2020-01-30T11:00:04Z,6829000000.0
2444,TMO,2019-10-23T10:00:05Z,6272000000.0
2445,TMO,2019-07-24T10:00:16Z,6316000000.0
2446,TMO,2019-04-24T10:00:08Z,6125000000.0
2447,TMO,2019-01-30T11:00:17Z,6507000000.0
2448,TMO,2018-10-24T10:02:42Z,5920000000.0
2449,TMO,2018-07-25T10:00:21Z,6078000000.0
2450,TMO,2018-04-25T17:00:00Z,5853000000.0
2451,TMO,2018-01-31T17:00:00Z,6046800000.0
2452,TMO,2017-10-25T17:00:00Z,5116200000.0
2453,TMO,2017-07-26T17:00:00Z,4990000000.0
2454,TMO,2017-04-26T17:00:00Z,4765000000.0
2455,TMO,2017-01-31T11:00:00Z,4953200000.0
2456,TMO,2016-10-27T17:00:00Z,4490900000.0
2457,TMO,2016-07-28T17:00:00Z,4535200000.0
2458,NXPI,2021-04-26T22:01:49Z,2567000000.0
2459,NXPI,2021-02-01T21:20:48Z,2507000000.0
2460,NXPI,2020-10-26T21:02:51Z,2267000000.0
2461,NXPI,2020-07-27T21:03:46Z,1817000000.0
2462,NXPI,2020-04-27T21:22:57Z,2021000000.0
2463,NXPI,2020-02-03T22:03:45Z,2301000000.0
2464,NXPI,2019-10-29T11:18:37Z,2265000000.0
2465,NXPI,2019-07-30T00:02:37Z,2217000000.0
2466,NXPI,2019-04-30T10:34:33Z,2094000000.0
2467,NXPI,2019-02-07T11:22:03Z,2403000000.0
2468,NXPI,2018-11-01T10:49:14Z,2445000000.0
2469,NXPI,2018-07-26T10:47:48Z,2290000000.0
2470,NXPI,2018-05-03T17:00:00Z,2269000000.0
2471,NXPI,2018-02-08T17:00:00Z,2456000000.0
2472,NXPI,2017-10-26T17:00:00Z,2387000000.0
2473,NXPI,2017-08-03T17:00:00Z,2202000000.0
2474,NXPI,2017-05-04T17:00:00Z,2211000000.0
2475,NXPI,2017-02-02T17:00:00Z,2440000000.0
2476,NXPI,2016-10-27T17:00:00Z,2469000000.0
2477,NXPI,2016-08-02T17:00:00Z,2365000000.0
2478,HPE,2021-06-01T20:05:00Z,6700000000.0
2479,HPE,2021-03-02T21:05:00Z,6833000000.0
2480,HPE,2020-12-01T21:05:01Z,7208000000.0
2481,HPE,2020-08-25T20:05:00Z,6816000000.0
2482,HPE,2020-05-21T20:05:00Z,6009000000.0
2483,HPE,2020-03-03T21:05:00Z,6949000000.0
2484,HPE,2019-11-25T21:05:00Z,7215000000.0
2485,HPE,2019-08-27T20:05:00Z,7217000000.0
2486,HPE,2019-05-23T20:05:00Z,7150000000.0
2487,HPE,2019-02-21T21:05:00Z,7553000000.0
2488,HPE,2018-12-04T21:05:07Z,7946000000.0
2489,HPE,2018-08-28T20:05:07Z,7764000000.0
2490,HPE,2018-05-22T17:00:00Z,7468000000.0
2491,HPE,2018-02-22T17:00:00Z,7674000000.0
2492,HPE,2017-11-21T17:00:00Z,7660000000.0
2493,HPE,2017-09-05T21:46:00Z,7501000000.0
2494,HPE,2017-05-31T21:35:00Z,6808000000.0
2495,HPE,2017-02-23T21:05:00Z,6902000000.0
2496,HPE,2016-11-22T17:00:00Z,5234000000.0
2497,HPE,2016-09-07T17:00:00Z,8005000000.0
2498,ENPH,2021-04-27T20:05:01Z,301754000.0
2499,ENPH,2021-02-09T21:05:02Z,264839000.0
2500,ENPH,2020-10-27T20:20:51Z,178503000.0
2501,ENPH,2020-08-04T20:05:10Z,125538000.0
2502,ENPH,2020-05-05T20:05:12Z,205545000.0
2503,ENPH,2020-02-18T21:05:11Z,210032000.0
2504,ENPH,2019-10-29T20:05:29Z,180057000.0
2505,ENPH,2019-07-30T20:05:20Z,134094000.0
2506,ENPH,2019-04-30T20:06:38Z,100150000.0
2507,ENPH,2019-02-26T21:12:52Z,92289000.0
2508,ENPH,2018-11-06T22:20:43Z,78002000.0
2509,ENPH,2018-07-31T17:00:00Z,75896000.0
2510,ENPH,2018-05-01T17:00:00Z,69972000.0
2511,ENPH,2018-02-27T17:00:00Z,79674000.0
2512,ENPH,2017-11-07T16:00:00Z,77038000.0
2513,ENPH,2017-08-08T21:05:00Z,74704000.0
2514,ENPH,2017-05-09T17:00:00Z,54751000.0
2515,ENPH,2017-02-28T21:05:00Z,90601000.0
2516,ENPH,2016-11-01T16:00:00Z,88684000.0
2517,ENPH,2016-08-02T17:00:00Z,79185000.0
2518,HAS,2021-04-27T10:30:00Z,1114800000.0
2519,HAS,2021-02-08T12:04:48Z,1722971000.0
2520,HAS,2020-10-26T10:30:00Z,1776623000.0
2521,HAS,2020-07-27T10:30:01Z,860279000.0
2522,HAS,2020-04-29T10:00:00Z,1105570000.0
2523,HAS,2020-02-11T11:30:00Z,1428007000.0
2524,HAS,2019-10-22T10:30:00Z,1575173000.0
2525,HAS,2019-07-23T10:30:00Z,984537000.0
2526,HAS,2019-04-23T10:30:00Z,732510000.0
2527,HAS,2019-02-08T11:30:00Z,1389161000.0
2528,HAS,2018-10-22T10:30:00Z,1569686000.0
2529,HAS,2018-07-23T10:30:00Z,904458000.0
2530,HAS,2018-04-23T17:00:00Z,716341000.0
2531,HAS,2018-02-07T17:00:00Z,1596111000.0
2532,HAS,2017-10-23T17:00:00Z,1791502000.0
2533,HAS,2017-07-24T11:30:00Z,972506000.0
2534,HAS,2017-04-24T17:00:00Z,849663000.0
2535,HAS,2017-02-06T11:30:00Z,1629940000.0
2536,HAS,2016-10-17T11:30:00Z,1679757000.0
2537,HAS,2016-07-18T17:00:00Z,878945000.0
2538,IR,2021-04-28T20:34:19Z,1369800000.0
2539,IR,2021-02-22T22:05:00Z,1510700000.0
2540,IR,2020-11-02T21:30:00Z,1335200000.0
2541,IR,2020-08-03T20:36:42Z,1264400000.0
2542,IR,2020-05-12T10:32:45Z,703500000.0
2543,IR,2020-02-17T21:16:00Z,605800000.0
2544,IR,2019-10-28T20:15:00Z,596700000.0
2545,IR,2019-07-31T20:15:00Z,629100000.0
2546,IR,2019-04-30T21:47:27Z,620300000.0
2547,IR,2019-02-19T12:05:08Z,712700000.0
2548,IR,2018-10-25T20:18:28Z,689300000.0
2549,IR,2018-08-01T20:15:01Z,668200000.0
2550,IR,2018-04-26T17:00:00Z,619600000.0
2551,IR,2018-02-15T17:00:00Z,665000000.0
2552,IR,2017-10-25T17:00:00Z,649600000.0
2553,IR,2017-08-02T21:30:00Z,579100000.0
2554,IR,2017-05-03T17:00:00Z,481667000.0
2555,IR,2017-05-03T17:00:00Z,577836000.0
2556,IR,2017-10-27T23:00:00Z,462600000.0
2557,IR,2017-08-04T23:00:00Z,462000000.0
2558,KHC,2021-04-29T11:02:31Z,6394000000.0
2559,KHC,2021-02-11T12:03:54Z,6939000000.0
2560,KHC,2020-10-29T11:13:19Z,6441000000.0
2561,KHC,2020-07-30T11:07:45Z,6648000000.0
2562,KHC,2020-04-30T11:26:39Z,6157000000.0
2563,KHC,2020-02-13T12:05:38Z,6536000000.0
2564,KHC,2019-10-31T11:38:54Z,6076000000.0
2565,KHC,2019-08-08T11:42:00Z,6406000000.0
2566,KHC,2019-08-08T11:42:00Z,5959000000.0
2567,KHC,2019-02-21T22:02:43Z,6891000000.0
2568,KHC,2018-11-01T20:16:58Z,6383000000.0
2569,KHC,2018-08-03T11:39:32Z,6690000000.0
2570,KHC,2018-05-02T17:00:00Z,6304000000.0
2571,KHC,2018-02-16T17:00:00Z,6835000000.0
2572,KHC,2017-11-01T17:00:00Z,6280000000.0
2573,KHC,2017-08-03T17:00:00Z,6637000000.0
2574,KHC,2017-05-03T17:00:00Z,6324000000.0
2575,KHC,2017-02-15T17:00:00Z,6667000000.0
2576,KHC,2016-11-03T21:00:10Z,6267000000.0
2577,KHC,2016-08-04T21:02:00Z,6791000000.0
2578,HAL,2021-04-21T10:48:39Z,3451000000.0
2579,HAL,2021-01-19T11:45:37Z,3237000000.0
2580,HAL,2020-10-23T14:02:32Z,2975000000.0
2581,HAL,2020-07-20T10:45:00Z,3196000000.0
2582,HAL,2020-04-20T10:50:07Z,5037000000.0
2583,HAL,2020-01-21T11:45:00Z,5191000000.0
2584,HAL,2019-10-21T10:45:00Z,5550000000.0
2585,HAL,2019-07-22T10:45:00Z,5930000000.0
2586,HAL,2019-04-22T19:29:37Z,5737000000.0
2587,HAL,2019-01-22T11:45:00Z,5936000000.0
2588,HAL,2018-10-22T10:47:40Z,6172000000.0
2589,HAL,2018-07-23T17:00:00Z,6147000000.0
2590,HAL,2018-04-23T17:00:00Z,5740000000.0
2591,HAL,2018-01-22T17:00:00Z,5940000000.0
2592,HAL,2017-10-23T17:00:00Z,5444000000.0
2593,HAL,2017-07-24T06:45:00Z,4957000000.0
2594,HAL,2017-04-23T23:50:00Z,4279000000.0
2595,HAL,2017-01-23T11:50:00Z,4021000000.0
2596,HAL,2016-10-19T11:50:00Z,3833000000.0
2597,HAL,2016-07-20T11:50:00Z,3835000000.0
2598,BR,2021-05-04T11:00:07Z,1389800000.0
2599,BR,2021-02-02T12:00:30Z,1054900000.0
2600,BR,2020-10-30T11:00:10Z,1017400000.0
2601,BR,2020-08-11T11:00:12Z,1361900000.0
2602,BR,2020-05-08T11:00:10Z,1249900000.0
2603,BR,2020-01-31T12:00:12Z,968700000.0
2604,BR,2019-11-06T12:00:11Z,948600000.0
2605,BR,2019-08-01T11:00:06Z,1211200000.0
2606,BR,2019-05-07T11:00:14Z,1224800000.0
2607,BR,2019-02-07T12:00:08Z,953400000.0
2608,BR,2018-11-06T13:22:30Z,972800000.0
2609,BR,2018-08-07T12:31:02Z,1320400000.0
2610,BR,2018-05-08T17:00:00Z,1071900000.0
2611,BR,2018-02-08T17:00:00Z,1012800000.0
2612,BR,2017-11-08T16:00:00Z,924800000.0
2613,BR,2017-08-10T12:00:00Z,1345800000.0
2614,BR,2017-05-10T16:00:00Z,1008900000.0
2615,BR,2017-02-08T13:02:00Z,892600000.0
2616,BR,2016-11-09T11:00:00Z,895300000.0
2617,BR,2016-08-09T17:00:00Z,974500000.0
2618,QCOM,2021-04-28T20:05:52Z,7935000000.0
2619,QCOM,2021-02-03T21:06:19Z,8235000000.0
2620,QCOM,2020-11-04T22:22:17Z,8346000000.0
2621,QCOM,2020-07-29T20:19:05Z,4893000000.0
2622,QCOM,2020-04-29T20:19:06Z,5216000000.0
2623,QCOM,2020-02-05T21:05:04Z,5077000000.0
2624,QCOM,2019-11-06T21:04:46Z,4814000000.0
2625,QCOM,2019-07-31T20:07:14Z,4935000000.0
2626,QCOM,2019-05-01T20:07:21Z,4982000000.0
2627,QCOM,2019-01-30T21:06:39Z,4842000000.0
2628,QCOM,2018-11-07T22:03:11Z,5778000000.0
2629,QCOM,2018-07-25T20:07:58Z,5577000000.0
2630,QCOM,2018-04-25T17:00:00Z,5220000000.0
2631,QCOM,2018-01-31T23:00:00Z,6035000000.0
2632,QCOM,2017-11-01T17:00:00Z,5871000000.0
2633,QCOM,2017-07-19T16:00:00Z,5371000000.0
2634,QCOM,2017-04-19T16:00:00Z,5016000000.0
2635,QCOM,2017-01-25T17:00:00Z,5999000000.0
2636,QCOM,2016-11-02T17:00:00Z,6184000000.0
2637,QCOM,2016-07-20T16:00:00Z,6044000000.0
2638,ATVI,2021-05-04T20:05:02Z,2275000000.0
2639,ATVI,2021-02-04T21:05:01Z,2412000000.0
2640,ATVI,2020-10-29T20:05:01Z,1954000000.0
2641,ATVI,2020-08-04T20:18:33Z,1932000000.0
2642,ATVI,2020-05-05T20:05:01Z,1788000000.0
2643,ATVI,2020-02-06T21:16:33Z,1986000000.0
2644,ATVI,2019-11-07T21:05:02Z,1282000000.0
2645,ATVI,2019-08-08T20:05:01Z,1396000000.0
2646,ATVI,2019-05-02T20:10:00Z,1825000000.0
2647,ATVI,2019-02-12T22:15:41Z,2381000000.0
2648,ATVI,2018-11-08T21:19:55Z,1512000000.0
2649,ATVI,2018-08-02T20:17:44Z,1641000000.0
2650,ATVI,2018-05-03T16:00:00Z,1965000000.0
2651,ATVI,2018-02-08T17:00:00Z,2043000000.0
2652,ATVI,2017-11-02T17:00:00Z,1618000000.0
2653,ATVI,2017-08-03T17:00:00Z,1631000000.0
2654,ATVI,2017-05-04T04:00:00Z,1726000000.0
2655,ATVI,2017-02-09T17:00:00Z,2014000000.0
2656,ATVI,2016-11-03T17:00:00Z,1568000000.0
2657,ATVI,2016-08-04T17:00:00Z,1570000000.0
2658,DGX,2021-04-22T10:45:03Z,2720000000.0
2659,DGX,2021-02-04T11:49:01Z,3002000000.0
2660,DGX,2020-10-22T10:54:36Z,2786000000.0
2661,DGX,2020-07-23T10:46:48Z,1827000000.0
2662,DGX,2020-04-22T10:45:04Z,1822000000.0
2663,DGX,2020-01-30T11:51:53Z,1926000000.0
2664,DGX,2019-10-22T10:47:42Z,1956000000.0
2665,DGX,2019-07-23T10:53:49Z,1953000000.0
2666,DGX,2019-04-23T10:45:04Z,1891000000.0
2667,DGX,2019-02-14T11:52:06Z,1839000000.0
2668,DGX,2018-10-23T10:52:28Z,1889000000.0
2669,DGX,2018-07-24T10:53:48Z,1919000000.0
2670,DGX,2018-04-19T17:00:00Z,1884000000.0
2671,DGX,2018-02-01T17:00:00Z,1865000000.0
2672,DGX,2017-10-19T16:00:00Z,1856000000.0
2673,DGX,2017-07-25T11:45:00Z,1864000000.0
2674,DGX,2017-04-20T17:00:00Z,1817000000.0
2675,DGX,2017-01-26T11:45:00Z,1560000000.0
2676,DGX,2016-10-20T16:00:00Z,1885000000.0
2677,DGX,2016-07-25T16:00:00Z,1906000000.0
2678,TDG,2021-05-11T20:38:21Z,1194000000.0
2679,TDG,2021-02-09T22:01:54Z,1108000000.0
2680,TDG,2020-11-12T12:27:42Z,1173000000.0
2681,TDG,2020-08-04T11:18:36Z,1022000000.0
2682,TDG,2020-05-05T11:16:38Z,1443000000.0
2683,TDG,2020-02-04T21:28:25Z,1465000000.0
2684,TDG,2019-11-19T21:01:40Z,1375644000.0
2685,TDG,2019-08-07T21:13:18Z,1521000000.0
2686,TDG,2019-05-07T11:18:38Z,1195938000.0
2687,TDG,2019-02-05T12:32:23Z,993302000.0
2688,TDG,2018-11-09T20:33:45Z,1049434000.0
2689,TDG,2018-08-07T11:25:03Z,980662000.0
2690,TDG,2018-05-01T17:00:00Z,933070000.0
2691,TDG,2018-02-06T17:00:00Z,847960000.0
2692,TDG,2017-11-09T17:00:00Z,909369000.0
2693,TDG,2017-08-08T17:00:00Z,907667000.0
2694,TDG,2017-05-09T12:15:00Z,873232000.0
2695,TDG,2017-02-07T12:22:00Z,814018000.0
2696,TDG,2016-11-14T12:15:00Z,875223000.0
2697,TDG,2016-08-09T12:15:00Z,797692000.0
2698,LNC,2021-05-05T20:19:13Z,4534000000.0
2699,LNC,2021-02-03T21:19:13Z,4136000000.0
2700,LNC,2020-11-04T21:15:01Z,5361000000.0
2701,LNC,2020-08-05T20:24:54Z,3517000000.0
2702,LNC,2020-05-06T20:19:08Z,4422000000.0
2703,LNC,2020-02-05T21:47:26Z,4346000000.0
2704,LNC,2019-10-30T20:21:54Z,4642000000.0
2705,LNC,2019-07-31T20:22:17Z,4314000000.0
2706,LNC,2019-05-01T20:28:13Z,3973000000.0
2707,LNC,2019-02-06T21:20:23Z,4549000000.0
2708,LNC,2018-11-02T01:19:58Z,4278000000.0
2709,LNC,2018-08-01T17:00:00Z,4028000000.0
2710,LNC,2018-05-02T16:00:00Z,3619000000.0
2711,LNC,2018-01-31T17:00:00Z,3645000000.0
2712,LNC,2017-11-01T17:00:00Z,3531000000.0
2713,LNC,2017-08-02T17:00:00Z,3593000000.0
2714,LNC,2017-05-03T17:00:00Z,3522000000.0
2715,LNC,2017-02-01T17:00:00Z,3343000000.0
2716,LNC,2016-11-02T17:00:00Z,3523000000.0
2717,LNC,2016-08-03T17:00:00Z,3346000000.0
2718,IPG,2021-04-28T11:00:02Z,2257000000.0
2719,IPG,2021-02-10T12:00:01Z,2550000000.0
2720,IPG,2020-10-21T11:00:10Z,2125500000.0
2721,IPG,2020-07-29T11:00:10Z,2025700000.0
2722,IPG,2020-04-22T11:00:10Z,2359800000.0
2723,IPG,2020-02-12T12:00:11Z,2901800000.0
2724,IPG,2019-10-22T11:00:12Z,2438100000.0
2725,IPG,2019-07-23T11:00:16Z,2520200000.0
2726,IPG,2019-04-26T11:00:01Z,2361200000.0
2727,IPG,2019-02-13T12:01:17Z,2856000000.0
2728,IPG,2018-10-19T11:01:43Z,2297500000.0
2729,IPG,2018-07-24T11:01:20Z,2391800000.0
2730,IPG,2018-04-27T22:00:00Z,2169100000.0
2731,IPG,2018-02-14T17:00:00Z,2589800000.0
2732,IPG,2017-10-24T15:51:00Z,2208200000.0
2733,IPG,2017-07-25T12:00:00Z,2185800000.0
2734,IPG,2017-04-21T16:00:00Z,2063800000.0
2735,IPG,2017-02-10T12:00:00Z,2264500000.0
2736,IPG,2016-10-27T17:00:00Z,1922200000.0
2737,IPG,2016-07-21T17:00:00Z,1917900000.0
2738,JNPR,2021-04-27T20:10:00Z,1074400000.0
2739,JNPR,2021-01-28T21:19:09Z,1222600000.0
2740,JNPR,2020-10-27T20:15:10Z,1138200000.0
2741,JNPR,2020-07-28T20:22:57Z,1086300000.0
2742,JNPR,2020-04-28T20:22:11Z,998000000.0
2743,JNPR,2020-01-27T21:23:32Z,1208100000.0
2744,JNPR,2019-10-25T10:07:15Z,1133100000.0
2745,JNPR,2019-07-25T20:22:55Z,1102500000.0
2746,JNPR,2019-04-25T20:27:13Z,1001700000.0
2747,JNPR,2019-01-29T21:28:49Z,1181000000.0
2748,JNPR,2018-10-23T20:24:14Z,1179800000.0
2749,JNPR,2018-07-26T20:25:10Z,1204100000.0
2750,JNPR,2018-05-01T17:00:00Z,1082600000.0
2751,JNPR,2018-01-30T17:00:00Z,1239500000.0
2752,JNPR,2017-10-24T17:00:00Z,1257800000.0
2753,JNPR,2017-07-25T17:00:00Z,1308900000.0
2754,JNPR,2017-04-25T17:00:00Z,1221000000.0
2755,JNPR,2017-01-26T17:00:00Z,1385600000.0
2756,JNPR,2016-10-25T17:00:00Z,1285300000.0
2757,JNPR,2016-07-26T21:15:00Z,1221300000.0
2758,TMUS,2021-05-04T20:05:22Z,19759000000.0
2759,TMUS,2021-02-04T21:05:25Z,20341000000.0
2760,TMUS,2020-11-05T21:08:26Z,19272000000.0
2761,TMUS,2020-08-06T20:06:46Z,17671000000.0
2762,TMUS,2020-05-01T12:31:36Z,11113000000.0
2763,TMUS,2020-02-06T21:05:23Z,11878000000.0
2764,TMUS,2019-10-28T20:13:47Z,11061000000.0
2765,TMUS,2019-07-25T20:13:25Z,10979000000.0
2766,TMUS,2019-04-25T20:22:51Z,11080000000.0
2767,TMUS,2019-02-07T12:52:30Z,11445000000.0
2768,TMUS,2018-10-30T20:06:36Z,10839000000.0
2769,TMUS,2018-08-01T20:17:35Z,10571000000.0
2770,TMUS,2018-05-01T23:00:00Z,10455000000.0
2771,TMUS,2018-02-08T17:00:00Z,10759000000.0
2772,TMUS,2017-10-23T16:00:00Z,10019000000.0
2773,TMUS,2017-07-19T21:05:00Z,10213000000.0
2774,TMUS,2017-04-24T17:00:00Z,9613000000.0
2775,TMUS,2017-02-14T17:00:00Z,10234000000.0
2776,TMUS,2016-10-24T16:00:00Z,9305000000.0
2777,TMUS,2016-07-27T16:00:00Z,9287000000.0
2778,CTLT,2021-05-04T13:05:48Z,1053300000.0
2779,CTLT,2021-02-02T12:17:37Z,910800000.0
2780,CTLT,2020-11-03T13:12:29Z,845700000.0
2781,CTLT,2020-08-31T20:31:44Z,947600000.0
2782,CTLT,2020-05-05T12:33:34Z,760600000.0
2783,CTLT,2020-02-03T13:35:02Z,721400000.0
2784,CTLT,2019-11-05T13:40:41Z,664700000.0
2785,CTLT,2019-08-27T21:26:37Z,725700000.0
2786,CTLT,2019-05-07T14:58:31Z,617500000.0
2787,CTLT,2019-02-05T15:14:42Z,623000000.0
2788,CTLT,2018-11-06T12:32:51Z,551800000.0
2789,CTLT,2018-08-28T13:16:53Z,685300000.0
2790,CTLT,2018-05-01T23:00:00Z,627900000.0
2791,CTLT,2018-02-05T23:00:00Z,606300000.0
2792,CTLT,2017-11-06T23:00:00Z,543900000.0
2793,CTLT,2017-08-28T23:00:00Z,616900000.0
2794,CTLT,2017-05-04T17:00:00Z,532600000.0
2795,CTLT,2017-02-06T17:00:00Z,483700000.0
2796,CTLT,2016-11-07T17:00:00Z,442200000.0
2797,CTLT,2016-08-29T17:00:00Z,532200000.0
2798,ESS,2021-04-27T20:45:35Z,355125000.0
2799,ESS,2021-02-04T22:02:59Z,362073000.0
2800,ESS,2020-10-28T20:15:00Z,370811000.0
2801,ESS,2020-08-03T21:08:08Z,370497000.0
2802,ESS,2020-05-06T20:34:27Z,392367000.0
2803,ESS,2020-01-29T21:51:36Z,375365000.0
2804,ESS,2019-10-23T21:02:53Z,366932000.0
2805,ESS,2019-07-24T21:05:36Z,361635000.0
2806,ESS,2019-04-24T20:34:51Z,356223000.0
2807,ESS,2019-01-30T21:58:01Z,353158000.0
2808,ESS,2018-10-29T12:48:35Z,350917000.0
2809,ESS,2018-08-01T20:50:45Z,348723000.0
2810,ESS,2018-05-02T17:00:00Z,347255000.0
2811,ESS,2018-02-07T17:00:00Z,345064000.0
2812,ESS,2017-11-01T17:00:00Z,344369000.0
2813,ESS,2017-07-27T06:52:00Z,339062000.0
2814,ESS,2017-04-27T19:58:00Z,335404000.0
2815,ESS,2017-02-02T22:05:00Z,329038000.0
2816,ESS,2016-10-27T21:15:00Z,329171000.0
2817,ESS,2016-07-28T20:18:00Z,321590000.0
2818,WLTW,2021-04-29T10:02:59Z,2590000000.0
2819,WLTW,2021-02-09T11:12:35Z,2764000000.0
2820,WLTW,2020-10-29T10:41:23Z,2009000000.0
2821,WLTW,2020-07-30T22:36:23Z,2113000000.0
2822,WLTW,2020-04-30T10:20:17Z,2466000000.0
2823,WLTW,2020-02-06T11:43:44Z,2690000000.0
2824,WLTW,2019-10-31T10:12:25Z,1989000000.0
2825,WLTW,2019-07-31T10:07:49Z,2048000000.0
2826,WLTW,2019-05-03T20:08:38Z,2312000000.0
2827,WLTW,2019-02-07T11:12:49Z,2372000000.0
2828,WLTW,2018-11-02T21:46:32Z,1859000000.0
2829,WLTW,2018-08-06T20:08:22Z,1990000000.0
2830,WLTW,2018-05-07T17:00:00Z,2292000000.0
2831,WLTW,2018-02-08T17:00:00Z,2078000000.0
2832,WLTW,2017-11-02T17:00:00Z,1852000000.0
2833,WLTW,2017-08-03T11:00:00Z,1953000000.0
2834,WLTW,2017-05-04T11:00:00Z,2319000000.0
2835,WLTW,2017-03-01T17:00:00Z,1927000000.0
2836,WLTW,2016-11-07T17:00:00Z,1777000000.0
2837,WLTW,2016-08-09T17:00:00Z,1949000000.0
2838,JBHT,2021-04-15T20:07:41Z,2618149000.0
2839,JBHT,2021-01-19T21:16:44Z,2737652000.0
2840,JBHT,2020-10-16T11:05:37Z,2472523000.0
2841,JBHT,2020-07-16T20:07:41Z,2145573000.0
2842,JBHT,2020-04-14T20:08:43Z,2280826000.0
2843,JBHT,2020-01-17T22:10:27Z,2450324000.0
2844,JBHT,2019-10-17T21:23:53Z,2363660000.0
2845,JBHT,2019-07-15T20:01:00Z,2261647000.0
2846,JBHT,2019-04-15T20:03:39Z,2089627000.0
2847,JBHT,2019-01-17T21:02:00Z,2317842000.0
2848,JBHT,2018-10-17T00:00:00Z,2209760000.0
2849,JBHT,2018-07-16T17:00:00Z,2139027000.0
2850,JBHT,2018-04-16T17:00:00Z,1948245000.0
2851,JBHT,2018-01-18T17:00:00Z,1990160000.0
2852,JBHT,2017-10-17T16:00:00Z,1843334000.0
2853,JBHT,2017-07-17T17:00:00Z,1726915000.0
2854,JBHT,2017-04-17T12:26:00Z,1629158000.0
2855,JBHT,2017-01-19T17:00:00Z,1721062000.0
2856,JBHT,2016-10-17T11:45:00Z,1690659000.0
2857,JBHT,2016-07-18T12:32:00Z,1615026000.0
2858,AMGN,2021-04-27T20:03:53Z,5901000000.0
2859,AMGN,2021-02-02T21:01:05Z,6634000000.0
2860,AMGN,2020-10-28T20:05:31Z,6423000000.0
2861,AMGN,2020-07-28T20:01:04Z,6206000000.0
2862,AMGN,2020-04-30T20:01:03Z,6161000000.0
2863,AMGN,2020-01-30T21:01:05Z,6197000000.0
2864,AMGN,2019-10-29T20:01:04Z,5737000000.0
2865,AMGN,2019-07-30T20:01:05Z,5871000000.0
2866,AMGN,2019-04-30T20:01:04Z,5557000000.0
2867,AMGN,2019-01-29T21:01:05Z,6230000000.0
2868,AMGN,2018-10-30T20:10:00Z,5904000000.0
2869,AMGN,2018-07-26T20:17:35Z,6059000000.0
2870,AMGN,2018-04-24T17:00:00Z,5554000000.0
2871,AMGN,2018-02-01T17:00:00Z,5802000000.0
2872,AMGN,2017-10-25T17:00:00Z,5773000000.0
2873,AMGN,2017-07-25T21:01:00Z,5810000000.0
2874,AMGN,2017-04-26T21:05:00Z,5464000000.0
2875,AMGN,2017-02-02T21:21:00Z,5965000000.0
2876,AMGN,2016-10-27T21:01:00Z,5811000000.0
2877,AMGN,2016-07-27T21:01:00Z,5688000000.0
2878,TAP,2021-04-29T11:00:00Z,1898400000.0
2879,TAP,2021-02-11T12:00:01Z,2294300000.0
2880,TAP,2020-10-29T11:03:09Z,2753500000.0
2881,TAP,2020-07-30T11:00:00Z,2503400000.0
2882,TAP,2020-04-30T11:00:00Z,2102800000.0
2883,TAP,2020-02-12T12:00:01Z,2486200000.0
2884,TAP,2019-10-30T10:55:00Z,2841600000.0
2885,TAP,2019-07-31T11:00:00Z,2948300000.0
2886,TAP,2019-05-01T11:00:01Z,2303300000.0
2887,TAP,2019-02-12T12:00:01Z,2418700000.0
2888,TAP,2018-10-31T11:00:00Z,2934200000.0
2889,TAP,2018-08-01T16:00:00Z,3085200000.0
2890,TAP,2018-05-02T17:00:00Z,2331500000.0
2891,TAP,2018-02-14T17:00:00Z,2579600000.0
2892,TAP,2017-11-01T17:00:00Z,2883200000.0
2893,TAP,2017-08-02T16:00:00Z,3091300000.0
2894,TAP,2017-05-03T05:00:00Z,2448700000.0
2895,TAP,2017-02-14T14:02:00Z,2294000000.0
2896,TAP,2016-11-01T11:45:00Z,947600000.0
2897,TAP,2016-08-02T17:00:00Z,986200000.0
2898,EFX,2021-04-21T20:32:52Z,1213000000.0
2899,EFX,2021-02-10T22:07:41Z,1118400000.0
2900,EFX,2020-10-22T20:50:05Z,1068300000.0
2901,EFX,2020-07-22T20:56:10Z,982800000.0
2902,EFX,2020-04-20T21:28:53Z,957900000.0
2903,EFX,2020-02-12T22:18:38Z,905800000.0
2904,EFX,2019-10-23T20:54:36Z,875700000.0
2905,EFX,2019-07-24T21:15:38Z,880000000.0
2906,EFX,2019-05-10T20:29:15Z,846100000.0
2907,EFX,2019-02-20T22:13:40Z,835300000.0
2908,EFX,2018-10-24T20:30:51Z,834200000.0
2909,EFX,2018-07-25T17:00:00Z,876900000.0
