,Instrument,Enterprise Value,Original Announcement Date Time
1999,AFL,36124886958.2,2019-01-31T21:21:09Z
2000,AFL,37990358144.06,2018-10-24T20:05:08Z
2001,AFL,34772666663.08,2018-07-26T20:15:56Z
2002,AFL,35397054672.16,2018-04-25T17:00:00Z
2003,AFL,36308673643.6,2018-01-31T17:00:00Z
2004,AFL,32488696367.61,2017-10-25T17:00:00Z
2005,AFL,31815042179.04,2017-07-27T21:20:00Z
2006,AFL,30098253475.78,2017-04-27T21:23:00Z
2007,AFL,28904905324.8,2017-01-31T17:00:00Z
2008,AFL,29931173289.37,2016-10-27T17:00:00Z
2009,AFL,31182304301.28,2016-07-28T21:21:00Z
2010,AON,52737257858.06,2021-04-30T10:03:20Z
2011,AON,49129108826.0,2021-02-05T11:02:03Z
2012,AON,48499381101.3,2020-10-30T10:00:11Z
2013,AON,45701079185.8,2020-07-31T10:02:42Z
2014,AON,40355551721.84,2020-05-01T10:02:48Z
2015,AON,49765007768.16,2020-01-31T11:25:35Z
2016,AON,47241913873.02,2019-10-25T10:13:24Z
2017,AON,48484870332.76,2019-07-26T10:45:37Z
2018,AON,42349904749.4,2019-04-26T10:35:06Z
2019,AON,36762100411.04,2019-02-01T11:26:40Z
2020,AON,38893538646.54,2018-10-26T10:11:19Z
2021,AON,35762781956.89,2018-07-27T10:20:05Z
2022,AON,36071510968.3,2018-05-04T17:00:00Z
2023,AON,38385293408.0,2018-02-02T05:00:00Z
2024,AON,40953682305.9,2017-10-27T17:00:00Z
2025,AON,37541208494.25,2017-08-04T17:00:00Z
2026,AON,37019084441.78,2017-05-09T11:32:00Z
2027,AON,35024878950.38,2017-02-10T11:00:00Z
2028,AON,35320344000.0,2016-10-28T11:30:00Z
2029,AON,34640405483.25,2016-07-29T11:30:00Z
2030,LMT,111407522320.01,2021-04-20T11:29:03Z
2031,LMT,108349634510.06,2021-01-26T12:30:06Z
2032,LMT,117221910735.0,2020-10-20T11:30:05Z
2033,LMT,109902102622.64,2020-07-21T11:30:04Z
2034,LMT,108939310056.58,2020-04-21T11:30:10Z
2035,LMT,121016968740.84,2020-01-28T12:30:05Z
2036,LMT,120590518712.87,2019-10-22T11:30:05Z
2037,LMT,115130158623.86,2019-07-23T11:30:05Z
2038,LMT,97874555630.08,2019-04-23T11:30:05Z
2039,LMT,87861022145.92,2019-01-29T12:33:35Z
2040,LMT,112410857593.36,2018-10-23T11:34:15Z
2041,LMT,98592816620.54,2018-07-24T11:30:04Z
2042,LMT,108026530648.42,2018-04-24T17:00:00Z
2043,LMT,103532008810.05,2018-01-29T17:00:00Z
2044,LMT,100260701487.1,2017-10-24T17:00:00Z
2045,LMT,93250980041.6,2017-07-18T17:00:00Z
2046,LMT,89666517469.8,2017-04-25T12:25:00Z
2047,LMT,85766759858.76,2017-01-24T12:31:00Z
2048,LMT,85982358430.24,2016-10-26T00:25:00Z
2049,LMT,86517388654.3,2016-07-20T16:00:00Z
2050,ZTS,78400174009.4,2021-05-06T16:13:03Z
2051,ZTS,82257824044.5,2021-02-16T12:19:39Z
2052,ZTS,82624679700.48,2020-11-05T12:00:01Z
2053,ZTS,69432883394.88,2020-08-06T11:00:01Z
2054,ZTS,60405212272.78,2020-05-06T11:02:48Z
2055,ZTS,67553205737.5,2020-02-13T12:04:11Z
2056,ZTS,64122943993.78,2019-11-07T12:00:01Z
2057,ZTS,58992690889.61,2019-08-06T11:00:01Z
2058,ZTS,52889764429.19,2019-05-02T16:58:25Z
2059,ZTS,45848768446.28,
2060,ZTS,49665787402.68,2018-11-01T11:03:02Z
2061,ZTS,45129497003.98,2018-08-02T17:00:00Z
2062,ZTS,43849419927.75,2018-05-02T22:00:00Z
2063,ZTS,38509245169.8,2018-02-15T23:00:00Z
2064,ZTS,34936760142.96,2017-11-02T04:00:00Z
2065,ZTS,34510908189.18,2017-08-08T17:00:00Z
2066,ZTS,30103182463.99,2017-05-04T16:00:00Z
2067,ZTS,30187855919.73,2017-02-16T12:04:00Z
2068,ZTS,29576222837.0,2016-11-02T16:00:00Z
2069,ZTS,27369802456.5,2016-08-03T17:00:00Z
2070,ABC,23898446130.5,2021-05-05T10:30:02Z
2071,ABC,19005650498.72,2021-02-04T11:30:00Z
2072,ABC,19486484771.4,2020-11-05T11:30:01Z
2073,ABC,21327675132.9,2020-08-05T11:13:29Z
2074,ABC,18789199229.0,2020-05-07T10:30:00Z
2075,ABC,18557958253.72,2020-01-30T11:30:00Z
2076,ABC,18407411497.33,2019-11-07T11:30:00Z
2077,ABC,19543968842.26,2019-08-01T10:30:00Z
2078,ABC,18670107291.36,2019-05-02T10:30:00Z
2079,ABC,18041989221.6,2019-01-31T11:30:00Z
2080,ABC,22239515709.68,2018-11-06T11:32:47Z
2081,ABC,21297229963.63,2018-08-02T10:30:00Z
2082,ABC,21915274335.11,2018-05-02T17:00:00Z
2083,ABC,21654406922.82,2018-02-06T17:00:00Z
2084,ABC,19518763003.75,2017-11-02T17:00:00Z
2085,ABC,23142598740.01,2017-08-03T11:30:00Z
2086,ABC,21306482211.0,2017-05-04T03:01:00Z
2087,ABC,19898065107.14,2017-01-31T16:30:00Z
2088,ABC,20937737450.78,2016-11-02T17:00:00Z
2089,ABC,19663612373.4,2016-08-02T16:00:00Z
2090,CDNS,39089716239.79,2021-04-26T20:05:00Z
2091,CDNS,37472917330.0,2021-02-22T00:00:00Z
2092,CDNS,28306533680.0,2020-10-19T20:09:57Z
2093,CDNS,25706116080.0,2020-07-20T20:08:49Z
2094,CDNS,17240214560.88,2020-04-20T20:05:00Z
2095,CDNS,19363690970.0,2020-02-12T21:10:47Z
2096,CDNS,17956592600.0,2019-10-21T20:10:26Z
2097,CDNS,19611971300.0,2019-07-22T20:12:02Z
2098,CDNS,17714708324.12,2019-04-22T20:05:00Z
2099,CDNS,12140027280.0,2019-02-19T21:12:17Z
2100,CDNS,12611940560.0,2018-10-22T20:10:45Z
2101,CDNS,12028784860.0,2018-07-23T20:11:43Z
2102,CDNS,10351736343.65,2018-04-23T17:00:00Z
2103,CDNS,11845122200.0,2018-01-31T17:00:00Z
2104,CDNS,11021260470.0,2017-10-26T22:00:00Z
2105,CDNS,9348537490.0,2017-07-24T16:00:00Z
2106,CDNS,8921077862.0,2017-04-24T17:00:00Z
2107,CDNS,7456156300.0,2017-02-01T21:05:00Z
2108,CDNS,7623855670.0,2016-10-24T16:00:00Z
2109,CDNS,7323770560.0,2016-07-25T16:00:00Z
2110,EA,34445935274.99,2021-05-11T20:02:46Z
2111,EA,35942126271.6,2021-02-02T23:07:12Z
2112,EA,32626992644.15,2020-11-05T21:01:01Z
2113,EA,33160733614.9,2020-07-30T20:01:00Z
2114,EA,24277674731.17,2020-05-05T20:01:00Z
2115,EA,26797652936.63,2020-01-30T21:01:00Z
2116,EA,24943286769.62,2019-10-29T20:01:00Z
2117,EA,25831294518.24,2019-07-30T20:01:00Z
2118,EA,25999897779.1,2019-05-07T20:04:21Z
2119,EA,19687975401.36,2019-02-05T21:04:51Z
2120,EA,33178552147.4,2018-10-30T20:10:03Z
2121,EA,39203906201.86,2018-07-26T17:00:00Z
2122,EA,32851702113.8,2018-05-08T17:00:00Z
2123,EA,28471648092.18,2018-01-30T17:00:00Z
2124,EA,33087394505.14,2017-10-31T16:00:00Z
2125,EA,29264361933.36,2017-07-27T17:00:00Z
2126,EA,24053840457.04,2017-05-09T17:00:00Z
2127,EA,20537263888.84,2017-01-31T17:00:00Z
2128,EA,23409321093.6,2016-11-01T16:00:00Z
2129,EA,20530801080.8,2016-08-02T21:08:00Z
2130,ORLY,38974081434.5,2021-04-28T20:30:02Z
2131,ORLY,36445557986.83,2021-02-10T21:33:52Z
2132,ORLY,36779537509.32,2020-10-28T20:32:57Z
2133,ORLY,34499753689.02,2020-07-29T20:36:52Z
2134,ORLY,26521868524.05,2020-04-22T20:33:49Z
2135,ORLY,37008389199.22,2020-02-05T21:30:10Z
2136,ORLY,33839102006.31,2019-10-23T20:30:16Z
2137,ORLY,32637089446.32,2019-07-24T20:32:05Z
2138,ORLY,33842587465.6,2019-04-24T20:34:06Z
2139,ORLY,30602999629.27,2019-02-06T21:33:51Z
2140,ORLY,31115452285.88,2018-10-24T20:34:29Z
2141,ORLY,25625265532.51,2018-07-25T20:35:14Z
2142,ORLY,23761342496.96,2018-04-25T16:00:00Z
2143,ORLY,23384604236.38,2018-02-07T16:00:00Z
2144,ORLY,21819682233.08,2017-10-25T17:00:00Z
2145,ORLY,21826428916.54,2017-07-26T17:00:00Z
2146,ORLY,26592022481.44,2017-04-26T16:00:00Z
2147,ORLY,28039362578.36,2017-02-07T21:30:00Z
2148,ORLY,27860327635.45,2016-10-26T17:00:00Z
2149,ORLY,27210452120.6,2016-07-27T17:00:00Z
2150,FITB,41273551474.35,2021-04-20T10:32:50Z
2151,FITB,34547417194.4,2021-01-21T11:32:32Z
2152,FITB,30387978589.04,2020-10-22T10:32:55Z
2153,FITB,29623659369.04,2020-07-23T10:30:48Z
2154,FITB,31050320357.4,2020-04-21T10:39:42Z
2155,FITB,36006175783.78,2020-01-22T11:33:41Z
2156,FITB,37303701833.74,2019-10-22T10:34:28Z
2157,FITB,35827373501.3,2019-07-23T10:33:46Z
2158,FITB,34297053074.74,2019-04-23T10:33:39Z
2159,FITB,30729635515.07,2019-01-22T11:50:38Z
2160,FITB,35518322693.12,2018-10-23T10:33:35Z
2161,FITB,35390725901.2,2018-07-19T17:00:00Z
2162,FITB,37164677007.75,2018-04-24T17:00:00Z
2163,FITB,38993335671.12,2018-01-23T17:00:00Z
2164,FITB,39254588863.3,2017-10-24T17:00:00Z
2165,FITB,37212993675.92,2017-07-21T17:00:00Z
2166,FITB,33653672509.8,2017-04-25T02:05:00Z
2167,FITB,37025896580.46,2017-01-24T11:30:00Z
2168,FITB,34452212937.3,2016-10-20T11:30:00Z
2169,FITB,32020022094.3,2016-07-28T11:30:00Z
2170,CHRW,13717053348.95,2021-04-27T20:05:00Z
2171,CHRW,13699032941.49,2021-01-26T21:15:16Z
2172,CHRW,14750208552.57,2020-10-27T20:15:00Z
2173,CHRW,11414362860.68,2020-07-28T20:15:00Z
2174,CHRW,9865342272.4,2020-04-28T20:15:00Z
2175,CHRW,11442289000.4,2020-01-28T21:15:00Z
2176,CHRW,12403321005.52,2019-10-29T20:17:39Z
2177,CHRW,12475804405.5,2019-07-30T21:00:00Z
2178,CHRW,12908494962.73,2019-04-30T20:15:00Z
2179,CHRW,12622565407.37,2019-01-29T21:15:00Z
2180,CHRW,14684632342.08,2018-10-30T20:15:00Z
2181,CHRW,12819351789.72,2018-07-31T20:15:00Z
2182,CHRW,14191424869.13,2018-05-01T17:00:00Z
2183,CHRW,13647086998.82,2018-01-30T17:00:00Z
2184,CHRW,11925406774.8,2017-10-31T16:00:00Z
2185,CHRW,10821884262.8,2017-07-19T21:15:00Z
2186,CHRW,12042479876.45,2017-04-25T21:15:00Z
2187,CHRW,11456740159.76,2017-01-31T21:15:00Z
2188,CHRW,11124982745.42,2016-10-25T21:31:00Z
2189,CHRW,11437268723.0,2016-07-26T16:00:00Z
2190,ECL,66759018361.72,2021-04-27T12:51:23Z
2191,ECL,67220319793.88,2021-02-16T13:30:01Z
2192,ECL,62958365370.72,2020-10-27T12:32:54Z
2193,ECL,62730200986.25,2020-07-28T12:30:01Z
2194,ECL,51225209014.16,2020-04-28T12:30:00Z
2195,ECL,61836482703.21,2020-02-18T13:30:01Z
2196,ECL,63738716817.16,2019-10-29T12:30:01Z
2197,ECL,63925330096.0,2019-07-30T12:30:01Z
2198,ECL,58015936562.82,2019-04-30T12:30:00Z
2199,ECL,49546344212.2,2019-02-19T13:30:00Z
2200,ECL,52248516128.36,2018-10-30T12:30:00Z
2201,ECL,47710478537.41,2018-07-31T17:00:00Z
2202,ECL,46832778727.38,2018-05-01T17:00:00Z
2203,ECL,45948021444.9,2018-02-20T17:00:00Z
2204,ECL,44642629121.61,2017-10-31T17:00:00Z
2205,ECL,45903567707.75,2017-08-01T13:22:09Z
2206,ECL,43752290310.66,2017-05-02T17:00:00Z
2207,ECL,40605124385.02,2017-02-21T13:30:00Z
2208,ECL,42041908344.52,2016-11-01T13:30:00Z
2209,ECL,41331798903.4,2016-08-02T17:00:00Z
2210,PHM,14621457973.16,2021-04-27T10:30:00Z
2211,PHM,12142120155.04,2021-01-28T11:30:00Z
2212,PHM,13374683881.4,2020-10-22T10:30:00Z
2213,PHM,10493540863.36,2020-07-23T10:30:00Z
2214,PHM,7923948983.84,2020-04-23T00:00:00Z
2215,PHM,12388496158.8,2020-01-28T11:30:00Z
2216,PHM,12279247717.45,2019-10-22T10:30:00Z
2217,PHM,11106277513.06,2019-07-23T10:30:00Z
2218,PHM,9949477712.04,2019-04-23T10:30:00Z
2219,PHM,9565976018.68,2019-01-29T11:30:00Z
2220,PHM,9562659904.59,2018-10-23T11:28:12Z
2221,PHM,11111481121.25,2018-07-26T10:30:00Z
2222,PHM,11623028310.18,2018-04-24T17:00:00Z
2223,PHM,12946512296.0,2018-01-30T16:00:00Z
2224,PHM,11526270071.63,2017-10-24T17:00:00Z
2225,PHM,10794804470.76,2017-07-25T01:20:00Z
2226,PHM,10318719107.6,2017-04-24T11:30:00Z
2227,PHM,8821751549.86,2017-01-26T16:00:00Z
2228,PHM,9720799278.96,2016-10-20T16:00:00Z
2229,PHM,9307571338.11,2016-07-21T10:00:00Z
2230,EXR,22809341598.1,2021-04-28T20:15:18Z
2231,EXR,20650867173.52,2021-02-22T21:08:02Z
2232,EXR,19393146777.89,2020-11-04T21:33:45Z
2233,EXR,17316483795.35,2020-08-04T20:50:55Z
2234,EXR,17765776734.32,2020-05-06T20:05:36Z
2235,EXR,19043897067.34,2020-02-18T21:17:59Z
2236,EXR,20252685064.26,2019-10-29T20:07:18Z
2237,EXR,18899965689.4,2019-07-30T20:09:00Z
2238,EXR,18330252899.28,2019-04-30T20:05:05Z
2239,EXR,16626064300.0,2019-02-20T21:18:55Z
2240,EXR,16050593944.0,2018-10-30T20:48:38Z
2241,EXR,17679119039.08,2018-07-31T20:51:59Z
2242,EXR,15865114267.52,2018-05-01T17:00:00Z
2243,EXR,15890972372.35,2018-02-20T17:00:00Z
2244,EXR,14677668110.88,2017-11-01T17:00:00Z
2245,EXR,14440211260.0,2017-08-01T21:01:00Z
2246,EXR,13978448879.96,2017-04-26T17:00:00Z
2247,EXR,14330901855.04,2017-02-21T21:01:00Z
2248,EXR,14292714268.15,2016-10-26T21:01:00Z
2249,EXR,15671172743.08,2016-07-27T21:01:00Z
2250,VRSN,23088210944.36,2021-04-22T20:05:00Z
2251,VRSN,25316551435.2,2021-02-11T21:07:49Z
2252,VRSN,24166870962.55,2020-10-22T20:05:00Z
2253,VRSN,24491280821.08,2020-07-23T20:05:00Z
2254,VRSN,21496949684.6,2020-04-23T20:10:38Z
2255,VRSN,23191874046.8,2020-02-06T21:36:26Z
2256,VRSN,22885405688.24,2019-10-24T20:05:00Z
2257,VRSN,25489755368.44,2019-07-25T20:05:00Z
2258,VRSN,22212475648.68,2019-04-25T20:05:00Z
2259,VRSN,18441921356.93,2019-02-07T21:06:55Z
2260,VRSN,20127054670.08,2018-10-25T20:05:00Z
2261,VRSN,17526905919.6,2018-07-26T20:05:00Z
2262,VRSN,11572131155.36,2018-04-26T17:00:00Z
2263,VRSN,11275756472.88,2018-02-08T17:00:00Z
2264,VRSN,10671220783.54,2017-10-26T17:00:00Z
2265,VRSN,9491745077.44,2017-07-27T17:00:00Z
2266,VRSN,8948755239.68,2017-04-27T17:00:00Z
2267,VRSN,8024025552.55,2017-02-09T21:05:00Z
2268,VRSN,8459295072.48,2016-10-27T17:00:00Z
2269,VRSN,9340377805.04,2016-07-28T17:00:00Z
2270,TXT,14956544498.18,2021-04-29T17:38:35Z
2271,TXT,13176525415.23,2021-01-27T11:33:47Z
2272,TXT,10199426631.2,2020-10-29T10:33:06Z
2273,TXT,9767482203.15,2020-07-30T10:31:51Z
2274,TXT,8244990550.75,2020-04-30T11:02:37Z
2275,TXT,12665475479.74,2020-01-29T11:34:39Z
2276,TXT,14441080136.0,2019-10-17T10:30:00Z
2277,TXT,15558710323.44,2019-07-17T10:33:42Z
2278,TXT,14990711513.04,2019-04-17T10:38:10Z
2279,TXT,13768192109.8,2019-01-24T11:32:10Z
2280,TXT,20326922091.57,2018-10-18T10:34:42Z
2281,TXT,20032486330.3,2018-07-18T17:00:00Z
2282,TXT,18518693070.9,2018-04-18T17:00:00Z
2283,TXT,17556957493.32,2018-01-31T17:00:00Z
2284,TXT,17441775556.88,2017-10-19T17:00:00Z
2285,TXT,15674165606.1,2017-07-19T17:00:00Z
2286,TXT,16110411823.59,2017-04-19T17:00:00Z
2287,TXT,15503305918.72,2017-01-25T17:00:00Z
2288,TXT,13944178934.75,2016-10-20T11:30:00Z
2289,TXT,13031098555.68,2016-07-22T17:00:00Z
2290,EBAY,45353498771.08,2021-04-28T20:05:10Z
2291,EBAY,38719261132.5,2021-02-03T21:05:05Z
2292,EBAY,40684806143.6,2020-10-28T20:05:07Z
2293,EBAY,40248497815.0,2020-07-28T20:15:06Z
2294,EBAY,28258189629.56,2020-04-29T20:15:05Z
2295,EBAY,34332389699.94,2020-01-28T21:15:03Z
2296,EBAY,37374005089.02,2019-10-23T20:15:04Z
2297,EBAY,39267332339.5,2019-07-17T20:15:04Z
2298,EBAY,38804659950.14,2019-04-23T20:15:06Z
2299,EBAY,31359559475.93,2019-01-29T21:15:04Z
2300,EBAY,37058928155.22,2018-10-30T21:15:03Z
2301,EBAY,41255643512.84,2018-07-18T20:21:57Z
2302,EBAY,45167086041.52,2018-04-25T17:00:00Z
2303,EBAY,43594114861.34,2018-01-31T17:00:00Z
2304,EBAY,45154334860.74,2017-10-18T17:00:00Z
2305,EBAY,40265243867.92,2017-07-20T21:15:00Z
2306,EBAY,38463581369.97,2017-04-19T06:45:00Z
2307,EBAY,35021236003.6,2017-01-25T21:30:00Z
2308,EBAY,38154720099.2,2016-10-19T17:00:00Z
2309,EBAY,27888848258.4,2016-07-20T21:17:00Z
2310,BAC,503644401236.88,2021-04-15T12:08:51Z
2311,BAC,358831175522.55,2021-01-19T11:48:45Z
2312,BAC,395492115231.12,2020-10-14T10:49:03Z
2313,BAC,398512938593.75,2020-07-16T10:48:57Z
2314,BAC,414090598245.05,2020-04-15T10:54:04Z
2315,BAC,608080682663.22,2020-01-15T12:11:33Z
2316,BAC,606772146485.95,2019-10-16T10:59:01Z
2317,BAC,589235893322.0,2019-07-17T10:48:52Z
2318,BAC,553029537963.14,2019-04-16T10:47:43Z
2319,BAC,519742216156.8,2019-01-16T11:49:16Z
2320,BAC,566802956574.44,2018-10-15T11:49:17Z
2321,BAC,583278300930.66,2018-07-16T11:01:47Z
2322,BAC,573742009991.04,2018-04-15T17:00:00Z
2323,BAC,606994495686.0,2018-01-17T16:00:00Z
2324,BAC,565689485916.96,2017-10-13T17:00:00Z
2325,BAC,562010067411.04,2017-07-18T17:00:00Z
2326,BAC,542260831005.85,2017-04-18T17:00:00Z
2327,BAC,512916709653.4,2017-01-13T17:00:00Z
2328,BAC,468969321204.35,2016-10-17T11:45:00Z
2329,BAC,426290800715.31,2016-07-18T11:50:00Z
2330,PYPL,281013616520.4,2021-05-05T20:32:00Z
2331,PYPL,270310221667.8,2021-02-03T21:37:58Z
2332,PYPL,226132605878.71,2020-11-02T21:37:32Z
2333,PYPL,200472824099.11,2020-07-29T20:33:11Z
2334,PYPL,110117591711.98,2020-05-06T20:34:49Z
2335,PYPL,121260397208.33,2020-01-29T21:29:10Z
2336,PYPL,116393806239.85,2019-10-23T20:32:13Z
2337,PYPL,128566832667.98,2019-07-24T20:15:04Z
2338,PYPL,115870488618.08,2019-04-24T20:15:00Z
2339,PYPL,91977215709.92,2019-01-30T21:30:55Z
2340,PYPL,96386793102.72,2018-10-18T20:15:00Z
2341,PYPL,95908700917.75,2018-07-25T20:23:34Z
2342,PYPL,87750169927.35,2018-04-25T17:00:00Z
2343,PYPL,83789637316.68,2018-01-31T17:00:00Z
2344,PYPL,72068481446.72,2017-10-19T17:00:00Z
2345,PYPL,60380542567.93,2017-07-26T17:00:00Z
2346,PYPL,47895230726.68,2017-04-26T21:38:30Z
2347,PYPL,42651314304.52,2017-01-26T21:05:00Z
2348,PYPL,44359431238.43,2016-10-20T21:05:00Z
2349,PYPL,39294093466.13,2016-07-21T17:00:00Z
2350,CMCSA,344584222047.11,2021-04-29T11:00:00Z
2351,CMCSA,339909383412.8,2021-01-28T12:00:00Z
2352,CMCSA,310187449150.3,2020-10-29T11:00:01Z
2353,CMCSA,276539561933.72,2020-07-30T11:00:01Z
2354,CMCSA,259676524216.0,2020-04-30T11:08:45Z
2355,CMCSA,309152967985.65,2020-01-23T12:07:27Z
2356,CMCSA,310008201450.32,2019-10-24T11:00:01Z
2357,CMCSA,297903083860.52,2019-07-25T11:00:00Z
2358,CMCSA,288761981629.56,2019-04-25T11:00:01Z
2359,CMCSA,264243023874.1,2019-01-23T12:00:00Z
2360,CMCSA,226653261056.62,2018-10-25T10:38:35Z
2361,CMCSA,212225808400.0,2018-07-26T11:07:06Z
2362,CMCSA,221971838940.89,2018-04-25T17:00:00Z
2363,CMCSA,250512561791.5,2018-01-24T17:00:00Z
2364,CMCSA,244406569374.8,2017-10-26T12:05:00Z
2365,CMCSA,246613453224.2,2017-07-27T11:19:00Z
2366,CMCSA,240095748705.71,2017-04-27T11:15:00Z
2367,CMCSA,226647076805.7,2017-01-26T12:00:00Z
2368,CMCSA,220029501017.96,2016-10-26T16:00:00Z
2369,CMCSA,211550916470.34,2016-07-27T17:00:00Z
2370,EQR,35398421293.19,2021-04-27T20:29:20Z
2371,EQR,30706253600.72,2021-02-10T21:17:52Z
2372,EQR,27893309651.17,2020-10-27T20:16:53Z
2373,EQR,30741555085.84,2020-07-28T20:18:04Z
2374,EQR,32143851172.34,2020-05-05T20:26:27Z
2375,EQR,39819749933.28,2020-01-28T21:20:28Z
2376,EQR,41773706658.32,2019-10-22T20:22:44Z
2377,EQR,37709550029.6,2019-07-30T20:16:47Z
2378,EQR,37515968043.32,2019-04-30T20:30:00Z
2379,EQR,33797762677.61,2019-01-29T21:19:00Z
2380,EQR,34772579096.18,2018-10-23T20:20:41Z
2381,EQR,33664915465.95,2018-07-24T17:00:00Z
2382,EQR,32744718477.38,2018-04-24T17:00:00Z
2383,EQR,32976782803.22,2018-01-30T17:00:00Z
2384,EQR,33814998034.01,2017-10-24T17:00:00Z
2385,EQR,33758798699.95,2017-07-25T17:00:00Z
2386,EQR,32363260240.54,2017-04-25T17:00:00Z
2387,EQR,33155392278.6,2017-01-31T17:00:00Z
2388,EQR,32206387991.45,2016-10-25T17:00:00Z
2389,EQR,33953908807.68,2016-07-26T21:13:00Z
2390,SBUX,140035870000.0,2021-04-27T20:13:35Z
2391,SBUX,130387337000.0,2021-01-26T21:08:59Z
2392,SBUX,110268600000.0,2020-10-29T20:16:18Z
2393,SBUX,96248431000.0,2020-07-28T20:08:03Z
2394,SBUX,89250458000.0,2020-04-28T20:12:28Z
2395,SBUX,112623230000.0,2020-01-28T21:13:18Z
2396,SBUX,114189990000.0,2019-10-30T20:10:01Z
2397,SBUX,107860196000.0,2019-07-25T20:07:55Z
2398,SBUX,99535724000.0,2019-04-25T20:08:02Z
2399,SBUX,82786634000.0,2019-01-24T21:08:51Z
2400,SBUX,77191444000.0,2018-11-01T20:09:04Z
2401,SBUX,72241300000.0,2018-07-26T17:00:00Z
2402,SBUX,85668984000.0,2018-04-26T16:00:00Z
2403,SBUX,82866604000.0,2018-01-25T17:00:00Z
2404,SBUX,78800469000.0,2017-11-02T17:00:00Z
2405,SBUX,85374211000.0,2017-07-27T21:05:00Z
2406,SBUX,86671136928.42,2017-04-27T06:41:00Z
2407,SBUX,81820608000.0,2017-01-26T21:03:00Z
2408,SBUX,80730424000.0,2016-11-03T21:05:00Z
2409,SBUX,81388832000.0,2016-07-21T21:04:00Z
2410,EW,51499358537.72,2021-04-20T20:15:04Z
2411,EW,56051339945.79,2021-01-27T21:15:03Z
2412,EW,48926933175.42,2020-10-21T20:15:07Z
2413,EW,42255896524.83,2020-07-23T20:28:56Z
2414,EW,38669312578.34,2020-04-23T20:15:06Z
2415,EW,47734798566.06,2020-01-30T21:15:14Z
2416,EW,44971810950.29,2019-10-23T20:15:13Z
2417,EW,38178386138.22,2019-07-23T20:15:05Z
2418,EW,39448464805.45,2019-04-23T20:15:08Z
2419,EW,31657376532.73,2019-01-31T21:15:15Z
2420,EW,36051898769.8,2018-10-23T20:27:12Z
2421,EW,30475415770.55,2018-07-26T20:41:29Z
2422,EW,28927148622.08,2018-04-24T17:00:00Z
2423,EW,23550577914.61,2018-02-01T17:00:00Z
2424,EW,22712884259.3,2017-10-24T17:00:00Z
2425,EW,24692082953.76,2017-07-26T17:00:00Z
2426,EW,19795963069.06,2017-04-25T17:00:00Z
2427,EW,19585566084.3,2017-02-01T17:00:00Z
2428,EW,25064771503.68,2016-10-25T17:00:00Z
2429,EW,20660798060.2,2016-07-26T17:00:00Z
2430,TMO,192274682652.8,2021-04-29T10:00:08Z
2431,TMO,195987005263.98,2021-02-01T11:03:58Z
2432,TMO,180606447726.0,2020-10-21T10:00:04Z
2433,TMO,154103089948.8,2020-07-22T10:00:05Z
2434,TMO,125228885871.36,2020-04-22T10:00:07Z
2435,TMO,145586019915.49,2020-01-30T11:00:04Z
2436,TMO,130869728825.6,2019-10-23T10:00:05Z
2437,TMO,134212461195.2,2019-07-24T10:00:16Z
2438,TMO,126511734851.72,2019-04-24T10:00:08Z
2439,TMO,106948568527.78,2019-01-30T11:00:17Z
2440,TMO,115976508944.08,2018-10-24T10:02:42Z
2441,TMO,101817250433.4,2018-07-25T10:00:21Z
2442,TMO,103042203157.16,2018-04-25T17:00:00Z
2443,TMO,95803998387.16,2018-01-31T17:00:00Z
2444,TMO,96714559123.6,2017-10-25T17:00:00Z
2445,TMO,84387739093.46,2017-07-26T17:00:00Z
2446,TMO,76436552262.4,2017-04-26T17:00:00Z
2447,TMO,71563959247.5,2017-01-31T11:00:00Z
2448,TMO,79639151465.96,2016-10-27T17:00:00Z
2449,TMO,72190330082.9,2016-07-28T17:00:00Z
2450,NXPI,63364399762.16,2021-04-26T22:01:49Z
2451,NXPI,50047982941.94,2021-02-01T21:20:48Z
2452,NXPI,39470437443.79,2020-10-26T21:02:51Z
2453,NXPI,36482627571.35,2020-07-27T21:03:46Z
2454,NXPI,29277728576.7,2020-04-27T21:22:57Z
2455,NXPI,42131615564.5,2020-02-03T22:03:45Z
2456,NXPI,40189700655.07,2019-10-29T11:18:37Z
2457,NXPI,37813672401.59,2019-07-30T00:02:37Z
2458,NXPI,34418033332.41,2019-04-30T10:34:33Z
2459,NXPI,28837335248.32,2019-02-07T11:22:03Z
2460,NXPI,34167244701.0,2018-11-01T10:49:14Z
2461,NXPI,40328732730.74,2018-07-26T10:47:48Z
2462,NXPI,43278334854.0,2018-05-03T17:00:00Z
2463,NXPI,42904002443.43,2018-02-08T17:00:00Z
2464,NXPI,42794463663.58,2017-10-26T17:00:00Z
2465,NXPI,42024013245.9,2017-08-03T17:00:00Z
2466,NXPI,40316296217.0,2017-05-04T17:00:00Z
2467,NXPI,41425740504.62,2017-02-02T17:00:00Z
2468,NXPI,43312751952.62,2016-10-27T17:00:00Z
2469,NXPI,34724843150.14,2016-08-02T17:00:00Z
2470,HPE,32097350813.88,2021-06-01T20:05:00Z
2471,HPE,27533787655.4,2021-03-02T21:05:00Z
2472,HPE,22869353984.32,2020-12-01T21:05:01Z
2473,HPE,23723553119.85,2020-08-25T20:05:00Z
2474,HPE,24592717220.32,2020-05-21T20:05:00Z
