,Instrument,Enterprise Value,Original Announcement Date Time
4281,MMM,142177285013.12,2018-04-24T16:00:00Z
4282,MMM,150067280379.96,2018-01-25T17:00:00Z
4283,MMM,133563424155.3,2017-10-24T17:00:00Z
4284,MMM,132800952333.93,2017-07-25T12:30:00Z
4285,MMM,123717848076.08,2017-04-24T11:30:00Z
4286,MMM,116420855226.57,2017-01-24T17:00:00Z
4287,MMM,115737423848.23,2016-10-25T12:30:00Z
4288,MMM,115769578959.92,2016-07-26T17:00:00Z
4289,MAA,21355712268.08,2021-04-28T20:18:07Z
4290,MAA,19243809482.28,2021-02-03T21:53:51Z
4291,MAA,18354113716.5,2020-10-28T20:19:48Z
4292,MAA,18249357026.2,2020-07-29T20:33:38Z
4293,MAA,16859737006.57,2020-05-06T20:26:39Z
4294,MAA,20255851944.62,2020-01-29T21:16:31Z
4295,MAA,19497379014.89,2019-10-30T20:22:05Z
4296,MAA,18144208798.08,2019-07-31T20:19:13Z
4297,MAA,17178491618.11,2019-05-01T20:20:03Z
4298,MAA,16014188857.6,2019-01-30T21:20:04Z
4299,MAA,16093128191.72,2018-10-31T20:22:42Z
4300,MAA,16207944345.37,2018-08-01T17:00:00Z
4301,MAA,15044859374.6,2018-05-02T17:00:00Z
4302,MAA,16162038527.84,2018-01-31T17:00:00Z
4303,MAA,16831889503.04,2017-10-25T16:00:00Z
4304,MAA,16746300772.92,2017-07-26T17:00:00Z
4305,MAA,16752318701.08,2017-04-26T17:00:00Z
4306,MAA,15832589482.24,2017-02-01T17:00:00Z
4307,MAA,10680156746.28,2016-10-27T16:00:00Z
4308,MAA,12115370669.6,2016-07-27T21:20:00Z
4309,WM,67465676018.66,2021-04-27T11:21:00Z
4310,WM,63096948458.42,2021-02-18T12:12:00Z
4311,WM,57530932532.79,2020-11-02T12:25:00Z
4312,WM,54823670185.93,2020-07-30T11:13:00Z
4313,WM,49539932428.72,2020-05-06T11:15:00Z
4314,WM,58285527152.0,2020-02-13T12:30:00Z
4315,WM,59231700815.0,2019-10-23T11:02:00Z
4316,WM,59485530382.51,2019-07-25T11:07:00Z
4317,WM,54439677836.93,2019-04-25T11:00:01Z
4318,WM,47906621932.73,2019-02-14T12:07:00Z
4319,WM,48673864505.6,2018-10-25T11:32:43Z
4320,WM,44920664993.82,2018-07-25T11:36:28Z
4321,WM,46406646617.36,2018-04-20T17:00:00Z
4322,WM,46964854521.7,2018-02-15T17:00:00Z
4323,WM,43773602848.7,2017-10-26T17:00:00Z
4324,WM,41462354525.95,2017-07-26T11:15:00Z
4325,WM,41248959526.84,2017-04-26T12:20:00Z
4326,WM,40643438828.26,2017-02-16T17:00:00Z
4327,WM,37455342686.88,2016-10-26T12:15:00Z
4328,WM,38977284251.17,2016-07-27T17:00:00Z
4329,AJG,28480520990.0,2021-04-29T20:15:13Z
4330,AJG,27718654620.0,2021-01-29T02:24:26Z
4331,AJG,24305656760.0,2020-10-30T21:15:12Z
4332,AJG,23006512810.0,2020-07-30T23:21:02Z
4333,AJG,20036507710.0,2020-04-30T20:15:13Z
4334,AJG,21824485290.0,2020-01-30T21:15:13Z
4335,AJG,20672565110.0,2019-10-25T17:31:19Z
4336,AJG,20160222680.0,2019-07-25T20:15:19Z
4337,AJG,17857551647.3,2019-04-25T20:15:16Z
4338,AJG,16609152400.0,
4339,AJG,16587337280.0,2018-10-25T20:15:09Z
4340,AJG,14803181440.0,2018-07-26T17:00:00Z
4341,AJG,15157112851.29,2018-05-01T17:00:00Z
4342,AJG,13956860720.0,2018-01-25T17:00:00Z
4343,AJG,13609494200.0,2017-10-30T23:00:00Z
4344,AJG,12904689000.0,2017-07-27T21:15:00Z
4345,AJG,12594621560.0,2017-04-27T21:21:00Z
4346,AJG,11616620511.84,2017-01-26T17:00:00Z
4347,AJG,11360458670.0,2016-10-27T21:18:00Z
4348,AJG,10802075600.0,2016-07-28T16:00:00Z
4349,WHR,17274703991.3,2021-04-21T20:05:10Z
4350,WHR,14644085649.24,2021-01-27T21:05:16Z
4351,WHR,15832210927.58,2020-10-21T20:05:13Z
4352,WHR,13308981938.98,2020-07-22T20:05:10Z
4353,WHR,10514751207.4,2020-04-30T20:10:04Z
4354,WHR,13287862953.28,2020-01-27T21:10:04Z
4355,WHR,15580200489.24,2019-10-22T20:10:04Z
4356,WHR,15641977338.32,2019-07-22T20:10:03Z
4357,WHR,14932623792.91,2019-04-22T20:10:03Z
4358,WHR,12262190349.25,2019-01-28T21:10:03Z
4359,WHR,14763885818.75,2018-10-24T20:10:03Z
4360,WHR,17080293334.39,2018-07-23T20:30:07Z
4361,WHR,16595725765.91,2018-04-23T17:00:00Z
4362,WHR,17070940399.68,2018-01-24T16:00:00Z
4363,WHR,19090330311.32,2017-10-23T16:00:00Z
4364,WHR,19483198083.76,2017-07-26T21:33:58Z
4365,WHR,17799566460.7,2017-04-24T22:00:00Z
4366,WHR,17992412606.21,2017-01-26T11:00:00Z
4367,WHR,17561043471.84,2016-10-25T10:00:00Z
4368,WHR,17880116883.84,2016-07-22T11:00:00Z
4369,RTX,141661994254.9,2021-04-27T10:55:04Z
4370,RTX,133345411623.26,2021-01-26T11:55:07Z
4371,RTX,112412282394.52,2020-10-27T10:55:04Z
4372,RTX,120909493746.54,2020-07-28T10:55:07Z
4373,RTX,122642336903.6,2020-05-07T10:55:06Z
4374,RTX,170150156454.4,2020-01-28T11:30:14Z
4375,RTX,157574475688.8,2019-10-22T10:55:05Z
4376,RTX,153034342233.0,2019-07-23T10:55:04Z
4377,RTX,152409009760.33,2019-04-23T10:55:04Z
4378,RTX,133591149722.48,2019-01-23T11:55:05Z
4379,RTX,140274042175.85,2018-10-23T10:55:04Z
4380,RTX,119384436534.34,2018-07-24T10:55:04Z
4381,RTX,122439844803.26,2018-04-24T17:00:00Z
4382,RTX,122315564821.97,2018-01-24T17:00:00Z
4383,RTX,113697544650.64,2017-10-24T12:12:00Z
4384,RTX,116938144532.13,2017-07-25T16:00:00Z
4385,RTX,109316738223.84,2017-04-26T11:56:00Z
4386,RTX,108891731408.94,2017-01-25T11:55:00Z
4387,RTX,101108017799.2,2016-10-25T22:30:00Z
4388,RTX,103450858619.95,2016-07-26T16:00:00Z
4389,HSY,36239189652.72,2021-04-29T10:45:04Z
4390,HSY,35168669268.98,2021-02-04T11:45:04Z
4391,HSY,32747547944.32,2020-11-06T15:23:02Z
4392,HSY,30093122683.8,2020-07-23T10:46:48Z
4393,HSY,31243710904.0,2020-04-23T11:03:59Z
4394,HSY,34486259285.42,2020-01-30T12:05:12Z
4395,HSY,36455519010.04,2019-10-25T10:14:57Z
4396,HSY,31756404325.3,2019-07-25T20:07:27Z
4397,HSY,27896468003.2,2019-04-25T11:04:25Z
4398,HSY,26365341717.84,2019-01-31T12:00:09Z
4399,HSY,25246699624.0,2018-10-25T11:02:36Z
4400,HSY,23621920273.94,2018-07-26T17:00:00Z
4401,HSY,24924362691.36,2018-04-26T17:00:00Z
4402,HSY,26472562399.96,2018-02-01T17:00:00Z
4403,HSY,26103284138.53,2017-10-26T17:00:00Z
4404,HSY,25619332764.26,2017-07-26T17:00:00Z
4405,HSY,25855262245.0,2017-04-26T13:30:00Z
4406,HSY,24675922531.18,2017-02-03T12:00:00Z
4407,HSY,23319083582.4,2016-10-28T16:00:00Z
4408,HSY,26751997251.85,2016-07-28T17:00:00Z
4409,CMG,38983817663.26,2021-04-21T20:13:08Z
4410,CMG,37849026761.79,2021-02-02T21:13:40Z
4411,CMG,33778394888.75,2020-10-21T20:10:03Z
4412,CMG,28444437198.76,2020-07-22T20:12:50Z
4413,CMG,17316159459.2,2020-04-21T20:32:27Z
4414,CMG,22386861220.44,2020-02-04T21:13:17Z
4415,CMG,22484830801.64,2019-10-22T20:12:33Z
4416,CMG,19592930921.28,2019-07-23T20:11:43Z
4417,CMG,18958653175.08,2019-04-25T01:13:44Z
4418,CMG,11321480267.0,2019-02-06T21:12:40Z
4419,CMG,11966706804.6,2018-10-25T20:12:52Z
4420,CMG,11415292114.98,2018-07-26T17:00:00Z
4421,CMG,8463439493.5,2018-04-25T17:00:00Z
4422,CMG,7651210734.69,2018-02-06T17:00:00Z
4423,CMG,8228446708.99,2017-10-24T17:00:00Z
4424,CMG,11357084199.1,2017-07-25T06:35:00Z
4425,CMG,12201894808.8,2017-04-25T17:00:00Z
4426,CMG,10505381805.84,2017-02-02T21:10:00Z
4427,CMG,11971385100.5,2016-10-25T17:00:00Z
4428,CMG,11491016697.12,2016-07-21T21:10:00Z
4429,ORCL,265454545900.0,2021-06-15T20:07:46Z
4430,ORCL,224091633340.0,2021-03-10T21:13:31Z
4431,ORCL,206461332920.0,2020-12-10T21:02:05Z
4432,ORCL,204725984040.0,2020-09-10T20:03:08Z
4433,ORCL,198734211680.0,2020-06-16T20:02:06Z
4434,ORCL,185092319540.0,2020-03-12T20:06:19Z
4435,ORCL,209100513193.98,2019-12-12T21:11:19Z
4436,ORCL,192976737140.0,2019-09-11T20:09:44Z
4437,ORCL,191834292400.0,2019-06-19T20:05:44Z
4438,ORCL,203743347470.0,2019-03-14T20:10:22Z
4439,ORCL,193863996486.56,2018-12-17T21:05:42Z
4440,ORCL,191936509900.0,2018-09-17T20:08:45Z
4441,ORCL,184584663360.0,2018-06-19T17:00:00Z
4442,ORCL,199417633340.0,2018-03-19T17:00:00Z
4443,ORCL,193221237338.34,2017-12-14T17:00:00Z
4444,ORCL,194062205060.0,2017-09-14T21:15:00Z
4445,ORCL,178002506760.0,2017-06-21T06:31:05Z
4446,ORCL,168791214270.0,2017-03-15T21:11:00Z
4447,ORCL,162447859568.63,2016-12-15T17:00:00Z
4448,ORCL,154971930600.0,2016-09-15T17:00:00Z
4449,COST,167027584251.2,2021-05-27T20:20:05Z
4450,COST,155092457029.75,2021-03-04T21:15:01Z
4451,COST,162470096876.48,2020-12-10T21:15:00Z
4452,COST,149226615201.07,2020-09-24T20:15:10Z
4453,COST,133476970514.88,2020-05-28T20:17:09Z
4454,COST,138446870250.37,2020-03-05T21:15:10Z
4455,COST,129780498641.23,2019-12-12T21:15:10Z
4456,COST,127352260465.36,2019-10-03T20:17:40Z
4457,COST,107324221084.14,2019-05-30T20:15:19Z
4458,COST,94939418830.0,2019-03-07T21:15:12Z
4459,COST,95271135222.56,2018-12-13T21:15:08Z
4460,COST,101859190152.72,2018-10-04T20:18:46Z
4461,COST,85774456446.72,2018-05-31T17:00:00Z
4462,COST,85226220748.88,2018-03-07T17:00:00Z
4463,COST,75359877870.76,2017-12-14T17:00:00Z
4464,COST,70584010121.6,2017-10-05T16:00:00Z
4465,COST,77638207123.2,2017-05-25T17:00:00Z
4466,COST,74928339168.0,2017-03-02T17:00:00Z
4467,COST,65293658437.64,2016-12-07T17:00:00Z
4468,COST,72497087742.59,2016-09-29T20:15:00Z
4469,VIAC,42366717847.59,2021-05-06T11:00:01Z
4470,VIAC,40658856398.22,2021-02-24T22:47:11Z
4471,VIAC,34894388511.12,2020-11-06T12:00:00Z
4472,VIAC,33199676134.88,2020-08-06T11:00:01Z
4473,VIAC,27088148464.72,2020-05-07T11:00:00Z
4474,VIAC,44397033158.09,2020-02-20T12:00:00Z
4475,VIAC,24427252348.2,2019-11-12T13:00:10Z
4476,VIAC,27872344876.68,2019-08-08T20:05:06Z
4477,VIAC,26610286809.75,2019-05-02T20:05:03Z
4478,VIAC,34919064002.34,2019-02-14T21:12:23Z
4479,VIAC,31296571690.4,2018-11-01T20:05:08Z
4480,VIAC,30914856253.87,2018-08-02T20:13:46Z
4481,VIAC,29121053630.59,2018-05-03T17:00:00Z
4482,VIAC,33516870860.12,2018-02-15T17:00:00Z
4483,VIAC,32857187951.532,2017-11-02T17:00:00Z
4484,VIAC,34952959245.76,2017-08-07T17:00:00Z
4485,VIAC,37106578441.04,2017-05-04T06:35:29Z
4486,VIAC,36159806222.2832,2017-02-15T21:05:00Z
4487,VIAC,33139645177.78,2016-11-03T17:00:00Z
4488,VIAC,33037602753.76,2016-07-28T17:00:00Z
4489,TDY,15462355260.56,2021-04-28T10:57:37Z
4490,TDY,14590417250.8,2021-01-27T11:58:39Z
4491,TDY,11832849459.62,2020-10-21T10:58:37Z
4492,TDY,11437619138.98,2020-07-22T10:56:44Z
4493,TDY,10960301405.71,2020-04-22T10:55:00Z
4494,TDY,13336149659.92,2020-01-22T13:05:52Z
4495,TDY,12470642666.74,2019-10-23T10:58:51Z
4496,TDY,10607650269.98,2019-07-24T10:57:53Z
4497,TDY,9335180960.2,2019-04-24T10:55:00Z
4498,TDY,7923860526.39,2019-01-23T12:56:52Z
4499,TDY,9570247454.88,2018-10-24T10:58:38Z
4500,TDY,7969580789.4,2018-08-02T17:00:00Z
4501,TDY,7630054418.45,2018-05-03T17:00:00Z
4502,TDY,7421319620.05,2018-02-01T17:00:00Z
4503,TDY,6737603562.26,2017-11-02T17:00:00Z
4504,TDY,5678431809.35,2017-08-03T11:55:00Z
4505,TDY,5697706017.78,2017-05-04T11:55:00Z
4506,TDY,4816986788.0,2017-02-02T17:00:00Z
4507,TDY,4254002811.64,2016-11-03T17:00:00Z
4508,TDY,4031712058.7,2016-08-04T17:00:00Z
4509,ED,49772087383.2,2021-05-06T20:57:13Z
4510,ED,47892702217.16,2021-02-18T21:49:02Z
4511,ED,49090835091.0,2020-11-05T22:10:36Z
4512,ED,46033959881.06,2020-08-06T21:13:56Z
4513,ED,47586134084.0,2020-05-07T21:27:27Z
4514,ED,50950979011.76,2020-02-20T22:12:57Z
4515,ED,52227663235.29,2019-11-04T21:57:13Z
4516,ED,48636287226.88,2019-08-01T20:50:02Z
4517,ED,47851335802.97,2019-05-02T21:05:51Z
4518,ED,43744486614.44,2019-02-21T22:15:47Z
4519,ED,41474936731.91,2018-11-01T20:52:16Z
4520,ED,41280761660.7,2018-08-02T20:37:23Z
4521,ED,40975763796.44,2018-05-03T22:00:00Z
4522,ED,42156344305.15,2018-02-15T17:00:00Z
4523,ED,40629363927.6,2017-11-02T23:00:00Z
4524,ED,40248803598.82,2017-08-03T22:00:00Z
4525,ED,39346618990.22,2017-05-04T16:00:00Z
4526,ED,37512323894.64,2017-02-16T17:00:00Z
4527,ED,37471447542.2,2016-11-03T17:00:00Z
4528,ED,38697480086.76,2016-08-04T16:00:00Z
4529,STX,22051900551.52,2021-04-22T20:09:16Z
4530,STX,19316908722.16,2021-01-21T21:09:30Z
4531,STX,15002611284.18,2020-10-22T20:12:16Z
4532,STX,14601623476.1,2020-07-28T20:03:15Z
4533,STX,14432348664.96,2020-04-22T20:07:41Z
4534,STX,17873311843.56,2020-02-04T21:08:01Z
4535,STX,16535294796.48,2019-11-01T12:02:41Z
4536,STX,15077832971.6,2019-08-02T12:07:34Z
4537,STX,16507184277.61,2019-04-30T12:11:49Z
4538,STX,13942825108.95,2019-02-04T21:09:05Z
4539,STX,16511582062.0,2018-11-02T20:17:45Z
4540,STX,19176400514.02,2018-07-30T12:16:36Z
4541,STX,18564099506.52,2018-05-01T17:00:00Z
4542,STX,14425089387.2,2018-01-29T16:00:00Z
4543,STX,12264332079.27,2017-10-23T17:00:00Z
4544,STX,13976313416.25,2017-07-25T07:30:00Z
4545,STX,15762473822.82,2017-04-26T17:00:00Z
4546,STX,13618934474.43,2017-01-24T20:05:00Z
4547,STX,14161646278.2,2016-10-28T17:00:00Z
4548,STX,10132564007.87,2016-08-02T16:00:00Z
4549,APH,41875777133.89,2021-04-28T12:00:01Z
4550,APH,41315866788.27,2021-01-27T13:00:01Z
4551,APH,34729262957.01,2020-10-21T12:02:52Z
4552,APH,30863439493.89,2020-07-22T12:02:54Z
4553,APH,24329901382.72,2020-04-22T12:38:32Z
4554,APH,34853297448.61,2020-01-22T15:19:55Z
4555,APH,31721949177.0,2019-10-23T12:03:02Z
4556,APH,31690473120.34,2019-07-24T12:22:50Z
4557,APH,30760346237.4,2019-04-24T14:51:33Z
4558,APH,26739724720.76,2019-01-23T14:42:41Z
4559,APH,30522247879.24,2018-10-24T14:40:59Z
4560,APH,28767131887.3,2018-07-25T14:06:58Z
4561,APH,28280362494.7,2018-04-25T17:00:00Z
4562,APH,28651272628.8,2018-01-24T17:00:00Z
4563,APH,27966155489.6,2017-10-25T17:00:00Z
4564,APH,24638041746.5,2017-07-26T17:00:00Z
4565,APH,23738910078.16,2017-04-25T13:00:00Z
4566,APH,22615447808.0,2017-01-25T17:00:00Z
4567,APH,22044697461.4,2016-10-19T17:00:00Z
4568,APH,19702957833.83,2016-07-20T17:00:00Z
4569,WAB,18815936517.2,2021-04-29T10:32:47Z
4570,WAB,17602995554.4,2021-02-18T12:00:53Z
4571,WAB,15506636277.76,2020-10-29T10:33:11Z
4572,WAB,14867816026.11,2020-07-28T10:31:44Z
4573,WAB,13313672143.88,2020-05-04T10:56:49Z
4574,WAB,18775097099.6,2020-02-18T11:58:00Z
4575,WAB,17966359240.2,2019-10-31T11:01:38Z
4576,WAB,17750996890.88,2019-07-30T11:00:37Z
4577,WAB,16519344354.08,2019-04-25T11:33:53Z
4578,WAB,10067108956.5,2019-02-25T12:53:04Z
4579,WAB,13577903429.52,2018-10-30T11:41:39Z
4580,WAB,11148197627.72,2018-07-24T17:00:00Z
4581,WAB,9514257501.6,2018-04-24T17:00:00Z
4582,WAB,9474009764.64,2018-02-20T17:00:00Z
4583,WAB,8935312557.25,2017-10-24T17:00:00Z
4584,WAB,10454675024.5,2017-07-25T12:40:00Z
4585,WAB,9086901408.0,2017-04-25T12:15:00Z
4586,WAB,9660016241.62,2017-02-21T12:13:55Z
4587,WAB,7931279947.9,2016-10-25T13:00:00Z
4588,WAB,6772732371.9,2016-07-25T09:45:00Z
4589,PNC,97259434501.72,2021-04-16T11:10:09Z
4590,PNC,90454455705.0,2021-01-15T11:52:42Z
4591,PNC,79223108353.41,2020-10-14T16:14:45Z
4592,PNC,82844440261.14,2020-07-15T11:08:18Z
4593,PNC,104489727764.48,2020-04-15T10:51:08Z
4594,PNC,123035142867.56,2020-01-15T12:16:05Z
4595,PNC,116644207664.64,2019-10-16T17:21:25Z
4596,PNC,124208397108.48,2019-07-17T10:40:16Z
4597,PNC,108599111948.52,2019-04-12T10:43:27Z
4598,PNC,103889141568.48,2019-01-16T16:53:04Z
4599,PNC,114202336093.17,2018-10-12T10:45:24Z
4600,PNC,116503281800.5,2018-07-13T10:55:15Z
4601,PNC,123644329676.16,2018-04-13T17:00:00Z
4602,PNC,117364337977.49,2018-01-12T17:00:00Z
4603,PNC,111873666204.42,2017-10-13T17:00:00Z
4604,PNC,105781772937.67,2017-07-14T17:00:00Z
4605,PNC,101774429784.56,2017-04-13T17:00:00Z
4606,PNC,101851222691.52,2017-01-13T11:33:00Z
4607,PNC,87167048882.06,2016-10-14T17:00:00Z
4608,PNC,86846958954.43,2016-07-15T11:35:00Z
4609,FE,41783587601.09,2021-04-22T20:29:40Z
4610,FE,39351686083.22,2021-02-18T11:54:04Z
4611,FE,37897764699.42,2020-11-19T22:12:50Z
4612,FE,43083040769.08,2020-07-23T20:50:52Z
4613,FE,43508070558.65,2020-04-23T21:29:42Z
4614,FE,46630148960.2,2020-02-10T12:17:28Z
4615,FE,46146233628.61,2019-11-04T11:41:45Z
4616,FE,43034045248.29,2019-07-23T20:20:03Z
4617,FE,42279001723.6,2019-04-23T21:15:34Z
4618,FE,38412772892.5,2019-02-19T21:57:09Z
4619,FE,37135419117.83,2018-10-25T20:54:51Z
4620,FE,36288813609.38,2018-07-31T21:33:54Z
4621,FE,35228133318.64,2018-04-23T17:00:00Z
4622,FE,32578552051.86,2018-02-20T23:00:00Z
4623,FE,35963906378.48,2017-10-26T23:00:00Z
4624,FE,35663917936.96,2017-07-27T16:00:00Z
4625,FE,36614807245.48,2017-04-27T17:00:00Z
4626,FE,35552446146.86,2017-02-21T17:00:00Z
4627,FE,36255587768.56,2016-11-04T17:00:00Z
4628,FE,37244670139.48,2016-07-28T16:00:00Z
4629,CCL,54248715810.921,2021-06-24T13:16:59Z
4630,CCL,49244104458.3934,2021-04-07T00:00:00Z
4631,CCL,38584857768.9951,2021-01-26T15:46:02Z
4632,CCL,30484873221.3166,2020-10-08T12:56:26Z
4633,CCL,25397797397.2295,2020-07-10T15:51:55Z
4634,CCL,34135593824.5494,2020-03-31T10:49:46Z
4635,CCL,41342437546.1909,2019-12-20T14:18:11Z
4636,CCL,39523844051.9793,2019-09-26T13:17:57Z
4637,CCL,45032638473.1288,2019-06-20T10:50:04Z
4638,CCL,50571417851.3536,2019-03-26T13:18:25Z
4639,CCL,50918560704.1066,2018-12-20T14:18:50Z
4640,CCL,52124975571.8101,2018-09-27T13:33:31Z
4641,CCL,53675565555.4043,2018-06-25T13:19:23Z
4642,CCL,56886245627.3537,2018-03-22T23:00:00Z
4643,CCL,55778792860.7115,2017-12-19T17:00:00Z
4644,CCL,58988954542.8658,2017-09-26T17:00:00Z
4645,CCL,55203644457.921,2017-06-22T13:51:00Z
4646,CCL,48920952655.7252,2017-03-28T23:45:00Z
4647,CCL,46027459233.6642,2016-12-20T17:00:00Z
4648,CCL,44405218639.0544,2016-09-26T14:15:00Z
4649,HLT,41235910590.92,2021-05-05T10:13:01Z
4650,HLT,38141676339.34,2021-02-17T11:00:01Z
4651,HLT,30760033912.64,2020-11-04T11:00:00Z
4652,HLT,27371856146.7,2020-08-06T10:00:00Z
4653,HLT,26705032139.84,2020-05-07T10:00:00Z
4654,HLT,38759695113.61,2020-02-11T11:00:00Z
4655,HLT,33814025195.19,2019-10-23T10:00:00Z
4656,HLT,35648462531.34,2019-07-24T10:00:00Z
4657,HLT,31310752391.13,2019-05-01T10:00:00Z
4658,HLT,28179725641.0,2019-02-13T11:00:00Z
4659,HLT,31046473481.12,2018-10-24T10:00:00Z
4660,HLT,30938002278.96,2018-07-25T10:00:00Z
4661,HLT,30957232756.28,2018-04-26T23:00:00Z
4662,HLT,31586320720.64,2018-02-14T17:00:00Z
4663,HLT,28235939115.25,2017-10-26T23:00:00Z
4664,HLT,26066951119.95,2017-07-26T17:00:00Z
4665,HLT,25042631634.4,2017-05-02T11:00:00Z
4666,HLT,32426102904.0,2017-02-15T11:04:33Z
4667,HLT,32212574181.94,2016-10-26T17:00:00Z
4668,HLT,31903474797.34,2016-07-27T17:00:00Z
4669,MCHP,50416949657.86,2021-05-06T20:32:47Z
4670,MCHP,44728851181.38,2021-02-04T21:12:52Z
4671,MCHP,34749117681.4,2020-11-05T21:32:31Z
4672,MCHP,35531558635.27,2020-08-04T20:26:26Z
4673,MCHP,25319881552.8,2020-05-07T20:14:59Z
4674,MCHP,34203938041.92,2020-02-04T21:15:13Z
4675,MCHP,31514131805.1,2019-11-05T21:15:20Z
4676,MCHP,30285812478.2,2019-08-06T20:16:00Z
4677,MCHP,29535044340.88,2019-05-08T00:48:39Z
4678,MCHP,27115875034.88,2019-02-05T21:15:43Z
4679,MCHP,29009768207.48,2018-11-07T21:20:55Z
4680,MCHP,32112962816.8,2018-08-09T20:27:45Z
4681,MCHP,22281282052.96,2018-05-08T17:00:00Z
4682,MCHP,22495635409.56,2018-02-06T17:00:00Z
4683,MCHP,22597588151.22,2017-11-06T16:00:00Z
4684,MCHP,19726548987.9,2017-08-03T21:23:08Z
4685,MCHP,17616069133.7,2017-05-09T17:00:00Z
4686,MCHP,16311787856.45,2017-02-07T21:15:00Z
4687,MCHP,15992620848.02,2016-11-07T23:15:00Z
4688,MCHP,13649399679.68,2016-08-08T17:00:00Z
4689,AZO,37506084816.0,2021-05-25T10:55:00Z
4690,AZO,30812370894.9,2021-03-02T11:56:43Z
4691,AZO,29905992266.8,2020-12-08T11:56:54Z
4692,AZO,31763010189.12,2020-09-22T10:57:22Z
4693,AZO,29797965697.0,2020-05-26T10:56:43Z
4694,AZO,30342626152.31,2020-03-03T11:55:10Z
4695,AZO,33057006769.52,2019-12-10T11:55:10Z
4696,AZO,32053073011.45,2019-09-24T10:57:39Z
4697,AZO,30696174019.84,2019-05-21T11:00:28Z
4698,AZO,26946831660.0,2019-02-26T11:59:06Z
4699,AZO,26066839690.47,2018-12-04T12:03:51Z
4700,AZO,25157649772.0,2018-09-18T11:16:51Z
4701,AZO,22220264397.62,2018-05-22T17:00:00Z
4702,AZO,24544925352.5,2018-02-27T17:00:00Z
4703,AZO,22029923863.6,2017-12-05T17:00:00Z
4704,AZO,19614804649.2,2017-09-19T17:00:00Z
4705,AZO,24961548966.5,2017-05-23T17:00:00Z
4706,AZO,26139075203.0,2017-02-28T17:00:00Z
4707,AZO,26599187204.56,2016-12-06T11:59:00Z
4708,AZO,26759843397.57,2016-09-22T11:59:00Z
4709,WAT,18562782827.04,2021-05-05T10:50:00Z
4710,WAT,16265202521.72,2021-02-02T11:52:25Z
4711,WAT,13005843210.32,2020-10-27T10:52:03Z
4712,WAT,12159564266.32,2020-07-28T10:51:40Z
4713,WAT,12982125617.84,2020-04-28T10:50:00Z
4714,WAT,16399111186.05,2020-02-04T12:01:53Z
4715,WAT,15806989073.32,2019-10-29T11:02:05Z
4716,WAT,15426767733.8,2019-07-30T11:01:37Z
4717,WAT,17981666938.61,2019-04-23T10:50:00Z
4718,WAT,13702556078.0,2019-01-23T12:02:23Z
4719,WAT,14067489144.04,2018-10-23T11:02:21Z
4720,WAT,14066340813.54,2018-07-24T17:00:00Z
4721,WAT,14249145367.1,2018-04-24T17:00:00Z
4722,WAT,13969056361.04,2018-01-23T17:00:00Z
4723,WAT,13032760286.4,2017-10-24T17:00:00Z
4724,WAT,13500620250.56,2017-07-25T17:00:00Z
4725,WAT,11417523499.17,2017-04-25T11:50:00Z
4726,WAT,9843084632.97,2017-01-24T17:00:00Z
4727,WAT,11839159761.91,2016-10-25T11:50:00Z
4728,WAT,10656529200.16,2016-07-26T12:50:32Z
4729,WRK,22344953031.45,2021-05-05T10:33:47Z
4730,WRK,20157092943.33,2021-01-28T11:32:35Z
4731,WRK,18217467042.18,2020-11-05T12:14:35Z
4732,WRK,17106846356.52,2020-08-04T10:32:41Z
4733,WRK,17537574274.98,2020-05-05T10:48:04Z
4734,WRK,21155683347.33,2020-01-30T11:33:42Z
4735,WRK,19308099716.2,2019-11-07T11:33:17Z
4736,WRK,19750349347.79,2019-08-01T10:32:30Z
4737,WRK,20450845307.65,2019-05-03T10:08:43Z
4738,WRK,20149821178.88,2019-01-31T11:33:18Z
4739,WRK,19428802594.56,2018-11-05T11:32:44Z
4740,WRK,20731685969.52,2018-08-02T16:00:00Z
4741,WRK,22870610691.41,2018-04-27T17:00:00Z
4742,WRK,22451320635.75,2018-01-29T17:00:00Z
4743,WRK,20714449896.71,2017-11-02T17:00:00Z
4744,WRK,20585258574.6,2017-08-03T16:00:00Z
4745,WRK,18407809503.08,2017-04-26T21:02:27Z
4746,WRK,18084052997.72,2017-01-24T17:00:00Z
4747,WRK,17755661698.56,2016-11-07T11:30:00Z
4748,WRK,15543336123.75,2016-08-04T16:00:00Z
4749,CINF,16559623702.82,2021-04-28T20:05:06Z
4750,CINF,14056562415.11,2021-02-10T21:05:07Z
4751,CINF,12594747784.85,2020-10-26T20:05:08Z
4752,CINF,10557122029.93,2020-07-27T20:05:05Z
4753,CINF,12715458964.65,2020-04-27T20:05:05Z
4754,CINF,17296779780.25,2020-02-05T21:05:06Z
4755,CINF,19154439120.8,2019-10-24T20:05:07Z
4756,CINF,17003036268.76,2019-07-30T20:05:07Z
4757,CINF,14087685665.1,2019-04-24T20:05:04Z
4758,CINF,12681153121.1,2019-02-06T21:05:06Z
4759,CINF,12737321703.61,2018-10-25T20:05:08Z
4760,CINF,11342800089.08,2018-07-26T17:00:00Z
4761,CINF,12434299711.06,2018-04-25T17:00:00Z
4762,CINF,12494460971.75,2018-02-07T17:00:00Z
4763,CINF,12725134052.54,2017-10-26T17:00:00Z
