,Instrument,Income Available to Common Shares,Original Announcement Date Time
2293,TXT,153000000.0,2017-07-19T17:00:00Z
2294,TXT,101000000.0,2017-04-19T17:00:00Z
2295,TXT,214000000.0,2017-01-25T17:00:00Z
2296,TXT,421000000.0,2016-10-20T11:30:00Z
2297,TXT,177000000.0,2016-07-22T17:00:00Z
2298,EBAY,641000000.0,2021-04-28T20:05:10Z
2299,EBAY,845000000.0,2021-02-03T21:05:05Z
2300,EBAY,664000000.0,2020-10-28T20:05:07Z
2301,EBAY,746000000.0,2020-07-28T20:15:06Z
2302,EBAY,3412000000.0,2020-04-29T20:15:05Z
2303,EBAY,556000000.0,2020-01-28T21:15:03Z
2304,EBAY,310000000.0,2019-10-23T20:15:04Z
2305,EBAY,402000000.0,2019-07-17T20:15:04Z
2306,EBAY,518000000.0,2019-04-23T20:15:06Z
2307,EBAY,760000000.0,2019-01-29T21:15:04Z
2308,EBAY,721000000.0,2018-10-30T21:15:03Z
2309,EBAY,642000000.0,2018-07-18T20:21:57Z
2310,EBAY,407000000.0,2018-04-25T17:00:00Z
2311,EBAY,-2601000000.0,2018-01-31T17:00:00Z
2312,EBAY,520000000.0,2017-10-18T17:00:00Z
2313,EBAY,29000000.0,2017-07-20T21:15:00Z
2314,EBAY,1035000000.0,2017-04-19T06:45:00Z
2315,EBAY,5936000000.0,2017-01-25T21:30:00Z
2316,EBAY,413000000.0,2016-10-19T17:00:00Z
2317,EBAY,435000000.0,2016-07-20T21:17:00Z
2318,BAC,7560000000.0,2021-04-15T12:08:51Z
2319,BAC,5208000000.0,2021-01-19T11:48:45Z
2320,BAC,4440000000.0,2020-10-14T10:49:03Z
2321,BAC,3284000000.0,2020-07-16T10:48:57Z
2322,BAC,3541000000.0,2020-04-15T10:54:04Z
2323,BAC,6748000000.0,2020-01-15T12:11:33Z
2324,BAC,5272000000.0,2019-10-16T10:59:01Z
2325,BAC,7109000000.0,2019-07-17T10:48:52Z
2326,BAC,6869000000.0,2019-04-16T10:47:43Z
2327,BAC,7039000000.0,2019-01-16T11:49:16Z
2328,BAC,6701000000.0,2018-10-15T11:49:17Z
2329,BAC,6466000000.0,2018-07-16T11:01:47Z
2330,BAC,6490000000.0,2018-04-15T17:00:00Z
2331,BAC,2079000000.0,2018-01-17T16:00:00Z
2332,BAC,4959000000.0,2017-10-13T17:00:00Z
2333,BAC,4745000000.0,2017-07-18T17:00:00Z
2334,BAC,4835000000.0,2017-04-18T17:00:00Z
2335,BAC,4251000000.0,2017-01-13T17:00:00Z
2336,BAC,4452000000.0,2016-10-17T11:45:00Z
2337,BAC,4422000000.0,2016-07-18T11:50:00Z
2338,PYPL,1097000000.0,2021-05-05T20:32:00Z
2339,PYPL,1567000000.0,2021-02-03T21:37:58Z
2340,PYPL,1021000000.0,2020-11-02T21:37:32Z
2341,PYPL,1530000000.0,2020-07-29T20:33:11Z
2342,PYPL,84000000.0,2020-05-06T20:34:49Z
2343,PYPL,507000000.0,2020-01-29T21:29:10Z
2344,PYPL,462000000.0,2019-10-23T20:32:13Z
2345,PYPL,823000000.0,2019-07-24T20:15:04Z
2346,PYPL,667000000.0,2019-04-24T20:15:00Z
2347,PYPL,584000000.0,2019-01-30T21:30:55Z
2348,PYPL,436000000.0,2018-10-18T20:15:00Z
2349,PYPL,526000000.0,2018-07-25T20:23:34Z
2350,PYPL,511000000.0,2018-04-25T17:00:00Z
2351,PYPL,620000000.0,2018-01-31T17:00:00Z
2352,PYPL,380000000.0,2017-10-19T17:00:00Z
2353,PYPL,411000000.0,2017-07-26T17:00:00Z
2354,PYPL,384000000.0,2017-04-26T21:38:30Z
2355,PYPL,390000000.0,2017-01-26T21:05:00Z
2356,PYPL,323000000.0,2016-10-20T21:05:00Z
2357,PYPL,323000000.0,2016-07-21T17:00:00Z
2358,CMCSA,3329000000.0,2021-04-29T11:00:00Z
2359,CMCSA,3380000000.0,2021-01-28T12:00:00Z
2360,CMCSA,2019000000.0,2020-10-29T11:00:01Z
2361,CMCSA,2988000000.0,2020-07-30T11:00:01Z
2362,CMCSA,2147000000.0,2020-04-30T11:08:45Z
2363,CMCSA,3162000000.0,2020-01-23T12:07:27Z
2364,CMCSA,3217000000.0,2019-10-24T11:00:01Z
2365,CMCSA,3125000000.0,2019-07-25T11:00:00Z
2366,CMCSA,3553000000.0,2019-04-25T11:00:01Z
2367,CMCSA,2511000000.0,2019-01-23T12:00:00Z
2368,CMCSA,2886000000.0,2018-10-25T10:38:35Z
2369,CMCSA,3216000000.0,2018-07-26T11:07:06Z
2370,CMCSA,3118000000.0,2018-04-25T17:00:00Z
2371,CMCSA,14999000000.0,2018-01-24T17:00:00Z
2372,CMCSA,2642000000.0,2017-10-26T12:05:00Z
2373,CMCSA,2521000000.0,2017-07-27T11:19:00Z
2374,CMCSA,2573000000.0,2017-04-27T11:15:00Z
2375,CMCSA,2296000000.0,2017-01-26T12:00:00Z
2376,CMCSA,2237000000.0,2016-10-26T16:00:00Z
2377,CMCSA,2028000000.0,2016-07-27T17:00:00Z
2378,EQR,56766000.0,2021-04-27T20:29:20Z
2379,EQR,252084000.0,2021-02-10T21:17:52Z
2380,EQR,90513000.0,2020-10-27T20:16:53Z
2381,EQR,260116000.0,2020-07-28T20:18:04Z
2382,EQR,307833000.0,2020-05-05T20:26:27Z
2383,EQR,288992000.0,2020-01-28T21:20:28Z
2384,EQR,266333000.0,2019-10-22T20:22:44Z
2385,EQR,308196000.0,2019-07-30T20:16:47Z
2386,EQR,103766000.0,2019-04-30T20:30:00Z
2387,EQR,116415000.0,2019-01-29T21:19:00Z
2388,EQR,214164000.0,2018-10-23T20:20:41Z
2389,EQR,112830000.0,2018-07-24T17:00:00Z
2390,EQR,211036000.0,2018-04-24T17:00:00Z
2391,EQR,124669000.0,2018-01-30T17:00:00Z
2392,EQR,137457000.0,2017-10-24T17:00:00Z
2393,EQR,195268000.0,2017-07-25T17:00:00Z
2394,EQR,142969000.0,2017-04-25T17:00:00Z
2395,EQR,276477000.0,2017-01-31T17:00:00Z
2396,EQR,207543000.0,2016-10-25T17:00:00Z
2397,EQR,218067000.0,2016-07-26T21:13:00Z
2398,SBUX,659400000.0,2021-04-27T20:13:35Z
2399,SBUX,622200000.0,2021-01-26T21:08:59Z
2400,SBUX,392600000.0,2020-10-29T20:16:18Z
2401,SBUX,-678400000.0,2020-07-28T20:08:03Z
2402,SBUX,328400000.0,2020-04-28T20:12:28Z
2403,SBUX,885700000.0,2020-01-28T21:13:18Z
2404,SBUX,802800000.0,2019-10-30T20:10:01Z
2405,SBUX,1372800000.0,2019-07-25T20:07:55Z
2406,SBUX,663200000.0,2019-04-25T20:08:02Z
2407,SBUX,760600000.0,2019-01-24T21:08:51Z
2408,SBUX,755500000.0,2018-11-01T20:09:04Z
2409,SBUX,852500000.0,2018-07-26T17:00:00Z
2410,SBUX,660100000.0,2018-04-26T16:00:00Z
2411,SBUX,2250200000.0,2018-01-25T17:00:00Z
2412,SBUX,788600000.0,2017-11-02T17:00:00Z
2413,SBUX,691600000.0,2017-07-27T21:05:00Z
2414,SBUX,652800000.0,2017-04-27T06:41:00Z
2415,SBUX,751800000.0,2017-01-26T21:03:00Z
2416,SBUX,800900000.0,2016-11-03T21:05:00Z
2417,SBUX,754100000.0,2016-07-21T21:04:00Z
2418,EW,338200000.0,2021-04-20T20:15:04Z
2419,EW,309500000.0,2021-01-27T21:15:03Z
2420,EW,325200000.0,2020-10-21T20:15:07Z
2421,EW,-121900000.0,2020-07-23T20:28:56Z
2422,EW,310600000.0,2020-04-23T20:15:06Z
2423,EW,280200000.0,2020-01-30T21:15:14Z
2424,EW,274700000.0,2019-10-23T20:15:13Z
2425,EW,242300000.0,2019-07-23T20:15:05Z
2426,EW,249700000.0,2019-04-23T20:15:08Z
2427,EW,7000000.0,2019-01-31T21:15:15Z
2428,EW,225900000.0,2018-10-23T20:27:12Z
2429,EW,282700000.0,2018-07-26T20:41:29Z
2430,EW,206600000.0,2018-04-24T17:00:00Z
2431,EW,-2800000.0,2018-02-01T17:00:00Z
2432,EW,170100000.0,2017-10-24T17:00:00Z
2433,EW,186100000.0,2017-07-26T17:00:00Z
2434,EW,230200000.0,2017-04-25T17:00:00Z
2435,EW,158500000.0,2017-02-01T17:00:00Z
2436,EW,141400000.0,2016-10-25T17:00:00Z
2437,EW,126600000.0,2016-07-26T17:00:00Z
2438,TMO,2337000000.0,2021-04-29T10:00:08Z
2439,TMO,2498000000.0,2021-02-01T11:03:58Z
2440,TMO,1933000000.0,2020-10-21T10:00:04Z
2441,TMO,1156000000.0,2020-07-22T10:00:05Z
2442,TMO,788000000.0,2020-04-22T10:00:07Z
2443,TMO,1002000000.0,2020-01-30T11:00:04Z
2444,TMO,760000000.0,2019-10-23T10:00:05Z
2445,TMO,1119000000.0,2019-07-24T10:00:16Z
2446,TMO,815000000.0,2019-04-24T10:00:08Z
2447,TMO,898000000.0,2019-01-30T11:00:17Z
2448,TMO,709000000.0,2018-10-24T10:02:42Z
2449,TMO,752000000.0,2018-07-25T10:00:21Z
2450,TMO,579000000.0,2018-04-25T17:00:00Z
2451,TMO,528100000.0,2018-01-31T17:00:00Z
2452,TMO,533900000.0,2017-10-25T17:00:00Z
2453,TMO,611600000.0,2017-07-26T17:00:00Z
2454,TMO,551400000.0,2017-04-26T17:00:00Z
2455,TMO,629500000.0,2017-01-31T11:00:00Z
2456,TMO,473500000.0,2016-10-27T17:00:00Z
2457,TMO,516600000.0,2016-07-28T17:00:00Z
2458,NXPI,353000000.0,2021-04-26T22:01:49Z
2459,NXPI,309000000.0,2021-02-01T21:20:48Z
2460,NXPI,-22000000.0,2020-10-26T21:02:51Z
2461,NXPI,-214000000.0,2020-07-27T21:03:46Z
2462,NXPI,-21000000.0,2020-04-27T21:22:57Z
2463,NXPI,114000000.0,2020-02-03T22:03:45Z
2464,NXPI,109000000.0,2019-10-29T11:18:37Z
2465,NXPI,41000000.0,2019-07-30T00:02:37Z
2466,NXPI,-21000000.0,2019-04-30T10:34:33Z
2467,NXPI,276000000.0,2019-02-07T11:22:03Z
2468,NXPI,1820000000.0,2018-11-01T10:49:14Z
2469,NXPI,54000000.0,2018-07-26T10:47:48Z
2470,NXPI,58000000.0,2018-05-03T17:00:00Z
2471,NXPI,753000000.0,2018-02-08T17:00:00Z
2472,NXPI,108000000.0,2017-10-26T17:00:00Z
2473,NXPI,49000000.0,2017-08-03T17:00:00Z
2474,NXPI,1305000000.0,2017-05-04T17:00:00Z
2475,NXPI,520000000.0,2017-02-02T17:00:00Z
2476,NXPI,91000000.0,2016-10-27T17:00:00Z
2477,NXPI,-13000000.0,2016-08-02T17:00:00Z
2478,HPE,259000000.0,2021-06-01T20:05:00Z
2479,HPE,223000000.0,2021-03-02T21:05:00Z
2480,HPE,157000000.0,2020-12-01T21:05:01Z
2481,HPE,9000000.0,2020-08-25T20:05:00Z
2482,HPE,-821000000.0,2020-05-21T20:05:00Z
2483,HPE,333000000.0,2020-03-03T21:05:00Z
2484,HPE,480000000.0,2019-11-25T21:05:00Z
2485,HPE,-27000000.0,2019-08-27T20:05:00Z
2486,HPE,419000000.0,2019-05-23T20:05:00Z
2487,HPE,177000000.0,2019-02-21T21:05:00Z
2488,HPE,-757000000.0,2018-12-04T21:05:07Z
2489,HPE,451000000.0,2018-08-28T20:05:07Z
2490,HPE,778000000.0,2018-05-22T17:00:00Z
2491,HPE,1436000000.0,2018-02-22T17:00:00Z
2492,HPE,524000000.0,2017-11-21T17:00:00Z
2493,HPE,165000000.0,2017-09-05T21:46:00Z
2494,HPE,-612000000.0,2017-05-31T21:35:00Z
2495,HPE,267000000.0,2017-02-23T21:05:00Z
2496,HPE,302000000.0,2016-11-22T17:00:00Z
2497,HPE,2272000000.0,2016-09-07T17:00:00Z
2498,ENPH,31698000.0,2021-04-27T20:05:01Z
2499,ENPH,72991000.0,2021-02-09T21:05:02Z
2500,ENPH,39362000.0,2020-10-27T20:20:51Z
2501,ENPH,-47294000.0,2020-08-04T20:05:10Z
2502,ENPH,68936000.0,2020-05-05T20:05:12Z
2503,ENPH,116666000.0,2020-02-18T21:05:11Z
2504,ENPH,31099000.0,2019-10-29T20:05:29Z
2505,ENPH,10618000.0,2019-07-30T20:05:20Z
2506,ENPH,2765000.0,2019-04-30T20:06:38Z
2507,ENPH,709000.0,2019-02-26T21:12:52Z
2508,ENPH,-3470000.0,2018-11-06T22:20:43Z
2509,ENPH,-3738000.0,2018-07-31T17:00:00Z
2510,ENPH,-5128000.0,2018-05-01T17:00:00Z
2511,ENPH,-2940000.0,2018-02-27T17:00:00Z
2512,ENPH,-6854000.0,2017-11-07T16:00:00Z
2513,ENPH,-12093000.0,2017-08-08T21:05:00Z
2514,ENPH,-23305000.0,2017-05-09T17:00:00Z
2515,ENPH,-13188000.0,2017-02-28T21:05:00Z
2516,ENPH,-18756000.0,2016-11-01T16:00:00Z
2517,ENPH,-16723000.0,2016-08-02T17:00:00Z
2518,HAS,116200000.0,2021-04-27T10:30:00Z
2519,HAS,105173000.0,2021-02-08T12:04:48Z
2520,HAS,220898000.0,2020-10-26T10:30:00Z
2521,HAS,-33915000.0,2020-07-27T10:30:01Z
2522,HAS,-69637000.0,2020-04-29T10:00:00Z
2523,HAS,267345000.0,2020-02-11T11:30:00Z
2524,HAS,212949000.0,2019-10-22T10:30:00Z
2525,HAS,13433000.0,2019-07-23T10:30:00Z
2526,HAS,26727000.0,2019-04-23T10:30:00Z
2527,HAS,8766000.0,2019-02-08T11:30:00Z
2528,HAS,263861000.0,2018-10-22T10:30:00Z
2529,HAS,60299000.0,2018-07-23T10:30:00Z
2530,HAS,-112492000.0,2018-04-23T17:00:00Z
2531,HAS,-5298000.0,2018-02-07T17:00:00Z
2532,HAS,265583000.0,2017-10-23T17:00:00Z
2533,HAS,67723000.0,2017-07-24T11:30:00Z
2534,HAS,68599000.0,2017-04-24T17:00:00Z
2535,HAS,192725000.0,2017-02-06T11:30:00Z
2536,HAS,257798000.0,2016-10-17T11:30:00Z
2537,HAS,52106000.0,2016-07-18T17:00:00Z
2538,IR,-90400000.0,2021-04-28T20:34:19Z
2539,IR,151600000.0,2021-02-22T22:05:00Z
2540,IR,29500000.0,2020-11-02T21:30:00Z
2541,IR,-177600000.0,2020-08-03T20:36:42Z
2542,IR,-36800000.0,2020-05-12T10:32:45Z
2543,IR,25700000.0,2020-02-17T21:16:00Z
2544,IR,41300000.0,2019-10-28T20:15:00Z
2545,IR,44900000.0,2019-07-31T20:15:00Z
2546,IR,47100000.0,2019-04-30T21:47:27Z
2547,IR,94500000.0,2019-02-19T12:05:08Z
2548,IR,72200000.0,2018-10-25T20:18:28Z
2549,IR,60300000.0,2018-08-01T20:15:01Z
2550,IR,42400000.0,2018-04-26T17:00:00Z
2551,IR,143600000.0,2018-02-15T17:00:00Z
2552,IR,28000000.0,2017-10-25T17:00:00Z
2553,IR,-146300000.0,2017-08-02T21:30:00Z
2554,IR,-7015000.0,2017-05-03T17:00:00Z
2555,IR,-10220000.0,2017-05-03T17:00:00Z
2556,IR,-12900000.0,2017-10-27T23:00:00Z
2557,IR,-3900000.0,2017-08-04T23:00:00Z
2558,KHC,563000000.0,2021-04-29T11:02:31Z
2559,KHC,1032000000.0,2021-02-11T12:03:54Z
2560,KHC,597000000.0,2020-10-29T11:13:19Z
2561,KHC,-1651000000.0,2020-07-30T11:07:45Z
2562,KHC,378000000.0,2020-04-30T11:26:39Z
2563,KHC,182000000.0,2020-02-13T12:05:38Z
2564,KHC,899000000.0,2019-10-31T11:38:54Z
2565,KHC,449000000.0,2019-08-08T11:42:00Z
2566,KHC,405000000.0,2019-08-08T11:42:00Z
2567,KHC,-12568000000.0,2019-02-21T22:02:43Z
2568,KHC,619000000.0,2018-11-01T20:16:58Z
2569,KHC,754000000.0,2018-08-03T11:39:32Z
2570,KHC,1003000000.0,2018-05-02T17:00:00Z
2571,KHC,7945000000.0,2018-02-16T17:00:00Z
2572,KHC,944000000.0,2017-11-01T17:00:00Z
2573,KHC,1159000000.0,2017-08-03T17:00:00Z
2574,KHC,893000000.0,2017-05-03T17:00:00Z
2575,KHC,908000000.0,2017-02-15T17:00:00Z
2576,KHC,842000000.0,2016-11-03T21:00:10Z
2577,KHC,770000000.0,2016-08-04T21:02:00Z
2578,HAL,170000000.0,2021-04-21T10:48:39Z
2579,HAL,-235000000.0,2021-01-19T11:45:37Z
2580,HAL,-17000000.0,2020-10-23T14:02:32Z
2581,HAL,-1676000000.0,2020-07-20T10:45:00Z
2582,HAL,-1017000000.0,2020-04-20T10:50:07Z
2583,HAL,-1653000000.0,2020-01-21T11:45:00Z
2584,HAL,295000000.0,2019-10-21T10:45:00Z
2585,HAL,75000000.0,2019-07-22T10:45:00Z
2586,HAL,152000000.0,2019-04-22T19:29:37Z
2587,HAL,664000000.0,2019-01-22T11:45:00Z
2588,HAL,435000000.0,2018-10-22T10:47:40Z
2589,HAL,511000000.0,2018-07-23T17:00:00Z
2590,HAL,46000000.0,2018-04-23T17:00:00Z
2591,HAL,-824000000.0,2018-01-22T17:00:00Z
2592,HAL,365000000.0,2017-10-23T17:00:00Z
2593,HAL,28000000.0,2017-07-24T06:45:00Z
2594,HAL,-32000000.0,2017-04-23T23:50:00Z
2595,HAL,-149000000.0,2017-01-23T11:50:00Z
2596,HAL,6000000.0,2016-10-19T11:50:00Z
2597,HAL,-3208000000.0,2016-07-20T11:50:00Z
2598,BR,165000000.0,2021-05-04T11:00:07Z
2599,BR,56300000.0,2021-02-02T12:00:30Z
2600,BR,65800000.0,2020-10-30T11:00:10Z
2601,BR,229700000.0,2020-08-11T11:00:12Z
2602,BR,166800000.0,2020-05-08T11:00:10Z
2603,BR,10100000.0,2020-01-31T12:00:12Z
2604,BR,55900000.0,2019-11-06T12:00:11Z
2605,BR,183300000.0,2019-08-01T11:00:06Z
2606,BR,172200000.0,2019-05-07T11:00:14Z
2607,BR,49900000.0,2019-02-07T12:00:08Z
2608,BR,76700000.0,2018-11-06T13:22:30Z
2609,BR,206800000.0,2018-08-07T12:31:02Z
2610,BR,109100000.0,2018-05-08T17:00:00Z
2611,BR,62100000.0,2018-02-08T17:00:00Z
2612,BR,49900000.0,2017-11-08T16:00:00Z
2613,BR,187100000.0,2017-08-10T12:00:00Z
2614,BR,75900000.0,2017-05-10T16:00:00Z
2615,BR,30100000.0,2017-02-08T13:02:00Z
2616,BR,33700000.0,2016-11-09T11:00:00Z
2617,BR,170100000.0,2016-08-09T17:00:00Z
2618,QCOM,1762000000.0,2021-04-28T20:05:52Z
2619,QCOM,2455000000.0,2021-02-03T21:06:19Z
2620,QCOM,2960000000.0,2020-11-04T22:22:17Z
2621,QCOM,845000000.0,2020-07-29T20:19:05Z
2622,QCOM,468000000.0,2020-04-29T20:19:06Z
2623,QCOM,925000000.0,2020-02-05T21:05:04Z
2624,QCOM,506000000.0,2019-11-06T21:04:46Z
2625,QCOM,2149000000.0,2019-07-31T20:07:14Z
2626,QCOM,663000000.0,2019-05-01T20:07:21Z
2627,QCOM,1068000000.0,2019-01-30T21:06:39Z
2628,QCOM,-513000000.0,2018-11-07T22:03:11Z
2629,QCOM,1202000000.0,2018-07-25T20:07:58Z
2630,QCOM,330000000.0,2018-04-25T17:00:00Z
2631,QCOM,-5983000000.0,2018-01-31T23:00:00Z
2632,QCOM,148000000.0,2017-11-01T17:00:00Z
2633,QCOM,866000000.0,2017-07-19T16:00:00Z
2634,QCOM,749000000.0,2017-04-19T16:00:00Z
2635,QCOM,682000000.0,2017-01-25T17:00:00Z
2636,QCOM,1599000000.0,2016-11-02T17:00:00Z
2637,QCOM,1444000000.0,2016-07-20T16:00:00Z
2638,ATVI,619000000.0,2021-05-04T20:05:02Z
2639,ATVI,509000000.0,2021-02-04T21:05:01Z
2640,ATVI,604000000.0,2020-10-29T20:05:01Z
2641,ATVI,580000000.0,2020-08-04T20:18:33Z
2642,ATVI,505000000.0,2020-05-05T20:05:01Z
2643,ATVI,525000000.0,2020-02-06T21:16:33Z
2644,ATVI,204000000.0,2019-11-07T21:05:02Z
2645,ATVI,328000000.0,2019-08-08T20:05:01Z
2646,ATVI,447000000.0,2019-05-02T20:10:00Z
2647,ATVI,686000000.0,2019-02-12T22:15:41Z
2648,ATVI,260000000.0,2018-11-08T21:19:55Z
2649,ATVI,402000000.0,2018-08-02T20:17:44Z
2650,ATVI,500000000.0,2018-05-03T16:00:00Z
2651,ATVI,-585000000.0,2018-02-08T17:00:00Z
2652,ATVI,188000000.0,2017-11-02T17:00:00Z
2653,ATVI,243000000.0,2017-08-03T17:00:00Z
2654,ATVI,426000000.0,2017-05-04T04:00:00Z
2655,ATVI,253000000.0,2017-02-09T17:00:00Z
2656,ATVI,198000000.0,2016-11-03T17:00:00Z
2657,ATVI,150000000.0,2016-08-04T17:00:00Z
2658,DGX,468000000.0,2021-04-22T10:45:03Z
2659,DGX,576000000.0,2021-02-04T11:49:01Z
2660,DGX,566000000.0,2020-10-22T10:54:36Z
2661,DGX,184000000.0,2020-07-23T10:46:48Z
2662,DGX,99000000.0,2020-04-22T10:45:04Z
2663,DGX,252000000.0,2020-01-30T11:51:53Z
2664,DGX,214000000.0,2019-10-22T10:47:42Z
2665,DGX,226000000.0,2019-07-23T10:53:49Z
2666,DGX,163000000.0,2019-04-23T10:45:04Z
2667,DGX,126000000.0,2019-02-14T11:52:06Z
2668,DGX,212000000.0,2018-10-23T10:52:28Z
2669,DGX,219000000.0,2018-07-24T10:53:48Z
2670,DGX,176000000.0,2018-04-19T17:00:00Z
2671,DGX,253000000.0,2018-02-01T17:00:00Z
2672,DGX,160000000.0,2017-10-19T16:00:00Z
2673,DGX,193000000.0,2017-07-25T11:45:00Z
2674,DGX,163000000.0,2017-04-20T17:00:00Z
2675,DGX,155000000.0,2017-01-26T11:45:00Z
2676,DGX,190000000.0,2016-10-20T16:00:00Z
2677,DGX,194000000.0,2016-07-25T16:00:00Z
2678,TDG,104000000.0,2021-05-11T20:38:21Z
2679,TDG,-23000000.0,2021-02-09T22:01:54Z
2680,TDG,82000000.0,2020-11-12T12:27:42Z
2681,TDG,-6000000.0,2020-08-04T11:18:36Z
2682,TDG,319000000.0,2020-05-05T11:16:38Z
2683,TDG,119000000.0,2020-02-04T21:28:25Z
2684,TDG,260158000.0,2019-11-19T21:01:40Z
2685,TDG,145000000.0,2019-08-07T21:13:18Z
2686,TDG,202408000.0,2019-05-07T11:18:38Z
2687,TDG,171733000.0,2019-02-05T12:32:23Z
2688,TDG,228763000.0,2018-11-09T20:33:45Z
2689,TDG,217246000.0,2018-08-07T11:25:03Z
2690,TDG,196278000.0,2018-05-01T17:00:00Z
2691,TDG,258627000.0,2018-02-06T17:00:00Z
2692,TDG,90172000.0,2017-11-09T17:00:00Z
2693,TDG,169053000.0,2017-08-08T17:00:00Z
2694,TDG,155505000.0,2017-05-09T12:15:00Z
2695,TDG,22900000.0,2017-02-07T12:22:00Z
2696,TDG,192288000.0,2016-11-14T12:15:00Z
2697,TDG,160622000.0,2016-08-09T12:15:00Z
2698,LNC,225000000.0,2021-05-05T20:19:13Z
2699,LNC,143000000.0,2021-02-03T21:19:13Z
2700,LNC,398000000.0,2020-11-04T21:15:01Z
2701,LNC,-94000000.0,2020-08-05T20:24:54Z
2702,LNC,52000000.0,2020-05-06T20:19:08Z
2703,LNC,432000000.0,2020-02-05T21:47:26Z
2704,LNC,-161000000.0,2019-10-30T20:21:54Z
2705,LNC,363000000.0,2019-07-31T20:22:17Z
2706,LNC,252000000.0,2019-05-01T20:28:13Z
2707,LNC,399000000.0,2019-02-06T21:20:23Z
2708,LNC,490000000.0,2018-11-02T01:19:58Z
2709,LNC,385000000.0,2018-08-01T17:00:00Z
2710,LNC,367000000.0,2018-05-02T16:00:00Z
2711,LNC,815000000.0,2018-01-31T17:00:00Z
2712,LNC,418000000.0,2017-11-01T17:00:00Z
2713,LNC,411000000.0,2017-08-02T17:00:00Z
2714,LNC,435000000.0,2017-05-03T17:00:00Z
2715,LNC,193000000.0,2017-02-01T17:00:00Z
2716,LNC,467000000.0,2016-11-02T17:00:00Z
2717,LNC,325000000.0,2016-08-03T17:00:00Z
2718,IPG,91700000.0,2021-04-28T11:00:02Z
2719,IPG,112300000.0,2021-02-10T12:00:01Z
2720,IPG,279700000.0,2020-10-21T11:00:10Z
2721,IPG,-45600000.0,2020-07-29T11:00:10Z
2722,IPG,4700000.0,2020-04-22T11:00:10Z
2723,IPG,328900000.0,2020-02-12T12:00:11Z
2724,IPG,165600000.0,2019-10-22T11:00:12Z
2725,IPG,169500000.0,2019-07-23T11:00:16Z
2726,IPG,-8000000.0,2019-04-26T11:00:01Z
2727,IPG,326200000.0,2019-02-13T12:01:17Z
2728,IPG,161000000.0,2018-10-19T11:01:43Z
2729,IPG,145800000.0,2018-07-24T11:01:20Z
2730,IPG,-14100000.0,2018-04-27T22:00:00Z
2731,IPG,252300000.0,2018-02-14T17:00:00Z
2732,IPG,169700000.0,2017-10-24T15:51:00Z
2733,IPG,107700000.0,2017-07-25T12:00:00Z
2734,IPG,24700000.0,2017-04-21T16:00:00Z
2735,IPG,317600000.0,2017-02-10T12:00:00Z
2736,IPG,128600000.0,2016-10-27T17:00:00Z
2737,IPG,156900000.0,2016-07-21T17:00:00Z
2738,JNPR,-31100000.0,2021-04-27T20:10:00Z
2739,JNPR,30800000.0,2021-01-28T21:19:09Z
2740,JNPR,145400000.0,2020-10-27T20:15:10Z
2741,JNPR,61200000.0,2020-07-28T20:22:57Z
2742,JNPR,20400000.0,2020-04-28T20:22:11Z
2743,JNPR,168400000.0,2020-01-27T21:23:32Z
2744,JNPR,99300000.0,2019-10-25T10:07:15Z
2745,JNPR,46200000.0,2019-07-25T20:22:55Z
2746,JNPR,31100000.0,2019-04-25T20:27:13Z
2747,JNPR,192200000.0,2019-01-29T21:28:49Z
2748,JNPR,223800000.0,2018-10-23T20:24:14Z
2749,JNPR,116500000.0,2018-07-26T20:25:10Z
2750,JNPR,34400000.0,2018-05-01T17:00:00Z
2751,JNPR,-148100000.0,2018-01-30T17:00:00Z
2752,JNPR,165700000.0,2017-10-24T17:00:00Z
2753,JNPR,179800000.0,2017-07-25T17:00:00Z
2754,JNPR,108800000.0,2017-04-25T17:00:00Z
2755,JNPR,188900000.0,2017-01-26T17:00:00Z
2756,JNPR,172400000.0,2016-10-25T17:00:00Z
2757,JNPR,140000000.0,2016-07-26T21:15:00Z
2758,TMUS,933000000.0,2021-05-04T20:05:22Z
2759,TMUS,750000000.0,2021-02-04T21:05:25Z
2760,TMUS,1253000000.0,2020-11-05T21:08:26Z
2761,TMUS,110000000.0,2020-08-06T20:06:46Z
2762,TMUS,951000000.0,2020-05-01T12:31:36Z
2763,TMUS,751000000.0,2020-02-06T21:05:23Z
2764,TMUS,870000000.0,2019-10-28T20:13:47Z
2765,TMUS,939000000.0,2019-07-25T20:13:25Z
2766,TMUS,908000000.0,2019-04-25T20:22:51Z
2767,TMUS,640000000.0,2019-02-07T12:52:30Z
2768,TMUS,795000000.0,2018-10-30T20:06:36Z
2769,TMUS,782000000.0,2018-08-01T20:17:35Z
2770,TMUS,671000000.0,2018-05-01T23:00:00Z
2771,TMUS,2693000000.0,2018-02-08T17:00:00Z
2772,TMUS,537000000.0,2017-10-23T16:00:00Z
2773,TMUS,567000000.0,2017-07-19T21:05:00Z
2774,TMUS,684000000.0,2017-04-24T17:00:00Z
2775,TMUS,376000000.0,2017-02-14T17:00:00Z
2776,TMUS,353000000.0,2016-10-24T16:00:00Z
2777,TMUS,211000000.0,2016-07-27T16:00:00Z
2778,CTLT,217100000.0,2021-05-04T13:05:48Z
2779,CTLT,76600000.0,2021-02-02T12:17:37Z
2780,CTLT,68800000.0,2020-11-03T13:12:29Z
