,Instrument,Income Available to Common Shares,Original Announcement Date Time
4162,MTD,129395000.0,2019-11-07T21:10:03Z
4163,MTD,127160000.0,2019-08-02T14:03:39Z
4164,MTD,111805000.0,2019-05-10T16:21:36Z
4165,MTD,181186000.0,2019-02-07T21:08:14Z
4166,MTD,126653000.0,2018-11-08T21:14:30Z
4167,MTD,111468000.0,2018-07-26T17:00:00Z
4168,MTD,93304000.0,2018-05-03T20:00:00Z
4169,MTD,76976000.0,2018-02-09T17:00:00Z
4170,MTD,104950000.0,2017-11-02T17:00:00Z
4171,MTD,101580000.0,2017-07-27T17:00:00Z
4172,MTD,92466000.0,2017-05-04T20:00:00Z
4173,MTD,137776000.0,2017-02-02T17:00:00Z
4174,MTD,101332000.0,2016-11-03T21:30:00Z
4175,MTD,79588000.0,2016-07-28T17:00:00Z
4176,CB,2300000000.0,2021-04-27T22:43:08Z
4177,CB,2418000000.0,2021-02-02T22:59:04Z
4178,CB,1194000000.0,2020-10-27T20:37:58Z
4179,CB,-331000000.0,2020-07-28T20:07:54Z
4180,CB,252000000.0,2020-04-21T20:28:10Z
4181,CB,1173000000.0,2020-02-04T21:08:09Z
4182,CB,1091000000.0,2019-10-30T10:18:52Z
4183,CB,1150000000.0,2019-07-23T20:20:12Z
4184,CB,1040000000.0,2019-04-30T20:59:29Z
4185,CB,355000000.0,2019-02-05T21:26:43Z
4186,CB,1231000000.0,2018-10-23T20:25:15Z
4187,CB,1294000000.0,2018-07-24T17:00:00Z
4188,CB,1082000000.0,2018-04-24T17:00:00Z
4189,CB,1533000000.0,2018-01-30T16:00:00Z
4190,CB,-70000000.0,2017-10-26T17:00:00Z
4191,CB,1305000000.0,2017-07-25T17:00:00Z
4192,CB,1093000000.0,2017-04-26T00:11:00Z
4193,CB,1610000000.0,2017-01-31T16:00:00Z
4194,CB,1360000000.0,2016-10-25T17:00:00Z
4195,CB,726000000.0,2016-07-26T21:25:00Z
4196,PEP,1714000000.0,2021-04-15T10:02:39Z
4197,PEP,1845000000.0,2021-02-11T11:12:55Z
4198,PEP,2291000000.0,2020-10-01T10:05:54Z
4199,PEP,1646000000.0,2020-07-13T10:20:14Z
4200,PEP,1338000000.0,2020-04-28T10:16:56Z
4201,PEP,1766000000.0,2020-02-13T11:15:42Z
4202,PEP,2100000000.0,2019-10-03T10:09:35Z
4203,PEP,2035000000.0,2019-07-09T10:10:09Z
4204,PEP,1413000000.0,2019-04-17T10:08:55Z
4205,PEP,6854000000.0,2019-02-15T11:24:26Z
4206,PEP,2498000000.0,2018-10-02T10:10:47Z
4207,PEP,1820000000.0,2018-07-10T10:09:40Z
4208,PEP,1341000000.0,2018-04-26T17:00:00Z
4209,PEP,-711000000.0,2018-02-13T17:00:00Z
4210,PEP,2143000000.0,2017-10-04T11:01:00Z
4211,PEP,2105000000.0,2017-07-11T11:06:00Z
4212,PEP,1318000000.0,2017-04-26T11:09:00Z
4213,PEP,1398000000.0,2017-02-15T11:30:00Z
4214,PEP,1991000000.0,2016-09-29T17:00:00Z
4215,PEP,2004000000.0,2016-07-07T16:00:00Z
4216,ABMD,56856000.0,2021-04-29T11:00:00Z
4217,ABMD,61868000.0,2021-01-28T12:00:00Z
4218,ABMD,62213000.0,2020-10-29T11:03:09Z
4219,ABMD,44588000.0,2020-08-06T11:00:00Z
4220,ABMD,31798000.0,2020-04-30T11:00:00Z
4221,ABMD,69217000.0,2020-02-06T12:00:00Z
4222,ABMD,13071000.0,2019-10-31T11:00:00Z
4223,ABMD,88923000.0,2019-08-01T11:00:00Z
4224,ABMD,73960000.0,2019-05-02T11:00:01Z
4225,ABMD,44862000.0,2019-01-31T12:00:00Z
4226,ABMD,50127000.0,2018-11-01T11:03:15Z
4227,ABMD,90066000.0,2018-07-26T17:00:00Z
4228,ABMD,36847000.0,2018-05-03T17:00:00Z
4229,ABMD,13446000.0,2018-02-01T17:00:00Z
4230,ABMD,24503000.0,2017-10-26T17:00:00Z
4231,ABMD,37374000.0,2017-07-27T17:00:00Z
4232,ABMD,14899000.0,2017-05-04T03:12:03Z
4233,ABMD,15432000.0,2017-01-26T17:00:00Z
4234,ABMD,8875000.0,2016-10-27T17:00:00Z
4235,ABMD,12910000.0,2016-07-28T12:00:00Z
4236,MCK,666000000.0,2021-05-06T20:05:01Z
4237,MCK,-6226000000.0,2021-02-02T12:03:58Z
4238,MCK,577000000.0,2020-11-03T12:00:00Z
4239,MCK,444000000.0,2020-08-03T11:00:01Z
4240,MCK,1021000000.0,2020-05-20T11:00:01Z
4241,MCK,186000000.0,2020-02-04T12:00:01Z
4242,MCK,-730000000.0,2019-10-30T11:00:01Z
4243,MCK,423000000.0,2019-07-31T20:10:00Z
4244,MCK,-796000000.0,2019-05-08T11:00:01Z
4245,MCK,469000000.0,2019-01-31T21:31:47Z
4246,MCK,499000000.0,2018-10-25T11:00:01Z
4247,MCK,-138000000.0,2018-07-26T11:00:01Z
4248,MCK,-1146000000.0,2018-05-24T17:00:00Z
4249,MCK,903000000.0,2018-02-01T17:00:00Z
4250,MCK,1000000.0,2017-10-26T12:11:00Z
4251,MCK,309000000.0,2017-07-27T17:00:00Z
4252,MCK,3588000000.0,2017-05-18T21:20:00Z
4253,MCK,633000000.0,2017-01-25T21:10:00Z
4254,MCK,307000000.0,2016-10-27T16:00:00Z
4255,MCK,542000000.0,2016-07-27T17:00:00Z
4256,EVRG,191600000.0,2021-05-06T10:05:00Z
4257,EVRG,51000000.0,2021-02-26T11:40:04Z
4258,EVRG,364500000.0,2020-11-05T11:11:17Z
4259,EVRG,133400000.0,2020-08-05T11:16:38Z
4260,EVRG,69400000.0,2020-05-06T20:43:51Z
4261,EVRG,63900000.0,2020-03-02T13:00:45Z
4262,EVRG,366800000.0,2019-11-06T21:48:55Z
4263,EVRG,139700000.0,2019-08-07T20:42:40Z
4264,EVRG,99500000.0,2019-05-08T20:49:20Z
4265,EVRG,18900000.0,2019-02-22T11:29:40Z
4266,EVRG,354800000.0,2018-11-07T22:17:16Z
4267,EVRG,101700000.0,2018-08-08T21:16:12Z
4268,EVRG,60381000.0,2018-05-08T17:00:00Z
4269,EVRG,33819000.0,2018-02-21T17:00:00Z
4270,EVRG,158000000.0,2017-10-31T23:00:00Z
4271,EVRG,71935000.0,2017-08-08T16:00:00Z
4272,EVRG,59553000.0,2017-05-09T16:00:00Z
4273,EVRG,53823000.0,2017-02-22T17:00:00Z
4274,EVRG,154395000.0,2016-11-01T22:00:00Z
4275,EVRG,72184000.0,2016-08-02T16:00:00Z
4276,MMM,1624000000.0,2021-04-27T10:30:08Z
4277,MMM,1389000000.0,2021-01-26T11:30:08Z
4278,MMM,1413000000.0,2020-10-27T10:30:00Z
4279,MMM,1290000000.0,2020-07-28T10:30:01Z
4280,MMM,1308000000.0,2020-04-28T10:30:00Z
4281,MMM,969000000.0,2020-01-28T11:30:00Z
4282,MMM,1583000000.0,2019-10-24T10:30:00Z
4283,MMM,1127000000.0,2019-07-25T10:30:00Z
4284,MMM,891000000.0,2019-04-25T10:30:00Z
4285,MMM,1347000000.0,2019-01-29T11:30:00Z
4286,MMM,1543000000.0,2018-10-23T11:30:00Z
4287,MMM,1857000000.0,2018-07-24T11:30:00Z
4288,MMM,602000000.0,2018-04-24T16:00:00Z
4289,MMM,523000000.0,2018-01-25T17:00:00Z
4290,MMM,1429000000.0,2017-10-24T17:00:00Z
4291,MMM,1583000000.0,2017-07-25T12:30:00Z
4292,MMM,1323000000.0,2017-04-24T11:30:00Z
4293,MMM,1155000000.0,2017-01-24T17:00:00Z
4294,MMM,1329000000.0,2016-10-25T12:30:00Z
4295,MMM,1291000000.0,2016-07-26T17:00:00Z
4296,MAA,46217000.0,2021-04-28T20:18:07Z
4297,MAA,82311000.0,2021-02-03T21:53:51Z
4298,MAA,58910000.0,2020-10-28T20:19:48Z
4299,MAA,74040000.0,2020-07-29T20:33:38Z
4300,MAA,35676000.0,2020-05-06T20:26:39Z
4301,MAA,148450000.0,2020-01-29T21:16:31Z
4302,MAA,77605000.0,2019-10-30T20:22:05Z
4303,MAA,60899000.0,2019-07-31T20:19:13Z
4304,MAA,62651000.0,2019-05-01T20:20:03Z
4305,MAA,60280000.0,2019-01-30T21:20:04Z
4306,MAA,51800000.0,2018-10-31T20:22:42Z
4307,MAA,58807000.0,2018-08-01T17:00:00Z
4308,MAA,48018000.0,2018-05-02T17:00:00Z
4309,MAA,122330000.0,2018-01-31T17:00:00Z
4310,MAA,113606000.0,2017-10-25T16:00:00Z
4311,MAA,47317000.0,2017-07-26T17:00:00Z
4312,MAA,40910000.0,2017-04-26T17:00:00Z
4313,MAA,38992000.0,2017-02-01T17:00:00Z
4314,MAA,84025000.0,2016-10-27T16:00:00Z
4315,MAA,45010000.0,2016-07-27T21:20:00Z
4316,WM,421000000.0,2021-04-27T11:21:00Z
4317,WM,438000000.0,2021-02-18T12:12:00Z
4318,WM,390000000.0,2020-11-02T12:25:00Z
4319,WM,307000000.0,2020-07-30T11:13:00Z
4320,WM,361000000.0,2020-05-06T11:15:00Z
4321,WM,447000000.0,2020-02-13T12:30:00Z
4322,WM,495000000.0,2019-10-23T11:02:00Z
4323,WM,381000000.0,2019-07-25T11:07:00Z
4324,WM,347000000.0,2019-04-25T11:00:01Z
4325,WM,531000000.0,2019-02-14T12:07:00Z
4326,WM,499000000.0,2018-10-25T11:32:43Z
4327,WM,499000000.0,2018-07-25T11:36:28Z
4328,WM,396000000.0,2018-04-20T17:00:00Z
4329,WM,903000000.0,2018-02-15T17:00:00Z
4330,WM,386000000.0,2017-10-26T17:00:00Z
4331,WM,362000000.0,2017-07-26T11:15:00Z
4332,WM,298000000.0,2017-04-26T12:20:00Z
4333,WM,335000000.0,2017-02-16T17:00:00Z
4334,WM,302000000.0,2016-10-26T12:15:00Z
4335,WM,287000000.0,2016-07-27T17:00:00Z
4336,AJG,382100000.0,2021-04-29T20:15:13Z
4337,AJG,142200000.0,2021-01-29T02:24:26Z
4338,AJG,176600000.0,2020-10-30T21:15:12Z
4339,AJG,153700000.0,2020-07-30T23:21:02Z
4340,AJG,346300000.0,2020-04-30T20:15:13Z
4341,AJG,98500000.0,2020-01-30T21:15:13Z
4342,AJG,126100000.0,2019-10-25T17:31:19Z
4343,AJG,110100000.0,2019-07-25T20:15:19Z
4344,AJG,334100000.0,2019-04-25T20:15:16Z
4345,AJG,117300000.0,
4346,AJG,127600000.0,2018-10-25T20:15:09Z
4347,AJG,114900000.0,2018-07-26T17:00:00Z
4348,AJG,273700000.0,2018-05-01T17:00:00Z
4349,AJG,71500000.0,2018-01-25T17:00:00Z
4350,AJG,111000000.0,2017-10-30T23:00:00Z
4351,AJG,70000000.0,2017-07-27T21:15:00Z
4352,AJG,228800000.0,2017-04-27T21:21:00Z
4353,AJG,77500000.0,2017-01-26T17:00:00Z
4354,AJG,122800000.0,2016-10-27T21:18:00Z
4355,AJG,150000000.0,2016-07-28T16:00:00Z
4356,WHR,433000000.0,2021-04-21T20:05:10Z
4357,WHR,497000000.0,2021-01-27T21:05:16Z
4358,WHR,397000000.0,2020-10-21T20:05:13Z
4359,WHR,35000000.0,2020-07-22T20:05:10Z
4360,WHR,152000000.0,2020-04-30T20:10:04Z
4361,WHR,288000000.0,2020-01-27T21:10:04Z
4362,WHR,358000000.0,2019-10-22T20:10:04Z
4363,WHR,67000000.0,2019-07-22T20:10:03Z
4364,WHR,471000000.0,2019-04-22T20:10:03Z
4365,WHR,170000000.0,2019-01-28T21:10:03Z
4366,WHR,210000000.0,2018-10-24T20:10:03Z
4367,WHR,-657000000.0,2018-07-23T20:30:07Z
4368,WHR,94000000.0,2018-04-23T17:00:00Z
4369,WHR,-268000000.0,2018-01-24T16:00:00Z
4370,WHR,276000000.0,2017-10-23T16:00:00Z
4371,WHR,189000000.0,2017-07-26T21:33:58Z
4372,WHR,153000000.0,2017-04-24T22:00:00Z
4373,WHR,180000000.0,2017-01-26T11:00:00Z
4374,WHR,238000000.0,2016-10-25T10:00:00Z
4375,WHR,320000000.0,2016-07-22T11:00:00Z
4376,RTX,753000000.0,2021-04-27T10:55:04Z
4377,RTX,135000000.0,2021-01-26T11:55:07Z
4378,RTX,264000000.0,2020-10-27T10:55:04Z
4379,RTX,-3835000000.0,2020-07-28T10:55:07Z
4380,RTX,-83000000.0,2020-05-07T10:55:06Z
4381,RTX,1143000000.0,2020-01-28T11:30:14Z
4382,RTX,1148000000.0,2019-10-22T10:55:05Z
4383,RTX,1900000000.0,2019-07-23T10:55:04Z
4384,RTX,1346000000.0,2019-04-23T10:55:04Z
4385,RTX,686000000.0,2019-01-23T11:55:05Z
4386,RTX,1238000000.0,2018-10-23T10:55:04Z
4387,RTX,2048000000.0,2018-07-24T10:55:04Z
4388,RTX,1297000000.0,2018-04-24T17:00:00Z
4389,RTX,397000000.0,2018-01-24T17:00:00Z
4390,RTX,1330000000.0,2017-10-24T12:12:00Z
4391,RTX,1439000000.0,2017-07-25T16:00:00Z
4392,RTX,1386000000.0,2017-04-26T11:56:00Z
4393,RTX,1013000000.0,2017-01-25T11:55:00Z
4394,RTX,1480000000.0,2016-10-25T22:30:00Z
4395,RTX,1379000000.0,2016-07-26T16:00:00Z
4396,HSY,395799000.0,2021-04-29T10:45:04Z
4397,HSY,291387000.0,2021-02-04T11:45:04Z
4398,HSY,447283000.0,2020-11-06T15:23:02Z
4399,HSY,268901000.0,2020-07-23T10:46:48Z
4400,HSY,271137000.0,2020-04-23T11:03:59Z
4401,HSY,207187000.0,2020-01-30T12:05:12Z
4402,HSY,325307000.0,2019-10-25T10:14:57Z
4403,HSY,312840000.0,2019-07-25T20:07:27Z
4404,HSY,304358000.0,2019-04-25T11:04:25Z
4405,HSY,336791000.0,2019-01-31T12:00:09Z
4406,HSY,263713000.0,2018-10-25T11:02:36Z
4407,HSY,226855000.0,2018-07-26T17:00:00Z
4408,HSY,350203000.0,2018-04-26T17:00:00Z
4409,HSY,181133000.0,2018-02-01T17:00:00Z
4410,HSY,273303000.0,2017-10-26T17:00:00Z
4411,HSY,203501000.0,2017-07-26T17:00:00Z
4412,HSY,125044000.0,2017-04-26T13:30:00Z
4413,HSY,116853000.0,2017-02-03T12:00:00Z
4414,HSY,227403000.0,2016-10-28T16:00:00Z
4415,HSY,145956000.0,2016-07-28T17:00:00Z
4416,CMG,127101000.0,2021-04-21T20:13:08Z
4417,CMG,190959000.0,2021-02-02T21:13:40Z
4418,CMG,80244000.0,2020-10-21T20:10:03Z
4419,CMG,8175000.0,2020-07-22T20:12:50Z
4420,CMG,76388000.0,2020-04-21T20:32:27Z
4421,CMG,72416000.0,2020-02-04T21:13:17Z
4422,CMG,98582000.0,2019-10-22T20:12:33Z
4423,CMG,91028000.0,2019-07-23T20:11:43Z
4424,CMG,88132000.0,2019-04-25T01:13:44Z
4425,CMG,32019000.0,2019-02-06T21:12:40Z
4426,CMG,38204000.0,2018-10-25T20:12:52Z
4427,CMG,46884000.0,2018-07-26T17:00:00Z
4428,CMG,59446000.0,2018-04-25T17:00:00Z
4429,CMG,43793000.0,2018-02-06T17:00:00Z
4430,CMG,19610000.0,2017-10-24T17:00:00Z
4431,CMG,66730000.0,2017-07-25T06:35:00Z
4432,CMG,46120000.0,2017-04-25T17:00:00Z
4433,CMG,15975000.0,2017-02-02T21:10:00Z
4434,CMG,7799000.0,2016-10-25T17:00:00Z
4435,CMG,25596000.0,2016-07-21T21:10:00Z
4436,ORCL,4085000000.0,2021-06-15T20:07:46Z
4437,ORCL,5067000000.0,2021-03-10T21:13:31Z
4438,ORCL,2485000000.0,2020-12-10T21:02:05Z
4439,ORCL,2289000000.0,2020-09-10T20:03:08Z
4440,ORCL,3165000000.0,2020-06-16T20:02:06Z
4441,ORCL,2599000000.0,2020-03-12T20:06:19Z
4442,ORCL,2357000000.0,2019-12-12T21:11:19Z
4443,ORCL,2177000000.0,2019-09-11T20:09:44Z
4444,ORCL,3786000000.0,2019-06-19T20:05:44Z
4445,ORCL,2780000000.0,2019-03-14T20:10:22Z
4446,ORCL,2365000000.0,2018-12-17T21:05:42Z
4447,ORCL,2304000000.0,2018-09-17T20:08:45Z
4448,ORCL,3300000000.0,2018-06-19T17:00:00Z
4449,ORCL,-4010000000.0,2018-03-19T17:00:00Z
4450,ORCL,2242000000.0,2017-12-14T17:00:00Z
4451,ORCL,2190000000.0,2017-09-14T21:15:00Z
4452,ORCL,3255000000.0,2017-06-21T06:31:05Z
4453,ORCL,2259000000.0,2017-03-15T21:11:00Z
4454,ORCL,2073000000.0,2016-12-15T17:00:00Z
4455,ORCL,1867000000.0,2016-09-15T17:00:00Z
4456,COST,1220000000.0,2021-05-27T20:20:05Z
4457,COST,951000000.0,2021-03-04T21:15:01Z
4458,COST,1166000000.0,2020-12-10T21:15:00Z
4459,COST,1389000000.0,2020-09-24T20:15:10Z
4460,COST,838000000.0,2020-05-28T20:17:09Z
4461,COST,931000000.0,2020-03-05T21:15:10Z
4462,COST,844000000.0,2019-12-12T21:15:10Z
4463,COST,1097000000.0,2019-10-03T20:17:40Z
4464,COST,906000000.0,2019-05-30T20:15:19Z
4465,COST,889000000.0,2019-03-07T21:15:12Z
4466,COST,767000000.0,2018-12-13T21:15:08Z
4467,COST,1043000000.0,2018-10-04T20:18:46Z
4468,COST,750000000.0,2018-05-31T17:00:00Z
4469,COST,701000000.0,2018-03-07T17:00:00Z
4470,COST,640000000.0,2017-12-14T17:00:00Z
4471,COST,919000000.0,2017-10-05T16:00:00Z
4472,COST,700000000.0,2017-05-25T17:00:00Z
4473,COST,515000000.0,2017-03-02T17:00:00Z
4474,COST,545000000.0,2016-12-07T17:00:00Z
4475,COST,779000000.0,2016-09-29T20:15:00Z
4476,VIAC,910000000.0,2021-05-06T11:00:01Z
4477,VIAC,810000000.0,2021-02-24T22:47:11Z
4478,VIAC,615000000.0,2020-11-06T12:00:00Z
4479,VIAC,481000000.0,2020-08-06T11:00:01Z
4480,VIAC,516000000.0,2020-05-07T11:00:00Z
4481,VIAC,-258000000.0,2020-02-20T12:00:00Z
4482,VIAC,630000000.0,2019-11-12T13:00:10Z
4483,VIAC,977000000.0,2019-08-08T20:05:06Z
4484,VIAC,1959000000.0,2019-05-02T20:05:03Z
4485,VIAC,2056000000.0,2019-02-14T21:12:23Z
4486,VIAC,488000000.0,2018-11-01T20:05:08Z
4487,VIAC,400000000.0,2018-08-02T20:13:46Z
4488,VIAC,511000000.0,2018-05-03T17:00:00Z
4489,VIAC,1923000000.0,2018-02-15T17:00:00Z
4490,VIAC,592000000.0,2017-11-02T17:00:00Z
4491,VIAC,58000000.0,2017-08-07T17:00:00Z
4492,VIAC,-252000000.0,2017-05-04T06:35:29Z
4493,VIAC,-113000000.0,2017-02-15T21:05:00Z
4494,VIAC,478000000.0,2016-11-03T17:00:00Z
4495,VIAC,423000000.0,2016-07-28T17:00:00Z
4496,TDY,84700000.0,2021-04-28T10:57:37Z
4497,TDY,132100000.0,2021-01-27T11:58:39Z
4498,TDY,93900000.0,2020-10-21T10:58:37Z
4499,TDY,93700000.0,2020-07-22T10:56:44Z
4500,TDY,82200000.0,2020-04-22T10:55:00Z
4501,TDY,115700000.0,2020-01-22T13:05:52Z
4502,TDY,106700000.0,2019-10-23T10:58:51Z
4503,TDY,104600000.0,2019-07-24T10:57:53Z
4504,TDY,75300000.0,2019-04-24T10:55:00Z
4505,TDY,91100000.0,2019-01-23T12:56:52Z
4506,TDY,90300000.0,2018-10-24T10:58:38Z
4507,TDY,85900000.0,2018-08-02T17:00:00Z
4508,TDY,66500000.0,2018-05-03T17:00:00Z
4509,TDY,67600000.0,2018-02-01T17:00:00Z
4510,TDY,69000000.0,2017-11-02T17:00:00Z
4511,TDY,60100000.0,2017-08-03T11:55:00Z
4512,TDY,30500000.0,2017-05-04T11:55:00Z
4513,TDY,53000000.0,2017-02-02T17:00:00Z
4514,TDY,52000000.0,2016-11-03T17:00:00Z
4515,TDY,46900000.0,2016-08-04T17:00:00Z
4516,ED,419000000.0,2021-05-06T20:57:13Z
4517,ED,43000000.0,2021-02-18T21:49:02Z
4518,ED,493000000.0,2020-11-05T22:10:36Z
4519,ED,190000000.0,2020-08-06T21:13:56Z
4520,ED,375000000.0,2020-05-07T21:27:27Z
4521,ED,295000000.0,2020-02-20T22:12:57Z
4522,ED,473000000.0,2019-11-04T21:57:13Z
4523,ED,152000000.0,2019-08-01T20:50:02Z
4524,ED,424000000.0,2019-05-02T21:05:51Z
4525,ED,331000000.0,2019-02-21T22:15:47Z
4526,ED,435000000.0,2018-11-01T20:52:16Z
4527,ED,188000000.0,2018-08-02T20:37:23Z
4528,ED,428000000.0,2018-05-03T22:00:00Z
4529,ED,505000000.0,2018-02-15T17:00:00Z
4530,ED,457000000.0,2017-11-02T23:00:00Z
4531,ED,175000000.0,2017-08-03T22:00:00Z
4532,ED,388000000.0,2017-05-04T16:00:00Z
4533,ED,206000000.0,2017-02-16T17:00:00Z
4534,ED,497000000.0,2016-11-03T17:00:00Z
4535,ED,232000000.0,2016-08-04T16:00:00Z
4536,STX,329000000.0,2021-04-22T20:09:16Z
4537,STX,280000000.0,2021-01-21T21:09:30Z
4538,STX,223000000.0,2020-10-22T20:12:16Z
4539,STX,166000000.0,2020-07-28T20:03:15Z
4540,STX,320000000.0,2020-04-22T20:07:41Z
4541,STX,318000000.0,2020-02-04T21:08:01Z
4542,STX,200000000.0,2019-11-01T12:02:41Z
4543,STX,983000000.0,2019-08-02T12:07:34Z
4544,STX,195000000.0,2019-04-30T12:11:49Z
4545,STX,384000000.0,2019-02-04T21:09:05Z
4546,STX,450000000.0,2018-11-02T20:17:45Z
4547,STX,461000000.0,2018-07-30T12:16:36Z
4548,STX,381000000.0,2018-05-01T17:00:00Z
4549,STX,159000000.0,2018-01-29T16:00:00Z
4550,STX,181000000.0,2017-10-23T17:00:00Z
4551,STX,114000000.0,2017-07-25T07:30:00Z
4552,STX,194000000.0,2017-04-26T17:00:00Z
4553,STX,297000000.0,2017-01-24T20:05:00Z
4554,STX,167000000.0,2016-10-28T17:00:00Z
4555,STX,70000000.0,2016-08-02T16:00:00Z
4556,APH,329600000.0,2021-04-28T12:00:01Z
4557,APH,357000000.0,2021-01-27T13:00:01Z
4558,APH,346600000.0,2020-10-21T12:02:52Z
4559,APH,257700000.0,2020-07-22T12:02:54Z
4560,APH,242100000.0,2020-04-22T12:38:32Z
4561,APH,318700000.0,2020-01-22T15:19:55Z
4562,APH,280300000.0,2019-10-23T12:03:02Z
4563,APH,288400000.0,2019-07-24T12:22:50Z
4564,APH,267500000.0,2019-04-24T14:51:33Z
4565,APH,338100000.0,2019-01-23T14:42:41Z
4566,APH,316600000.0,2018-10-24T14:40:59Z
4567,APH,284800000.0,2018-07-25T14:06:58Z
4568,APH,265600000.0,2018-04-25T17:00:00Z
4569,APH,-103400000.0,2018-01-24T17:00:00Z
4570,APH,277500000.0,2017-10-25T17:00:00Z
4571,APH,251500000.0,2017-07-26T17:00:00Z
4572,APH,224900000.0,2017-04-25T13:00:00Z
4573,APH,235400000.0,2017-01-25T17:00:00Z
4574,APH,224300000.0,2016-10-19T17:00:00Z
4575,APH,206500000.0,2016-07-20T17:00:00Z
4576,WAB,112400000.0,2021-04-29T10:32:47Z
4577,WAB,86700000.0,2021-02-18T12:00:53Z
4578,WAB,128100000.0,2020-10-29T10:33:11Z
4579,WAB,86800000.0,2020-07-28T10:31:44Z
4580,WAB,111600000.0,2020-05-04T10:56:49Z
4581,WAB,135700000.0,2020-02-18T11:58:00Z
4582,WAB,90900000.0,2019-10-31T11:01:38Z
4583,WAB,103500000.0,2019-07-30T11:00:37Z
4584,WAB,-4465000.0,2019-04-25T11:33:53Z
4585,WAB,34423000.0,2019-02-25T12:53:04Z
4586,WAB,87739000.0,2018-10-30T11:41:39Z
4587,WAB,84416000.0,2018-07-24T17:00:00Z
4588,WAB,88366000.0,2018-04-24T17:00:00Z
4589,WAB,48948000.0,2018-02-20T17:00:00Z
4590,WAB,67399000.0,2017-10-24T17:00:00Z
4591,WAB,72025000.0,2017-07-25T12:40:00Z
4592,WAB,73889000.0,2017-04-25T12:15:00Z
4593,WAB,37811000.0,2017-02-21T12:13:55Z
4594,WAB,82428000.0,2016-10-25T13:00:00Z
4595,WAB,90485000.0,2016-07-25T09:45:00Z
4596,PNC,1750000000.0,2021-04-16T11:10:09Z
4597,PNC,1387000000.0,2021-01-15T11:52:42Z
4598,PNC,1447000000.0,2020-10-14T16:14:45Z
4599,PNC,3591000000.0,2020-07-15T11:08:18Z
4600,PNC,841000000.0,2020-04-15T10:51:08Z
4601,PNC,1306000000.0,2020-01-15T12:16:05Z
4602,PNC,1310000000.0,2019-10-16T17:21:25Z
4603,PNC,1302000000.0,2019-07-17T10:40:16Z
4604,PNC,1192000000.0,2019-04-12T10:43:27Z
4605,PNC,1276000000.0,2019-01-16T16:53:04Z
4606,PNC,1319000000.0,2018-10-12T10:45:24Z
4607,PNC,1285000000.0,2018-07-13T10:55:15Z
4608,PNC,1160000000.0,2018-04-13T17:00:00Z
4609,PNC,2015000000.0,2018-01-12T17:00:00Z
4610,PNC,1045000000.0,2017-10-13T17:00:00Z
4611,PNC,1026000000.0,2017-07-14T17:00:00Z
4612,PNC,967000000.0,2017-04-13T17:00:00Z
4613,PNC,975000000.0,2017-01-13T11:33:00Z
4614,PNC,917000000.0,2016-10-14T17:00:00Z
4615,PNC,917000000.0,2016-07-15T11:35:00Z
4616,FE,335000000.0,2021-04-22T20:29:40Z
4617,FE,242000000.0,2021-02-18T11:54:04Z
4618,FE,454000000.0,2020-11-19T22:12:50Z
4619,FE,309000000.0,2020-07-23T20:50:52Z
4620,FE,74000000.0,2020-04-23T21:29:42Z
4621,FE,-108000000.0,2020-02-10T12:17:28Z
4622,FE,391000000.0,2019-11-04T11:41:45Z
4623,FE,308000000.0,2019-07-23T20:20:03Z
4624,FE,315000000.0,2019-04-23T21:15:34Z
4625,FE,128000000.0,2019-02-19T21:57:09Z
4626,FE,-512000000.0,2018-10-25T20:54:51Z
4627,FE,134000000.0,2018-07-31T21:33:54Z
4628,FE,1213000000.0,2018-04-23T17:00:00Z
4629,FE,-2499000000.0,2018-02-20T23:00:00Z
4630,FE,396000000.0,2017-10-26T23:00:00Z
4631,FE,174000000.0,2017-07-27T16:00:00Z
4632,FE,205000000.0,2017-04-27T17:00:00Z
4633,FE,-5796000000.0,2017-02-21T17:00:00Z
4634,FE,380000000.0,2016-11-04T17:00:00Z
4635,FE,-1089000000.0,2016-07-28T16:00:00Z
4636,CCL,-2072000000.0,2021-06-24T13:16:59Z
4637,CCL,-1973000000.0,2021-04-07T00:00:00Z
4638,CCL,-2222000000.0,2021-01-26T15:46:02Z
4639,CCL,-2858000000.0,2020-10-08T12:56:26Z
4640,CCL,-4374000000.0,2020-07-10T15:51:55Z
4641,CCL,-781000000.0,2020-03-31T10:49:46Z
4642,CCL,423000000.0,2019-12-20T14:18:11Z
4643,CCL,1780000000.0,2019-09-26T13:17:57Z
4644,CCL,451000000.0,2019-06-20T10:50:04Z
4645,CCL,336000000.0,2019-03-26T13:18:25Z
4646,CCL,493000000.0,2018-12-20T14:18:50Z
4647,CCL,1707000000.0,2018-09-27T13:33:31Z
4648,CCL,561000000.0,2018-06-25T13:19:23Z
4649,CCL,391000000.0,2018-03-22T23:00:00Z
4650,CCL,546000000.0,2017-12-19T17:00:00Z
4651,CCL,1329000000.0,2017-09-26T17:00:00Z
4652,CCL,379000000.0,2017-06-22T13:51:00Z
4653,CCL,352000000.0,2017-03-28T23:45:00Z
4654,CCL,608000000.0,2016-12-20T17:00:00Z
4655,CCL,1424000000.0,2016-09-26T14:15:00Z
4656,HLT,-108000000.0,2021-05-05T10:13:01Z
4657,HLT,-224000000.0,2021-02-17T11:00:01Z
