,Instrument,Common Equity - Total,Original Announcement Date Time
1905,DOW,26966000000.0,2019-05-03T13:04:40Z
1906,DOW,32483000000.0,2019-03-08T22:31:03Z
1907,DOW,27157000000.0,2018-11-19T13:08:00Z
1908,DOW,26865000000.0,2018-09-07T11:33:19Z
1909,DOW,,2019-05-03T13:04:40Z
1910,DOW,,2019-03-08T22:31:03Z
1911,DOW,,2018-11-19T13:08:00Z
1912,DOW,,2018-09-07T11:33:19Z
1913,DOW,,
1914,REGN,11977000000.0,2021-05-06T10:30:08Z
1915,REGN,11025300000.0,2021-02-05T12:36:41Z
1916,REGN,10125500000.0,2020-11-05T11:30:09Z
1917,REGN,9057400000.0,2020-08-05T10:30:13Z
1918,REGN,12133000000.0,2020-05-05T10:30:10Z
1919,REGN,11089700000.0,2020-02-06T11:30:06Z
1920,REGN,10504400000.0,2019-11-05T11:30:06Z
1921,REGN,9755900000.0,2019-08-06T11:36:32Z
1922,REGN,9444700000.0,2019-05-07T10:30:05Z
1923,REGN,8757300000.0,2019-02-06T11:30:03Z
1924,REGN,7868300000.0,2018-11-06T11:30:08Z
1925,REGN,7186426000.0,2018-08-02T10:30:11Z
1926,REGN,6567644000.0,2018-05-03T17:00:00Z
1927,REGN,6144078000.0,2018-02-08T17:00:00Z
1928,REGN,6051593000.0,2017-11-08T17:00:00Z
1929,REGN,5520738000.0,2017-08-03T17:00:00Z
1930,REGN,4866021000.0,2017-05-03T19:30:00Z
1931,REGN,4449245000.0,2017-02-09T12:14:00Z
1932,REGN,4491247000.0,2016-11-04T17:00:00Z
1933,REGN,4076506000.0,2016-08-04T17:00:00Z
1934,OXY,8538000000.0,2021-05-10T20:20:13Z
1935,OXY,8811000000.0,2021-02-22T21:21:08Z
1936,OXY,10098000000.0,2020-11-09T21:18:26Z
1937,OXY,13584000000.0,2020-08-10T20:09:21Z
1938,OXY,21533000000.0,2020-05-05T20:31:26Z
1939,OXY,24470000000.0,2020-02-27T22:00:47Z
1940,OXY,26318000000.0,2019-11-04T22:04:18Z
1941,OXY,21347000000.0,2019-07-31T21:00:55Z
1942,OXY,21236000000.0,2019-05-06T10:12:42Z
1943,OXY,21330000000.0,2019-02-12T21:58:05Z
1944,OXY,21489000000.0,2018-11-05T21:20:43Z
1945,OXY,20931000000.0,2018-08-08T17:00:00Z
1946,OXY,20722000000.0,2018-05-08T17:00:00Z
1947,OXY,20572000000.0,2018-02-13T17:00:00Z
1948,OXY,20669000000.0,2017-11-01T16:00:00Z
1949,OXY,21037000000.0,2017-08-02T17:00:00Z
1950,OXY,21079000000.0,2017-05-04T11:57:30Z
1951,OXY,21497000000.0,2017-02-09T12:00:00Z
1952,OXY,22296000000.0,2016-11-01T16:00:00Z
1953,OXY,23101000000.0,2016-08-03T12:00:00Z
1954,VTR,10214774000.0,2021-05-07T10:57:41Z
1955,VTR,10415657000.0,2021-02-18T11:56:45Z
1956,VTR,10445995000.0,2020-11-06T12:03:51Z
1957,VTR,10543132000.0,2020-08-07T11:18:08Z
1958,VTR,10830643000.0,2020-05-08T11:10:30Z
1959,VTR,10719570000.0,2020-02-20T12:13:48Z
1960,VTR,10902498000.0,2019-10-25T11:34:58Z
1961,VTR,11042673000.0,2019-07-26T11:07:40Z
1962,VTR,10356049000.0,2019-04-26T11:05:50Z
1963,VTR,10403998000.0,2019-02-08T12:12:40Z
1964,VTR,10596081000.0,2018-10-26T11:06:46Z
1965,VTR,10766765000.0,2018-07-27T17:00:00Z
1966,VTR,10873370000.0,2018-04-27T17:00:00Z
1967,VTR,11024716000.0,2018-02-09T17:00:00Z
1968,VTR,10903153000.0,2017-10-27T17:00:00Z
1969,VTR,10556212000.0,2017-07-28T17:00:00Z
1970,VTR,10585990000.0,2017-04-28T21:34:00Z
1971,VTR,10660968000.0,2017-02-10T12:20:00Z
1972,VTR,10697817000.0,2016-10-28T12:00:00Z
1973,VTR,9907401000.0,2016-07-29T17:00:00Z
1974,PNW,5682516000.0,2021-05-05T12:36:06Z
1975,PNW,5633503000.0,2021-02-24T13:37:27Z
1976,PNW,5841386000.0,2020-10-30T12:31:44Z
1977,PNW,5489562000.0,2020-08-06T12:37:17Z
1978,PNW,5469418000.0,2020-05-08T12:33:39Z
1979,PNW,5430648000.0,2020-02-21T13:32:24Z
1980,PNW,5552666000.0,2019-11-07T13:32:38Z
1981,PNW,5233078000.0,2019-08-08T12:38:38Z
1982,PNW,5251062000.0,2019-05-01T12:32:45Z
1983,PNW,5222915000.0,2019-02-22T13:36:55Z
1984,PNW,5353572000.0,2018-11-08T13:43:08Z
1985,PNW,5032019000.0,2018-08-03T12:32:38Z
1986,PNW,5019757000.0,2018-05-02T16:00:00Z
1987,PNW,5006690000.0,2018-02-23T17:00:00Z
1988,PNW,5142068000.0,2017-11-03T16:00:00Z
1989,PNW,4859412000.0,2017-08-03T13:40:00Z
1990,PNW,4828776000.0,2017-05-02T16:00:00Z
1991,PNW,4803622000.0,2017-02-24T13:40:00Z
1992,PNW,4853346000.0,2016-11-03T17:00:00Z
1993,PNW,4585268000.0,2016-08-02T16:00:00Z
1994,AFL,32103000000.0,2021-04-28T20:17:57Z
1995,AFL,33559000000.0,2021-02-03T21:05:11Z
1996,AFL,32479000000.0,2020-10-27T20:15:06Z
1997,AFL,29420000000.0,2020-07-28T20:37:24Z
1998,AFL,26402000000.0,2020-04-29T20:34:50Z
1999,AFL,28959000000.0,2020-02-04T21:15:06Z
2000,AFL,29438000000.0,2019-10-24T20:14:02Z
2001,AFL,28241000000.0,2019-07-25T20:15:22Z
2002,AFL,26049000000.0,2019-04-25T20:19:53Z
2003,AFL,23462000000.0,2019-01-31T21:21:09Z
2004,AFL,23234000000.0,2018-10-24T20:05:08Z
2005,AFL,23800000000.0,2018-07-26T20:15:56Z
2006,AFL,24287000000.0,2018-04-25T17:00:00Z
2007,AFL,24598000000.0,2018-01-31T17:00:00Z
2008,AFL,21977000000.0,2017-10-25T17:00:00Z
2009,AFL,21503000000.0,2017-07-27T21:20:00Z
2010,AFL,20340000000.0,2017-04-27T21:23:00Z
2011,AFL,20482000000.0,2017-01-31T17:00:00Z
2012,AFL,22785000000.0,2016-10-27T17:00:00Z
2013,AFL,22550000000.0,2016-07-28T21:21:00Z
2014,AON,4260000000.0,2021-04-30T10:03:20Z
2015,AON,3495000000.0,2021-02-05T11:02:03Z
2016,AON,3542000000.0,2020-10-30T10:00:11Z
2017,AON,3601000000.0,2020-07-31T10:02:42Z
2018,AON,3169000000.0,2020-05-01T10:02:48Z
2019,AON,3375000000.0,2020-01-31T11:25:35Z
2020,AON,3492000000.0,2019-10-25T10:13:24Z
2021,AON,3836000000.0,2019-07-26T10:45:37Z
2022,AON,4775000000.0,2019-04-26T10:35:06Z
2023,AON,4151000000.0,2019-02-01T11:26:40Z
2024,AON,4262000000.0,2018-10-26T10:11:19Z
2025,AON,4545000000.0,2018-07-27T10:20:05Z
2026,AON,5301000000.0,2018-05-04T17:00:00Z
2027,AON,4583000000.0,2018-02-02T05:00:00Z
2028,AON,5175000000.0,2017-10-27T17:00:00Z
2029,AON,5487000000.0,2017-08-04T17:00:00Z
2030,AON,5754000000.0,2017-05-09T11:32:00Z
2031,AON,5475000000.0,2017-02-10T11:00:00Z
2032,AON,5434000000.0,2016-10-28T11:30:00Z
2033,AON,5499000000.0,2016-07-29T11:30:00Z
2034,LMT,6312000000.0,2021-04-20T11:29:03Z
2035,LMT,6015000000.0,2021-01-26T12:30:06Z
2036,LMT,4953000000.0,2020-10-20T11:30:05Z
2037,LMT,3751000000.0,2020-07-21T11:30:04Z
2038,LMT,3446000000.0,2020-04-21T11:30:10Z
2039,LMT,3127000000.0,2020-01-28T12:30:05Z
2040,LMT,3893000000.0,2019-10-22T11:30:05Z
2041,LMT,2850000000.0,2019-07-23T11:30:05Z
2042,LMT,2465000000.0,2019-04-23T11:30:05Z
2043,LMT,1394000000.0,2019-01-29T12:33:35Z
2044,LMT,943000000.0,2018-10-23T11:34:15Z
2045,LMT,416000000.0,2018-07-24T11:30:04Z
2046,LMT,-182000000.0,2018-04-24T17:00:00Z
2047,LMT,-850000000.0,2018-01-29T17:00:00Z
2048,LMT,2098000000.0,2017-10-24T17:00:00Z
2049,LMT,1265000000.0,2017-07-18T17:00:00Z
2050,LMT,1483000000.0,2017-04-25T12:25:00Z
2051,LMT,1511000000.0,2017-01-24T12:31:00Z
2052,LMT,2323000000.0,2016-10-26T00:25:00Z
2053,LMT,2997000000.0,2016-07-20T16:00:00Z
2054,ZTS,4089000000.0,2021-05-06T16:13:03Z
2055,ZTS,3769000000.0,2021-02-16T12:19:39Z
2056,ZTS,3602000000.0,2020-11-05T12:00:01Z
2057,ZTS,2982000000.0,2020-08-06T11:00:01Z
2058,ZTS,2753000000.0,2020-05-06T11:02:48Z
2059,ZTS,2708000000.0,2020-02-13T12:04:11Z
2060,ZTS,2678000000.0,2019-11-07T12:00:01Z
2061,ZTS,2411000000.0,2019-08-06T11:00:01Z
2062,ZTS,2317000000.0,2019-05-02T16:58:25Z
2063,ZTS,2185000000.0,
2064,ZTS,2118000000.0,2018-11-01T11:03:02Z
2065,ZTS,1970000000.0,2018-08-02T17:00:00Z
2066,ZTS,1960000000.0,2018-05-02T22:00:00Z
2067,ZTS,1770000000.0,2018-02-15T23:00:00Z
2068,ZTS,1989000000.0,2017-11-02T04:00:00Z
2069,ZTS,1715000000.0,2017-08-08T17:00:00Z
2070,ZTS,1609000000.0,2017-05-04T16:00:00Z
2071,ZTS,1487000000.0,2017-02-16T12:04:00Z
2072,ZTS,1585000000.0,2016-11-02T16:00:00Z
2073,ZTS,1357000000.0,2016-08-03T17:00:00Z
2074,ABC,-281756000.0,2021-05-05T10:30:02Z
2075,ABC,-697222000.0,2021-02-04T11:30:00Z
2076,ABC,-1018924000.0,2020-11-05T11:30:01Z
2077,ABC,3857252000.0,2020-08-05T11:13:29Z
2078,ABC,3590590000.0,2020-05-07T10:30:00Z
2079,ABC,2954626000.0,2020-01-30T11:30:00Z
2080,ABC,2878917000.0,2019-11-07T11:30:00Z
2081,ABC,2989422000.0,2019-08-01T10:30:00Z
2082,ABC,2921215000.0,2019-05-02T10:30:00Z
2083,ABC,3048453000.0,2019-01-31T11:30:00Z
2084,ABC,2932824000.0,2018-11-06T11:32:47Z
2085,ABC,3097821000.0,2018-08-02T10:30:00Z
2086,ABC,3187550000.0,2018-05-02T17:00:00Z
2087,ABC,2874582000.0,2018-02-06T17:00:00Z
2088,ABC,2064461000.0,2017-11-02T17:00:00Z
2089,ABC,2553514000.0,2017-08-03T11:30:00Z
2090,ABC,2529292000.0,2017-05-04T03:01:00Z
2091,ABC,2116557000.0,2017-01-31T16:30:00Z
2092,ABC,2129404000.0,2016-11-02T17:00:00Z
2093,ABC,1879317000.0,2016-08-02T16:00:00Z
2094,CDNS,2542432000.0,2021-04-26T20:05:00Z
2095,CDNS,2493018000.0,2021-02-22T00:00:00Z
2096,CDNS,2395718000.0,2020-10-19T20:09:57Z
2097,CDNS,2256631000.0,2020-07-20T20:08:49Z
2098,CDNS,2157994000.0,2020-04-20T20:05:00Z
2099,CDNS,2102894000.0,2020-02-12T21:10:47Z
2100,CDNS,1480262000.0,2019-10-21T20:10:26Z
2101,CDNS,1430545000.0,2019-07-22T20:12:02Z
2102,CDNS,1365837000.0,2019-04-22T20:05:00Z
2103,CDNS,1288401000.0,2019-02-19T21:12:17Z
2104,CDNS,1257417000.0,2018-10-22T20:10:45Z
2105,CDNS,1187988000.0,2018-07-23T20:11:43Z
2106,CDNS,1142298000.0,2018-04-23T17:00:00Z
2107,CDNS,989202000.0,2018-01-31T17:00:00Z
2108,CDNS,1010740000.0,2017-10-26T22:00:00Z
2109,CDNS,951793000.0,2017-07-24T16:00:00Z
2110,CDNS,840592000.0,2017-04-24T17:00:00Z
2111,CDNS,741770000.0,2017-02-01T21:05:00Z
2112,CDNS,926796000.0,2016-10-24T16:00:00Z
2113,CDNS,1075393000.0,2016-07-25T16:00:00Z
2114,EA,7840000000.0,2021-05-11T20:02:46Z
2115,EA,7963000000.0,2021-02-02T23:07:12Z
2116,EA,8075000000.0,2020-11-05T21:01:01Z
2117,EA,7782000000.0,2020-07-30T20:01:00Z
2118,EA,7461000000.0,2020-05-05T20:01:00Z
2119,EA,7237000000.0,2020-01-30T21:01:00Z
2120,EA,7158000000.0,2019-10-29T20:01:00Z
2121,EA,6485000000.0,2019-07-30T20:01:00Z
2122,EA,5331000000.0,2019-05-07T20:04:21Z
2123,EA,5344000000.0,2019-02-05T21:04:51Z
2124,EA,5317000000.0,2018-10-30T20:10:03Z
2125,EA,5260000000.0,2018-07-26T17:00:00Z
2126,EA,4595000000.0,2018-05-08T17:00:00Z
2127,EA,4086000000.0,2018-01-30T17:00:00Z
2128,EA,4388000000.0,2017-10-31T16:00:00Z
2129,EA,4486000000.0,2017-07-27T17:00:00Z
2130,EA,4060000000.0,2017-05-09T17:00:00Z
2131,EA,3549000000.0,2017-01-31T17:00:00Z
2132,EA,3608000000.0,2016-11-01T16:00:00Z
2133,EA,3716000000.0,2016-08-02T21:08:00Z
2134,ORLY,-6977000.0,2021-04-28T20:30:02Z
2135,ORLY,140258000.0,2021-02-10T21:33:52Z
2136,ORLY,709225000.0,2020-10-28T20:32:57Z
2137,ORLY,589100000.0,2020-07-29T20:36:52Z
2138,ORLY,108844000.0,2020-04-22T20:33:49Z
2139,ORLY,397340000.0,2020-02-05T21:30:10Z
2140,ORLY,166219000.0,2019-10-23T20:30:16Z
2141,ORLY,144682000.0,2019-07-24T20:32:05Z
2142,ORLY,372365000.0,2019-04-24T20:34:06Z
2143,ORLY,353667000.0,2019-02-06T21:33:51Z
2144,ORLY,498379000.0,2018-10-24T20:34:29Z
2145,ORLY,384990000.0,2018-07-25T20:35:14Z
2146,ORLY,423828000.0,2018-04-25T16:00:00Z
2147,ORLY,653046000.0,2018-02-07T16:00:00Z
2148,ORLY,614179000.0,2017-10-25T17:00:00Z
2149,ORLY,869312000.0,2017-07-26T17:00:00Z
2150,ORLY,1422596000.0,2017-04-26T16:00:00Z
2151,ORLY,1627136000.0,2017-02-07T21:30:00Z
2152,ORLY,1900763000.0,2016-10-26T17:00:00Z
2153,ORLY,1690010000.0,2016-07-27T17:00:00Z
2154,FITB,20479000000.0,2021-04-20T10:32:50Z
2155,FITB,20995000000.0,2021-01-21T11:32:32Z
2156,FITB,20835000000.0,2020-10-22T10:32:55Z
2157,FITB,20565000000.0,2020-07-23T10:30:48Z
2158,FITB,20103000000.0,2020-04-21T10:39:42Z
2159,FITB,19433000000.0,2020-01-22T11:33:41Z
2160,FITB,19634000000.0,2019-10-22T10:34:28Z
2161,FITB,19143000000.0,2019-07-23T10:33:46Z
2162,FITB,18316000000.0,2019-04-23T10:33:39Z
2163,FITB,14919000000.0,2019-01-22T11:50:38Z
2164,FITB,14499000000.0,2018-10-23T10:33:35Z
2165,FITB,14901000000.0,2018-07-19T17:00:00Z
2166,FITB,14853000000.0,2018-04-24T17:00:00Z
2167,FITB,14869000000.0,2018-01-23T17:00:00Z
2168,FITB,15029000000.0,2017-10-24T17:00:00Z
2169,FITB,15088000000.0,2017-07-21T17:00:00Z
2170,FITB,15099000000.0,2017-04-25T02:05:00Z
2171,FITB,14874000000.0,2017-01-24T11:30:00Z
2172,FITB,15445000000.0,2016-10-20T11:30:00Z
2173,FITB,15395000000.0,2016-07-28T11:30:00Z
2174,CHRW,1868187000.0,2021-04-27T20:05:00Z
2175,CHRW,1879933000.0,2021-01-26T21:15:16Z
2176,CHRW,1873359000.0,2020-10-27T20:15:00Z
2177,CHRW,1704328000.0,2020-07-28T20:15:00Z
2178,CHRW,1587118000.0,2020-04-28T20:15:00Z
2179,CHRW,1670730000.0,2020-01-28T21:15:00Z
2180,CHRW,1673096000.0,2019-10-29T20:17:39Z
2181,CHRW,1659311000.0,2019-07-30T21:00:00Z
2182,CHRW,1652561000.0,2019-04-30T20:15:00Z
2183,CHRW,1595087000.0,2019-01-29T21:15:00Z
2184,CHRW,1566603000.0,2018-10-30T20:15:00Z
2185,CHRW,1518159000.0,2018-07-31T20:15:00Z
2186,CHRW,1484672000.0,2018-05-01T17:00:00Z
2187,CHRW,1425745000.0,2018-01-30T17:00:00Z
2188,CHRW,1354875000.0,2017-10-31T16:00:00Z
2189,CHRW,1337208000.0,2017-07-19T21:15:00Z
2190,CHRW,1315874000.0,2017-04-25T21:15:00Z
2191,CHRW,1257847000.0,2017-01-31T21:15:00Z
2192,CHRW,1269668000.0,2016-10-25T21:31:00Z
2193,CHRW,1262840000.0,2016-07-26T16:00:00Z
2194,ECL,6292300000.0,2021-04-27T12:51:23Z
2195,ECL,6166500000.0,2021-02-16T13:30:01Z
2196,ECL,6014700000.0,2020-10-27T12:32:54Z
2197,ECL,5855200000.0,2020-07-28T12:30:01Z
2198,ECL,8822100000.0,2020-04-28T12:30:00Z
2199,ECL,8685300000.0,2020-02-18T13:30:01Z
2200,ECL,8567700000.0,2019-10-29T12:30:01Z
2201,ECL,8225400000.0,2019-07-30T12:30:01Z
2202,ECL,8220700000.0,2019-04-30T12:30:00Z
2203,ECL,8003200000.0,2019-02-19T13:30:00Z
2204,ECL,7929400000.0,2018-10-30T12:30:00Z
2205,ECL,7849500000.0,2018-07-31T17:00:00Z
2206,ECL,7601000000.0,2018-05-01T17:00:00Z
2207,ECL,7583600000.0,2018-02-20T17:00:00Z
2208,ECL,7222300000.0,2017-10-31T17:00:00Z
2209,ECL,6919700000.0,2017-08-01T13:22:09Z
2210,ECL,6809400000.0,2017-05-02T17:00:00Z
2211,ECL,6901100000.0,2017-02-21T13:30:00Z
2212,ECL,6869600000.0,2016-11-01T13:30:00Z
2213,ECL,6600500000.0,2016-08-02T17:00:00Z
2214,PHM,6685274000.0,2021-04-27T10:30:00Z
2215,PHM,6569989000.0,2021-01-28T11:30:00Z
2216,PHM,6240015000.0,2020-10-22T10:30:00Z
2217,PHM,5851668000.0,2020-07-23T10:30:00Z
2218,PHM,5530391000.0,2020-04-23T00:00:00Z
2219,PHM,5458180000.0,2020-01-28T11:30:00Z
2220,PHM,5181592000.0,2019-10-22T10:30:00Z
2221,PHM,5069807000.0,2019-07-23T10:30:00Z
2222,PHM,4933439000.0,2019-04-23T10:30:00Z
2223,PHM,4817782000.0,2019-01-29T11:30:00Z
2224,PHM,4728878000.0,2018-10-23T11:28:12Z
2225,PHM,4526712000.0,2018-07-26T10:30:00Z
2226,PHM,4274657000.0,2018-04-24T17:00:00Z
2227,PHM,4154026000.0,2018-01-30T16:00:00Z
2228,PHM,4345085000.0,2017-10-24T17:00:00Z
2229,PHM,4444002000.0,2017-07-25T01:20:00Z
2230,PHM,4660145000.0,2017-04-24T11:30:00Z
2231,PHM,4659363000.0,2017-01-26T16:00:00Z
2232,PHM,4672032000.0,2016-10-20T16:00:00Z
2233,PHM,4818117000.0,2016-07-21T10:00:00Z
2234,EXR,2921969000.0,2021-04-28T20:15:18Z
2235,EXR,2547779000.0,2021-02-22T21:08:02Z
2236,EXR,2389284000.0,2020-11-04T21:33:45Z
2237,EXR,2375690000.0,2020-08-04T20:50:55Z
2238,EXR,2398119000.0,2020-05-06T20:05:36Z
2239,EXR,2539961000.0,2020-02-18T21:17:59Z
2240,EXR,2522714000.0,2019-10-29T20:07:18Z
2241,EXR,2442209000.0,2019-07-30T20:09:00Z
2242,EXR,2384149000.0,2019-04-30T20:05:05Z
2243,EXR,2413724000.0,2019-02-20T21:18:55Z
2244,EXR,2395719000.0,2018-10-30T20:48:38Z
2245,EXR,2341950000.0,2018-07-31T20:51:59Z
2246,EXR,2343754000.0,2018-05-01T17:00:00Z
2247,EXR,2350751000.0,2018-02-20T17:00:00Z
2248,EXR,2215266000.0,2017-11-01T17:00:00Z
2249,EXR,2221791000.0,2017-08-01T21:01:00Z
2250,EXR,2236116000.0,2017-04-26T17:00:00Z
2251,EXR,2244892000.0,2017-02-21T21:01:00Z
2252,EXR,2198826000.0,2016-10-26T21:01:00Z
2253,EXR,2114707000.0,2016-07-27T21:01:00Z
2254,VRSN,-1403760000.0,2021-04-22T20:05:00Z
2255,VRSN,-1390198000.0,2021-02-11T21:07:49Z
2256,VRSN,-1386248000.0,2020-10-22T20:05:00Z
2257,VRSN,-1400324000.0,2020-07-23T20:05:00Z
2258,VRSN,-1409114000.0,2020-04-23T20:10:38Z
2259,VRSN,-1490100000.0,2020-02-06T21:36:26Z
2260,VRSN,-1451919000.0,2019-10-24T20:05:00Z
2261,VRSN,-1425167000.0,2019-07-25T20:05:00Z
2262,VRSN,-1406129000.0,2019-04-25T20:05:00Z
2263,VRSN,-1385474000.0,2019-02-07T21:06:55Z
2264,VRSN,-1401101000.0,2018-10-25T20:05:00Z
2265,VRSN,-1380989000.0,2018-07-26T20:05:00Z
2266,VRSN,-1234734000.0,2018-04-26T17:00:00Z
2267,VRSN,-1260271000.0,2018-02-08T17:00:00Z
2268,VRSN,-1229938000.0,2017-10-26T17:00:00Z
2269,VRSN,-1203158000.0,2017-07-27T17:00:00Z
2270,VRSN,-1187749000.0,2017-04-27T17:00:00Z
2271,VRSN,-1200595000.0,2017-02-09T21:05:00Z
2272,VRSN,-1169238000.0,2016-10-27T17:00:00Z
2273,VRSN,-1127330000.0,2016-07-28T17:00:00Z
2274,TXT,5996000000.0,2021-04-29T17:38:35Z
2275,TXT,5845000000.0,2021-01-27T11:33:47Z
2276,TXT,5741000000.0,2020-10-29T10:33:06Z
2277,TXT,5527000000.0,2020-07-30T10:31:51Z
2278,TXT,5534000000.0,2020-04-30T11:02:37Z
2279,TXT,5518000000.0,2020-01-29T11:34:39Z
2280,TXT,5452000000.0,2019-10-17T10:30:00Z
2281,TXT,5336000000.0,2019-07-17T10:33:42Z
2282,TXT,5233000000.0,2019-04-17T10:38:10Z
2283,TXT,5192000000.0,2019-01-24T11:32:10Z
2284,TXT,5543000000.0,2018-10-18T10:34:42Z
2285,TXT,5362000000.0,2018-07-18T17:00:00Z
2286,TXT,5692000000.0,2018-04-18T17:00:00Z
2287,TXT,5647000000.0,2018-01-31T17:00:00Z
2288,TXT,5818000000.0,2017-10-19T17:00:00Z
2289,TXT,5682000000.0,2017-07-19T17:00:00Z
2290,TXT,5582000000.0,2017-04-19T17:00:00Z
2291,TXT,5574000000.0,2017-01-25T17:00:00Z
2292,TXT,5651000000.0,2016-10-20T11:30:00Z
2293,TXT,5186000000.0,2016-07-22T17:00:00Z
2294,EBAY,3770000000.0,2021-04-28T20:05:10Z
2295,EBAY,3561000000.0,2021-02-03T21:05:05Z
2296,EBAY,2920000000.0,2020-10-28T20:05:07Z
2297,EBAY,2902000000.0,2020-07-28T20:15:06Z
2298,EBAY,2115000000.0,2020-04-29T20:15:05Z
2299,EBAY,2870000000.0,2020-01-28T21:15:03Z
2300,EBAY,3270000000.0,2019-10-23T20:15:04Z
2301,EBAY,4106000000.0,2019-07-17T20:15:04Z
2302,EBAY,5203000000.0,2019-04-23T20:15:06Z
2303,EBAY,6281000000.0,2019-01-29T21:15:04Z
2304,EBAY,6929000000.0,2018-10-30T21:15:03Z
2305,EBAY,7146000000.0,2018-07-18T20:21:57Z
2306,EBAY,7596000000.0,2018-04-25T17:00:00Z
2307,EBAY,8049000000.0,2018-01-31T17:00:00Z
2308,EBAY,11283000000.0,2017-10-18T17:00:00Z
2309,EBAY,11474000000.0,2017-07-20T21:15:00Z
2310,EBAY,11595000000.0,2017-04-19T06:45:00Z
2311,EBAY,10539000000.0,2017-01-25T21:30:00Z
2312,EBAY,6819000000.0,2016-10-19T17:00:00Z
2313,EBAY,6453000000.0,2016-07-20T21:17:00Z
2314,BAC,249681000000.0,2021-04-15T12:08:51Z
2315,BAC,248414000000.0,2021-01-19T11:48:45Z
2316,BAC,245423000000.0,2020-10-14T10:49:03Z
2317,BAC,242210000000.0,2020-07-16T10:48:57Z
2318,BAC,241491000000.0,2020-04-15T10:54:04Z
2319,BAC,241409000000.0,2020-01-15T12:11:33Z
2320,BAC,244781000000.0,2019-10-16T10:59:01Z
2321,BAC,246719000000.0,2019-07-17T10:48:52Z
2322,BAC,244684000000.0,2019-04-16T10:47:43Z
2323,BAC,242999000000.0,2019-01-16T11:49:16Z
2324,BAC,239832000000.0,2018-10-15T11:49:17Z
2325,BAC,241035000000.0,2018-07-16T11:01:47Z
2326,BAC,241552000000.0,2018-04-15T17:00:00Z
2327,BAC,244823000000.0,2018-01-17T16:00:00Z
2328,BAC,250136000000.0,2017-10-13T17:00:00Z
2329,BAC,245767000000.0,2017-07-18T17:00:00Z
2330,BAC,242933000000.0,2017-04-18T17:00:00Z
2331,BAC,240975000000.0,2017-01-13T17:00:00Z
2332,BAC,244863000000.0,2016-10-17T11:45:00Z
2333,BAC,241849000000.0,2016-07-18T11:50:00Z
2334,PYPL,19441000000.0,2021-05-05T20:32:00Z
2335,PYPL,20019000000.0,2021-02-03T21:37:58Z
2336,PYPL,18483000000.0,2020-11-02T21:37:32Z
2337,PYPL,17640000000.0,2020-07-29T20:33:11Z
2338,PYPL,15967000000.0,2020-05-06T20:34:49Z
2339,PYPL,16885000000.0,2020-01-29T21:29:10Z
2340,PYPL,16483000000.0,2019-10-23T20:32:13Z
2341,PYPL,16139000000.0,2019-07-24T20:15:04Z
2342,PYPL,15157000000.0,2019-04-24T20:15:00Z
2343,PYPL,15386000000.0,2019-01-30T21:30:55Z
2344,PYPL,15115000000.0,2018-10-18T20:15:00Z
2345,PYPL,15019000000.0,2018-07-25T20:23:34Z
2346,PYPL,14641000000.0,2018-04-25T17:00:00Z
2347,PYPL,15994000000.0,2018-01-31T17:00:00Z
2348,PYPL,15432000000.0,2017-10-19T17:00:00Z
2349,PYPL,14998000000.0,2017-07-26T17:00:00Z
2350,PYPL,14626000000.0,2017-04-26T21:38:30Z
2351,PYPL,14712000000.0,2017-01-26T21:05:00Z
2352,PYPL,14192000000.0,2016-10-20T21:05:00Z
2353,PYPL,13817000000.0,2016-07-21T17:00:00Z
2354,CMCSA,92575000000.0,2021-04-29T11:00:00Z
2355,CMCSA,90323000000.0,2021-01-28T12:00:00Z
2356,CMCSA,86176000000.0,2020-10-29T11:00:01Z
2357,CMCSA,83614000000.0,2020-07-30T11:00:01Z
2358,CMCSA,81506000000.0,2020-04-30T11:08:45Z
2359,CMCSA,82726000000.0,2020-01-23T12:07:27Z
2360,CMCSA,78144000000.0,2019-10-24T11:00:01Z
2361,CMCSA,76850000000.0,2019-07-25T11:00:00Z
2362,CMCSA,74959000000.0,2019-04-25T11:00:01Z
2363,CMCSA,71613000000.0,2019-01-23T12:00:00Z
2364,CMCSA,71523000000.0,2018-10-25T10:38:35Z
2365,CMCSA,70694000000.0,2018-07-26T11:07:06Z
2366,CMCSA,69482000000.0,2018-04-25T17:00:00Z
2367,CMCSA,68616000000.0,2018-01-24T17:00:00Z
2368,CMCSA,55427000000.0,2017-10-26T12:05:00Z
2369,CMCSA,55005000000.0,2017-07-27T11:19:00Z
2370,CMCSA,55059000000.0,2017-04-27T11:15:00Z
2371,CMCSA,53943000000.0,2017-01-26T12:00:00Z
2372,CMCSA,53481000000.0,2016-10-26T16:00:00Z
2373,CMCSA,53098000000.0,2016-07-27T17:00:00Z
2374,EQR,10277520000.0,2021-04-27T20:29:20Z
2375,EQR,10488371000.0,2021-02-10T21:17:52Z
2376,EQR,10480200000.0,2020-10-27T20:16:53Z
2377,EQR,10560393000.0,2020-07-28T20:18:04Z
2378,EQR,10493087000.0,2020-05-05T20:26:27Z
2379,EQR,10278226000.0,2020-01-28T21:20:28Z
2380,EQR,10145356000.0,2019-10-22T20:22:44Z
2381,EQR,10116249000.0,2019-07-30T20:16:47Z
2382,EQR,10009606000.0,2019-04-30T20:30:00Z
2383,EQR,10135924000.0,2019-01-29T21:19:00Z
