,Instrument,Common Equity - Total,Original Announcement Date Time
5885,TGT,11545000000.0,2019-11-20T11:30:05Z
5886,TGT,11836000000.0,2019-08-21T10:30:05Z
5887,TGT,11117000000.0,2019-05-22T10:30:05Z
5888,TGT,11297000000.0,2019-03-05T11:30:06Z
5889,TGT,11080000000.0,2018-11-20T11:30:04Z
5890,TGT,11167000000.0,2018-08-22T10:30:03Z
5891,TGT,11158000000.0,2018-05-23T17:00:00Z
5892,TGT,11651000000.0,2018-03-06T17:00:00Z
5893,TGT,11137000000.0,2017-11-15T17:00:00Z
5894,TGT,11098000000.0,2017-08-15T11:38:00Z
5895,TGT,10979000000.0,2017-05-17T17:00:00Z
5896,TGT,10953000000.0,2017-02-28T12:13:00Z
5897,TGT,11069000000.0,2016-11-16T17:00:00Z
5898,TGT,11577000000.0,2016-08-17T17:00:00Z
5899,LDOS,3933000000.0,2021-05-04T10:00:08Z
5900,LDOS,3862000000.0,2021-02-23T11:00:15Z
5901,LDOS,3706000000.0,2020-11-02T11:00:16Z
5902,LDOS,3538000000.0,2020-08-04T10:00:07Z
5903,LDOS,3355000000.0,2020-05-05T10:00:08Z
5904,LDOS,3413000000.0,2020-02-18T11:00:18Z
5905,LDOS,3246000000.0,2019-10-29T10:00:04Z
5906,LDOS,3359000000.0,2019-07-30T10:00:14Z
5907,LDOS,3294000000.0,2019-04-30T10:34:18Z
5908,LDOS,3308000000.0,2019-02-19T11:00:09Z
5909,LDOS,3454000000.0,2018-10-25T10:00:26Z
5910,LDOS,3416000000.0,2018-07-26T17:00:00Z
5911,LDOS,3431000000.0,2018-05-03T11:11:30Z
5912,LDOS,3370000000.0,2018-02-22T17:00:00Z
5913,LDOS,3294000000.0,2017-11-02T17:00:00Z
5914,LDOS,3224000000.0,2017-08-03T11:00:00Z
5915,LDOS,3177000000.0,2017-05-04T20:30:00Z
5916,LDOS,3135000000.0,2017-02-23T13:33:00Z
5917,LDOS,3116000000.0,2016-11-04T17:00:00Z
5918,LDOS,1124000000.0,2016-07-28T11:15:00Z
5919,ICE,19963000000.0,2021-04-29T12:29:50Z
5920,ICE,19498000000.0,2021-02-04T13:33:59Z
5921,ICE,19021000000.0,2020-10-29T11:31:47Z
5922,ICE,16953000000.0,2020-07-30T11:31:28Z
5923,ICE,16939000000.0,2020-04-30T11:31:28Z
5924,ICE,17255000000.0,2020-02-06T13:37:17Z
5925,ICE,17161000000.0,2019-10-31T11:31:15Z
5926,ICE,17115000000.0,2019-08-01T11:31:30Z
5927,ICE,17106000000.0,2019-05-02T11:33:03Z
5928,ICE,17201000000.0,2019-02-07T12:31:59Z
5929,ICE,16832000000.0,2018-10-31T11:32:14Z
5930,ICE,16805000000.0,2018-08-02T11:32:04Z
5931,ICE,16978000000.0,2018-05-03T17:00:00Z
5932,ICE,16957000000.0,2018-02-07T17:00:00Z
5933,ICE,15992000000.0,2017-11-02T17:00:00Z
5934,ICE,15898000000.0,2017-08-03T12:32:00Z
5935,ICE,15755000000.0,2017-05-03T12:30:23Z
5936,ICE,15717000000.0,2017-02-07T12:31:00Z
5937,ICE,15512000000.0,2016-11-01T17:00:00Z
5938,ICE,15292000000.0,2016-08-03T16:00:00Z
5939,INFO,8915700000.0,2021-06-23T10:02:57Z
5940,INFO,8691400000.0,2021-03-23T10:02:52Z
5941,INFO,8529400000.0,2021-01-13T11:05:47Z
5942,INFO,8592900000.0,2020-09-29T21:20:10Z
5943,INFO,8108400000.0,2020-06-23T11:46:52Z
5944,INFO,8369000000.0,2020-03-24T21:16:18Z
5945,INFO,8415800000.0,2020-01-14T11:02:55Z
5946,INFO,8235000000.0,2019-09-24T10:01:44Z
5947,INFO,8386400000.0,2019-06-26T13:17:50Z
5948,INFO,8332300000.0,2019-03-26T20:41:03Z
5949,INFO,8020500000.0,2019-01-15T11:32:49Z
5950,INFO,7891600000.0,2018-09-25T10:11:00Z
5951,INFO,7768700000.0,2018-06-26T10:00:00Z
5952,INFO,8162300000.0,2018-03-27T17:00:00Z
5953,INFO,8004400000.0,2018-01-16T17:00:00Z
5954,INFO,7702100000.0,2017-09-26T23:00:00Z
5955,INFO,7608600000.0,2017-06-27T17:00:00Z
5956,INFO,7691700000.0,2017-03-28T17:00:00Z
5957,INFO,8084400000.0,2017-01-17T17:00:00Z
5958,INFO,8432600000.0,2016-09-27T17:00:00Z
5959,MSI,-496000000.0,2021-05-06T20:21:06Z
5960,MSI,-558000000.0,2021-02-04T21:18:56Z
5961,MSI,-756000000.0,2020-10-29T20:22:41Z
5962,MSI,-830000000.0,2020-08-06T20:19:03Z
5963,MSI,-948000000.0,2020-05-07T20:10:00Z
5964,MSI,-700000000.0,2020-02-06T21:26:00Z
5965,MSI,-1101000000.0,2019-10-30T20:29:56Z
5966,MSI,-970000000.0,2019-08-01T20:21:38Z
5967,MSI,-1108000000.0,2019-05-02T20:17:52Z
5968,MSI,-1293000000.0,2019-02-07T21:17:33Z
5969,MSI,-1411000000.0,2018-11-01T20:17:28Z
5970,MSI,-1507000000.0,2018-08-02T20:19:28Z
5971,MSI,-1554000000.0,2018-05-03T17:00:00Z
5972,MSI,-1742000000.0,2018-02-01T17:00:00Z
5973,MSI,-830000000.0,2017-11-02T17:00:00Z
5974,MSI,-988000000.0,2017-08-03T20:26:39Z
5975,MSI,-1050000000.0,2017-05-04T21:22:00Z
5976,MSI,-964000000.0,2017-02-02T21:21:04Z
5977,MSI,-659000000.0,2016-11-04T17:00:00Z
5978,MSI,-689000000.0,2016-08-04T17:00:00Z
5979,STZ,12261600000.0,2021-06-30T20:03:05Z
5980,STZ,13598900000.0,2021-04-08T12:33:11Z
5981,STZ,13312100000.0,2021-01-07T21:32:30Z
5982,STZ,11688000000.0,2020-10-01T18:35:55Z
5983,STZ,11066000000.0,2020-07-01T18:04:14Z
5984,STZ,12131800000.0,2020-04-03T12:49:14Z
5985,STZ,11709400000.0,2020-01-08T13:38:42Z
5986,STZ,11377500000.0,2019-10-03T17:33:07Z
5987,STZ,12174600000.0,2019-06-28T12:55:23Z
5988,STZ,12551000000.0,2019-04-04T13:28:53Z
5989,STZ,11256700000.0,2019-01-09T19:20:12Z
5990,STZ,11268300000.0,2018-10-04T13:03:49Z
5991,STZ,10556400000.0,2018-06-29T13:18:57Z
5992,STZ,7975100000.0,2018-03-29T17:00:00Z
5993,STZ,7993900000.0,2018-01-05T23:00:00Z
5994,STZ,7928100000.0,2017-10-05T22:00:00Z
5995,STZ,7389700000.0,2017-06-29T12:48:00Z
5996,STZ,6891200000.0,2017-04-06T17:00:00Z
5997,STZ,7018000000.0,2017-01-05T13:33:00Z
5998,STZ,7182400000.0,2016-10-05T16:00:00Z
5999,AIG,62194000000.0,2021-05-06T20:32:32Z
6000,AIG,65877000000.0,2021-02-16T21:16:00Z
6001,AIG,63623000000.0,2020-11-05T21:16:00Z
6002,AIG,61749000000.0,2020-08-03T20:16:00Z
6003,AIG,59688000000.0,2020-05-04T20:21:00Z
6004,AIG,65190000000.0,2020-02-13T11:45:00Z
6005,AIG,65118000000.0,2019-11-01T10:48:57Z
6006,AIG,64054000000.0,2019-08-07T20:16:00Z
6007,AIG,60302000000.0,2019-05-06T20:16:00Z
6008,AIG,56361000000.0,2019-02-13T21:16:00Z
6009,AIG,58586000000.0,2018-10-31T20:16:00Z
6010,AIG,61186000000.0,2018-08-02T17:00:00Z
6011,AIG,62792000000.0,2018-05-02T17:00:00Z
6012,AIG,65171000000.0,2018-02-08T17:00:00Z
6013,AIG,72468000000.0,2017-11-02T17:00:00Z
6014,AIG,73732000000.0,2017-08-02T21:22:00Z
6015,AIG,74069000000.0,2017-05-03T17:00:00Z
6016,AIG,76300000000.0,2017-02-14T17:00:00Z
6017,AIG,88663000000.0,2016-11-02T17:00:00Z
6018,AIG,89946000000.0,2016-08-02T17:00:00Z
6019,SCHW,45055000000.0,2021-04-15T12:45:00Z
6020,SCHW,48327000000.0,2021-01-19T13:46:46Z
6021,SCHW,26068000000.0,2020-10-15T12:45:00Z
6022,SCHW,25552000000.0,2020-07-16T20:33:02Z
6023,SCHW,23477000000.0,2020-04-15T12:45:00Z
6024,SCHW,18952000000.0,2020-01-16T13:45:00Z
6025,SCHW,18561000000.0,2019-10-15T12:45:00Z
6026,SCHW,18527000000.0,2019-07-16T12:45:00Z
6027,SCHW,18832000000.0,2019-04-15T12:45:00Z
6028,SCHW,17877000000.0,2019-01-16T13:45:00Z
6029,SCHW,18041000000.0,2018-10-15T12:45:00Z
6030,SCHW,17304000000.0,2018-07-17T17:00:00Z
6031,SCHW,16537000000.0,2018-04-16T17:00:00Z
6032,SCHW,15732000000.0,2018-01-17T17:00:00Z
6033,SCHW,15244000000.0,2017-10-16T17:00:00Z
6034,SCHW,14706000000.0,2017-07-18T23:25:15Z
6035,SCHW,14199000000.0,2017-04-18T13:45:00Z
6036,SCHW,13638000000.0,2017-01-18T13:45:00Z
6037,SCHW,13278000000.0,2016-10-17T13:45:00Z
6038,SCHW,12801000000.0,2016-07-18T13:45:00Z
6039,IQV,5953000000.0,2021-04-22T11:02:54Z
6040,IQV,6001000000.0,2021-02-10T12:04:05Z
6041,IQV,5846000000.0,2020-10-20T11:00:01Z
6042,IQV,5591000000.0,2020-07-22T11:00:01Z
6043,IQV,5542000000.0,2020-04-28T11:00:00Z
6044,IQV,6003000000.0,2020-02-12T12:03:06Z
6045,IQV,6131000000.0,2019-10-30T11:00:00Z
6046,IQV,6523000000.0,2019-07-24T11:01:51Z
6047,IQV,6615000000.0,2019-05-01T11:07:36Z
6048,IQV,6714000000.0,2019-02-14T12:01:18Z
6049,IQV,7215000000.0,2018-10-22T11:03:47Z
6050,IQV,7364000000.0,2018-07-24T17:00:00Z
6051,IQV,8196000000.0,2018-05-02T17:00:00Z
6052,IQV,7995000000.0,2018-02-14T17:00:00Z
6053,IQV,7264000000.0,2017-10-26T17:00:00Z
6054,IQV,7539000000.0,2017-08-03T17:00:00Z
6055,IQV,7571000000.0,2017-05-03T17:00:00Z
6056,IQV,8633000000.0,2017-02-14T17:00:00Z
6057,IQV,-313432000.0,2016-11-02T12:10:00Z
6058,IQV,-458286000.0,2016-07-27T17:00:00Z
6059,DE,15092000000.0,2021-05-21T10:11:01Z
6060,DE,14083000000.0,2021-02-19T11:09:49Z
6061,DE,12937000000.0,2020-11-25T11:45:07Z
6062,DE,12888000000.0,2020-08-21T10:47:41Z
6063,DE,11864000000.0,2020-05-22T10:10:20Z
6064,DE,11926000000.0,2020-02-21T11:47:41Z
6065,DE,11413000000.0,2019-11-27T11:17:23Z
6066,DE,12266000000.0,2019-08-16T10:12:48Z
6067,DE,,2019-05-17T10:10:07Z
6068,DE,11327800000.0,2019-02-15T00:00:00Z
6069,DE,11287800000.0,2018-11-21T11:09:44Z
6070,DE,10356300000.0,2018-08-17T10:07:45Z
6071,DE,10410300000.0,2018-05-18T17:00:00Z
6072,DE,9252600000.0,2018-02-16T17:00:00Z
6073,DE,9557300000.0,2017-11-22T17:00:00Z
6074,DE,8572200000.0,2017-08-18T11:30:00Z
6075,DE,7684700000.0,2017-05-19T17:00:00Z
6076,DE,6825500000.0,2017-02-17T17:00:00Z
6077,DE,6520000000.0,2016-11-23T11:45:00Z
6078,DE,7428400000.0,2016-08-19T17:00:00Z
6079,DFS,11098000000.0,2021-04-21T20:26:35Z
6080,DFS,9828000000.0,2021-01-20T21:18:07Z
6081,DFS,9196000000.0,2020-10-21T20:17:16Z
6082,DFS,8587000000.0,2020-07-22T20:31:13Z
6083,DFS,9102000000.0,2020-04-22T21:37:36Z
6084,DFS,11296000000.0,2020-01-23T21:17:03Z
6085,DFS,11154000000.0,2019-10-22T20:17:36Z
6086,DFS,10930000000.0,2019-07-23T20:23:37Z
6087,DFS,10696000000.0,2019-04-25T20:50:50Z
6088,DFS,10567000000.0,2019-01-24T21:18:31Z
6089,DFS,10453000000.0,2018-10-25T20:22:46Z
6090,DFS,10326000000.0,2018-07-26T17:00:00Z
6091,DFS,10308000000.0,2018-04-26T17:00:00Z
6092,DFS,10329000000.0,2018-01-24T17:00:00Z
6093,DFS,10627000000.0,2017-10-24T17:00:00Z
6094,DFS,10699000000.0,2017-07-26T21:19:00Z
6095,DFS,10705000000.0,2017-04-25T17:00:00Z
6096,DFS,10763000000.0,2017-01-24T17:00:00Z
6097,DFS,10787000000.0,2016-10-25T17:00:00Z
6098,DFS,10837000000.0,2016-07-19T17:00:00Z
6099,BBY,4158000000.0,2021-05-27T11:03:01Z
6100,BBY,4587000000.0,2021-02-25T12:00:00Z
6101,BBY,4086000000.0,2020-11-24T12:00:00Z
6102,BBY,3778000000.0,2020-08-25T11:01:30Z
6103,BBY,3410000000.0,2020-05-21T11:01:54Z
6104,BBY,3479000000.0,2020-02-27T12:00:00Z
6105,BBY,3125000000.0,2019-11-26T12:00:00Z
6106,BBY,3285000000.0,2019-08-29T11:02:10Z
6107,BBY,3354000000.0,2019-05-23T11:00:00Z
6108,BBY,3306000000.0,2019-02-27T12:01:52Z
6109,BBY,3012000000.0,2018-11-20T12:02:01Z
6110,BBY,3186000000.0,2018-08-28T11:00:00Z
6111,BBY,3420000000.0,2018-05-24T17:00:00Z
6112,BBY,3612000000.0,2018-03-01T17:00:00Z
6113,BBY,4152000000.0,2017-11-16T17:00:00Z
6114,BBY,4347000000.0,2017-08-29T12:00:00Z
6115,BBY,4499000000.0,2017-05-25T17:00:00Z
6116,BBY,4709000000.0,2017-03-01T12:00:00Z
6117,BBY,4261000000.0,2016-11-17T12:00:00Z
6118,BBY,4319000000.0,2016-08-23T11:00:00Z
6119,DG,6249925000.0,2021-05-27T10:55:00Z
6120,DG,6661238000.0,2021-03-18T10:55:00Z
6121,DG,6985519000.0,2020-12-03T11:58:37Z
6122,DG,7356071000.0,2020-08-27T11:03:53Z
6123,DG,7209454000.0,2020-05-28T10:55:00Z
6124,DG,6702500000.0,2020-03-12T10:55:00Z
6125,DG,6648295000.0,2019-12-05T12:07:13Z
6126,DG,6749160000.0,2019-08-29T10:59:15Z
6127,DG,6572669000.0,2019-05-30T10:55:00Z
6128,DG,6417393000.0,2019-03-14T11:08:57Z
6129,DG,6355888000.0,2018-12-04T12:06:10Z
6130,DG,6378942000.0,2018-08-30T11:10:57Z
6131,DG,6236318000.0,2018-05-31T17:00:00Z
6132,DG,6125774000.0,2018-03-15T05:00:00Z
6133,DG,5744155000.0,2017-12-07T17:00:00Z
6134,DG,5687095000.0,2017-08-31T17:00:00Z
6135,DG,5528881000.0,2017-06-01T12:01:00Z
6136,DG,5406294000.0,2017-03-16T11:55:00Z
6137,DG,5361852000.0,2016-12-01T17:00:00Z
6138,DG,5413361000.0,2016-08-25T17:00:00Z
6139,EXC,32015000000.0,2021-05-05T10:50:00Z
6140,EXC,32585000000.0,2021-02-24T11:52:00Z
6141,EXC,32884000000.0,2020-11-03T11:56:12Z
6142,EXC,32703000000.0,2020-08-04T10:50:00Z
6143,EXC,32482000000.0,2020-05-08T19:25:18Z
6144,EXC,32224000000.0,2020-02-11T11:52:39Z
6145,EXC,32023000000.0,2019-10-31T16:40:55Z
6146,EXC,31548000000.0,2019-08-01T17:43:05Z
6147,EXC,31357000000.0,2019-05-02T20:39:37Z
6148,EXC,30741000000.0,2019-02-08T11:48:36Z
6149,EXC,31020000000.0,2018-11-01T11:14:59Z
6150,EXC,30515000000.0,2018-08-02T17:00:00Z
6151,EXC,30231000000.0,2018-05-02T17:00:00Z
6152,EXC,29896000000.0,2018-02-07T17:00:00Z
6153,EXC,28100000000.0,2017-11-02T22:00:00Z
6154,EXC,27546000000.0,2017-08-02T23:00:00Z
6155,EXC,26530000000.0,2017-05-03T13:00:00Z
6156,EXC,25837000000.0,2017-02-08T17:00:00Z
6157,EXC,26027000000.0,2016-10-26T16:00:00Z
6158,EXC,25756000000.0,2016-08-09T17:00:00Z
6159,MNST,5459437000.0,2021-05-06T20:13:52Z
6160,MNST,5160860000.0,2021-02-25T21:10:00Z
6161,MNST,4629321000.0,2020-11-05T21:15:01Z
6162,MNST,4221540000.0,2020-08-04T20:15:10Z
6163,MNST,3870946000.0,2020-05-07T20:15:12Z
6164,MNST,4171281000.0,2020-02-27T21:05:13Z
6165,MNST,4107978000.0,2019-11-07T21:05:01Z
6166,MNST,4057586000.0,2019-08-07T20:11:22Z
6167,MNST,3698820000.0,2019-05-02T20:06:24Z
6168,MNST,3610901000.0,2019-02-27T21:07:26Z
6169,MNST,3893267000.0,2018-11-07T21:05:25Z
6170,MNST,3605160000.0,2018-08-08T20:05:16Z
6171,MNST,3875607000.0,2018-05-08T17:00:00Z
6172,MNST,3895212000.0,2018-02-28T17:00:00Z
6173,MNST,3768154000.0,2017-11-08T16:00:00Z
6174,MNST,3776017000.0,2017-08-08T16:00:00Z
6175,MNST,3530226000.0,2017-05-04T21:20:00Z
6176,MNST,3329709000.0,2017-03-01T17:00:00Z
6177,MNST,3398400000.0,2016-11-03T16:00:00Z
6178,MNST,3192411000.0,2016-08-04T16:00:00Z
6179,AMD,6477000000.0,2021-04-27T20:10:00Z
6180,AMD,5837000000.0,2021-01-26T21:10:01Z
6181,AMD,3867000000.0,2020-10-27T10:30:10Z
6182,AMD,3305000000.0,2020-07-28T20:15:10Z
6183,AMD,3037000000.0,2020-04-28T20:25:10Z
6184,AMD,2827000000.0,2020-01-28T21:19:01Z
6185,AMD,2176000000.0,2019-10-29T20:15:11Z
6186,AMD,1901000000.0,2019-07-30T20:20:01Z
6187,AMD,1788000000.0,2019-04-30T20:20:11Z
6188,AMD,1266000000.0,2019-01-29T21:15:06Z
6189,AMD,1125000000.0,2018-10-24T20:35:34Z
6190,AMD,879000000.0,2018-07-25T20:44:18Z
6191,AMD,715000000.0,2018-04-25T17:00:00Z
6192,AMD,596000000.0,2018-01-30T17:00:00Z
6193,AMD,520000000.0,2017-10-24T17:00:00Z
6194,AMD,417000000.0,2017-07-25T21:15:00Z
6195,AMD,409000000.0,2017-05-01T17:00:00Z
6196,AMD,416000000.0,2017-01-31T21:15:00Z
6197,AMD,385000000.0,2016-10-20T21:15:00Z
6198,AMD,-413000000.0,2016-07-21T21:15:00Z
6199,CRL,2183927000.0,2021-05-04T11:00:01Z
6200,CRL,2114602000.0,2021-02-17T12:08:00Z
6201,CRL,1896940000.0,2020-10-29T11:00:00Z
6202,CRL,1752641000.0,2020-08-05T11:00:00Z
6203,CRL,1651984000.0,2020-05-07T11:00:00Z
6204,CRL,1634584000.0,2020-02-11T12:00:01Z
6205,CRL,1532313000.0,2019-11-06T12:00:00Z
6206,CRL,1455066000.0,2019-07-31T11:00:00Z
6207,CRL,1398114000.0,2019-05-07T11:00:00Z
6208,CRL,1317332000.0,2019-02-13T12:32:40Z
6209,CRL,1253106000.0,2018-11-07T12:00:00Z
6210,CRL,1181966000.0,2018-08-08T11:17:06Z
6211,CRL,1139826000.0,2018-05-10T17:00:00Z
6212,CRL,1045080000.0,2018-02-13T17:00:00Z
6213,CRL,1021513000.0,2017-11-09T17:00:00Z
6214,CRL,963496000.0,2017-08-09T22:00:00Z
6215,CRL,876431000.0,2017-05-10T12:00:00Z
6216,CRL,836768000.0,2017-02-14T11:30:00Z
6217,CRL,867969000.0,2016-11-02T12:00:00Z
6218,CRL,831348000.0,2016-08-03T16:00:00Z
6219,KMB,518000000.0,2021-04-23T11:30:04Z
6220,KMB,626000000.0,2021-01-25T12:30:05Z
6221,KMB,335000000.0,2020-10-22T11:30:08Z
6222,KMB,268000000.0,2020-07-23T11:30:08Z
6223,KMB,-167000000.0,2020-04-22T11:30:04Z
6224,KMB,-33000000.0,2020-01-23T12:30:08Z
6225,KMB,-141000000.0,2019-10-22T11:30:13Z
6226,KMB,-178000000.0,2019-07-23T11:30:07Z
6227,KMB,,2019-04-22T11:30:04Z
6228,KMB,-287000000.0,2019-01-23T12:30:05Z
6229,KMB,,2018-10-22T12:32:23Z
6230,KMB,,2018-07-24T11:30:07Z
6231,KMB,,2018-04-23T17:00:00Z
6232,KMB,629000000.0,2018-01-23T17:00:00Z
6233,KMB,,2017-10-23T17:00:00Z
6234,KMB,,2017-07-25T16:01:00Z
6235,KMB,,2017-04-23T12:30:00Z
6236,KMB,-102000000.0,2017-01-24T12:15:00Z
6237,KMB,,2016-10-24T16:00:00Z
6238,KMB,,2016-07-25T17:00:00Z
6239,WRB,6414600000.0,2021-04-20T20:14:15Z
6240,WRB,6310802000.0,2021-01-26T21:12:43Z
6241,WRB,5995112000.0,2020-10-20T20:12:53Z
6242,WRB,5801116000.0,2020-07-21T20:10:00Z
6243,WRB,5493475000.0,2020-04-21T20:32:26Z
6244,WRB,6074939000.0,2020-01-28T21:07:25Z
6245,WRB,6056296000.0,2019-10-22T20:10:10Z
6246,WRB,5976760000.0,2019-07-23T20:11:42Z
6247,WRB,5759952000.0,2019-04-23T20:08:41Z
6248,WRB,5437851000.0,2019-01-29T21:11:35Z
6249,WRB,5437848000.0,2018-10-23T20:08:51Z
6250,WRB,5426118000.0,2018-07-24T17:00:00Z
6251,WRB,5451776000.0,2018-04-24T17:00:00Z
6252,WRB,5411344000.0,2018-01-30T17:00:00Z
6253,WRB,5430536000.0,2017-10-24T17:00:00Z
6254,WRB,5286518000.0,2017-07-25T21:01:00Z
6255,WRB,5179606000.0,2017-04-24T17:00:00Z
6256,WRB,5047208000.0,2017-01-31T17:00:00Z
6257,WRB,4925765000.0,2016-10-25T21:01:00Z
6258,WRB,4902501000.0,2016-07-25T17:00:00Z
6259,TFX,3375791000.0,2021-04-29T10:30:00Z
6260,TFX,3336457000.0,2021-02-25T17:37:26Z
6261,TFX,3236203000.0,2020-10-29T14:02:54Z
6262,TFX,3097402000.0,2020-07-30T10:30:10Z
6263,TFX,3073024000.0,2020-04-30T11:02:30Z
6264,TFX,2979320000.0,2020-02-20T11:30:10Z
6265,TFX,2852976000.0,2019-10-31T11:05:25Z
6266,TFX,2664844000.0,2019-08-01T10:30:07Z
6267,TFX,2569878000.0,2019-05-02T16:11:53Z
6268,TFX,2539978000.0,2019-02-21T20:15:22Z
6269,TFX,2507065000.0,2018-11-01T10:30:00Z
6270,TFX,2433981000.0,2018-08-02T10:30:00Z
6271,TFX,2560500000.0,2018-05-03T17:00:00Z
6272,TFX,2430531000.0,2018-02-22T17:00:00Z
6273,TFX,2472477000.0,2017-11-02T17:00:00Z
6274,TFX,2358529000.0,2017-08-03T10:30:00Z
6275,TFX,2218904000.0,2017-05-04T02:30:00Z
6276,TFX,2139341000.0,2017-02-23T11:30:00Z
6277,TFX,2169922000.0,2016-10-27T05:00:00Z
6278,TFX,2119350000.0,2016-07-28T17:00:00Z
6279,F,33828000000.0,2021-04-28T20:14:11Z
6280,F,30690000000.0,2021-02-04T21:25:40Z
6281,F,33125000000.0,2020-10-29T10:29:17Z
6282,F,30824000000.0,2020-07-31T10:12:13Z
6283,F,29650000000.0,2020-04-29T10:06:17Z
6284,F,33185000000.0,2020-02-04T21:16:00Z
6285,F,35349000000.0,2019-10-23T20:13:18Z
6286,F,36097000000.0,2019-07-24T20:24:01Z
6287,F,36398000000.0,2019-04-25T20:26:50Z
6288,F,35932000000.0,2019-01-23T21:40:39Z
6289,F,36590000000.0,2018-10-24T20:36:16Z
6290,F,36441000000.0,2018-07-25T16:00:00Z
6291,F,36400000000.0,2018-04-26T22:00:00Z
6292,F,35578000000.0,2018-01-24T17:00:00Z
6293,F,33238000000.0,2017-10-26T23:00:00Z
6294,F,32244000000.0,2017-07-26T17:00:00Z
6295,F,30619000000.0,2017-04-27T16:00:00Z
6296,F,29170000000.0,2017-01-26T12:00:00Z
6297,F,31484000000.0,2016-10-27T16:00:00Z
6298,F,31141000000.0,2016-07-28T17:00:00Z
6299,HWM,3607000000.0,2021-05-06T11:04:14Z
6300,HWM,3522000000.0,2021-02-03T12:03:52Z
6301,HWM,3446000000.0,2020-11-09T12:03:42Z
6302,HWM,3394000000.0,2020-08-06T11:41:53Z
6303,HWM,4728000000.0,2020-05-05T10:52:36Z
6304,HWM,4536000000.0,2020-01-27T11:56:35Z
6305,HWM,4641000000.0,2019-11-05T11:41:31Z
6306,HWM,4799000000.0,2019-08-02T12:00:00Z
6307,HWM,5111000000.0,2019-04-30T12:00:01Z
6308,HWM,5518000000.0,2019-02-08T13:00:00Z
6309,HWM,5306000000.0,2018-10-30T12:00:01Z
