,Instrument,Earnings before Interest & Taxes (EBIT) - Normalized,Original Announcement Date Time
0,SHW,706100000.0,2021-04-27T11:00:23Z
1,SHW,590600000.0,2021-01-28T12:00:15Z
2,SHW,955100000.0,2020-10-27T11:00:11Z
3,SHW,848200000.0,2020-07-28T11:00:19Z
4,SHW,517100000.0,2020-04-29T11:00:18Z
5,SHW,481756000.0,2020-01-30T12:03:10Z
6,SHW,777187000.0,2019-10-22T11:56:07Z
7,SHW,767041000.0,2019-07-23T11:00:10Z
8,SHW,424516000.0,2019-04-23T11:00:14Z
9,SHW,286595000.0,2019-01-31T12:00:08Z
10,SHW,676883000.0,2018-10-25T11:00:09Z
11,SHW,672757000.0,2018-07-24T11:29:55Z
12,SHW,426174000.0,2018-04-24T17:00:00Z
13,SHW,381078000.0,2018-01-25T17:00:00Z
14,SHW,553087000.0,2017-10-24T16:00:00Z
15,SHW,594504000.0,2017-07-20T17:00:00Z
16,SHW,346465000.0,2017-04-20T17:00:00Z
17,SHW,358361000.0,2017-01-26T12:00:00Z
18,SHW,580234000.0,2016-10-25T16:00:00Z
19,SHW,581248000.0,2016-07-21T17:00:00Z
20,DTE,592000000.0,2021-04-27T14:18:43Z
21,DTE,521000000.0,2021-02-19T18:45:54Z
22,DTE,677000000.0,2020-10-27T15:56:50Z
23,DTE,449000000.0,2020-07-28T15:00:04Z
24,DTE,570000000.0,2020-04-28T00:00:00Z
25,DTE,543000000.0,2020-02-05T20:18:55Z
26,DTE,431000000.0,2019-10-28T14:34:20Z
27,DTE,278000000.0,2019-07-24T15:08:00Z
28,DTE,737000000.0,2019-04-24T15:10:52Z
29,DTE,461000000.0,2019-02-07T17:59:26Z
30,DTE,507000000.0,2018-10-24T16:04:36Z
31,DTE,387000000.0,2018-07-25T17:17:27Z
32,DTE,583000000.0,2018-04-25T23:00:00Z
33,DTE,259000000.0,2018-02-16T23:00:00Z
34,DTE,470000000.0,2017-10-25T17:00:00Z
35,DTE,347000000.0,2017-07-26T17:00:00Z
36,DTE,637000000.0,2017-04-26T12:15:00Z
37,DTE,305000000.0,2017-02-09T12:00:00Z
38,DTE,565000000.0,2016-10-26T17:00:00Z
39,DTE,325000000.0,2016-07-26T17:00:00Z
40,LOW,3298000000.0,2021-05-19T10:01:49Z
41,LOW,1629000000.0,2021-02-24T11:04:02Z
42,LOW,2428000000.0,2020-11-18T13:47:21Z
43,LOW,4181000000.0,2020-08-19T12:51:39Z
44,LOW,2337000000.0,2020-05-20T10:04:19Z
45,LOW,-160000000.0,2020-02-26T11:02:48Z
46,LOW,1607000000.0,2019-11-20T11:02:49Z
47,LOW,2380000000.0,2019-08-21T10:03:46Z
48,LOW,1409000000.0,2019-05-22T10:02:18Z
49,LOW,49000000.0,2019-02-27T11:24:58Z
50,LOW,1230000000.0,2018-11-20T11:00:08Z
51,LOW,2391000000.0,2018-08-22T10:00:05Z
52,LOW,1461000000.0,2018-05-23T17:00:00Z
53,LOW,1096000000.0,2018-04-02T23:00:00Z
54,LOW,1547000000.0,2017-11-21T17:00:00Z
55,LOW,2378000000.0,2017-08-23T11:00:00Z
56,LOW,1553000000.0,2017-05-24T11:00:00Z
57,LOW,1266000000.0,2017-03-01T11:00:00Z
58,LOW,939000000.0,2016-11-16T11:00:00Z
59,LOW,2051000000.0,2016-08-17T17:00:00Z
60,WBA,1458000000.0,2021-07-01T11:00:00Z
61,WBA,1473000000.0,2021-03-31T11:00:01Z
62,WBA,-151000000.0,2021-01-07T12:00:17Z
63,WBA,1050000000.0,2020-10-15T11:00:00Z
64,WBA,1083000000.0,2020-07-09T11:00:00Z
65,WBA,1544000000.0,2020-04-02T11:00:00Z
66,WBA,1352000000.0,2020-01-08T12:00:01Z
67,WBA,1216000000.0,2019-10-28T11:00:00Z
68,WBA,1302000000.0,2019-06-27T11:00:00Z
69,WBA,1926000000.0,2019-04-02T11:00:00Z
70,WBA,1504000000.0,2018-12-20T12:07:30Z
71,WBA,2141000000.0,2018-10-11T11:00:00Z
72,WBA,1580000000.0,2018-06-28T11:07:34Z
73,WBA,2309000000.0,2018-03-28T17:00:00Z
74,WBA,1499000000.0,2018-01-04T16:00:00Z
75,WBA,1806000000.0,2017-10-25T17:00:00Z
76,WBA,1729000000.0,2017-06-29T17:00:00Z
77,WBA,1850000000.0,2017-04-05T12:00:00Z
78,WBA,1495000000.0,2017-01-05T12:08:00Z
79,WBA,2864000000.0,2016-10-20T12:00:00Z
80,MAR,74000000.0,2021-05-10T11:00:09Z
81,MAR,115000000.0,2021-02-18T13:11:16Z
82,MAR,474000000.0,2020-11-06T12:00:07Z
83,MAR,-138000000.0,2020-08-10T11:00:09Z
84,MAR,194000000.0,2020-05-11T11:00:19Z
85,MAR,362000000.0,2020-02-26T22:20:53Z
86,MAR,628000000.0,2019-11-04T21:30:07Z
87,MAR,583000000.0,2019-08-05T20:30:08Z
88,MAR,532000000.0,2019-05-10T10:16:48Z
89,MAR,658000000.0,2019-02-28T23:36:25Z
90,MAR,687000000.0,2018-11-05T21:30:07Z
91,MAR,971000000.0,2018-08-06T20:45:58Z
92,MAR,636000000.0,2018-05-08T17:00:00Z
93,MAR,1151000000.0,2018-02-14T17:00:00Z
94,MAR,830000000.0,2017-11-07T17:00:00Z
95,MAR,802000000.0,2017-08-07T21:22:00Z
96,MAR,608000000.0,2017-05-09T17:00:00Z
97,MAR,581000000.0,2017-02-15T17:00:00Z
98,MAR,405000000.0,2016-11-07T17:00:00Z
99,MAR,394000000.0,2016-07-27T21:30:00Z
100,EMR,792000000.0,2021-05-05T10:55:00Z
101,EMR,669000000.0,2021-02-02T12:00:00Z
102,EMR,873000000.0,2020-11-03T11:57:40Z
103,EMR,591000000.0,2020-08-04T10:55:00Z
104,EMR,756000000.0,2020-04-21T10:55:00Z
105,EMR,555000000.0,2020-02-04T11:55:00Z
106,EMR,921000000.0,2019-11-05T12:00:01Z
107,EMR,830000000.0,2019-08-06T10:55:23Z
108,EMR,733000000.0,2019-05-07T10:56:46Z
109,EMR,644000000.0,2019-02-05T11:54:55Z
110,EMR,811000000.0,2018-11-06T11:59:33Z
111,EMR,821000000.0,2018-08-07T16:00:00Z
112,EMR,715000000.0,2018-05-01T17:00:00Z
113,EMR,556000000.0,2018-02-06T17:00:00Z
114,EMR,749000000.0,2017-11-07T17:00:00Z
115,EMR,681000000.0,2017-08-01T16:00:00Z
116,EMR,624000000.0,2017-05-02T17:00:00Z
117,EMR,483000000.0,2017-02-07T11:36:00Z
118,EMR,788000000.0,2016-11-01T17:00:00Z
119,EMR,715000000.0,2016-08-02T16:00:00Z
120,PENN,249200000.0,2021-05-06T11:00:01Z
121,PENN,142200000.0,2021-02-04T12:00:01Z
122,PENN,286400000.0,2020-10-29T11:00:00Z
123,PENN,-134300000.0,2020-08-06T11:00:00Z
124,PENN,40900000.0,2020-05-07T11:00:00Z
125,PENN,203900000.0,2020-02-06T12:00:00Z
126,PENN,196800000.0,2019-10-31T11:04:15Z
127,PENN,204678000.0,2019-08-01T11:00:00Z
128,PENN,188073000.0,2019-05-02T11:01:52Z
129,PENN,158541000.0,2019-02-07T12:00:00Z
130,PENN,160104000.0,2018-11-01T11:00:00Z
131,PENN,170456000.0,2018-07-26T21:00:12Z
132,PENN,178117000.0,2018-04-26T17:00:00Z
133,PENN,108899000.0,2018-02-08T17:00:00Z
134,PENN,172525000.0,2017-10-26T16:00:00Z
135,PENN,145472000.0,2017-07-27T17:00:00Z
136,PENN,143042000.0,2017-04-27T12:00:00Z
137,PENN,116822000.0,2017-02-02T17:00:00Z
138,PENN,143209000.0,2016-10-27T16:00:00Z
139,PENN,152929000.0,2016-07-28T12:00:00Z
140,WEC,704700000.0,2021-05-03T11:00:05Z
141,WEC,426900000.0,2021-02-04T12:00:19Z
142,WEC,430000000.0,2020-11-03T12:28:13Z
143,WEC,415800000.0,2020-08-04T11:03:07Z
144,WEC,667800000.0,2020-05-04T11:29:46Z
145,WEC,401100000.0,2020-01-30T12:00:14Z
146,WEC,368100000.0,2019-11-06T12:00:23Z
147,WEC,372700000.0,2019-08-05T11:00:08Z
148,WEC,604900000.0,2019-04-25T11:00:18Z
149,WEC,332100000.0,2019-02-12T12:00:03Z
150,WEC,358800000.0,2018-10-31T11:00:06Z
151,WEC,363200000.0,2018-07-31T11:00:13Z
152,WEC,582100000.0,2018-05-01T17:00:00Z
153,WEC,450700000.0,2018-01-31T17:00:00Z
154,WEC,446200000.0,2017-10-26T17:00:00Z
155,WEC,406900000.0,2017-07-26T17:00:00Z
156,WEC,672500000.0,2017-05-02T00:07:18Z
157,WEC,404300000.0,2017-02-01T17:00:00Z
158,WEC,438100000.0,2016-10-26T12:00:00Z
159,WEC,388400000.0,2016-07-27T12:00:00Z
160,LEG,127700000.0,2021-05-03T20:51:18Z
161,LEG,146700000.0,2021-02-08T21:10:40Z
162,LEG,145400000.0,2020-11-02T21:51:20Z
163,LEG,40200000.0,2020-08-03T20:52:49Z
164,LEG,84200000.0,2020-05-04T20:12:40Z
165,LEG,137200000.0,2020-02-03T21:20:31Z
166,LEG,145500000.0,2019-10-28T20:53:43Z
167,LEG,137400000.0,2019-07-29T20:53:16Z
168,LEG,101100000.0,2019-04-29T20:07:17Z
169,LEG,89100000.0,2019-02-04T21:22:37Z
170,LEG,124500000.0,2018-10-25T20:09:55Z
171,LEG,121100000.0,2018-07-26T16:00:00Z
172,LEG,107600000.0,2018-04-26T17:00:00Z
173,LEG,120800000.0,2018-02-05T17:00:00Z
174,LEG,113700000.0,2017-10-26T17:00:00Z
175,LEG,122400000.0,2017-07-27T17:00:00Z
176,LEG,115900000.0,2017-04-27T07:23:00Z
177,LEG,118200000.0,2017-01-30T07:48:00Z
178,LEG,130200000.0,2016-10-27T17:00:00Z
179,LEG,150200000.0,2016-07-28T22:20:00Z
180,REG,118961000.0,2021-05-07T10:10:52Z
181,REG,94039000.0,2021-02-12T11:14:27Z
182,REG,74762000.0,2020-11-05T21:15:04Z
183,REG,55879000.0,2020-08-03T20:15:11Z
184,REG,150965000.0,2020-05-08T10:19:48Z
185,REG,120192000.0,2020-02-13T11:13:36Z
186,REG,97090000.0,2019-10-31T13:26:21Z
187,REG,99779000.0,2019-08-02T13:27:28Z
188,REG,139308000.0,2019-05-03T10:11:48Z
189,REG,129866000.0,2019-02-13T22:08:46Z
190,REG,107523000.0,2018-10-25T20:40:32Z
191,REG,109915000.0,2018-08-02T17:00:00Z
192,REG,106850000.0,2018-05-01T17:00:00Z
193,REG,89643000.0,2018-02-09T17:00:00Z
194,REG,97288000.0,2017-11-02T17:00:00Z
195,REG,93629000.0,2017-08-04T20:15:00Z
196,REG,5267000.0,2017-05-09T17:00:00Z
197,REG,60388000.0,2017-02-09T17:00:00Z
198,REG,78008000.0,2016-11-02T17:00:00Z
199,REG,64497000.0,2016-08-03T16:00:00Z
200,MS,5419000000.0,2021-04-16T11:30:00Z
201,MS,4430000000.0,2021-01-20T12:30:00Z
202,MS,3487000000.0,2020-10-15T11:30:00Z
203,MS,4355000000.0,2020-07-16T11:20:02Z
204,MS,2146000000.0,2020-04-16T11:15:00Z
205,MS,2733000000.0,2020-01-16T13:17:09Z
206,MS,2710000000.0,2019-10-17T11:33:42Z
207,MS,2903000000.0,2019-07-18T11:30:00Z
208,MS,2955000000.0,2019-04-17T11:17:55Z
209,MS,1857000000.0,2019-01-17T12:52:33Z
210,MS,2851000000.0,2018-10-16T10:55:00Z
211,MS,3109000000.0,2018-07-18T10:57:37Z
212,MS,3420000000.0,2018-04-18T17:00:00Z
213,MS,2471000000.0,2018-01-18T17:00:00Z
214,MS,2482000000.0,2017-10-17T11:55:00Z
215,MS,2642000000.0,2017-07-19T11:55:00Z
216,MS,2808000000.0,2017-04-19T17:00:00Z
217,MS,2246000000.0,2017-01-17T13:16:00Z
218,MS,2381000000.0,2016-10-19T17:00:00Z
219,MS,2483000000.0,2016-07-20T17:00:00Z
220,BLK,1805000000.0,2021-04-15T12:05:01Z
221,BLK,2195000000.0,2021-01-14T12:52:37Z
222,BLK,2106000000.0,2020-10-13T11:49:45Z
223,BLK,1804000000.0,2020-07-17T11:44:46Z
224,BLK,1317000000.0,2020-04-16T10:47:54Z
225,BLK,1656000000.0,2020-01-15T13:47:52Z
226,BLK,1495000000.0,2019-10-15T11:35:01Z
227,BLK,1367000000.0,2019-07-19T11:56:35Z
228,BLK,1375000000.0,2019-04-16T12:03:16Z
229,BLK,1235000000.0,2019-01-16T13:30:23Z
230,BLK,1442000000.0,2018-10-16T12:06:08Z
231,BLK,1440000000.0,2018-07-16T17:00:00Z
232,BLK,1387000000.0,2018-04-12T17:00:00Z
233,BLK,1503000000.0,2018-01-12T17:00:00Z
234,BLK,1432000000.0,2017-10-11T12:10:25Z
235,BLK,1275000000.0,2017-07-17T21:00:01Z
236,BLK,1190000000.0,2017-04-19T11:30:00Z
237,BLK,1264000000.0,2017-01-13T11:30:00Z
238,BLK,1235000000.0,2016-10-18T13:50:00Z
239,BLK,1189000000.0,2016-08-08T16:00:00Z
240,WYNN,-186825000.0,2021-05-10T20:02:00Z
241,WYNN,-163070000.0,2021-02-04T21:02:00Z
242,WYNN,-282595000.0,2020-11-05T21:03:00Z
243,WYNN,-520783000.0,2020-08-04T20:05:00Z
244,WYNN,-237076000.0,2020-05-06T20:04:00Z
245,WYNN,245083000.0,2020-02-06T21:03:00Z
246,WYNN,169132000.0,2019-11-06T21:02:00Z
247,WYNN,230431000.0,2019-08-06T20:03:00Z
248,WYNN,248818000.0,2019-05-09T20:02:00Z
249,WYNN,241170000.0,2019-01-30T21:02:00Z
250,WYNN,302199000.0,2018-11-07T21:13:23Z
251,WYNN,278615000.0,2018-08-01T20:02:00Z
252,WYNN,373043000.0,2018-04-24T17:00:00Z
253,WYNN,299550000.0,2018-01-22T17:00:00Z
254,WYNN,255433000.0,2017-10-26T16:00:00Z
255,WYNN,235049000.0,2017-07-25T17:00:00Z
256,WYNN,243824000.0,2017-04-25T17:00:00Z
257,WYNN,139212000.0,2017-01-26T17:00:00Z
258,WYNN,77830000.0,2016-11-02T16:00:00Z
259,WYNN,146077000.0,2016-07-28T17:00:00Z
260,HOLX,788400000.0,2021-04-28T20:01:00Z
261,HOLX,887700000.0,2021-01-27T21:01:00Z
262,HOLX,652300000.0,2020-11-04T21:01:00Z
263,HOLX,196300000.0,2020-07-29T20:01:00Z
264,HOLX,149100000.0,2020-04-29T20:01:00Z
265,HOLX,160700000.0,2020-01-29T21:02:00Z
266,HOLX,144200000.0,2019-11-06T21:02:54Z
267,HOLX,150900000.0,2019-07-31T20:01:00Z
268,HOLX,125700000.0,2019-05-01T20:02:00Z
269,HOLX,136500000.0,2019-01-30T21:01:00Z
270,HOLX,106500000.0,2018-11-07T21:01:00Z
271,HOLX,139700000.0,2018-07-31T20:02:04Z
272,HOLX,124200000.0,2018-05-02T17:00:00Z
273,HOLX,140800000.0,2018-02-08T17:00:00Z
274,HOLX,111000000.0,2017-11-08T17:00:00Z
275,HOLX,121100000.0,2017-08-02T21:01:00Z
276,HOLX,105100000.0,2017-05-10T17:00:00Z
277,HOLX,159400000.0,2017-02-01T17:00:00Z
278,HOLX,149000000.0,2016-11-02T21:01:00Z
279,HOLX,141500000.0,2016-07-27T17:00:00Z
280,BRK-B,10459000000.0,2021-05-03T12:45:13Z
281,BRK-B,7498000000.0,2021-03-01T15:40:18Z
282,BRK-B,8161000000.0,2020-11-09T11:25:58Z
283,BRK-B,6880000000.0,2020-08-10T10:56:04Z
284,BRK-B,7850000000.0,2020-05-04T10:15:26Z
285,BRK-B,7492000000.0,2020-02-24T11:28:53Z
286,BRK-B,10751000000.0,2019-11-04T11:36:59Z
287,BRK-B,8711000000.0,2019-08-05T10:22:03Z
288,BRK-B,8475000000.0,2019-05-06T08:06:00Z
289,BRK-B,3981000000.0,2019-02-25T11:31:49Z
290,BRK-B,9666000000.0,2018-11-05T11:14:53Z
291,BRK-B,10098000000.0,2018-08-06T17:00:00Z
292,BRK-B,7465000000.0,2018-05-07T23:00:00Z
293,BRK-B,6962000000.0,2018-02-26T05:00:00Z
294,BRK-B,6555000000.0,2017-11-03T23:00:00Z
295,BRK-B,7694000000.0,2017-08-04T23:00:00Z
296,BRK-B,6295000000.0,2017-05-05T17:00:00Z
297,BRK-B,8785000000.0,2017-02-27T17:00:00Z
298,BRK-B,11110000000.0,2016-11-04T17:00:00Z
299,BRK-B,8079000000.0,2016-08-05T17:00:00Z
300,DVN,769000000.0,2021-05-04T20:20:11Z
301,DVN,115000000.0,2021-02-17T11:14:15Z
302,DVN,-14000000.0,2020-10-29T21:20:11Z
303,DVN,-256000000.0,2020-08-04T21:04:41Z
304,DVN,-101000000.0,2020-05-05T21:01:44Z
305,DVN,55000000.0,2020-02-18T21:51:15Z
306,DVN,128000000.0,2019-11-05T21:29:13Z
307,DVN,149000000.0,2019-08-06T20:23:42Z
308,DVN,212000000.0,2019-04-30T21:23:34Z
309,DVN,1727000000.0,2019-02-19T22:23:35Z
310,DVN,61000000.0,2018-11-06T21:52:42Z
311,DVN,-176000000.0,2018-07-31T20:05:00Z
312,DVN,253000000.0,2018-05-01T17:00:00Z
313,DVN,-642000000.0,2018-02-20T17:00:00Z
314,DVN,286000000.0,2017-10-31T17:00:00Z
315,DVN,289000000.0,2017-08-01T20:01:00Z
316,DVN,453000000.0,2017-05-02T21:07:00Z
317,DVN,-309000000.0,2017-02-14T12:00:00Z
318,DVN,1634000000.0,2016-11-01T21:15:00Z
319,DVN,61000000.0,2016-08-02T16:00:00Z
320,ALLE,137500000.0,2021-04-22T10:15:10Z
321,ALLE,164200000.0,2021-02-16T00:00:00Z
322,ALLE,180900000.0,2020-10-22T09:32:45Z
323,ALLE,115200000.0,2020-07-23T10:14:59Z
324,ALLE,122800000.0,2020-04-23T09:33:37Z
325,ALLE,142800000.0,2020-02-18T12:39:58Z
326,ALLE,170200000.0,2019-10-24T10:30:46Z
327,ALLE,153500000.0,2019-07-25T09:58:03Z
328,ALLE,111500000.0,2019-04-25T10:19:02Z
329,ALLE,141600000.0,2019-02-19T12:37:07Z
330,ALLE,146500000.0,2018-10-25T10:37:31Z
331,ALLE,145600000.0,2018-07-26T10:13:14Z
332,ALLE,99600000.0,2018-04-26T23:00:00Z
333,ALLE,137400000.0,2018-02-20T17:00:00Z
334,ALLE,136900000.0,2017-10-26T17:00:00Z
335,ALLE,139400000.0,2017-07-27T17:00:00Z
336,ALLE,98900000.0,2017-04-27T10:30:00Z
337,ALLE,100700000.0,2017-02-09T10:30:00Z
338,ALLE,121000000.0,2016-10-27T17:00:00Z
339,ALLE,132200000.0,2016-07-28T17:00:00Z
340,PEAK,98121000.0,2021-05-04T20:17:03Z
341,PEAK,82297000.0,2021-02-09T21:15:05Z
342,PEAK,92601000.0,2020-11-02T21:15:04Z
343,PEAK,170412000.0,2020-08-04T20:16:04Z
344,PEAK,133989000.0,2020-05-05T20:15:05Z
345,PEAK,77753000.0,2020-02-11T21:16:04Z
346,PEAK,98008000.0,2019-10-30T20:20:02Z
347,PEAK,104126000.0,2019-07-31T20:15:21Z
348,PEAK,124970000.0,2019-05-01T20:15:02Z
349,PEAK,877090000.0,2019-02-13T21:15:10Z
350,PEAK,220078000.0,2018-10-31T12:07:39Z
351,PEAK,177908000.0,2018-08-02T12:01:03Z
352,PEAK,164789000.0,2018-05-03T17:00:00Z
353,PEAK,117960000.0,2018-02-13T17:00:00Z
354,PEAK,136467000.0,2017-11-02T17:00:00Z
355,PEAK,157577000.0,2017-08-01T13:07:26Z
356,PEAK,542521000.0,2017-05-02T16:00:00Z
357,PEAK,-139773000.0,2017-02-13T13:06:00Z
358,PEAK,168078000.0,2016-11-01T16:00:00Z
359,PEAK,318511000.0,2016-08-09T17:00:00Z
360,DLTR,527300000.0,2021-05-27T11:30:00Z
361,DLTR,716700000.0,2021-03-03T12:30:00Z
362,DLTR,511400000.0,2020-11-24T12:30:00Z
363,DLTR,508400000.0,2020-08-27T11:30:00Z
364,DLTR,438000000.0,2020-05-28T11:00:00Z
365,DLTR,597300000.0,2020-03-04T12:30:00Z
366,DLTR,358300000.0,2019-11-26T12:30:00Z
367,DLTR,268500000.0,2019-08-29T11:30:00Z
368,DLTR,385300000.0,2019-05-30T12:19:22Z
369,DLTR,579200000.0,2019-03-06T12:30:00Z
370,DLTR,387600000.0,2018-11-29T12:30:00Z
371,DLTR,383800000.0,2018-08-30T12:05:09Z
372,DLTR,437400000.0,2018-05-31T17:00:00Z
373,DLTR,738100000.0,2018-03-07T17:00:00Z
374,DLTR,424800000.0,2017-11-21T17:00:00Z
375,DLTR,422000000.0,2017-08-24T13:01:00Z
376,DLTR,439400000.0,2017-05-25T12:31:00Z
377,DLTR,586500000.0,2017-03-01T12:30:00Z
378,DLTR,342300000.0,2016-11-22T12:31:00Z
379,DLTR,357200000.0,2016-08-25T12:24:00Z
380,PAYX,345900000.0,2021-06-25T13:33:37Z
381,PAYX,471100000.0,2021-04-06T12:30:00Z
382,PAYX,359100000.0,2020-12-23T13:30:04Z
383,PAYX,315700000.0,2020-10-06T12:30:01Z
384,PAYX,299300000.0,2020-07-07T12:30:00Z
385,PAYX,470400000.0,2020-03-25T12:15:00Z
386,PAYX,343800000.0,2019-12-18T13:30:00Z
387,PAYX,350100000.0,2019-10-02T12:30:00Z
388,PAYX,315500000.0,2019-06-26T12:30:00Z
389,PAYX,429200000.0,2019-03-27T12:30:00Z
390,PAYX,307300000.0,2018-12-19T13:30:00Z
391,PAYX,320300000.0,2018-10-02T12:30:00Z
392,PAYX,302100000.0,2018-06-27T12:30:00Z
393,PAYX,369300000.0,2018-03-26T17:00:00Z
394,PAYX,303400000.0,2017-12-21T17:00:00Z
395,PAYX,317300000.0,2017-10-03T17:00:00Z
396,PAYX,298400000.0,2017-06-28T13:30:00Z
397,PAYX,306000000.0,2017-03-29T17:00:00Z
398,PAYX,310200000.0,2016-12-21T18:43:00Z
399,PAYX,322800000.0,2016-09-28T13:30:00Z
400,AAL,-2937000000.0,2021-04-22T11:00:01Z
401,AAL,-2475000000.0,2021-01-28T12:02:53Z
402,AAL,-3300000000.0,2020-10-22T11:01:31Z
403,AAL,-4076000000.0,2020-07-23T11:01:16Z
404,AAL,-1212000000.0,2020-04-30T00:00:00Z
405,AAL,920000000.0,2020-01-23T12:31:38Z
406,AAL,1085000000.0,2019-10-24T11:35:05Z
407,AAL,1312000000.0,2019-07-25T11:31:43Z
408,AAL,552000000.0,2019-04-26T16:31:18Z
409,AAL,824000000.0,2019-01-24T12:31:40Z
410,AAL,953000000.0,2018-10-25T11:30:17Z
411,AAL,1251000000.0,2018-07-25T17:00:00Z
412,AAL,700000000.0,2018-04-26T17:00:00Z
413,AAL,963000000.0,2018-01-25T16:00:00Z
414,AAL,1414000000.0,2017-10-26T16:00:00Z
415,AAL,1833000000.0,2017-07-28T16:00:00Z
416,AAL,897000000.0,2017-04-27T17:00:00Z
417,AAL,1008000000.0,2017-01-27T12:30:00Z
418,AAL,1717000000.0,2016-10-20T17:00:00Z
419,AAL,1827000000.0,2016-07-22T16:00:00Z
420,TER,220659000.0,2021-04-27T21:05:43Z
421,TER,204533000.0,2021-01-27T22:02:00Z
422,TER,241196000.0,2020-10-20T21:07:05Z
423,TER,262888000.0,2020-07-21T21:02:10Z
424,TER,198263000.0,2020-04-21T21:02:10Z
425,TER,147688000.0,2020-01-22T22:04:41Z
426,TER,148471000.0,2019-10-22T21:03:49Z
427,TER,121482000.0,2019-07-23T21:02:01Z
428,TER,96822000.0,2019-04-23T21:04:46Z
429,TER,123428000.0,2019-01-23T22:10:41Z
430,TER,140999000.0,2018-10-23T21:06:42Z
431,TER,124439000.0,2018-07-24T17:00:00Z
432,TER,97991000.0,2018-04-24T17:00:00Z
433,TER,106338000.0,2018-01-24T17:00:00Z
434,TER,122946000.0,2017-10-25T16:00:00Z
435,TER,209796000.0,2017-07-26T17:00:00Z
436,TER,97420000.0,2017-04-26T17:00:00Z
437,TER,60494000.0,2017-01-25T17:00:00Z
438,TER,70540000.0,2016-10-26T17:00:00Z
439,TER,116002000.0,2016-07-27T22:03:00Z
440,WDC,293000000.0,2021-04-29T20:01:00Z
441,WDC,154000000.0,2021-01-28T21:01:00Z
442,WDC,100000000.0,2020-10-28T20:12:42Z
443,WDC,277000000.0,2020-08-05T20:01:00Z
444,WDC,147000000.0,2020-04-30T20:22:53Z
445,WDC,83000000.0,2020-01-30T21:15:00Z
446,WDC,-51000000.0,2019-10-30T20:05:00Z
447,WDC,-347000000.0,2019-07-31T20:05:01Z
448,WDC,-296000000.0,2019-04-29T20:20:45Z
449,WDC,204000000.0,2019-01-24T21:10:00Z
450,WDC,730000000.0,2018-10-25T20:12:50Z
451,WDC,909000000.0,2018-07-27T00:21:36Z
452,WDC,51000000.0,2018-04-26T17:00:00Z
453,WDC,1005000000.0,2018-01-25T17:00:00Z
454,WDC,951000000.0,2017-10-26T16:00:00Z
455,WDC,687000000.0,2017-07-27T17:00:00Z
456,WDC,541000000.0,2017-04-27T17:00:00Z
457,WDC,566000000.0,2017-01-25T21:10:00Z
458,WDC,300000000.0,2016-10-26T16:00:00Z
459,WDC,-178000000.0,2016-07-28T17:00:00Z
460,PWR,119162000.0,2021-05-06T10:57:40Z
461,PWR,182581000.0,2021-02-25T11:57:38Z
462,PWR,244546000.0,2020-10-29T10:58:47Z
463,PWR,118163000.0,2020-08-06T11:04:13Z
464,PWR,70910000.0,2020-05-07T10:58:12Z
465,PWR,178484000.0,2020-02-27T11:58:43Z
466,PWR,210111000.0,2019-10-31T10:57:43Z
467,PWR,85101000.0,2019-08-01T10:56:20Z
468,PWR,178446000.0,2019-05-02T10:57:40Z
469,PWR,189509000.0,2019-02-21T11:54:04Z
470,PWR,177063000.0,2018-11-01T10:58:17Z
471,PWR,112613000.0,2018-08-02T17:00:00Z
472,PWR,63246000.0,2018-05-03T17:00:00Z
473,PWR,110449000.0,2018-02-22T17:00:00Z
474,PWR,138057000.0,2017-11-02T17:00:00Z
475,PWR,108712000.0,2017-08-03T12:13:00Z
476,PWR,74710000.0,2017-05-04T17:00:00Z
477,PWR,125458000.0,2017-02-21T11:12:56Z
478,PWR,130915000.0,2016-11-03T11:07:00Z
479,PWR,34366000.0,2016-08-04T11:07:00Z
480,XOM,3850000000.0,2021-04-30T11:29:43Z
481,XOM,-1273000000.0,2021-02-02T12:30:01Z
482,XOM,-45000000.0,2020-10-30T11:29:26Z
483,XOM,-1274000000.0,2020-07-31T11:40:38Z
484,XOM,778000000.0,2020-05-01T11:36:43Z
485,XOM,6646000000.0,2020-01-31T12:32:43Z
486,XOM,4988000000.0,2019-11-01T11:29:17Z
487,XOM,4884000000.0,2019-08-02T11:29:28Z
488,XOM,4501000000.0,2019-04-26T11:59:41Z
489,XOM,8765000000.0,2019-02-01T13:03:54Z
490,XOM,9280000000.0,2018-11-02T11:57:09Z
491,XOM,6659000000.0,2018-07-27T17:00:00Z
492,XOM,7444000000.0,2018-04-27T17:00:00Z
493,XOM,3203000000.0,2018-02-02T17:00:00Z
494,XOM,5694000000.0,2017-10-27T17:00:00Z
495,XOM,4314000000.0,2017-07-28T03:30:00Z
496,XOM,6064000000.0,2017-04-27T13:00:00Z
497,XOM,812000000.0,2017-01-31T17:00:00Z
498,XOM,3332000000.0,2016-10-28T13:00:00Z
499,XOM,2471000000.0,2016-07-29T12:00:00Z
500,CMA,535000000.0,2021-04-20T10:28:26Z
501,CMA,296000000.0,2021-01-19T11:39:36Z
502,CMA,259000000.0,2020-10-20T10:42:08Z
503,CMA,140000000.0,2020-07-21T10:39:54Z
504,CMA,-78000000.0,2020-04-21T10:40:28Z
505,CMA,351000000.0,2020-01-21T11:53:01Z
506,CMA,372000000.0,2019-10-16T10:39:24Z
