loss,binary_accuracy,precision,recall,val_loss,val_binary_accuracy,val_precision,val_recall
0.7822441458702087,0.5213219523429871,0.5286458134651184,0.4309978783130646,0.7217853665351868,0.4936170279979706,0.48051947355270386,0.6548672318458557
0.7774994969367981,0.49786779284477234,0.5,0.3418259024620056,0.7152402400970459,0.5191489458084106,0.5,0.5309734344482422
0.751071035861969,0.4968017041683197,0.49822065234184265,0.29723992943763733,0.7099984288215637,0.5106382966041565,0.488095223903656,0.36283186078071594
0.7203532457351685,0.5085287690162659,0.5196850299835205,0.2802547812461853,0.7085505723953247,0.5106382966041565,0.484375,0.2743362784385681
0.7188435196876526,0.5021321773529053,0.5080645084381104,0.2675159275531769,0.7068612575531006,0.49787235260009766,0.4545454680919647,0.22123894095420837
0.7186797857284546,0.5031982660293579,0.5109170079231262,0.24840764701366425,0.7057514786720276,0.4936170279979706,0.4375,0.18584071099758148
0.7118234038352966,0.5149253606796265,0.5449438095092773,0.20594479143619537,0.7040485143661499,0.5063830018043518,0.45945945382118225,0.1504424810409546
0.7118688821792603,0.5181236863136292,0.5463414788246155,0.23779192566871643,0.7034358978271484,0.4936170279979706,0.3928571343421936,0.09734513610601425
0.7209093570709229,0.5021321773529053,0.510869562625885,0.19957536458969116,0.7019625306129456,0.5063830018043518,0.38461539149284363,0.044247787445783615
0.710863471031189,0.5127931833267212,0.5416666865348816,0.19320593774318695,0.701546847820282,0.5021276473999023,0.375,0.05309734493494034
0.7081058621406555,0.5010660886764526,0.5106382966041565,0.15286624431610107,0.7010164260864258,0.5063830018043518,0.38461539149284363,0.044247787445783615
0.7060120105743408,0.5223880410194397,0.5751634240150452,0.18683651089668274,0.7009873390197754,0.5106382966041565,0.4166666567325592,0.044247787445783615
0.7037894129753113,0.5202558636665344,0.5839999914169312,0.15498939156532288,0.7006829977035522,0.5021276473999023,0.3571428656578064,0.044247787445783615
0.704452633857727,0.5085287690162659,0.5337837934494019,0.1677282303571701,0.7003400325775146,0.5021276473999023,0.3571428656578064,0.044247787445783615
0.6902345418930054,0.556503176689148,0.6646706461906433,0.23566879332065582,0.7004203796386719,0.5021276473999023,0.3888888955116272,0.06194690242409706
0.6974502205848694,0.531982958316803,0.5987654328346252,0.20594479143619537,0.7003995180130005,0.4936170279979706,0.3499999940395355,0.06194690242409706
0.7037019729614258,0.5063965916633606,0.5289855003356934,0.15498939156532288,0.6995993852615356,0.4893617033958435,0.3333333432674408,0.06194690242409706
0.7015709280967712,0.5095948576927185,0.5419847369194031,0.15074309706687927,0.6992204785346985,0.4936170279979706,0.3499999940395355,0.06194690242409706
0.6981987953186035,0.5170575976371765,0.5608108043670654,0.17622080445289612,0.6992931365966797,0.49787235260009766,0.380952388048172,0.07079645991325378
0.6956155896186829,0.5095948576927185,0.5374149680137634,0.1677282303571701,0.6992359757423401,0.49787235260009766,0.380952388048172,0.07079645991325378
0.6997887492179871,0.49253731966018677,0.48427674174308777,0.1634819507598877,0.6989965438842773,0.5063830018043518,0.42105263471603394,0.07079645991325378
0.6972504258155823,0.5117270946502686,0.5436241626739502,0.1719745248556137,0.6992059350013733,0.49787235260009766,0.380952388048172,0.07079645991325378
0.7030006051063538,0.5042644143104553,0.524193525314331,0.13800424337387085,0.6985140442848206,0.5148935914039612,0.47058823704719543,0.07079645991325378
0.6930135488510132,0.5298507213592529,0.6153846383094788,0.1698513776063919,0.6977977156639099,0.5191489458084106,0.5,0.06194690242409706
0.6967710256576538,0.5351812243461609,0.6206896305084229,0.19108280539512634,0.6974474191665649,0.5234042406082153,0.5454545617103577,0.05309734493494034
0.6968294382095337,0.5085287690162659,0.5384615659713745,0.14861996471881866,0.6974405646324158,0.5191489458084106,0.5,0.07079645991325378
