,key,cash,model
0,cash_2020-10-19,138.29226785057108,RF Reg_target_7_rebal_7_2018-01-01
1,cash_2020-10-20,138.29226785057108,RF Reg_target_7_rebal_7_2018-01-01
2,cash_2020-10-21,138.29226785057108,RF Reg_target_7_rebal_7_2018-01-01
3,cash_2020-10-22,138.29226785057108,RF Reg_target_7_rebal_7_2018-01-01
4,cash_2020-10-23,138.29226785057108,RF Reg_target_7_rebal_7_2018-01-01
5,cash_2020-10-26,138.29226785057108,RF Reg_target_7_rebal_7_2018-01-01
6,cash_2020-10-27,138.29226785057108,RF Reg_target_7_rebal_7_2018-01-01
7,cash_2020-10-28,86.41564184480976,RF Reg_target_7_rebal_7_2018-01-01
8,cash_2020-10-29,86.41564184480976,RF Reg_target_7_rebal_7_2018-01-01
9,cash_2020-10-30,86.41564184480976,RF Reg_target_7_rebal_7_2018-01-01
10,cash_2020-11-02,86.41564184480976,RF Reg_target_7_rebal_7_2018-01-01
11,cash_2020-11-03,86.41564184480976,RF Reg_target_7_rebal_7_2018-01-01
12,cash_2020-11-04,86.41564184480976,RF Reg_target_7_rebal_7_2018-01-01
13,cash_2020-11-05,86.41564184480976,RF Reg_target_7_rebal_7_2018-01-01
14,cash_2020-11-06,31.376042621317836,RF Reg_target_7_rebal_7_2018-01-01
15,cash_2020-11-09,31.376042621317836,RF Reg_target_7_rebal_7_2018-01-01
16,cash_2020-11-10,31.376042621317836,RF Reg_target_7_rebal_7_2018-01-01
17,cash_2020-11-11,31.376042621317836,RF Reg_target_7_rebal_7_2018-01-01
18,cash_2020-11-12,31.376042621317836,RF Reg_target_7_rebal_7_2018-01-01
19,cash_2020-11-13,31.376042621317836,RF Reg_target_7_rebal_7_2018-01-01
20,cash_2020-11-16,31.376042621317836,RF Reg_target_7_rebal_7_2018-01-01
21,cash_2020-11-17,31.376042621317836,RF Reg_target_7_rebal_7_2018-01-01
22,cash_2020-11-18,31.376042621317836,RF Reg_target_7_rebal_7_2018-01-01
23,cash_2020-11-19,31.376042621317836,RF Reg_target_7_rebal_7_2018-01-01
24,cash_2020-11-20,31.376042621317836,RF Reg_target_7_rebal_7_2018-01-01
25,cash_2020-11-23,31.376042621317836,RF Reg_target_7_rebal_7_2018-01-01
26,cash_2020-11-24,31.376042621317836,RF Reg_target_7_rebal_7_2018-01-01
27,cash_2020-11-25,31.376042621317836,RF Reg_target_7_rebal_7_2018-01-01
28,cash_2020-11-27,31.376042621317836,RF Reg_target_7_rebal_7_2018-01-01
29,cash_2020-11-30,31.376042621317836,RF Reg_target_7_rebal_7_2018-01-01
30,cash_2020-12-01,31.376042621317836,RF Reg_target_7_rebal_7_2018-01-01
31,cash_2020-12-02,31.376042621317836,RF Reg_target_7_rebal_7_2018-01-01
32,cash_2020-12-03,31.376042621317836,RF Reg_target_7_rebal_7_2018-01-01
33,cash_2020-12-04,31.376042621317836,RF Reg_target_7_rebal_7_2018-01-01
34,cash_2020-12-07,31.376042621317836,RF Reg_target_7_rebal_7_2018-01-01
35,cash_2020-12-08,31.376042621317836,RF Reg_target_7_rebal_7_2018-01-01
36,cash_2020-12-09,31.376042621317836,RF Reg_target_7_rebal_7_2018-01-01
37,cash_2020-12-10,31.376042621317836,RF Reg_target_7_rebal_7_2018-01-01
38,cash_2020-12-11,31.376042621317836,RF Reg_target_7_rebal_7_2018-01-01
39,cash_2020-12-14,31.376042621317836,RF Reg_target_7_rebal_7_2018-01-01
40,cash_2020-12-15,31.376042621317836,RF Reg_target_7_rebal_7_2018-01-01
41,cash_2020-12-16,31.376042621317836,RF Reg_target_7_rebal_7_2018-01-01
42,cash_2020-12-17,31.376042621317836,RF Reg_target_7_rebal_7_2018-01-01
43,cash_2020-12-18,31.376042621317836,RF Reg_target_7_rebal_7_2018-01-01
44,cash_2020-12-21,31.376042621317836,RF Reg_target_7_rebal_7_2018-01-01
45,cash_2020-12-22,31.376042621317836,RF Reg_target_7_rebal_7_2018-01-01
46,cash_2020-12-23,31.376042621317836,RF Reg_target_7_rebal_7_2018-01-01
47,cash_2020-12-24,31.376042621317836,RF Reg_target_7_rebal_7_2018-01-01
48,cash_2020-12-28,31.376042621317836,RF Reg_target_7_rebal_7_2018-01-01
49,cash_2020-12-29,31.376042621317836,RF Reg_target_7_rebal_7_2018-01-01
50,cash_2020-12-30,31.376042621317836,RF Reg_target_7_rebal_7_2018-01-01
51,cash_2020-12-31,31.376042621317836,RF Reg_target_7_rebal_7_2018-01-01
52,cash_2021-01-04,31.376042621317836,RF Reg_target_7_rebal_7_2018-01-01
53,cash_2021-01-05,31.376042621317836,RF Reg_target_7_rebal_7_2018-01-01
54,cash_2021-01-06,31.376042621317836,RF Reg_target_7_rebal_7_2018-01-01
55,cash_2021-01-07,31.376042621317836,RF Reg_target_7_rebal_7_2018-01-01
56,cash_2021-01-08,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
57,cash_2021-01-11,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
58,cash_2021-01-12,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
59,cash_2021-01-13,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
60,cash_2021-01-14,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
61,cash_2021-01-15,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
62,cash_2021-01-19,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
63,cash_2021-01-20,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
64,cash_2021-01-21,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
65,cash_2021-01-22,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
66,cash_2021-01-25,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
67,cash_2021-01-26,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
68,cash_2021-01-27,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
69,cash_2021-01-28,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
70,cash_2021-01-29,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
71,cash_2021-02-01,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
72,cash_2021-02-02,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
73,cash_2021-02-03,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
74,cash_2021-02-04,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
75,cash_2021-02-05,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
76,cash_2021-02-08,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
77,cash_2021-02-09,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
78,cash_2021-02-10,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
79,cash_2021-02-11,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
80,cash_2021-02-12,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
81,cash_2021-02-16,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
82,cash_2021-02-17,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
83,cash_2021-02-18,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
84,cash_2021-02-19,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
85,cash_2021-02-22,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
86,cash_2021-02-23,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
87,cash_2021-02-24,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
88,cash_2021-02-25,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
89,cash_2021-02-26,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
90,cash_2021-03-01,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
91,cash_2021-03-02,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
92,cash_2021-03-03,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
93,cash_2021-03-04,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
94,cash_2021-03-05,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
95,cash_2021-03-08,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
96,cash_2021-03-09,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
97,cash_2021-03-10,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
98,cash_2021-03-11,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
99,cash_2021-03-12,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
100,cash_2021-03-15,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
101,cash_2021-03-16,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
102,cash_2021-03-17,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
103,cash_2021-03-18,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
104,cash_2021-03-19,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
105,cash_2021-03-22,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
106,cash_2021-03-23,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
107,cash_2021-03-24,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
108,cash_2021-03-25,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
109,cash_2021-03-26,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
110,cash_2021-03-29,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
111,cash_2021-03-30,3.438172617931592,RF Reg_target_7_rebal_7_2018-01-01
