,Date,Value,Val_ex_cash,model
152,2020-05-06,1084494.7619470316,1081972.9786812812,MF_MLP
153,2020-05-07,1089825.8233136334,1087304.040047883,MF_MLP
154,2020-05-08,1100745.2893802265,1098223.5061144761,MF_MLP
155,2020-05-11,1106550.526096376,1104028.7428306255,MF_MLP
156,2020-05-12,1107150.7754146124,1104628.992148862,MF_MLP
157,2020-05-13,1087487.2150807949,1084965.4318150445,MF_MLP
158,2020-05-14,1079622.9902991457,1077101.2070333953,MF_MLP
159,2020-05-15,1089002.3869566063,1086480.603690856,MF_MLP
160,2020-05-18,1114192.6974076373,1111670.9141418869,MF_MLP
161,2020-05-19,1115695.596167328,1113173.8129015777,MF_MLP
162,2020-05-20,1126684.9847348633,1124163.201469113,MF_MLP
163,2020-05-21,1128311.9662898695,1125790.1830241191,MF_MLP
164,2020-05-22,1123273.3229177797,1120751.5396520293,MF_MLP
165,2020-05-26,1133424.946933903,1130903.1636681526,MF_MLP
166,2020-05-27,1120224.3305751176,1117702.5473093672,MF_MLP
167,2020-05-28,1126345.5893124577,1123823.8060467073,MF_MLP
168,2020-05-29,1127585.5388098347,1125063.7555440844,MF_MLP
169,2020-06-01,1133421.5129642768,1130899.7296985264,MF_MLP
170,2020-06-02,1140517.2413608832,1137995.4580951328,MF_MLP
171,2020-06-03,1148504.1017956806,1145982.3185299302,MF_MLP
172,2020-06-04,1142148.463908664,1139626.6806429136,MF_MLP
173,2020-06-05,1152118.0259034475,1149596.2426376971,MF_MLP
174,2020-06-08,1163634.613447584,1161112.8301818336,MF_MLP
175,2020-06-09,1178525.6215640686,1176003.8382983182,MF_MLP
176,2020-06-10,1200436.6830296263,1197914.8997638759,MF_MLP
177,2020-06-11,1166211.234320986,1163689.4510552357,MF_MLP
178,2020-06-12,1158335.2001648524,1155813.416899102,MF_MLP
179,2020-06-15,1148474.8216598104,1145953.03839406,MF_MLP
180,2020-06-16,1182898.2616527325,1180376.478386982,MF_MLP
181,2020-06-17,1188184.4975389577,1185662.7142732074,MF_MLP
182,2020-06-18,1184518.5701414077,1181996.7868756573,MF_MLP
183,2020-06-19,1192189.3220950316,1189667.5388292812,MF_MLP
184,2020-06-22,1195065.6894069577,1192543.9061412073,MF_MLP
185,2020-06-23,1217276.99775983,1214755.2144940796,MF_MLP
186,2020-06-24,1204481.8269715947,1201960.0437058443,MF_MLP
187,2020-06-25,1197572.091678903,1195050.3084131526,MF_MLP
188,2020-06-26,1185939.391005593,1183417.6077398425,MF_MLP
189,2020-06-29,1174747.6590756641,1172225.8758099137,MF_MLP
190,2020-06-30,1196301.1138347029,1193779.3305689525,MF_MLP
