,key,Date,Ticker,Quantity,Basis,Purchase Price,Current Value,Last,% Gain,model
0,Positions_2020-10-19,2020-10-19,PEAK,1765,45939.28328112514,26.0279225388811,45939.28328112514,26.0279225388811,0.0,RF Reg_target_120_rebal_60_2018-01-01
1,Positions_2020-10-19,2020-10-19,BAC,175,4137.237598341171,23.641357704806694,4137.237598341171,23.64135770480669,0.0,RF Reg_target_120_rebal_60_2018-01-01
2,Positions_2020-10-19,2020-10-19,GILD,68,4028.025309291119,59.23566631310469,4028.025309291119,59.23566631310469,0.0,RF Reg_target_120_rebal_60_2018-01-01
3,Positions_2020-10-19,2020-10-19,T,145,3803.623384751217,26.23188541207736,3803.623384751217,26.23188541207736,0.0,RF Reg_target_120_rebal_60_2018-01-01
4,Positions_2020-10-19,2020-10-19,KIM,318,3426.16621219685,10.774107585524686,3426.16621219685,10.774107585524686,0.0,RF Reg_target_120_rebal_60_2018-01-01
5,Positions_2020-10-19,2020-10-19,HAL,281,3418.202724589362,12.164422507435452,3418.202724589362,12.164422507435452,0.0,RF Reg_target_120_rebal_60_2018-01-01
6,Positions_2020-10-19,2020-10-19,PPL,117,3159.1329101887163,27.001135984518942,3159.1329101887163,27.001135984518942,0.0,RF Reg_target_120_rebal_60_2018-01-01
7,Positions_2020-10-19,2020-10-19,RF,259,3155.246659438133,12.182419534510167,3155.246659438133,12.182419534510167,0.0,RF Reg_target_120_rebal_60_2018-01-01
8,Positions_2020-10-19,2020-10-19,GM,87,2909.4974269866943,33.4424991607666,2909.4974269866943,33.4424991607666,0.0,RF Reg_target_120_rebal_60_2018-01-01
9,Positions_2020-10-19,2020-10-19,F,311,2376.0399955511093,7.639999985694885,2376.0399955511093,7.639999985694885,0.0,RF Reg_target_120_rebal_60_2018-01-01
10,Positions_2020-10-19,2020-10-19,C,55,2306.323407982861,41.93315287241566,2306.323407982861,41.93315287241566,0.0,RF Reg_target_120_rebal_60_2018-01-01
11,Positions_2020-10-19,2020-10-19,JPM,22,2174.313892660173,98.83244966637152,2174.313892660173,98.83244966637152,0.0,RF Reg_target_120_rebal_60_2018-01-01
12,Positions_2020-10-19,2020-10-19,KO,44,2144.2700158028747,48.73340945006533,2144.2700158028747,48.73340945006533,0.0,RF Reg_target_120_rebal_60_2018-01-01
13,Positions_2020-10-19,2020-10-19,KMI,179,2171.2643917719593,12.12996866911709,2171.2643917719593,12.12996866911709,0.0,RF Reg_target_120_rebal_60_2018-01-01
14,Positions_2020-10-19,2020-10-19,EXC,49,1999.8088166127043,40.8124248288307,1999.8088166127043,40.8124248288307,0.0,RF Reg_target_120_rebal_60_2018-01-01
15,Positions_2020-10-19,2020-10-19,XOM,60,1920.33386035798,32.00556433929967,1920.33386035798,32.00556433929967,0.0,RF Reg_target_120_rebal_60_2018-01-01
16,Positions_2020-10-19,2020-10-19,GE,236,1729.2346871762234,7.327265623628065,1729.2346871762234,7.327265623628065,0.0,RF Reg_target_120_rebal_60_2018-01-01
17,Positions_2020-10-19,2020-10-19,BSX,41,1564.4574718475342,38.15749931335449,1564.4574718475342,38.15749931335449,0.0,RF Reg_target_120_rebal_60_2018-01-01
18,Positions_2020-10-19,2020-10-19,OXY,143,1429.3540109112528,9.995482593784985,1429.3540109112528,9.995482593784985,0.0,RF Reg_target_120_rebal_60_2018-01-01
19,Positions_2020-10-19,2020-10-19,MO,35,1307.0270619417954,37.34363034119416,1307.0270619417954,37.34363034119416,0.0,RF Reg_target_120_rebal_60_2018-01-01
20,Positions_2020-10-19,2020-10-19,MRK,17,1255.9995320267692,73.88232541333936,1255.9995320267692,73.88232541333936,0.0,RF Reg_target_120_rebal_60_2018-01-01
21,Positions_2020-10-19,2020-10-19,CCL,81,1151.212488412857,14.212499856948853,1151.212488412857,14.212499856948853,0.0,RF Reg_target_120_rebal_60_2018-01-01
22,Positions_2020-10-19,2020-10-19,HST,97,1045.4174916744232,10.777499914169312,1045.4174916744232,10.777499914169312,0.0,RF Reg_target_120_rebal_60_2018-01-01
23,Positions_2020-10-19,2020-10-19,MRO,260,1040.3248761949355,4.001249523826675,1040.3248761949355,4.001249523826675,0.0,RF Reg_target_120_rebal_60_2018-01-01
0,Positions_2020-10-20,2020-10-19,PEAK,1765,45939.28328112514,26.0279225388811,46076.072841789835,26.105423706396508,0.3,RF Reg_target_120_rebal_60_2018-01-01
1,Positions_2020-10-20,2020-10-19,BAC,175,4137.237598341171,23.641357704806694,4152.747442994367,23.729985388539237,0.37,RF Reg_target_120_rebal_60_2018-01-01
2,Positions_2020-10-20,2020-10-19,GILD,68,4028.025309291119,59.23566631310469,3979.0074447200727,58.51481536353048,-1.22,RF Reg_target_120_rebal_60_2018-01-01
3,Positions_2020-10-20,2020-10-19,T,145,3803.623384751217,26.23188541207736,3765.800814410785,25.971040099384723,-0.9900000000000001,RF Reg_target_120_rebal_60_2018-01-01
4,Positions_2020-10-20,2020-10-19,KIM,318,3426.16621219685,10.774107585524686,3433.9035793486682,10.798438928769396,0.22999999999999998,RF Reg_target_120_rebal_60_2018-01-01
5,Positions_2020-10-20,2020-10-19,HAL,281,3418.202724589362,12.164422507435452,3538.9355348762842,12.594076636570406,3.53,RF Reg_target_120_rebal_60_2018-01-01
6,Positions_2020-10-20,2020-10-19,PPL,117,3159.1329101887163,27.001135984518942,3136.7315678396226,26.809671519996776,-0.7100000000000001,RF Reg_target_120_rebal_60_2018-01-01
7,Positions_2020-10-20,2020-10-19,RF,259,3155.246659438133,12.182419534510167,3271.592267690095,12.631630377181834,3.6900000000000004,RF Reg_target_120_rebal_60_2018-01-01
