,key,Date,Ticker,Quantity,Basis,Purchase Price,Current Value,Last,% Gain,model
0,Positions_2020-10-19,2020-10-19,PEAK,1527,39744.63771687144,26.0279225388811,39744.63771687144,26.0279225388811,0.0,RF Reg_target_60_rebal_30_2018-01-01
1,Positions_2020-10-19,2020-10-19,OXY,1143,11424.836604696238,9.995482593784985,11424.836604696238,9.995482593784985,0.0,RF Reg_target_60_rebal_30_2018-01-01
2,Positions_2020-10-19,2020-10-19,MRO,1745,6982.180419077547,4.001249523826675,6982.180419077547,4.001249523826675,0.0,RF Reg_target_60_rebal_30_2018-01-01
3,Positions_2020-10-19,2020-10-19,XOM,197,6305.096174842034,32.00556433929967,6305.096174842034,32.00556433929967,0.0,RF Reg_target_60_rebal_30_2018-01-01
4,Positions_2020-10-19,2020-10-19,KMI,453,5494.875807110042,12.12996866911709,5494.875807110042,12.12996866911709,0.0,RF Reg_target_60_rebal_30_2018-01-01
5,Positions_2020-10-19,2020-10-19,C,86,3606.251147027747,41.93315287241566,3606.251147027747,41.93315287241566,0.0,RF Reg_target_60_rebal_30_2018-01-01
6,Positions_2020-10-19,2020-10-19,T,133,3488.840759806289,26.23188541207736,3488.840759806289,26.23188541207736,0.0,RF Reg_target_60_rebal_30_2018-01-01
7,Positions_2020-10-19,2020-10-19,PPL,103,2781.117006405451,27.00113598451894,2781.117006405451,27.001135984518942,0.0,RF Reg_target_60_rebal_30_2018-01-01
8,Positions_2020-10-19,2020-10-19,GILD,41,2428.6623188372923,59.235666313104694,2428.6623188372923,59.23566631310469,0.0,RF Reg_target_60_rebal_30_2018-01-01
9,Positions_2020-10-19,2020-10-19,MO,57,2128.5869294480667,37.34363034119415,2128.5869294480667,37.34363034119416,0.0,RF Reg_target_60_rebal_30_2018-01-01
10,Positions_2020-10-19,2020-10-19,JPM,18,1778.9840939946873,98.83244966637152,1778.9840939946873,98.83244966637152,0.0,RF Reg_target_60_rebal_30_2018-01-01
11,Positions_2020-10-19,2020-10-19,MRK,22,1625.4111590934658,73.88232541333936,1625.4111590934658,73.88232541333936,0.0,RF Reg_target_60_rebal_30_2018-01-01
12,Positions_2020-10-19,2020-10-19,KO,34,1656.9359213022212,48.73340945006533,1656.9359213022212,48.73340945006533,0.0,RF Reg_target_60_rebal_30_2018-01-01
13,Positions_2020-10-19,2020-10-19,BAC,68,1607.612323926855,23.64135770480669,1607.612323926855,23.64135770480669,0.0,RF Reg_target_60_rebal_30_2018-01-01
14,Positions_2020-10-19,2020-10-19,BSX,39,1488.1424732208252,38.15749931335449,1488.1424732208252,38.15749931335449,0.0,RF Reg_target_60_rebal_30_2018-01-01
15,Positions_2020-10-19,2020-10-19,HAL,118,1435.4018558773832,12.164422507435452,1435.4018558773832,12.164422507435452,0.0,RF Reg_target_60_rebal_30_2018-01-01
16,Positions_2020-10-19,2020-10-19,GM,42,1404.5849647521973,33.4424991607666,1404.5849647521973,33.4424991607666,0.0,RF Reg_target_60_rebal_30_2018-01-01
17,Positions_2020-10-19,2020-10-19,KIM,125,1346.7634481905857,10.774107585524686,1346.7634481905857,10.774107585524686,0.0,RF Reg_target_60_rebal_30_2018-01-01
18,Positions_2020-10-19,2020-10-19,F,134,1023.7599980831146,7.639999985694885,1023.7599980831146,7.639999985694885,0.0,RF Reg_target_60_rebal_30_2018-01-01
19,Positions_2020-10-19,2020-10-19,WFC,45,1011.9742501779926,22.48831667062206,1011.9742501779926,22.48831667062206,0.0,RF Reg_target_60_rebal_30_2018-01-01
20,Positions_2020-10-19,2020-10-19,SO,15,849.2476938020144,56.61651292013429,849.2476938020144,56.61651292013429,0.0,RF Reg_target_60_rebal_30_2018-01-01
0,Positions_2020-10-20,2020-10-19,PEAK,1527,39744.63771687144,26.0279225388811,39862.98199966747,26.105423706396508,0.3,RF Reg_target_60_rebal_30_2018-01-01
1,Positions_2020-10-20,2020-10-19,OXY,1143,11424.836604696238,9.995482593784985,11421.983327689932,9.992986288442635,-0.02,RF Reg_target_60_rebal_30_2018-01-01
2,Positions_2020-10-20,2020-10-19,MRO,1745,6982.180419077547,4.001249523826675,7046.829201793089,4.038297536844177,0.9299999999999999,RF Reg_target_60_rebal_30_2018-01-01
3,Positions_2020-10-20,2020-10-19,XOM,197,6305.096174842034,32.00556433929967,6274.335381418548,31.849418179789588,-0.49,RF Reg_target_60_rebal_30_2018-01-01
4,Positions_2020-10-20,2020-10-19,KMI,453,5494.875807110042,12.12996866911709,5454.173215113196,12.040117472656062,-0.74,RF Reg_target_60_rebal_30_2018-01-01
5,Positions_2020-10-20,2020-10-19,C,86,3606.251147027747,41.93315287241566,3645.146900050581,42.38542907035559,1.08,RF Reg_target_60_rebal_30_2018-01-01
6,Positions_2020-10-20,2020-10-19,T,133,3488.840759806289,26.23188541207736,3454.1483332181683,25.971040099384723,-0.9900000000000001,RF Reg_target_60_rebal_30_2018-01-01
7,Positions_2020-10-20,2020-10-19,PPL,103,2781.117006405451,27.00113598451894,2761.396166559668,26.809671519996776,-0.7100000000000001,RF Reg_target_60_rebal_30_2018-01-01
8,Positions_2020-10-20,2020-10-19,GILD,41,2428.6623188372923,59.235666313104694,2399.1074299047496,58.51481536353048,-1.22,RF Reg_target_60_rebal_30_2018-01-01
9,Positions_2020-10-20,2020-10-19,MO,57,2128.5869294480667,37.34363034119415,2108.3536077546955,36.9886597851701,-0.95,RF Reg_target_60_rebal_30_2018-01-01
10,Positions_2020-10-20,2020-10-19,JPM,18,1778.9840939946873,98.83244966637152,1777.8358723433491,98.7686595746305,-0.06,RF Reg_target_60_rebal_30_2018-01-01
11,Positions_2020-10-20,2020-10-19,MRK,22,1625.4111590934658,73.88232541333936,1608.4206472288797,73.11002941949454,-1.05,RF Reg_target_60_rebal_30_2018-01-01
12,Positions_2020-10-20,2020-10-19,KO,34,1656.9359213022212,48.73340945006533,1664.9055640182066,48.96781070641784,0.48,RF Reg_target_60_rebal_30_2018-01-01
13,Positions_2020-10-20,2020-10-19,BAC,68,1607.612323926855,23.64135770480669,1613.6390064206682,23.729985388539237,0.37,RF Reg_target_60_rebal_30_2018-01-01
